cif name= ./1538614.cif
./1538614.cif
Full Formula (Li56 Ni8 N32)
N1 : [8.374625 5.981875 3.589125]

ce_symbol  = C:8
ce_fraction=  1.0
species:coords:index
Li1 : [7.17825 7.17825 2.39275] : 2
Li1 : [7.17825 4.7855  2.39275] : 41
Li1 : [7.17825 4.7855  4.7855 ] : 25
Li1 : [7.17825 7.17825 4.7855 ] : 39
Ni1 : [9.571   7.17825 4.7855 ] : 59
Li1 : [9.571   7.17825 2.39275] : 42
Li1 : [9.571  4.7855 4.7855] : 8
Li1 : [9.571   4.7855  2.39275] : 18
!!!atention to nb coordination!!!
         [2.072182284905216, 2.0721822849052156, 2.072182284905215, 2.0721822849052156, 2.0721822849052156, 2.072182284905216, 2.072182284905215, 2.0721822849052156]
         [2.0721822849052156, 2.072182284905215, 2.072182284905215, 2.0721822849052156, 2.0721822849052156, 2.0721822849052156, 2.072182284905215, 2.072182284905215]


**isite= 75
N1 : [1.196375 5.981875 1.196375]

ce_symbol  = C:8
ce_fraction=  1.0
species:coords:index
Li1 : [2.39275 7.17825 2.39275] : 3
Li1 : [0.     4.7855 0.    ] : 9
Ni1 : [2.39275 4.7855  0.     ] : 56
Li1 : [0.      4.7855  2.39275] : 18
Li1 : [2.39275 4.7855  2.39275] : 43
Li1 : [0.      7.17825 2.39275] : 42
Li1 : [2.39275 7.17825 0.     ] : 36
Li1 : [0.      7.17825 0.     ] : 26


**isite= 76
N1 : [1.196375 5.981875 5.981875]

ce_symbol  = C:8
ce_fraction=  1.0
species:coords:index
Li1 : [0.      4.7855  7.17825] : 19
Li1 : [0.      7.17825 7.17825] : 44
Li1 : [0.     4.7855 4.7855] : 8
Ni1 : [0.      7.17825 4.7855 ] : 59
Li1 : [2.39275 7.17825 7.17825] : 4
Li1 : [2.39275 7.17825 4.7855 ] : 35
Li1 : [2.39275 4.7855  4.7855 ] : 27
Li1 : [2.39275 4.7855  7.17825] : 45


**isite= 77
N1 : [1.196375 3.589125 8.374625]

ce_symbol  = C:8
ce_fraction=  1.0
species:coords:index
Li1 : [0.      4.7855  7.17825] : 19
Ni1 : [2.39275 4.7855  9.571  ] : 56
Li1 : [2.39275 4.7855  7.17825] : 45
Li1 : [0.     4.7855 9.571 ] : 9
Li1 : [2.39275 2.39275 7.17825] : 5
Li1 : [0.      2.39275 7.17825] : 46
Li1 : [0.      2.39275 9.571  ] : 24
Li1 : [2.39275 2.39275 9.571  ] : 32


**isite= 78
N1 : [8.374625 3.589125 5.981875]

ce_symbol  = C:8
ce_fraction=  1.0
species:coords:index
Li1 : [9.571   4.7855  7.17825] : 19
Li1 : [9.571  4.7855 4.7855] : 8
Li1 : [7.17825 4.7855  7.17825] : 47
Li1 : [7.17825 4.7855  4.7855 ] : 25
Li1 : [7.17825 2.39275 7.17825] : 6
Li1 : [9.571   2.39275 7.17825] : 46
Li1 : [7.17825 2.39275 4.7855 ] : 33
Ni1 : [9.571   2.39275 4.7855 ] : 57


**isite= 79
N1 : [8.374625 5.981875 8.374625]

ce_symbol  = C:8
ce_fraction=  1.0
species:coords:index
Li1 : [9.571   7.17825 7.17825] : 44
Li1 : [7.17825 7.17825 7.17825] : 7
Li1 : [7.17825 4.7855  7.17825] : 47
Li1 : [9.571   4.7855  7.17825] : 19
Li1 : [9.571   7.17825 9.571  ] : 26
Li1 : [9.571  4.7855 9.571 ] : 9
Ni1 : [7.17825 4.7855  9.571  ] : 58
Li1 : [7.17825 7.17825 9.571  ] : 34


**isite= 80
N1 : [3.589125 1.196375 3.589125]

ce_symbol  = C:8
ce_fraction=  1.0
species:coords:index
Li1 : [4.7855  2.39275 2.39275] : 55
Ni1 : [4.7855  0.      2.39275] : 60
Li1 : [2.39275 2.39275 2.39275] : 0
Li1 : [2.39275 0.      2.39275] : 48
Li1 : [2.39275 2.39275 4.7855 ] : 37
Li1 : [2.39275 0.      4.7855 ] : 14
Li1 : [4.7855 0.     4.7855] : 10
Li1 : [4.7855  2.39275 4.7855 ] : 21


**isite= 81
N1 : [3.589125 8.374625 5.981875]

ce_symbol  = C:8
ce_fraction=  1.0
species:coords:index
Li1 : [2.39275 9.571   4.7855 ] : 14
Li1 : [2.39275 7.17825 4.7855 ] : 35
Li1 : [4.7855  7.17825 4.7855 ] : 23
Li1 : [4.7855 9.571  4.7855] : 10
Li1 : [4.7855  7.17825 7.17825] : 52
Ni1 : [4.7855  9.571   7.17825] : 61
Li1 : [2.39275 9.571   7.17825] : 49
Li1 : [2.39275 7.17825 7.17825] : 4


**isite= 82
N1 : [3.589125 1.196375 8.374625]

ce_symbol  = C:8
ce_fraction=  1.0
species:coords:index
Li1 : [2.39275 2.39275 9.571  ] : 32
Li1 : [4.7855  2.39275 7.17825] : 50
Li1 : [2.39275 2.39275 7.17825] : 5
Li1 : [4.7855  2.39275 9.571  ] : 15
Ni1 : [4.7855  0.      7.17825] : 61
Li1 : [2.39275 0.      7.17825] : 49
Li1 : [2.39275 0.      9.571  ] : 20
Li1 : [4.7855 0.     9.571 ] : 11


**isite= 83
N1 : [5.981875 1.196375 5.981875]

ce_symbol  = C:8
ce_fraction=  1.0
species:coords:index
Ni1 : [4.7855  0.      7.17825] : 61
Li1 : [7.17825 2.39275 7.17825] : 6
Li1 : [7.17825 0.      7.17825] : 51
Li1 : [4.7855  2.39275 7.17825] : 50
Li1 : [4.7855 0.     4.7855] : 10
Li1 : [7.17825 0.      4.7855 ] : 16
Li1 : [7.17825 2.39275 4.7855 ] : 33
Li1 : [4.7855  2.39275 4.7855 ] : 21
!!!atention to nb coordination!!!
         [2.0721822849052156, 2.072182284905216, 2.072182284905216, 2.0721822849052156, 2.072182284905215, 2.0721822849052156, 2.0721822849052156, 2.072182284905215]
         [2.0721822849052156, 2.0721822849052165, 2.0721822849052165, 2.0721822849052156, 2.072182284905215, 2.0721822849052156, 2.0721822849052156, 2.072182284905215]


**isite= 84
N1 : [5.981875 8.374625 8.374625]

ce_symbol  = C:8
ce_fraction=  1.0
species:coords:index
Li1 : [7.17825 9.571   9.571  ] : 22
Li1 : [4.7855  7.17825 9.571  ] : 17
Li1 : [7.17825 9.571   7.17825] : 51
Li1 : [7.17825 7.17825 7.17825] : 7
Li1 : [7.17825 7.17825 9.571  ] : 34
Li1 : [4.7855 9.571  9.571 ] : 11
Ni1 : [4.7855  9.571   7.17825] : 61
Li1 : [4.7855  7.17825 7.17825] : 52


**isite= 85
N1 : [5.981875 8.374625 3.589125]

ce_symbol  = C:8
ce_fraction=  1.0
species:coords:index
Li1 : [4.7855  7.17825 4.7855 ] : 23
Li1 : [4.7855  7.17825 2.39275] : 54
Li1 : [7.17825 7.17825 4.7855 ] : 39
Li1 : [7.17825 7.17825 2.39275] : 2
Ni1 : [4.7855  9.571   2.39275] : 60
Li1 : [7.17825 9.571   2.39275] : 53
Li1 : [7.17825 9.571   4.7855 ] : 16
Li1 : [4.7855 9.571  4.7855] : 10
!!!atention to nb coordination!!!
         [2.072182284905215, 2.0721822849052156, 2.0721822849052156, 2.072182284905216, 2.0721822849052156, 2.072182284905216, 2.0721822849052156, 2.072182284905215]
         [2.072182284905215, 2.072182284905215, 2.0721822849052156, 2.0721822849052156, 2.072182284905215, 2.0721822849052156, 2.0721822849052156, 2.072182284905215]


**isite= 86
N1 : [3.589125 8.374625 1.196375]

ce_symbol  = C:8
ce_fraction=  1.0
species:coords:index
Li1 : [4.7855 9.571  0.    ] : 11
Li1 : [4.7855  7.17825 0.     ] : 17
Li1 : [2.39275 7.17825 0.     ] : 36
Li1 : [2.39275 9.571   0.     ] : 20
Ni1 : [4.7855  9.571   2.39275] : 60
Li1 : [2.39275 9.571   2.39275] : 48
Li1 : [2.39275 7.17825 2.39275] : 3
Li1 : [4.7855  7.17825 2.39275] : 54


**isite= 87
N1 : [5.981875 1.196375 1.196375]

ce_symbol  = C:8
ce_fraction=  1.0
species:coords:index
Li1 : [4.7855 0.     0.    ] : 11
Li1 : [4.7855  2.39275 0.     ] : 15
Li1 : [7.17825 0.      2.39275] : 53
Li1 : [7.17825 0.      0.     ] : 22
Li1 : [7.17825 2.39275 0.     ] : 38
Li1 : [7.17825 2.39275 2.39275] : 1
Li1 : [4.7855  2.39275 2.39275] : 55
Ni1 : [4.7855  0.      2.39275] : 60
!!!atention to nb coordination!!!
         [2.072182284905215, 2.072182284905215, 2.0721822849052156, 2.0721822849052156, 2.0721822849052156, 2.0721822849052156, 2.072182284905215, 2.072182284905215]
         [2.072182284905215, 2.072182284905215, 2.072182284905216, 2.072182284905216, 2.072182284905216, 2.072182284905216, 2.072182284905215, 2.072182284905215]


**isite= 88
N1 : [1.100665 1.100665 1.100665]

ce_symbol  = C:8
ce_fraction=  0.999986094376173
species:coords:index
Li1 : [0.      0.      2.39275] : 28
Li1 : [2.39275 0.      0.     ] : 20
Li1 : [2.39275 0.      2.39275] : 48
Ni1 : [0. 0. 0.] : 62
Li1 : [2.39275 2.39275 0.     ] : 32
Li1 : [0.      2.39275 0.     ] : 24
Li1 : [0.      2.39275 2.39275] : 40
Li1 : [2.39275 2.39275 2.39275] : 0

ce_symbol  = BO_1:8
ce_fraction=  1.390562382687627e-05
species:coords:index
Li1 : [0.      0.      2.39275] : 28
Li1 : [2.39275 0.      0.     ] : 20
Li1 : [2.39275 0.      2.39275] : 48
Ni1 : [0. 0. 0.] : 62
Li1 : [2.39275 2.39275 0.     ] : 32
Li1 : [0.      2.39275 0.     ] : 24
Li1 : [0.      2.39275 2.39275] : 40
Li1 : [2.39275 2.39275 2.39275] : 0


**isite= 89
N1 : [5.886165 3.684835 3.684835]

ce_symbol  = C:8
ce_fraction=  0.999986094376173
species:coords:index
Li1 : [7.17825 2.39275 4.7855 ] : 33
Li1 : [7.17825 2.39275 2.39275] : 1
Li1 : [4.7855  2.39275 4.7855 ] : 21
Li1 : [4.7855  2.39275 2.39275] : 55
Li1 : [4.7855  4.7855  2.39275] : 31
Ni1 : [4.7855 4.7855 4.7855] : 63
Li1 : [7.17825 4.7855  4.7855 ] : 25
Li1 : [7.17825 4.7855  2.39275] : 41
!!!atention to nb coordination!!!
         [2.13317386461465, 2.237956867697633, 2.0229707194309565, 2.13317386461465, 2.0229707194309565, 1.9064077021127983, 2.022970719430956, 2.13317386461465]
         [2.13317386461465, 2.237956867697633, 2.022970719430956, 2.13317386461465, 2.022970719430956, 1.906407702112798, 2.022970719430956, 2.13317386461465]

ce_symbol  = BO_1:8
ce_fraction=  1.3905623826876186e-05
species:coords:index
Li1 : [7.17825 2.39275 4.7855 ] : 33
Li1 : [7.17825 2.39275 2.39275] : 1
Li1 : [4.7855  2.39275 4.7855 ] : 21
Li1 : [4.7855  2.39275 2.39275] : 55
Li1 : [4.7855  4.7855  2.39275] : 31
Ni1 : [4.7855 4.7855 4.7855] : 63
Li1 : [7.17825 4.7855  4.7855 ] : 25
Li1 : [7.17825 4.7855  2.39275] : 41
!!!atention to nb coordination!!!
         [2.13317386461465, 2.237956867697633, 2.0229707194309565, 2.13317386461465, 2.0229707194309565, 1.9064077021127983, 2.022970719430956, 2.13317386461465]
         [2.13317386461465, 2.237956867697633, 2.022970719430956, 2.13317386461465, 2.022970719430956, 1.906407702112798, 2.022970719430956, 2.13317386461465]


**isite= 90
N1 : [8.470335 8.470335 1.100665]

ce_symbol  = C:8
ce_fraction=  0.999986094376173
species:coords:index
Li1 : [9.571   7.17825 0.     ] : 26
Li1 : [7.17825 7.17825 2.39275] : 2
Li1 : [9.571   9.571   2.39275] : 28
Li1 : [9.571   7.17825 2.39275] : 42
Li1 : [7.17825 9.571   2.39275] : 53
Ni1 : [9.571 9.571 0.   ] : 62
Li1 : [7.17825 9.571   0.     ] : 22
Li1 : [7.17825 7.17825 0.     ] : 34
!!!atention to nb coordination!!!
         [2.0229707194309556, 2.237956867697633, 2.0229707194309556, 2.13317386461465, 2.13317386461465, 1.9064077021127974, 2.0229707194309556, 2.13317386461465]
         [2.0229707194309556, 2.237956867697633, 2.0229707194309556, 2.1331738646146494, 2.1331738646146494, 1.9064077021127974, 2.0229707194309556, 2.13317386461465]

ce_symbol  = BO_1:8
ce_fraction=  1.3905623826876323e-05
species:coords:index
Li1 : [9.571   7.17825 0.     ] : 26
Li1 : [7.17825 7.17825 2.39275] : 2
Li1 : [9.571   9.571   2.39275] : 28
Li1 : [9.571   7.17825 2.39275] : 42
Li1 : [7.17825 9.571   2.39275] : 53
Ni1 : [9.571 9.571 0.   ] : 62
Li1 : [7.17825 9.571   0.     ] : 22
Li1 : [7.17825 7.17825 0.     ] : 34
!!!atention to nb coordination!!!
         [2.0229707194309556, 2.237956867697633, 2.0229707194309556, 2.13317386461465, 2.13317386461465, 1.9064077021127974, 2.0229707194309556, 2.13317386461465]
         [2.0229707194309556, 2.237956867697633, 2.0229707194309556, 2.1331738646146494, 2.1331738646146494, 1.9064077021127974, 2.0229707194309556, 2.13317386461465]


**isite= 91
N1 : [3.684835 5.886165 3.684835]

ce_symbol  = C:8
ce_fraction=  0.999986094376173
species:coords:index
Li1 : [2.39275 7.17825 2.39275] : 3
Ni1 : [4.7855 4.7855 4.7855] : 63
Li1 : [4.7855  7.17825 4.7855 ] : 23
Li1 : [2.39275 4.7855  4.7855 ] : 27
Li1 : [2.39275 7.17825 4.7855 ] : 35
Li1 : [2.39275 4.7855  2.39275] : 43
Li1 : [4.7855  4.7855  2.39275] : 31
Li1 : [4.7855  7.17825 2.39275] : 54

ce_symbol  = BO_1:8
ce_fraction=  1.3905623826876225e-05
species:coords:index
Li1 : [2.39275 7.17825 2.39275] : 3
Ni1 : [4.7855 4.7855 4.7855] : 63
Li1 : [4.7855  7.17825 4.7855 ] : 23
Li1 : [2.39275 4.7855  4.7855 ] : 27
Li1 : [2.39275 7.17825 4.7855 ] : 35
Li1 : [2.39275 4.7855  2.39275] : 43
Li1 : [4.7855  4.7855  2.39275] : 31
Li1 : [4.7855  7.17825 2.39275] : 54


**isite= 92
N1 : [1.100665 8.470335 8.470335]

ce_symbol  = C:8
ce_fraction=  0.999986094376173
species:coords:index
Li1 : [2.39275 7.17825 7.17825] : 4
Ni1 : [0.    9.571 9.571] : 62
Li1 : [0.      7.17825 9.571  ] : 26
Li1 : [2.39275 7.17825 9.571  ] : 36
Li1 : [0.      7.17825 7.17825] : 44
Li1 : [2.39275 9.571   7.17825] : 49
Li1 : [2.39275 9.571   9.571  ] : 20
Li1 : [0.      9.571   7.17825] : 29

ce_symbol  = BO_1:8
ce_fraction=  1.3905623826876396e-05
species:coords:index
Li1 : [2.39275 7.17825 7.17825] : 4
Ni1 : [0.    9.571 9.571] : 62
Li1 : [0.      7.17825 9.571  ] : 26
Li1 : [2.39275 7.17825 9.571  ] : 36
Li1 : [0.      7.17825 7.17825] : 44
Li1 : [2.39275 9.571   7.17825] : 49
Li1 : [2.39275 9.571   9.571  ] : 20
Li1 : [0.      9.571   7.17825] : 29


**isite= 93
N1 : [3.684835 3.684835 5.886165]

ce_symbol  = C:8
ce_fraction=  0.999986094376173
species:coords:index
Li1 : [2.39275 2.39275 4.7855 ] : 37
Li1 : [2.39275 4.7855  4.7855 ] : 27
Li1 : [2.39275 2.39275 7.17825] : 5
Li1 : [2.39275 4.7855  7.17825] : 45
Li1 : [4.7855  4.7855  7.17825] : 30
Ni1 : [4.7855 4.7855 4.7855] : 63
Li1 : [4.7855  2.39275 4.7855 ] : 21
Li1 : [4.7855  2.39275 7.17825] : 50
!!!atention to nb coordination!!!
         [2.13317386461465, 2.022970719430956, 2.237956867697633, 2.13317386461465, 2.022970719430956, 1.906407702112798, 2.022970719430956, 2.13317386461465]
         [2.13317386461465, 2.022970719430956, 2.237956867697633, 2.13317386461465, 2.022970719430956, 1.9064077021127983, 2.022970719430956, 2.13317386461465]

ce_symbol  = BO_1:8
ce_fraction=  1.3905623826876252e-05
species:coords:index
Li1 : [2.39275 2.39275 4.7855 ] : 37
Li1 : [2.39275 4.7855  4.7855 ] : 27
Li1 : [2.39275 2.39275 7.17825] : 5
Li1 : [2.39275 4.7855  7.17825] : 45
Li1 : [4.7855  4.7855  7.17825] : 30
Ni1 : [4.7855 4.7855 4.7855] : 63
Li1 : [4.7855  2.39275 4.7855 ] : 21
Li1 : [4.7855  2.39275 7.17825] : 50
!!!atention to nb coordination!!!
         [2.13317386461465, 2.022970719430956, 2.237956867697633, 2.13317386461465, 2.022970719430956, 1.906407702112798, 2.022970719430956, 2.13317386461465]
         [2.13317386461465, 2.022970719430956, 2.237956867697633, 2.13317386461465, 2.022970719430956, 1.9064077021127983, 2.022970719430956, 2.13317386461465]


**isite= 94
N1 : [8.470335 1.100665 8.470335]

ce_symbol  = C:8
ce_fraction=  0.999986094376173
species:coords:index
Ni1 : [9.571 0.    9.571] : 62
Li1 : [9.571   2.39275 9.571  ] : 24
Li1 : [7.17825 0.      9.571  ] : 22
Li1 : [7.17825 2.39275 9.571  ] : 38
Li1 : [9.571   2.39275 7.17825] : 46
Li1 : [7.17825 2.39275 7.17825] : 6
Li1 : [7.17825 0.      7.17825] : 51
Li1 : [9.571   0.      7.17825] : 29

ce_symbol  = BO_1:8
ce_fraction=  1.3905623826876368e-05
species:coords:index
Ni1 : [9.571 0.    9.571] : 62
Li1 : [9.571   2.39275 9.571  ] : 24
Li1 : [7.17825 0.      9.571  ] : 22
Li1 : [7.17825 2.39275 9.571  ] : 38
Li1 : [9.571   2.39275 7.17825] : 46
Li1 : [7.17825 2.39275 7.17825] : 6
Li1 : [7.17825 0.      7.17825] : 51
Li1 : [9.571   0.      7.17825] : 29


**isite= 95
N1 : [5.886165 5.886165 5.886165]

ce_symbol  = C:8
ce_fraction=  0.999986094376173
species:coords:index
Li1 : [4.7855  4.7855  7.17825] : 30
Li1 : [7.17825 4.7855  7.17825] : 47
Li1 : [7.17825 7.17825 7.17825] : 7
Li1 : [4.7855  7.17825 7.17825] : 52
Li1 : [4.7855  7.17825 4.7855 ] : 23
Ni1 : [4.7855 4.7855 4.7855] : 63
Li1 : [7.17825 4.7855  4.7855 ] : 25
Li1 : [7.17825 7.17825 4.7855 ] : 39

ce_symbol  = BO_1:8
ce_fraction=  1.3905623826876125e-05
species:coords:index
Li1 : [4.7855  4.7855  7.17825] : 30
Li1 : [7.17825 4.7855  7.17825] : 47
Li1 : [7.17825 7.17825 7.17825] : 7
Li1 : [4.7855  7.17825 7.17825] : 52
Li1 : [4.7855  7.17825 4.7855 ] : 23
Ni1 : [4.7855 4.7855 4.7855] : 63
Li1 : [7.17825 4.7855  4.7855 ] : 25
Li1 : [7.17825 7.17825 4.7855 ] : 39

END

