cif name= ./1527984.cif
./1527984.cif
Full Formula (In16 Si16 O56)
O1 : [7.05975   5.1978586 2.35325  ] : 80
O1 : [5.1978586 7.05975   2.35325  ] : 48
O1 : [4.7065    4.7065    1.8618914] : 58
O1 : [4.7065    6.5683914 0.       ] : 51
O1 : [7.05975   7.05975   0.4913586] : 84
O1 : [6.5683914 4.7065    0.       ] : 81
!!!atention to nb coordination!!!
         [1.7995785118240772, 1.7995785118240772, 1.7995785118240784, 1.7995785118240784, 1.7995785118240772, 1.7995785118240784]
         [1.799578511824078, 1.799578511824078, 1.7995785118240772, 1.7995785118240777, 1.7995785118240786, 1.7995785118240777]


**isite= 29
Si1 : [5.883125 8.236375 3.529875]

ce_symbol  = O:6
ce_fraction=  1.0
species:coords:index
O1 : [4.7065    7.5511086 4.7065   ] : 35
O1 : [6.5683914 9.413     4.7065   ] : 67
O1 : [4.7065    9.413     2.8446086] : 45
O1 : [7.05975   7.05975   4.2151414] : 85
O1 : [5.1978586 7.05975   2.35325  ] : 48
O1 : [7.05975   8.9216414 2.35325  ] : 82
!!!atention to nb coordination!!!
         [1.7995785118240781, 1.7995785118240772, 1.799578511824078, 1.7995785118240781, 1.7995785118240788, 1.799578511824077]
         [1.7995785118240777, 1.7995785118240777, 1.7995785118240772, 1.7995785118240786, 1.799578511824078, 1.799578511824078]


**isite= 30
Si1 : [8.236375 3.529875 5.883125]

ce_symbol  = O:6
ce_fraction=  1.0
species:coords:index
O1 : [7.5511086 4.7065    4.7065   ] : 83
O1 : [7.05975   4.2151414 7.05975  ] : 68
O1 : [9.413     4.7065    6.5683914] : 86
O1 : [9.413     2.8446086 4.7065   ] : 77
O1 : [8.9216414 2.35325   7.05975  ] : 64
O1 : [7.05975   2.35325   5.1978586] : 70
!!!atention to nb coordination!!!
         [1.7995785118240781, 1.7995785118240781, 1.7995785118240772, 1.7995785118240781, 1.799578511824077, 1.7995785118240788]
         [1.7995785118240777, 1.7995785118240786, 1.7995785118240777, 1.7995785118240772, 1.799578511824078, 1.799578511824078]


**isite= 31
Si1 : [8.236375 5.883125 3.529875]

ce_symbol  = O:6
ce_fraction=  1.0
species:coords:index
O1 : [7.05975   7.05975   4.2151414] : 85
O1 : [7.5511086 4.7065    4.7065   ] : 83
O1 : [9.413     6.5683914 4.7065   ] : 79
O1 : [8.9216414 7.05975   2.35325  ] : 78
O1 : [7.05975   5.1978586 2.35325  ] : 80
O1 : [9.413     4.7065    2.8446086] : 87
!!!atention to nb coordination!!!
         [1.7995785118240781, 1.7995785118240781, 1.7995785118240772, 1.799578511824077, 1.7995785118240788, 1.7995785118240781]
         [1.7995785118240786, 1.7995785118240777, 1.7995785118240777, 1.799578511824078, 1.799578511824078, 1.7995785118240772]


**isite= 32
O1 : [2.35325 7.05975 2.35325]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
In1 : [3.529875 5.883125 3.529875] : 7
In1 : [3.529875 8.236375 1.176625] : 6
In1 : [1.176625 8.236375 3.529875] : 1
In1 : [1.176625 5.883125 1.176625] : 4
!!!atention to nb coordination!!!
         [2.0379742814557305, 2.0379742814557305, 2.0379742814557305, 2.0379742814557313]
         [2.0379742814557305, 2.0379742814557305, 2.0379742814557305, 2.0379742814557305]


**isite= 33
O1 : [4.7065 4.7065 4.7065]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
In1 : [3.529875 3.529875 5.883125] : 2
In1 : [5.883125 5.883125 5.883125] : 12
In1 : [5.883125 3.529875 3.529875] : 13
In1 : [3.529875 5.883125 3.529875] : 7
!!!atention to nb coordination!!!
         [2.03797428145573, 2.037974281455728, 2.03797428145573, 2.03797428145573]
         [2.03797428145573, 2.0379742814557296, 2.03797428145573, 2.03797428145573]


**isite= 34
O1 : [5.1978586 2.35325   7.05975  ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
In1 : [3.529875 1.176625 8.236375] : 3
In1 : [3.529875 3.529875 5.883125] : 2
Si1 : [5.883125 1.176625 5.883125] : 24
Si1 : [5.883125 3.529875 8.236375] : 25
!!!atention to nb coordination!!!
         [2.3560691991363405, 2.3560691991363405, 1.7995785118240784, 1.7995785118240775]
         [2.35606919913634, 2.35606919913634, 1.799578511824078, 1.799578511824078]


**isite= 35
O1 : [4.7065    7.5511086 4.7065   ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Si1 : [5.883125 8.236375 3.529875] : 29
In1 : [5.883125 5.883125 5.883125] : 12
Si1 : [3.529875 8.236375 5.883125] : 18
In1 : [3.529875 5.883125 3.529875] : 7
!!!atention to nb coordination!!!
         [1.7995785118240775, 2.356069199136339, 1.7995785118240775, 2.3560691991363414]
         [1.7995785118240777, 2.35606919913634, 1.7995785118240777, 2.35606919913634]


**isite= 36
O1 : [4.2151414 2.35325   2.35325  ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Si1 : [3.529875 3.529875 1.176625] : 22
Si1 : [3.529875 1.176625 3.529875] : 19
In1 : [5.883125 3.529875 3.529875] : 13
In1 : [5.883125 1.176625 1.176625] : 8
!!!atention to nb coordination!!!
         [1.799578511824078, 1.799578511824078, 2.3560691991363383, 2.356069199136339]
         [1.7995785118240777, 1.7995785118240777, 2.3560691991363396, 2.3560691991363396]


**isite= 37
O1 : [4.7065    1.8618914 4.7065   ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
In1 : [3.529875 3.529875 5.883125] : 2
Si1 : [5.883125 1.176625 5.883125] : 24
Si1 : [3.529875 1.176625 3.529875] : 19
In1 : [5.883125 3.529875 3.529875] : 13
!!!atention to nb coordination!!!
         [2.356069199136339, 1.7995785118240761, 1.7995785118240786, 2.356069199136339]
         [2.3560691991363396, 1.7995785118240772, 1.7995785118240777, 2.3560691991363396]


**isite= 38
O1 : [2.35325   0.4913586 2.35325  ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
In1 : [ 1.176625 -1.176625  3.529875] : 1
Si1 : [3.529875 1.176625 3.529875] : 19
In1 : [ 3.529875 -1.176625  1.176625] : 6
Si1 : [1.176625 1.176625 1.176625] : 16
!!!atention to nb coordination!!!
         [2.356069199136339, 1.7995785118240772, 2.356069199136339, 1.7995785118240781]
         [2.35606919913634, 1.7995785118240777, 2.35606919913634, 1.7995785118240777]


**isite= 39
O1 : [1.8618914 0.        0.       ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Si1 : [1.176625 1.176625 1.176625] : 16
In1 : [ 3.529875  1.176625 -1.176625] : 3
In1 : [ 3.529875 -1.176625  1.176625] : 6
Si1 : [ 1.176625 -1.176625 -1.176625] : 21
!!!atention to nb coordination!!!
         [1.7995785118240777, 2.356069199136339, 2.356069199136339, 1.7995785118240775]
         [1.7995785118240777, 2.35606919913634, 2.35606919913634, 1.7995785118240777]


**isite= 40
O1 : [2.35325   4.2151414 2.35325  ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
In1 : [1.176625 5.883125 1.176625] : 4
Si1 : [1.176625 3.529875 3.529875] : 17
Si1 : [3.529875 3.529875 1.176625] : 22
In1 : [3.529875 5.883125 3.529875] : 7
!!!atention to nb coordination!!!
         [2.356069199136339, 1.799578511824078, 1.799578511824078, 2.3560691991363383]
         [2.3560691991363396, 1.7995785118240777, 1.7995785118240777, 2.3560691991363396]


**isite= 41
O1 : [2.8446086 0.        4.7065   ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Si1 : [ 3.529875 -1.176625  5.883125] : 18
In1 : [1.176625 1.176625 5.883125] : 0
Si1 : [3.529875 1.176625 3.529875] : 19
In1 : [ 1.176625 -1.176625  3.529875] : 1
!!!atention to nb coordination!!!
         [1.7995785118240766, 2.356069199136339, 1.799578511824078, 2.35606919913634]
         [1.7995785118240775, 2.3560691991363396, 1.7995785118240777, 2.35606919913634]


**isite= 42
O1 : [2.35325   2.35325   0.4913586]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Si1 : [1.176625 1.176625 1.176625] : 16
Si1 : [3.529875 3.529875 1.176625] : 22
In1 : [ 3.529875  1.176625 -1.176625] : 3
In1 : [ 1.176625  3.529875 -1.176625] : 5
!!!atention to nb coordination!!!
         [1.7995785118240781, 1.7995785118240772, 2.356069199136339, 2.356069199136339]
         [1.7995785118240777, 1.7995785118240777, 2.35606919913634, 2.35606919913634]


**isite= 43
O1 : [2.35325   2.35325   4.2151414]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
In1 : [1.176625 1.176625 5.883125] : 0
Si1 : [1.176625 3.529875 3.529875] : 17
Si1 : [3.529875 1.176625 3.529875] : 19
In1 : [3.529875 3.529875 5.883125] : 2
!!!atention to nb coordination!!!
         [2.356069199136339, 1.799578511824078, 1.799578511824078, 2.3560691991363383]
         [2.3560691991363396, 1.7995785118240777, 1.7995785118240777, 2.3560691991363396]


**isite= 44
O1 : [4.7065    0.        6.5683914]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Si1 : [ 3.529875 -1.176625  5.883125] : 18
In1 : [3.529875 1.176625 8.236375] : 3
In1 : [ 5.883125 -1.176625  8.236375] : 9
Si1 : [5.883125 1.176625 5.883125] : 24
!!!atention to nb coordination!!!
         [1.7995785118240784, 2.3560691991363405, 2.356069199136339, 1.7995785118240775]
         [1.799578511824078, 2.35606919913634, 2.35606919913634, 1.7995785118240777]


**isite= 45
O1 : [4.7065    0.        2.8446086]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
In1 : [ 3.529875 -1.176625  1.176625] : 6
Si1 : [3.529875 1.176625 3.529875] : 19
Si1 : [ 5.883125 -1.176625  3.529875] : 29
In1 : [5.883125 1.176625 1.176625] : 8
!!!atention to nb coordination!!!
         [2.35606919913634, 1.799578511824078, 1.7995785118240766, 2.356069199136339]
         [2.35606919913634, 1.7995785118240777, 1.7995785118240775, 2.3560691991363396]


**isite= 46
O1 : [2.35325 2.35325 7.05975]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
In1 : [1.176625 1.176625 5.883125] : 0
In1 : [3.529875 1.176625 8.236375] : 3
In1 : [3.529875 3.529875 5.883125] : 2
In1 : [1.176625 3.529875 8.236375] : 5
!!!atention to nb coordination!!!
         [2.0379742814557313, 2.0379742814557305, 2.0379742814557305, 2.0379742814557305]
         [2.0379742814557305, 2.0379742814557305, 2.0379742814557305, 2.0379742814557305]


**isite= 47
O1 : [4.7065 0.     0.    ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
In1 : [ 3.529875  1.176625 -1.176625] : 3
In1 : [ 3.529875 -1.176625  1.176625] : 6
In1 : [5.883125 1.176625 1.176625] : 8
In1 : [ 5.883125 -1.176625 -1.176625] : 9
!!!atention to nb coordination!!!
         [2.03797428145573, 2.03797428145573, 2.037974281455729, 2.037974281455729]
         [2.0379742814557305, 2.0379742814557305, 2.03797428145573, 2.03797428145573]


**isite= 48
O1 : [5.1978586 7.05975   2.35325  ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
In1 : [3.529875 5.883125 3.529875] : 7
In1 : [3.529875 8.236375 1.176625] : 6
Si1 : [5.883125 8.236375 3.529875] : 29
Si1 : [5.883125 5.883125 1.176625] : 28
!!!atention to nb coordination!!!
         [2.3560691991363405, 2.3560691991363405, 1.7995785118240775, 1.7995785118240784]
         [2.35606919913634, 2.35606919913634, 1.799578511824078, 1.799578511824078]


**isite= 49
O1 : [4.7065    2.8446086 0.       ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Si1 : [ 5.883125  3.529875 -1.176625] : 25
In1 : [ 3.529875  1.176625 -1.176625] : 3
In1 : [5.883125 1.176625 1.176625] : 8
Si1 : [3.529875 3.529875 1.176625] : 22
!!!atention to nb coordination!!!
         [1.7995785118240766, 2.35606919913634, 2.356069199136339, 1.799578511824078]
         [1.7995785118240775, 2.35606919913634, 2.3560691991363396, 1.7995785118240777]


**isite= 50
O1 : [4.2151414 7.05975   7.05975  ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Si1 : [3.529875 5.883125 8.236375] : 23
In1 : [5.883125 8.236375 8.236375] : 9
In1 : [5.883125 5.883125 5.883125] : 12
Si1 : [3.529875 8.236375 5.883125] : 18
!!!atention to nb coordination!!!
         [1.7995785118240792, 2.356069199136339, 2.3560691991363405, 1.7995785118240792]
         [1.7995785118240786, 2.35606919913634, 2.35606919913634, 1.7995785118240786]


**isite= 51
O1 : [4.7065    6.5683914 0.       ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Si1 : [ 3.529875  5.883125 -1.176625] : 23
In1 : [ 5.883125  8.236375 -1.176625] : 9
In1 : [3.529875 8.236375 1.176625] : 6
Si1 : [5.883125 5.883125 1.176625] : 28
!!!atention to nb coordination!!!
         [1.7995785118240784, 2.356069199136339, 2.3560691991363405, 1.7995785118240775]
         [1.799578511824078, 2.35606919913634, 2.35606919913634, 1.7995785118240777]


**isite= 52
O1 : [2.35325   5.1978586 7.05975  ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Si1 : [1.176625 5.883125 5.883125] : 20
In1 : [3.529875 3.529875 5.883125] : 2
In1 : [1.176625 3.529875 8.236375] : 5
Si1 : [3.529875 5.883125 8.236375] : 23
!!!atention to nb coordination!!!
         [1.7995785118240784, 2.3560691991363405, 2.3560691991363405, 1.7995785118240775]
         [1.799578511824078, 2.35606919913634, 2.35606919913634, 1.799578511824078]


**isite= 53
O1 : [1.8618914 4.7065    4.7065   ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Si1 : [1.176625 5.883125 5.883125] : 20
In1 : [3.529875 5.883125 3.529875] : 7
Si1 : [1.176625 3.529875 3.529875] : 17
In1 : [3.529875 3.529875 5.883125] : 2
!!!atention to nb coordination!!!
         [1.7995785118240764, 2.356069199136339, 1.7995785118240786, 2.356069199136339]
         [1.7995785118240772, 2.3560691991363396, 1.7995785118240777, 2.3560691991363396]


**isite= 54
O1 : [2.35325   8.9216414 7.05975  ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
In1 : [ 1.176625 10.589625  5.883125] : 0
Si1 : [1.176625 8.236375 8.236375] : 21
In1 : [ 3.529875 10.589625  8.236375] : 3
Si1 : [3.529875 8.236375 5.883125] : 18
!!!atention to nb coordination!!!
         [2.3560691991363405, 1.7995785118240781, 2.3560691991363396, 1.7995785118240784]
         [2.3560691991363396, 1.799578511824078, 2.3560691991363396, 1.799578511824078]


**isite= 55
O1 : [2.8446086 4.7065    0.       ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
In1 : [1.176625 5.883125 1.176625] : 4
Si1 : [3.529875 3.529875 1.176625] : 22
Si1 : [ 3.529875  5.883125 -1.176625] : 23
In1 : [ 1.176625  3.529875 -1.176625] : 5
!!!atention to nb coordination!!!
         [2.356069199136339, 1.799578511824078, 1.7995785118240766, 2.35606919913634]
         [2.3560691991363396, 1.7995785118240777, 1.7995785118240775, 2.35606919913634]


**isite= 56
O1 : [2.35325   7.05975   5.1978586]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
In1 : [1.176625 8.236375 3.529875] : 1
Si1 : [1.176625 5.883125 5.883125] : 20
Si1 : [3.529875 8.236375 5.883125] : 18
In1 : [3.529875 5.883125 3.529875] : 7
!!!atention to nb coordination!!!
         [2.3560691991363405, 1.7995785118240784, 1.7995785118240775, 2.3560691991363405]
         [2.35606919913634, 1.799578511824078, 1.799578511824078, 2.35606919913634]


**isite= 57
O1 : [2.35325   7.05975   8.9216414]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Si1 : [1.176625 8.236375 8.236375] : 21
In1 : [ 1.176625  5.883125 10.589625] : 4
In1 : [ 3.529875  8.236375 10.589625] : 6
Si1 : [3.529875 5.883125 8.236375] : 23
!!!atention to nb coordination!!!
         [1.7995785118240781, 2.3560691991363405, 2.3560691991363396, 1.7995785118240784]
         [1.799578511824078, 2.3560691991363396, 2.3560691991363396, 1.799578511824078]


**isite= 58
O1 : [4.7065    4.7065    1.8618914]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
In1 : [3.529875 5.883125 3.529875] : 7
In1 : [5.883125 3.529875 3.529875] : 13
Si1 : [3.529875 3.529875 1.176625] : 22
Si1 : [5.883125 5.883125 1.176625] : 28
!!!atention to nb coordination!!!
         [2.356069199136339, 2.356069199136339, 1.7995785118240786, 1.7995785118240761]
         [2.3560691991363396, 2.3560691991363396, 1.7995785118240777, 1.7995785118240772]


**isite= 59
O1 : [4.7065    4.7065    7.5511086]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
In1 : [3.529875 3.529875 5.883125] : 2
Si1 : [5.883125 3.529875 8.236375] : 25
In1 : [5.883125 5.883125 5.883125] : 12
Si1 : [3.529875 5.883125 8.236375] : 23
!!!atention to nb coordination!!!
         [2.3560691991363414, 1.7995785118240775, 2.356069199136339, 1.7995785118240775]
         [2.35606919913634, 1.7995785118240777, 2.3560691991363396, 1.7995785118240777]


**isite= 60
O1 : [7.05975 7.05975 7.05975]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
In1 : [8.236375 5.883125 8.236375] : 15
In1 : [8.236375 8.236375 5.883125] : 14
In1 : [5.883125 8.236375 8.236375] : 9
In1 : [5.883125 5.883125 5.883125] : 12
!!!atention to nb coordination!!!
         [2.037974281455732, 2.037974281455732, 2.037974281455732, 2.0379742814557327]
         [2.037974281455731, 2.037974281455731, 2.037974281455731, 2.037974281455731]


**isite= 61
O1 : [0.     4.7065 0.    ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
In1 : [-1.176625  3.529875  1.176625] : 10
In1 : [-1.176625  5.883125 -1.176625] : 15
In1 : [ 1.176625  3.529875 -1.176625] : 5
In1 : [1.176625 5.883125 1.176625] : 4
!!!atention to nb coordination!!!
         [2.0379742814557305, 2.037974281455729, 2.03797428145573, 2.037974281455729]
         [2.0379742814557305, 2.03797428145573, 2.0379742814557305, 2.03797428145573]


**isite= 62
O1 : [0.4913586 2.35325   2.35325  ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Si1 : [1.176625 1.176625 1.176625] : 16
In1 : [-1.176625  3.529875  1.176625] : 10
In1 : [-1.176625  1.176625  3.529875] : 11
Si1 : [1.176625 3.529875 3.529875] : 17
!!!atention to nb coordination!!!
         [1.799578511824078, 2.356069199136339, 2.356069199136339, 1.7995785118240772]
         [1.7995785118240777, 2.35606919913634, 2.35606919913634, 1.7995785118240777]


**isite= 63
O1 : [0.        7.5511086 0.       ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Si1 : [-1.176625  8.236375  1.176625] : 26
Si1 : [ 1.176625  8.236375 -1.176625] : 21
In1 : [-1.176625  5.883125 -1.176625] : 15
In1 : [1.176625 5.883125 1.176625] : 4
!!!atention to nb coordination!!!
         [1.7995785118240777, 1.7995785118240777, 2.3560691991363405, 2.3560691991363405]
         [1.799578511824078, 1.799578511824078, 2.35606919913634, 2.35606919913634]


**isite= 64
O1 : [8.9216414 2.35325   7.05975  ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Si1 : [8.236375 3.529875 5.883125] : 30
In1 : [10.589625  3.529875  8.236375] : 5
Si1 : [8.236375 1.176625 8.236375] : 27
In1 : [10.589625  1.176625  5.883125] : 0
!!!atention to nb coordination!!!
         [1.7995785118240784, 2.3560691991363396, 1.7995785118240781, 2.3560691991363405]
         [1.799578511824078, 2.3560691991363396, 1.799578511824078, 2.3560691991363396]


**isite= 65
O1 : [0.        1.8618914 0.       ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
In1 : [ 1.176625  3.529875 -1.176625] : 5
In1 : [-1.176625  3.529875  1.176625] : 10
Si1 : [-1.176625  1.176625 -1.176625] : 27
Si1 : [1.176625 1.176625 1.176625] : 16
!!!atention to nb coordination!!!
         [2.356069199136339, 2.356069199136339, 1.7995785118240775, 1.7995785118240777]
         [2.35606919913634, 2.35606919913634, 1.7995785118240777, 1.7995785118240777]


**isite= 66
O1 : [7.05975   0.4913586 7.05975  ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Si1 : [5.883125 1.176625 5.883125] : 24
Si1 : [8.236375 1.176625 8.236375] : 27
In1 : [ 5.883125 -1.176625  8.236375] : 9
In1 : [ 8.236375 -1.176625  5.883125] : 14
!!!atention to nb coordination!!!
         [1.7995785118240797, 1.7995785118240784, 2.3560691991363405, 2.3560691991363405]
         [1.7995785118240786, 1.7995785118240786, 2.3560691991363405, 2.3560691991363405]


**isite= 67
O1 : [6.5683914 0.        4.7065   ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Si1 : [5.883125 1.176625 5.883125] : 24
In1 : [ 8.236375 -1.176625  5.883125] : 14
In1 : [8.236375 1.176625 3.529875] : 11
Si1 : [ 5.883125 -1.176625  3.529875] : 29
!!!atention to nb coordination!!!
         [1.7995785118240775, 2.356069199136339, 2.3560691991363405, 1.7995785118240784]
         [1.7995785118240777, 2.35606919913634, 2.35606919913634, 1.799578511824078]


**isite= 68
O1 : [7.05975   4.2151414 7.05975  ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
In1 : [8.236375 5.883125 8.236375] : 15
Si1 : [8.236375 3.529875 5.883125] : 30
Si1 : [5.883125 3.529875 8.236375] : 25
In1 : [5.883125 5.883125 5.883125] : 12
!!!atention to nb coordination!!!
         [2.356069199136339, 1.7995785118240792, 1.7995785118240792, 2.3560691991363405]
         [2.35606919913634, 1.7995785118240786, 1.7995785118240786, 2.35606919913634]


**isite= 69
O1 : [7.5511086 0.        0.       ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Si1 : [ 8.236375 -1.176625  1.176625] : 26
In1 : [5.883125 1.176625 1.176625] : 8
In1 : [ 5.883125 -1.176625 -1.176625] : 9
Si1 : [ 8.236375  1.176625 -1.176625] : 27
!!!atention to nb coordination!!!
         [1.7995785118240777, 2.3560691991363405, 2.3560691991363405, 1.7995785118240777]
         [1.799578511824078, 2.35606919913634, 2.35606919913634, 1.799578511824078]


**isite= 70
O1 : [7.05975   2.35325   5.1978586]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
In1 : [8.236375 1.176625 3.529875] : 11
Si1 : [5.883125 1.176625 5.883125] : 24
Si1 : [8.236375 3.529875 5.883125] : 30
In1 : [5.883125 3.529875 3.529875] : 13
!!!atention to nb coordination!!!
         [2.3560691991363405, 1.7995785118240784, 1.7995785118240772, 2.3560691991363405]
         [2.35606919913634, 1.799578511824078, 1.799578511824078, 2.35606919913634]


**isite= 71
O1 : [7.05975   2.35325   8.9216414]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
In1 : [ 8.236375  3.529875 10.589625] : 10
Si1 : [5.883125 3.529875 8.236375] : 25
Si1 : [8.236375 1.176625 8.236375] : 27
In1 : [ 5.883125  1.176625 10.589625] : 8
!!!atention to nb coordination!!!
         [2.3560691991363396, 1.7995785118240784, 1.7995785118240781, 2.3560691991363405]
         [2.3560691991363396, 1.799578511824078, 1.799578511824078, 2.3560691991363396]


**isite= 72
O1 : [0.        0.        1.8618914]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Si1 : [1.176625 1.176625 1.176625] : 16
In1 : [ 1.176625 -1.176625  3.529875] : 1
Si1 : [-1.176625 -1.176625  1.176625] : 26
In1 : [-1.176625  1.176625  3.529875] : 11
!!!atention to nb coordination!!!
         [1.7995785118240777, 2.356069199136339, 1.7995785118240775, 2.356069199136339]
         [1.7995785118240777, 2.35606919913634, 1.7995785118240777, 2.35606919913634]


**isite= 73
O1 : [0.        0.        7.5511086]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Si1 : [ 1.176625 -1.176625  8.236375] : 21
In1 : [-1.176625 -1.176625  5.883125] : 14
In1 : [1.176625 1.176625 5.883125] : 0
Si1 : [-1.176625  1.176625  8.236375] : 27
!!!atention to nb coordination!!!
         [1.7995785118240777, 2.3560691991363405, 2.3560691991363405, 1.7995785118240777]
         [1.799578511824078, 2.35606919913634, 2.35606919913634, 1.799578511824078]


**isite= 74
O1 : [7.05975 2.35325 2.35325]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
In1 : [5.883125 3.529875 3.529875] : 13
In1 : [5.883125 1.176625 1.176625] : 8
In1 : [8.236375 1.176625 3.529875] : 11
In1 : [8.236375 3.529875 1.176625] : 10
!!!atention to nb coordination!!!
         [2.0379742814557305, 2.0379742814557313, 2.0379742814557305, 2.0379742814557305]
         [2.0379742814557305, 2.0379742814557305, 2.0379742814557305, 2.0379742814557305]


**isite= 75
O1 : [0.     0.     4.7065]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
In1 : [1.176625 1.176625 5.883125] : 0
In1 : [-1.176625 -1.176625  5.883125] : 14
In1 : [-1.176625  1.176625  3.529875] : 11
In1 : [ 1.176625 -1.176625  3.529875] : 1
!!!atention to nb coordination!!!
         [2.037974281455729, 2.037974281455729, 2.03797428145573, 2.03797428145573]
         [2.03797428145573, 2.03797428145573, 2.0379742814557305, 2.0379742814557305]


**isite= 76
O1 : [0.4913586 7.05975   7.05975  ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Si1 : [1.176625 5.883125 5.883125] : 20
In1 : [-1.176625  8.236375  5.883125] : 14
Si1 : [1.176625 8.236375 8.236375] : 21
In1 : [-1.176625  5.883125  8.236375] : 15
!!!atention to nb coordination!!!
         [1.7995785118240795, 2.3560691991363405, 1.7995785118240784, 2.3560691991363405]
         [1.7995785118240786, 2.3560691991363405, 1.7995785118240786, 2.3560691991363405]


**isite= 77
O1 : [0.        2.8446086 4.7065   ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
In1 : [-1.176625  1.176625  3.529875] : 11
Si1 : [1.176625 3.529875 3.529875] : 17
In1 : [1.176625 1.176625 5.883125] : 0
Si1 : [-1.176625  3.529875  5.883125] : 30
!!!atention to nb coordination!!!
         [2.35606919913634, 1.799578511824078, 2.356069199136339, 1.7995785118240766]
         [2.35606919913634, 1.7995785118240777, 2.3560691991363396, 1.7995785118240775]


**isite= 78
O1 : [8.9216414 7.05975   2.35325  ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Si1 : [8.236375 8.236375 1.176625] : 26
Si1 : [8.236375 5.883125 3.529875] : 31
In1 : [10.589625  8.236375  3.529875] : 1
In1 : [10.589625  5.883125  1.176625] : 4
!!!atention to nb coordination!!!
         [1.7995785118240781, 1.7995785118240784, 2.356069199136339, 2.3560691991363405]
         [1.799578511824078, 1.799578511824078, 2.3560691991363396, 2.3560691991363396]


**isite= 79
O1 : [0.        6.5683914 4.7065   ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
In1 : [-1.176625  8.236375  5.883125] : 14
Si1 : [1.176625 5.883125 5.883125] : 20
Si1 : [-1.176625  5.883125  3.529875] : 31
In1 : [1.176625 8.236375 3.529875] : 1
!!!atention to nb coordination!!!
         [2.356069199136339, 1.7995785118240775, 1.7995785118240784, 2.3560691991363405]
         [2.35606919913634, 1.7995785118240777, 1.799578511824078, 2.35606919913634]


**isite= 80
O1 : [7.05975   5.1978586 2.35325  ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
In1 : [5.883125 3.529875 3.529875] : 13
Si1 : [8.236375 5.883125 3.529875] : 31
In1 : [8.236375 3.529875 1.176625] : 10
