cif name= ./1534029.cif
./1534029.cif
Full Formula (Cr8 Pb40 O64)
         [2.3191847527120126, 2.1748476139930517, 2.313350481039064, 2.424786783083505, 2.825598563449207]

ce_symbol  = S:5
ce_fraction=  2.078623128439773e-05
species:coords:index
Pb1 : [ 2.59202643  8.84964799 12.84430007] : 39
Pb1 : [ 4.60804517  6.75584512 10.09930356] : 13
Pb1 : [ 6.08765355  8.71092523 12.92327778] : 43
Pb1 : [ 4.4151139  10.65339418 10.30960197] : 33
O1 : [ 6.91847288  7.8364347  10.37248305] : 77
!!!atention to nb coordination!!!
         [2.319184752712013, 2.1748476139930517, 2.313350481039063, 2.424786783083505, 2.8255985634492076]
         [2.3191847527120126, 2.1748476139930517, 2.313350481039064, 2.424786783083505, 2.825598563449207]


**isite= 62
O1 : [4.46459514 9.0298241  5.60486971]

ce_symbol  = T:4
ce_fraction=  0.963499056301348
species:coords:index
Pb1 : [2.69097112 8.66585201 7.05414542] : 36
Pb1 : [4.51405859 6.86210582 4.51944732] : 34
Pb1 : [ 4.70698986 10.75965488  4.3091489 ] : 14
Pb1 : [6.18659824 8.80457477 7.13312313] : 40
!!!atention to nb coordination!!!
         [2.3191847527120144, 2.4247867830835044, 2.1748476139930517, 2.3133504810390626]
         [2.319184752712015, 2.4247867830835044, 2.1748476139930513, 2.313350481039063]

ce_symbol  = O:6
ce_fraction=  0.02279322604474902
species:coords:index
Pb1 : [2.69097112 8.66585201 7.05414542] : 36
Pb1 : [4.51405859 6.86210582 4.51944732] : 34
O1 : [ 5.62723612 11.5870871   6.81732809] : 88
O1 : [7.01741757 9.6790653  4.5823284 ] : 78
Pb1 : [ 4.70698986 10.75965488  4.3091489 ] : 14
Pb1 : [6.18659824 8.80457477 7.13312313] : 40
!!!atention to nb coordination!!!
         [2.3191847527120144, 2.4247867830835044, 3.059637795506554, 2.8255985634492062, 2.1748476139930517, 2.3133504810390626]
         [2.319184752712015, 2.4247867830835044, 3.059637795506554, 2.825598563449206, 2.1748476139930513, 2.313350481039063]

ce_symbol  = T:5
ce_fraction=  0.013686931422618434
species:coords:index
Pb1 : [2.69097112 8.66585201 7.05414542] : 36
Pb1 : [4.51405859 6.86210582 4.51944732] : 34
O1 : [7.01741757 9.6790653  4.5823284 ] : 78
Pb1 : [ 4.70698986 10.75965488  4.3091489 ] : 14
Pb1 : [6.18659824 8.80457477 7.13312313] : 40
!!!atention to nb coordination!!!
         [2.3191847527120144, 2.4247867830835044, 2.8255985634492062, 2.1748476139930517, 2.3133504810390626]
         [2.319184752712015, 2.4247867830835044, 2.825598563449206, 2.1748476139930513, 2.313350481039063]

ce_symbol  = S:5
ce_fraction=  2.0786231284396397e-05
species:coords:index
Pb1 : [2.69097112 8.66585201 7.05414542] : 36
Pb1 : [4.51405859 6.86210582 4.51944732] : 34
O1 : [7.01741757 9.6790653  4.5823284 ] : 78
Pb1 : [ 4.70698986 10.75965488  4.3091489 ] : 14
Pb1 : [6.18659824 8.80457477 7.13312313] : 40
!!!atention to nb coordination!!!
         [2.3191847527120144, 2.4247867830835044, 2.8255985634492062, 2.1748476139930517, 2.3133504810390626]
         [2.319184752712015, 2.4247867830835044, 2.825598563449206, 2.1748476139930513, 2.313350481039063]


**isite= 63
O1 : [10.22846017  3.1913241   0.18528495]

ce_symbol  = T:4
ce_fraction=  0.9634990563013487
species:coords:index
Pb1 : [ 8.50645707  2.96607477 -1.34296847] : 41
Pb1 : [9.98606545 4.92115488 1.48100576] : 15
Pb1 : [10.17899672  1.02360582  1.27070734] : 35
Pb1 : [12.00208419  2.82735201 -1.26399076] : 37
!!!atention to nb coordination!!!
         [2.3133504810390644, 2.1748476139930517, 2.4247867830835057, 2.319184752712016]
         [2.313350481039065, 2.1748476139930517, 2.4247867830835057, 2.319184752712015]

ce_symbol  = O:6
ce_fraction=  0.02279322604474868
species:coords:index
Pb1 : [ 8.50645707  2.96607477 -1.34296847] : 41
Pb1 : [9.98606545 4.92115488 1.48100576] : 15
Pb1 : [10.17899672  1.02360582  1.27070734] : 35
O1 : [7.67563774 3.8405653  1.20782626] : 79
O1 : [ 9.06581919  5.7485871  -1.02717344] : 89
Pb1 : [12.00208419  2.82735201 -1.26399076] : 37
!!!atention to nb coordination!!!
         [2.3133504810390644, 2.1748476139930517, 2.4247867830835057, 2.8255985634492067, 3.059637795506553, 2.319184752712016]
         [2.313350481039065, 2.1748476139930517, 2.4247867830835057, 2.8255985634492067, 3.0596377955065526, 2.319184752712015]

ce_symbol  = T:5
ce_fraction=  0.01368693142261828
species:coords:index
Pb1 : [ 8.50645707  2.96607477 -1.34296847] : 41
Pb1 : [9.98606545 4.92115488 1.48100576] : 15
Pb1 : [10.17899672  1.02360582  1.27070734] : 35
O1 : [7.67563774 3.8405653  1.20782626] : 79
Pb1 : [12.00208419  2.82735201 -1.26399076] : 37
!!!atention to nb coordination!!!
         [2.3133504810390644, 2.1748476139930517, 2.4247867830835057, 2.8255985634492067, 2.319184752712016]
         [2.313350481039065, 2.1748476139930517, 2.4247867830835057, 2.8255985634492067, 2.319184752712015]

ce_symbol  = S:5
ce_fraction=  2.078623128439505e-05
species:coords:index
Pb1 : [ 8.50645707  2.96607477 -1.34296847] : 41
Pb1 : [9.98606545 4.92115488 1.48100576] : 15
Pb1 : [10.17899672  1.02360582  1.27070734] : 35
O1 : [7.67563774 3.8405653  1.20782626] : 79
Pb1 : [12.00208419  2.82735201 -1.26399076] : 37
!!!atention to nb coordination!!!
         [2.3133504810390644, 2.1748476139930517, 2.4247867830835057, 2.8255985634492067, 2.319184752712016]
         [2.313350481039065, 2.1748476139930517, 2.4247867830835057, 2.8255985634492067, 2.319184752712015]


**isite= 64
O1 : [12.40352054  0.1564718   6.98640061]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Cr1 : [13.62643291  1.132669    7.52835908] : 4
!!!atention to nb coordination!!!
         [1.6559573197229582]
         [1.6559573197229593]


**isite= 65
O1 : [ 2.09164539  5.9949718  10.38406336]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Cr1 : [0.86873302 6.971169   9.84210489] : 5
!!!atention to nb coordination!!!
         [1.655957319722961]
         [1.6559573197229602]


**isite= 66
O1 : [ 2.19059008 11.5205282   4.5939087 ]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Cr1 : [ 0.96767771 10.544331    4.05195023] : 6
!!!atention to nb coordination!!!
         [1.6559573197229607]
         [1.6559573197229596]


**isite= 67
O1 : [12.50246523  5.6820282   1.19624595]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Cr1 : [13.7253776   4.705831    1.73820443] : 7
!!!atention to nb coordination!!!
         [1.655957319722958]
         [1.6559573197229593]


**isite= 68
O1 : [6.399077   6.971169   5.88279713]

ce_symbol  = T:4
ce_fraction=  0.834207878190852
species:coords:index
Pb1 : [8.22398272 6.6815794  4.52280561] : 10
Pb1 : [6.18659824 8.80457477 7.13312313] : 40
Pb1 : [6.3701279  4.9954206  7.05750371] : 8
Pb1 : [4.51405859 6.86210582 4.51944732] : 34
!!!atention to nb coordination!!!
         [2.2942798446147723, 2.2293135797920542, 2.298772570715329, 2.328929341444524]
         [2.294279844614774, 2.2293135797920542, 2.298772570715328, 2.328929341444524]

ce_symbol  = T:5
ce_fraction=  0.16118856395138287
species:coords:index
Pb1 : [8.22398272 6.6815794  4.52280561] : 10
Pb1 : [6.18659824 8.80457477 7.13312313] : 40
O1 : [8.09113278 6.7855047  8.14211548] : 85
Pb1 : [6.3701279  4.9954206  7.05750371] : 8
Pb1 : [4.51405859 6.86210582 4.51944732] : 34
!!!atention to nb coordination!!!
         [2.2942798446147723, 2.2293135797920542, 2.8287883263036444, 2.298772570715329, 2.328929341444524]
         [2.294279844614774, 2.2293135797920542, 2.8287883263036457, 2.298772570715328, 2.328929341444524]

ce_symbol  = S:5
ce_fraction=  0.004603557857765086
species:coords:index
Pb1 : [8.22398272 6.6815794  4.52280561] : 10
Pb1 : [6.18659824 8.80457477 7.13312313] : 40
O1 : [8.09113278 6.7855047  8.14211548] : 85
Pb1 : [6.3701279  4.9954206  7.05750371] : 8
Pb1 : [4.51405859 6.86210582 4.51944732] : 34
!!!atention to nb coordination!!!
         [2.2942798446147723, 2.2293135797920542, 2.8287883263036444, 2.298772570715329, 2.328929341444524]
         [2.294279844614774, 2.2293135797920542, 2.8287883263036457, 2.298772570715328, 2.328929341444524]


**isite= 69
O1 : [ 8.09608894  1.132669   11.48766684]

ce_symbol  = T:4
ce_fraction=  0.8342078781908543
species:coords:index
Pb1 : [ 8.12503803 -0.8430794  10.31296026] : 9
Pb1 : [ 9.98110734  1.02360582 12.85101665] : 35
Pb1 : [ 8.30856769  2.96607477 10.23734084] : 41
Pb1 : [ 6.27118321  0.8430794  12.84765836] : 11
!!!atention to nb coordination!!!
         [2.2987725707153284, 2.3289293414445247, 2.229313579792054, 2.2942798446147754]
         [2.298772570715328, 2.328929341444526, 2.229313579792054, 2.2942798446147754]

ce_symbol  = T:5
ce_fraction=  0.16118856395138056
species:coords:index
O1 : [6.40403315 0.9470047  9.22834849] : 84
Pb1 : [ 8.12503803 -0.8430794  10.31296026] : 9
Pb1 : [ 9.98110734  1.02360582 12.85101665] : 35
Pb1 : [ 8.30856769  2.96607477 10.23734084] : 41
Pb1 : [ 6.27118321  0.8430794  12.84765836] : 11
!!!atention to nb coordination!!!
         [2.828788326303646, 2.2987725707153284, 2.3289293414445247, 2.229313579792054, 2.2942798446147754]
         [2.828788326303646, 2.298772570715328, 2.328929341444526, 2.229313579792054, 2.2942798446147754]

ce_symbol  = S:5
ce_fraction=  0.004603557857765019
species:coords:index
O1 : [6.40403315 0.9470047  9.22834849] : 84
Pb1 : [ 8.12503803 -0.8430794  10.31296026] : 9
Pb1 : [ 9.98110734  1.02360582 12.85101665] : 35
Pb1 : [ 8.30856769  2.96607477 10.23734084] : 41
Pb1 : [ 6.27118321  0.8430794  12.84765836] : 11
!!!atention to nb coordination!!!
         [2.828788326303646, 2.2987725707153284, 2.3289293414445247, 2.229313579792054, 2.2942798446147754]
         [2.828788326303646, 2.298772570715328, 2.328929341444526, 2.229313579792054, 2.2942798446147754]


**isite= 70
O1 : [8.19503363 4.705831   5.69751218]

ce_symbol  = T:4
ce_fraction=  0.8342078781908546
species:coords:index
Pb1 : [8.40751238 2.87242523 4.44718619] : 42
Pb1 : [6.3701279  4.9954206  7.05750371] : 8
Pb1 : [10.08005203  4.81489418  7.060862  ] : 32
Pb1 : [8.22398272 6.6815794  4.52280561] : 10
!!!atention to nb coordination!!!
         [2.2293135797920547, 2.2942798446147754, 2.3289293414445256, 2.298772570715328]
         [2.2293135797920542, 2.2942798446147745, 2.3289293414445256, 2.298772570715328]

ce_symbol  = T:5
ce_fraction=  0.16118856395138043
species:coords:index
Pb1 : [8.40751238 2.87242523 4.44718619] : 42
O1 : [6.50297784 4.8914953  3.43819384] : 87
Pb1 : [6.3701279  4.9954206  7.05750371] : 8
Pb1 : [10.08005203  4.81489418  7.060862  ] : 32
Pb1 : [8.22398272 6.6815794  4.52280561] : 10
!!!atention to nb coordination!!!
         [2.2293135797920547, 2.828788326303648, 2.2942798446147754, 2.3289293414445256, 2.298772570715328]
         [2.2293135797920542, 2.8287883263036475, 2.2942798446147745, 2.3289293414445256, 2.298772570715328]

ce_symbol  = S:5
ce_fraction=  0.004603557857765032
species:coords:index
Pb1 : [8.40751238 2.87242523 4.44718619] : 42
O1 : [6.50297784 4.8914953  3.43819384] : 87
Pb1 : [6.3701279  4.9954206  7.05750371] : 8
Pb1 : [10.08005203  4.81489418  7.060862  ] : 32
Pb1 : [8.22398272 6.6815794  4.52280561] : 10
!!!atention to nb coordination!!!
         [2.2293135797920547, 2.828788326303648, 2.2942798446147754, 2.3289293414445256, 2.298772570715328]
         [2.2293135797920542, 2.8287883263036475, 2.2942798446147745, 2.3289293414445256, 2.298772570715328]


**isite= 71
O1 : [ 6.49802168 10.544331    0.09264247]

ce_symbol  = T:4
ce_fraction=  0.8342078781908528
species:coords:index
Pb1 : [ 6.46907259 12.5200794   1.26734905] : 11
Pb1 : [ 8.32292741 10.8339206  -1.26734905] : 9
Pb1 : [6.28554293 8.71092523 1.34296847] : 43
Pb1 : [ 4.61300328 10.65339418 -1.27070734] : 33
!!!atention to nb coordination!!!
         [2.2987725707153284, 2.294279844614773, 2.229313579792055, 2.3289293414445242]
         [2.2987725707153284, 2.294279844614774, 2.2293135797920547, 2.3289293414445247]

ce_symbol  = T:5
ce_fraction=  0.1611885639513821
species:coords:index
O1 : [ 8.19007747 10.7299953   2.35196082] : 86
Pb1 : [ 6.46907259 12.5200794   1.26734905] : 11
Pb1 : [ 8.32292741 10.8339206  -1.26734905] : 9
Pb1 : [6.28554293 8.71092523 1.34296847] : 43
Pb1 : [ 4.61300328 10.65339418 -1.27070734] : 33
!!!atention to nb coordination!!!
         [2.828788326303645, 2.2987725707153284, 2.294279844614773, 2.229313579792055, 2.3289293414445242]
         [2.8287883263036457, 2.2987725707153284, 2.294279844614774, 2.2293135797920547, 2.3289293414445247]

ce_symbol  = S:5
ce_fraction=  0.004603557857764992
species:coords:index
O1 : [ 8.19007747 10.7299953   2.35196082] : 86
Pb1 : [ 6.46907259 12.5200794   1.26734905] : 11
Pb1 : [ 8.32292741 10.8339206  -1.26734905] : 9
Pb1 : [6.28554293 8.71092523 1.34296847] : 43
Pb1 : [ 4.61300328 10.65339418 -1.27070734] : 33
!!!atention to nb coordination!!!
         [2.828788326303645, 2.2987725707153284, 2.294279844614773, 2.229313579792055, 2.3289293414445242]
         [2.8287883263036457, 2.2987725707153284, 2.294279844614774, 2.2293135797920547, 2.3289293414445247]


**isite= 72
O1 : [13.59667532  1.1501845   9.18318529]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Cr1 : [13.62643291  1.132669    7.52835908] : 4


**isite= 73
O1 : [0.89849061 6.9886845  8.18727868]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Cr1 : [0.86873302 6.971169   9.84210489] : 5
!!!atention to nb coordination!!!
         [1.6551864131165626]
         [1.6551864131165643]


**isite= 74
O1 : [ 0.9974353  10.5268155   2.39712403]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Cr1 : [ 0.96767771 10.544331    4.05195023] : 6


**isite= 75
O1 : [13.69562001  4.6883155   3.39303063]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Cr1 : [13.7253776   4.705831    1.73820443] : 7


**isite= 76
O1 : [7.57669305 1.9979347  6.99798092]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Cr1 : [6.20447517 1.2541098  7.57583835] : 0
!!!atention to nb coordination!!!
         [1.664384753313332]
         [1.6643847533133311]


**isite= 77
O1 : [ 6.91847288  7.8364347  10.37248305]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Cr1 : [8.29069076 7.0926098  9.79462562] : 1


**isite= 78
O1 : [7.01741757 9.6790653  4.5823284 ]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Cr1 : [ 8.38963545 10.4228902   4.00447096] : 2


**isite= 79
O1 : [7.67563774 3.8405653  1.20782626]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Cr1 : [6.30341986 4.5843902  1.7856837 ] : 3


**isite= 80
O1 : [2.58324557 2.592294   6.02639297]

ce_symbol  = T:4
ce_fraction=  0.5623118080505052
species:coords:index
Pb1 : [2.70377972 0.92084822 7.3866161 ] : 28
Pb1 : [4.28941264 2.93734935 4.49952918] : 18
Pb1 : [2.67010796 4.82995751 7.09780318] : 20
Pb1 : [0.83698553 2.77235334 4.63652424] : 46
!!!atention to nb coordination!!!
         [2.158348082751934, 2.3154658911631008, 2.482459045808053, 2.2391026217861234]
         [2.158348082751935, 2.3154658911631008, 2.482459045808053, 2.239102621786123]

ce_symbol  = T:5
ce_fraction=  0.4309760432754084
species:coords:index
Pb1 : [2.70377972 0.92084822 7.3866161 ] : 28
Pb1 : [4.28941264 2.93734935 4.49952918] : 18
Pb1 : [2.67010796 4.82995751 7.09780318] : 20
Pb1 : [0.83698553 2.77235334 4.63652424] : 46
O1 : [4.97916824 2.3529155  7.52025287] : 48
!!!atention to nb coordination!!!
         [2.158348082751934, 2.3154658911631008, 2.482459045808053, 2.2391026217861234, 2.833613402011336]
         [2.158348082751935, 2.3154658911631008, 2.482459045808053, 2.239102621786123, 2.8336134020113364]

ce_symbol  = S:5
ce_fraction=  0.00671214867408659
species:coords:index
Pb1 : [2.70377972 0.92084822 7.3866161 ] : 28
Pb1 : [4.28941264 2.93734935 4.49952918] : 18
Pb1 : [2.67010796 4.82995751 7.09780318] : 20
Pb1 : [0.83698553 2.77235334 4.63652424] : 46
O1 : [4.97916824 2.3529155  7.52025287] : 48
!!!atention to nb coordination!!!
         [2.158348082751934, 2.3154658911631008, 2.482459045808053, 2.2391026217861234, 2.833613402011336]
         [2.158348082751935, 2.3154658911631008, 2.482459045808053, 2.239102621786123, 2.8336134020113364]


**isite= 81
O1 : [11.91192036  8.430794   11.344071  ]

ce_symbol  = T:4
ce_fraction=  0.5623118080505031
species:coords:index
Pb1 : [11.82505797 10.66845751 10.27266079] : 21
Pb1 : [10.20575329  8.77584935 12.87093479] : 19
Pb1 : [11.79138621  6.75934822  9.98384787] : 29
Pb1 : [13.6581804   8.61085334 12.73393973] : 47
!!!atention to nb coordination!!!
         [2.4824590458080538, 2.3154658911631034, 2.158348082751935, 2.2391026217861225]
         [2.4824590458080538, 2.3154658911631008, 2.158348082751935, 2.2391026217861225]

ce_symbol  = T:5
ce_fraction=  0.43097604327541067
species:coords:index
Pb1 : [11.82505797 10.66845751 10.27266079] : 21
O1 : [9.51599769 8.1914155  9.8502111 ] : 49
Pb1 : [10.20575329  8.77584935 12.87093479] : 19
Pb1 : [11.79138621  6.75934822  9.98384787] : 29
Pb1 : [13.6581804   8.61085334 12.73393973] : 47
!!!atention to nb coordination!!!
         [2.4824590458080538, 2.833613402011339, 2.3154658911631034, 2.158348082751935, 2.2391026217861225]
         [2.4824590458080538, 2.8336134020113373, 2.3154658911631008, 2.158348082751935, 2.2391026217861225]

ce_symbol  = S:5
ce_fraction=  0.006712148674086471
species:coords:index
Pb1 : [11.82505797 10.66845751 10.27266079] : 21
O1 : [9.51599769 8.1914155  9.8502111 ] : 49
Pb1 : [10.20575329  8.77584935 12.87093479] : 19
Pb1 : [11.79138621  6.75934822  9.98384787] : 29
Pb1 : [13.6581804   8.61085334 12.73393973] : 47
!!!atention to nb coordination!!!
         [2.4824590458080538, 2.833613402011339, 2.3154658911631034, 2.158348082751935, 2.2391026217861225]
         [2.4824590458080538, 2.8336134020113373, 2.3154658911631008, 2.158348082751935, 2.2391026217861225]


**isite= 82
O1 : [12.01086505  9.084706    5.55391635]

ce_symbol  = T:4
ce_fraction=  0.562311808050503
species:coords:index
Pb1 : [11.8903309  10.75615178  4.19369321] : 30
Pb1 : [10.30469798  8.73965065  7.08078013] : 16
Pb1 : [11.92400266  6.84704249  4.48250613] : 22
Pb1 : [13.75712509  8.90464666  6.94378507] : 44
!!!atention to nb coordination!!!
         [2.1583480827519357, 2.3154658911631, 2.482459045808053, 2.239102621786121]
         [2.1583480827519352, 2.3154658911631, 2.482459045808053, 2.2391026217861225]

ce_symbol  = T:5
ce_fraction=  0.43097604327541067
species:coords:index
O1 : [9.61494238 9.3240845  4.06005645] : 50
Pb1 : [11.8903309  10.75615178  4.19369321] : 30
Pb1 : [10.30469798  8.73965065  7.08078013] : 16
Pb1 : [11.92400266  6.84704249  4.48250613] : 22
Pb1 : [13.75712509  8.90464666  6.94378507] : 44
!!!atention to nb coordination!!!
         [2.8336134020113373, 2.1583480827519357, 2.3154658911631, 2.482459045808053, 2.239102621786121]
         [2.8336134020113373, 2.1583480827519352, 2.3154658911631, 2.482459045808053, 2.2391026217861225]

ce_symbol  = S:5
ce_fraction=  0.006712148674086492
species:coords:index
O1 : [9.61494238 9.3240845  4.06005645] : 50
Pb1 : [11.8903309  10.75615178  4.19369321] : 30
Pb1 : [10.30469798  8.73965065  7.08078013] : 16
Pb1 : [11.92400266  6.84704249  4.48250613] : 22
Pb1 : [13.75712509  8.90464666  6.94378507] : 44
!!!atention to nb coordination!!!
         [2.8336134020113373, 2.1583480827519357, 2.3154658911631, 2.482459045808053, 2.239102621786121]
         [2.8336134020113373, 2.1583480827519352, 2.3154658911631, 2.482459045808053, 2.2391026217861225]


**isite= 83
O1 : [2.68219026 3.246206   0.23623831]

ce_symbol  = T:4
ce_fraction=  0.5623118080505056
species:coords:index
Pb1 : [2.80272441 4.91765178 1.59646144] : 31
Pb1 : [2.76905265 1.00854249 1.30764853] : 23
Pb1 : [ 0.93593022  3.06614666 -1.15363041] : 45
Pb1 : [ 4.38835733  2.90115065 -1.29062547] : 17
!!!atention to nb coordination!!!
         [2.1583480827519352, 2.4824590458080547, 2.2391026217861234, 2.3154658911631016]
         [2.1583480827519352, 2.4824590458080547, 2.239102621786122, 2.315465891163101]

ce_symbol  = T:5
ce_fraction=  0.4309760432754076
species:coords:index
Pb1 : [2.80272441 4.91765178 1.59646144] : 31
Pb1 : [2.76905265 1.00854249 1.30764853] : 23
O1 : [5.07811293 3.4855845  1.73009821] : 51
Pb1 : [ 0.93593022  3.06614666 -1.15363041] : 45
Pb1 : [ 4.38835733  2.90115065 -1.29062547] : 17
!!!atention to nb coordination!!!
         [2.1583480827519352, 2.4824590458080547, 2.833613402011337, 2.2391026217861234, 2.3154658911631016]
         [2.1583480827519352, 2.4824590458080547, 2.833613402011337, 2.239102621786122, 2.315465891163101]

ce_symbol  = S:5
ce_fraction=  0.006712148674086729
species:coords:index
Pb1 : [2.80272441 4.91765178 1.59646144] : 31
Pb1 : [2.76905265 1.00854249 1.30764853] : 23
O1 : [5.07811293 3.4855845  1.73009821] : 51
Pb1 : [ 0.93593022  3.06614666 -1.15363041] : 45
Pb1 : [ 4.38835733  2.90115065 -1.29062547] : 17
!!!atention to nb coordination!!!
         [2.1583480827519352, 2.4824590458080547, 2.833613402011337, 2.2391026217861234, 2.3154658911631016]
         [2.1583480827519352, 2.4824590458080547, 2.833613402011337, 2.239102621786122, 2.315465891163101]


**isite= 84
O1 : [6.40403315 0.9470047  9.22834849]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Cr1 : [6.20447517 1.2541098  7.57583835] : 0
!!!atention to nb coordination!!!
         [1.6926094326772863]
         [1.692609432677286]


**isite= 85
O1 : [8.09113278 6.7855047  8.14211548]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Cr1 : [8.29069076 7.0926098  9.79462562] : 1


**isite= 86
O1 : [ 8.19007747 10.7299953   2.35196082]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Cr1 : [ 8.38963545 10.4228902   4.00447096] : 2


**isite= 87
O1 : [6.50297784 4.8914953  3.43819384]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Cr1 : [6.30341986 4.5843902  1.7856837 ] : 3
!!!atention to nb coordination!!!
         [1.6926094326772834]
         [1.6926094326772836]


**isite= 88
O1 : [ 5.62723612 11.5870871   6.81732809]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Cr1 : [ 6.20447517 12.9311098   7.57583835] : 0
!!!atention to nb coordination!!!
         [1.64770742198954]
         [1.6477074219895405]


**isite= 89
O1 : [ 8.86792981  5.7485871  10.55313588]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Cr1 : [8.29069076 7.0926098  9.79462562] : 1
!!!atention to nb coordination!!!
         [1.6477074219895418]
         [1.6477074219895416]


**isite= 90
O1 : [8.9668745  0.0899129  4.76298122]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Cr1 : [ 8.38963545 -1.2541098   4.00447096] : 2
!!!atention to nb coordination!!!
         [1.6477074219895411]
         [1.647707421989542]


**isite= 91
O1 : [5.72618081 5.9284129  1.02717344]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Cr1 : [6.30341986 4.5843902  1.7856837 ] : 3


**isite= 92
O1 : [12.13006118  7.9029936   8.10042636]

ce_symbol  = TL:3
ce_fraction=  0.8494057401557921
species:coords:index
Pb1 : [10.30469798  8.73965065  7.08078013] : 16
Pb1 : [13.75712509  8.90464666  6.94378507] : 44
Pb1 : [11.79138621  6.75934822  9.98384787] : 29
!!!atention to nb coordination!!!
         [2.2520267041698743, 2.2334871630200728, 2.2293277151713076]
         [2.2520267041698743, 2.233487163020074, 2.2293277151713076]

ce_symbol  = TY:3
ce_fraction=  0.09539207768406018
species:coords:index
Pb1 : [10.30469798  8.73965065  7.08078013] : 16
Pb1 : [13.75712509  8.90464666  6.94378507] : 44
Pb1 : [11.79138621  6.75934822  9.98384787] : 29
!!!atention to nb coordination!!!
         [2.2520267041698743, 2.2334871630200728, 2.2293277151713076]
         [2.2520267041698743, 2.233487163020074, 2.2293277151713076]

ce_symbol  = TS:3
ce_fraction=  0.0552021821601477
species:coords:index
Pb1 : [10.30469798  8.73965065  7.08078013] : 16
Pb1 : [13.75712509  8.90464666  6.94378507] : 44
Pb1 : [11.79138621  6.75934822  9.98384787] : 29
!!!atention to nb coordination!!!
         [2.2520267041698743, 2.2334871630200728, 2.2293277151713076]
         [2.2520267041698743, 2.233487163020074, 2.2293277151713076]


**isite= 93
O1 : [2.36510475 2.0644936  9.27003761]

ce_symbol  = TL:3
ce_fraction=  0.8494057401557942
species:coords:index
Pb1 : [ 4.19046795  2.90115065 10.28968384] : 17
Pb1 : [2.70377972 0.92084822 7.3866161 ] : 28
Pb1 : [ 0.73804084  3.06614666 10.4266789 ] : 45
!!!atention to nb coordination!!!
         [2.2520267041698756, 2.2293277151713085, 2.233487163020072]
         [2.2520267041698756, 2.229327715171308, 2.233487163020073]

ce_symbol  = TY:3
ce_fraction=  0.09539207768405912
species:coords:index
Pb1 : [ 4.19046795  2.90115065 10.28968384] : 17
Pb1 : [2.70377972 0.92084822 7.3866161 ] : 28
Pb1 : [ 0.73804084  3.06614666 10.4266789 ] : 45
!!!atention to nb coordination!!!
         [2.2520267041698756, 2.2293277151713085, 2.233487163020072]
         [2.2520267041698756, 2.229327715171308, 2.233487163020073]

ce_symbol  = TS:3
ce_fraction=  0.055202182160146655
species:coords:index
Pb1 : [ 4.19046795  2.90115065 10.28968384] : 17
Pb1 : [2.70377972 0.92084822 7.3866161 ] : 28
Pb1 : [ 0.73804084  3.06614666 10.4266789 ] : 45
!!!atention to nb coordination!!!
         [2.2520267041698756, 2.2293277151713085, 2.233487163020072]
         [2.2520267041698756, 2.229327715171308, 2.233487163020073]


**isite= 94
O1 : [2.46404944 3.7740064  3.47988295]

ce_symbol  = TL:3
ce_fraction=  0.8494057401557946
species:coords:index
Pb1 : [2.80272441 4.91765178 1.59646144] : 31
Pb1 : [0.83698553 2.77235334 4.63652424] : 46
Pb1 : [4.28941264 2.93734935 4.49952918] : 18
!!!atention to nb coordination!!!
         [2.229327715171307, 2.233487163020072, 2.252026704169875]
         [2.229327715171307, 2.2334871630200728, 2.252026704169875]

ce_symbol  = TY:3
ce_fraction=  0.09539207768405891
species:coords:index
Pb1 : [2.80272441 4.91765178 1.59646144] : 31
Pb1 : [0.83698553 2.77235334 4.63652424] : 46
Pb1 : [4.28941264 2.93734935 4.49952918] : 18
!!!atention to nb coordination!!!
         [2.229327715171307, 2.233487163020072, 2.252026704169875]
         [2.229327715171307, 2.2334871630200728, 2.252026704169875]

ce_symbol  = TS:3
