cif name= ./4329528.cif
./4329528.cif
Full Formula (Na16 Nb16 O48)
O1 : [-2.00506557  3.93374    15.5706705 ] : 66
O1 : [ 0.          2.23593782 12.06962883] : 45
O1 : [ 2.13077501  6.03042342 13.77139302] : 53
O1 : [-2.13077501  1.83705658 13.77139302] : 54
O1 : [-2.20541499  3.93374    11.66227493] : 70
!!!atention to nb coordination!!!
         [2.721491156136685, 2.625871272516997, 2.6258712725169957, 3.0234767533274454, 2.989641401385795, 2.3750845167998307, 2.9896414013857973, 2.7214911561366857, 2.37508451679983, 2.989641401385796, 2.9896414013857964, 3.0234767533274454]
         [2.721491156136684, 2.625871272516996, 2.625871272516996, 3.0234767533274454, 2.989641401385795, 2.37508451679983, 2.9896414013857964, 2.7214911561366844, 2.3750845167998302, 2.9896414013857955, 2.9896414013857955, 3.0234767533274454]

ce_symbol  = I:12
ce_fraction=  0.0014977258628948512
species:coords:index
O1 : [ 2.00506557  3.93374    15.5706705 ] : 67
O1 : [ 0.          5.9021835  15.46843882] : 32
O1 : [ 0.          1.9652965  15.46843882] : 33
O1 : [ 2.20541499  3.93374    11.66227493] : 71
O1 : [ 2.13077501  1.83705658 13.77139302] : 55
O1 : [ 0.          5.63154218 12.06962883] : 44
O1 : [-2.13077501  6.03042342 13.77139302] : 52
O1 : [-2.00506557  3.93374    15.5706705 ] : 66
O1 : [ 0.          2.23593782 12.06962883] : 45
O1 : [ 2.13077501  6.03042342 13.77139302] : 53
O1 : [-2.13077501  1.83705658 13.77139302] : 54
O1 : [-2.20541499  3.93374    11.66227493] : 70
!!!atention to nb coordination!!!
         [2.721491156136685, 2.625871272516997, 2.6258712725169957, 3.0234767533274454, 2.989641401385795, 2.3750845167998307, 2.9896414013857973, 2.7214911561366857, 2.37508451679983, 2.989641401385796, 2.9896414013857964, 3.0234767533274454]
         [2.721491156136684, 2.625871272516996, 2.625871272516996, 3.0234767533274454, 2.989641401385795, 2.37508451679983, 2.9896414013857964, 2.7214911561366844, 2.3750845167998302, 2.9896414013857955, 2.9896414013857955, 3.0234767533274454]

ce_symbol  = AC:12
ce_fraction=  4.487666838378088e-06
species:coords:index
O1 : [ 2.00506557  3.93374    15.5706705 ] : 67
O1 : [ 0.          5.9021835  15.46843882] : 32
O1 : [ 0.          1.9652965  15.46843882] : 33
O1 : [ 2.20541499  3.93374    11.66227493] : 71
O1 : [ 2.13077501  1.83705658 13.77139302] : 55
O1 : [ 0.          5.63154218 12.06962883] : 44
O1 : [-2.13077501  6.03042342 13.77139302] : 52
O1 : [-2.00506557  3.93374    15.5706705 ] : 66
O1 : [ 0.          2.23593782 12.06962883] : 45
O1 : [ 2.13077501  6.03042342 13.77139302] : 53
O1 : [-2.13077501  1.83705658 13.77139302] : 54
O1 : [-2.20541499  3.93374    11.66227493] : 70
!!!atention to nb coordination!!!
         [2.721491156136685, 2.625871272516997, 2.6258712725169957, 3.0234767533274454, 2.989641401385795, 2.3750845167998307, 2.9896414013857973, 2.7214911561366857, 2.37508451679983, 2.989641401385796, 2.9896414013857964, 3.0234767533274454]
         [2.721491156136684, 2.625871272516996, 2.625871272516996, 3.0234767533274454, 2.989641401385795, 2.37508451679983, 2.9896414013857964, 2.7214911561366844, 2.3750845167998302, 2.9896414013857955, 2.9896414013857955, 3.0234767533274454]


**isite= 15
Na1 : [3.92842    0.         1.99744965]

ce_symbol  = C:12
ce_fraction=  0.9984977864702669
species:coords:index
O1 : [ 6.05919501 -2.09668342  1.95655698] : 48
O1 : [6.13383499 0.         4.06567507] : 68
O1 : [3.92842    1.9684435  0.25951117] : 35
O1 : [ 3.92842    -1.9684435   0.25951117] : 34
O1 : [1.92335443 0.         0.1572795 ] : 65
O1 : [1.79764499 2.09668342 1.95655698] : 51
O1 : [1.72300501 0.         4.06567507] : 69
O1 : [ 3.92842    -1.69780218  3.65832117] : 46
O1 : [5.93348557 0.         0.1572795 ] : 64
O1 : [3.92842    1.69780218 3.65832117] : 47
O1 : [ 1.79764499 -2.09668342  1.95655698] : 49
O1 : [6.05919501 2.09668342 1.95655698] : 50
!!!atention to nb coordination!!!
         [2.9896414013857946, 3.0234767533274454, 2.625871272516997, 2.625871272516995, 2.7214911561366844, 2.989641401385797, 3.0234767533274445, 2.3750845167998293, 2.7214911561366852, 2.37508451679983, 2.9896414013857946, 2.9896414013857964]
         [2.9896414013857964, 3.0234767533274454, 2.6258712725169966, 2.6258712725169966, 2.7214911561366844, 2.9896414013857964, 3.0234767533274454, 2.37508451679983, 2.7214911561366844, 2.37508451679983, 2.9896414013857964, 2.9896414013857964]

ce_symbol  = I:12
ce_fraction=  0.001497725862894849
species:coords:index
O1 : [ 6.05919501 -2.09668342  1.95655698] : 48
O1 : [6.13383499 0.         4.06567507] : 68
O1 : [3.92842    1.9684435  0.25951117] : 35
O1 : [ 3.92842    -1.9684435   0.25951117] : 34
O1 : [1.92335443 0.         0.1572795 ] : 65
O1 : [1.79764499 2.09668342 1.95655698] : 51
O1 : [1.72300501 0.         4.06567507] : 69
O1 : [ 3.92842    -1.69780218  3.65832117] : 46
O1 : [5.93348557 0.         0.1572795 ] : 64
O1 : [3.92842    1.69780218 3.65832117] : 47
O1 : [ 1.79764499 -2.09668342  1.95655698] : 49
O1 : [6.05919501 2.09668342 1.95655698] : 50
!!!atention to nb coordination!!!
         [2.9896414013857946, 3.0234767533274454, 2.625871272516997, 2.625871272516995, 2.7214911561366844, 2.989641401385797, 3.0234767533274445, 2.3750845167998293, 2.7214911561366852, 2.37508451679983, 2.9896414013857946, 2.9896414013857964]
         [2.9896414013857964, 3.0234767533274454, 2.6258712725169966, 2.6258712725169966, 2.7214911561366844, 2.9896414013857964, 3.0234767533274454, 2.37508451679983, 2.7214911561366844, 2.37508451679983, 2.9896414013857964, 2.9896414013857964]

ce_symbol  = AC:12
ce_fraction=  4.487666838377751e-06
species:coords:index
O1 : [ 6.05919501 -2.09668342  1.95655698] : 48
O1 : [6.13383499 0.         4.06567507] : 68
O1 : [3.92842    1.9684435  0.25951117] : 35
O1 : [ 3.92842    -1.9684435   0.25951117] : 34
O1 : [1.92335443 0.         0.1572795 ] : 65
O1 : [1.79764499 2.09668342 1.95655698] : 51
O1 : [1.72300501 0.         4.06567507] : 69
O1 : [ 3.92842    -1.69780218  3.65832117] : 46
O1 : [5.93348557 0.         0.1572795 ] : 64
O1 : [3.92842    1.69780218 3.65832117] : 47
O1 : [ 1.79764499 -2.09668342  1.95655698] : 49
O1 : [6.05919501 2.09668342 1.95655698] : 50
!!!atention to nb coordination!!!
         [2.9896414013857946, 3.0234767533274454, 2.625871272516997, 2.625871272516995, 2.7214911561366844, 2.989641401385797, 3.0234767533274445, 2.3750845167998293, 2.7214911561366852, 2.37508451679983, 2.9896414013857946, 2.9896414013857964]
         [2.9896414013857964, 3.0234767533274454, 2.6258712725169966, 2.6258712725169966, 2.7214911561366844, 2.9896414013857964, 3.0234767533274454, 2.37508451679983, 2.7214911561366844, 2.37508451679983, 2.9896414013857964, 2.9896414013857964]


**isite= 16
Nb1 : [5.89263 5.90061 0.     ]

ce_symbol  = O:6
ce_fraction=  1.0
species:coords:index
O1 : [5.93348557 7.86748    0.1572795 ] : 64
O1 : [ 7.85684     5.9021835  -0.25951117] : 32
O1 : [6.05919501 5.77079658 1.95655698] : 48
O1 : [ 5.72606499  6.03042342 -1.95655698] : 52
O1 : [ 5.85177443  3.93374    -0.1572795 ] : 66
O1 : [3.92842    5.8990365  0.25951117] : 34
!!!atention to nb coordination!!!
         [1.9735712846149878, 1.9812797505500188, 1.9679203850483529, 1.9679203850483495, 1.973571284614987, 1.9812797505500184]
         [1.9735712846149878, 1.9812797505500188, 1.9679203850483526, 1.967920385048352, 1.9735712846149882, 1.9812797505500184]


**isite= 17
Nb1 : [1.96421 5.90061 0.     ]

ce_symbol  = O:6
ce_fraction=  1.0
species:coords:index
O1 : [1.79764499 5.77079658 1.95655698] : 49
O1 : [3.92842    5.8990365  0.25951117] : 34
O1 : [1.92335443 7.86748    0.1572795 ] : 65
O1 : [ 2.13077501  6.03042342 -1.95655698] : 53
O1 : [ 2.00506557  3.93374    -0.1572795 ] : 67
O1 : [ 0.          5.9021835  -0.25951117] : 32
!!!atention to nb coordination!!!
         [1.9679203850483529, 1.9812797505500186, 1.9735712846149878, 1.9679203850483493, 1.973571284614987, 1.9812797505500186]
         [1.9679203850483526, 1.9812797505500186, 1.9735712846149878, 1.967920385048352, 1.9735712846149882, 1.9812797505500186]


**isite= 18
Nb1 : [5.89263 1.96687 0.     ]

ce_symbol  = O:6
ce_fraction=  1.0
species:coords:index
O1 : [3.92842    1.9684435  0.25951117] : 35
O1 : [ 5.72606499  1.83705658 -1.95655698] : 54
O1 : [ 7.85684     1.9652965  -0.25951117] : 33
O1 : [5.93348557 0.         0.1572795 ] : 64
O1 : [6.05919501 2.09668342 1.95655698] : 50
O1 : [ 5.85177443  3.93374    -0.1572795 ] : 66
!!!atention to nb coordination!!!
         [1.9812797505500184, 1.9679203850483493, 1.9812797505500188, 1.973571284614988, 1.9679203850483529, 1.9735712846149887]
         [1.9812797505500184, 1.967920385048352, 1.9812797505500188, 1.973571284614988, 1.9679203850483526, 1.973571284614988]


**isite= 19
Nb1 : [1.96421 1.96687 0.     ]

ce_symbol  = O:6
ce_fraction=  1.0
species:coords:index
O1 : [1.92335443 0.         0.1572795 ] : 65
O1 : [ 2.13077501  1.83705658 -1.95655698] : 55
O1 : [1.79764499 2.09668342 1.95655698] : 51
O1 : [ 0.          1.9652965  -0.25951117] : 33
O1 : [3.92842    1.9684435  0.25951117] : 35
O1 : [ 2.00506557  3.93374    -0.1572795 ] : 67
!!!atention to nb coordination!!!
         [1.973571284614988, 1.9679203850483493, 1.9679203850483529, 1.9812797505500186, 1.9812797505500186, 1.9735712846149887]
         [1.973571284614988, 1.967920385048352, 1.9679203850483526, 1.9812797505500186, 1.9812797505500186, 1.973571284614988]


**isite= 20
Nb1 : [5.90048684 5.90139675 3.93356029]

ce_symbol  = O:6
ce_fraction=  1.0
species:coords:index
O1 : [5.71977952 5.86363284 5.90584523] : 56
O1 : [3.92842    6.16967782 3.65832117] : 46
O1 : [6.13383499 7.86748    4.06567507] : 68
O1 : [7.85684    5.64963739 4.14431483] : 36
O1 : [6.05919501 5.77079658 1.95655698] : 48
O1 : [5.6129265  3.93374    4.02792799] : 78
!!!atention to nb coordination!!!
         [1.9809061292883148, 2.0091736930403936, 1.9842855205499978, 1.9837131682542, 1.9876586210897815, 1.990796145313382]
         [1.9809061292883139, 2.0091736930403936, 1.9842855205499978, 1.9837131682542002, 1.9876586210897818, 1.9907961453133831]


**isite= 21
Nb1 : [1.95635316 5.90139675 3.93356029]

ce_symbol  = O:6
ce_fraction=  1.0
species:coords:index
O1 : [3.92842    6.16967782 3.65832117] : 46
O1 : [1.72300501 7.86748    4.06567507] : 69
O1 : [2.13706048 5.86363284 5.90584523] : 57
O1 : [2.2439135  3.93374    4.02792799] : 79
O1 : [1.79764499 5.77079658 1.95655698] : 49
O1 : [0.         5.64963739 4.14431483] : 36
!!!atention to nb coordination!!!
         [2.0091736930403936, 1.9842855205499978, 1.9809061292883148, 1.9907961453133822, 1.9876586210897815, 1.9837131682542002]
         [2.009173693040393, 1.9842855205499978, 1.9809061292883139, 1.9907961453133831, 1.9876586210897818, 1.9837131682542004]


**isite= 22
Nb1 : [5.90048684 1.96608325 3.93356029]

ce_symbol  = O:6
ce_fraction=  1.0
species:coords:index
O1 : [6.13383499 0.         4.06567507] : 68
O1 : [3.92842    1.69780218 3.65832117] : 47
O1 : [7.85684    2.21784261 4.14431483] : 37
O1 : [5.6129265  3.93374    4.02792799] : 78
O1 : [5.71977952 2.00384716 5.90584523] : 58
O1 : [6.05919501 2.09668342 1.95655698] : 50
!!!atention to nb coordination!!!
         [1.9842855205499976, 2.0091736930403936, 1.9837131682542002, 1.990796145313384, 1.9809061292883148, 1.9876586210897818]
         [1.9842855205499976, 2.0091736930403936, 1.9837131682542, 1.9907961453133831, 1.9809061292883139, 1.9876586210897818]


**isite= 23
Nb1 : [1.95635316 1.96608325 3.93356029]

ce_symbol  = O:6
ce_fraction=  1.0
species:coords:index
O1 : [2.13706048 2.00384716 5.90584523] : 59
O1 : [1.72300501 0.         4.06567507] : 69
O1 : [0.         2.21784261 4.14431483] : 37
O1 : [2.2439135  3.93374    4.02792799] : 79
O1 : [3.92842    1.69780218 3.65832117] : 47
O1 : [1.79764499 2.09668342 1.95655698] : 51
!!!atention to nb coordination!!!
         [1.9809061292883148, 1.9842855205499976, 1.9837131682542004, 1.9907961453133842, 2.009173693040393, 1.9876586210897818]
         [1.9809061292883139, 1.9842855205499976, 1.9837131682542002, 1.9907961453133833, 2.009173693040393, 1.9876586210897818]


**isite= 24
Nb1 : [ 5.88477316  5.89982325 11.79438971]

ce_symbol  = O:6
ce_fraction=  1.0
species:coords:index
O1 : [ 6.1723335  7.86748   11.700022 ] : 76
O1 : [ 3.92842     6.15158261 11.58363517] : 38
O1 : [6.06548048 5.93758716 9.82210478] : 60
O1 : [ 5.72606499  6.03042342 13.77139302] : 52
O1 : [ 7.85684     5.63154218 12.06962883] : 44
O1 : [ 5.65142501  3.93374    11.66227493] : 70
!!!atention to nb coordination!!!
         [1.9907961453133833, 1.9837131682542006, 1.9809061292883108, 1.9876586210897849, 2.0091736930403927, 1.9842855205499967]
         [1.9907961453133833, 1.9837131682542006, 1.9809061292883126, 1.987658621089783, 2.0091736930403927, 1.9842855205499976]


**isite= 25
Nb1 : [ 1.97206684  5.89982325 11.79438971]

ce_symbol  = O:6
ce_fraction=  1.0
species:coords:index
O1 : [1.79135952 5.93758716 9.82210478] : 61
O1 : [ 1.6845065  7.86748   11.700022 ] : 77
O1 : [ 3.92842     6.15158261 11.58363517] : 38
O1 : [ 0.          5.63154218 12.06962883] : 44
O1 : [ 2.20541499  3.93374    11.66227493] : 71
O1 : [ 2.13077501  6.03042342 13.77139302] : 53
!!!atention to nb coordination!!!
         [1.9809061292883108, 1.9907961453133833, 1.9837131682542013, 2.0091736930403923, 1.9842855205499967, 1.9876586210897849]
         [1.9809061292883126, 1.9907961453133831, 1.9837131682542013, 2.0091736930403923, 1.9842855205499976, 1.9876586210897829]


**isite= 26
Nb1 : [ 5.88477316  1.96765675 11.79438971]

ce_symbol  = O:6
ce_fraction=  1.0
species:coords:index
O1 : [6.06548048 1.92989284 9.82210478] : 62
O1 : [ 7.85684     2.23593782 12.06962883] : 45
O1 : [ 5.65142501  3.93374    11.66227493] : 70
O1 : [ 5.72606499  1.83705658 13.77139302] : 54
O1 : [ 3.92842     1.71589739 11.58363517] : 39
O1 : [ 6.1723335  0.        11.700022 ] : 76
!!!atention to nb coordination!!!
         [1.9809061292883108, 2.009173693040393, 1.9842855205499987, 1.9876586210897849, 1.9837131682542004, 1.9907961453133831]
         [1.9809061292883126, 2.0091736930403927, 1.9842855205499978, 1.987658621089783, 1.9837131682542006, 1.9907961453133831]


**isite= 27
Nb1 : [ 1.97206684  1.96765675 11.79438971]

ce_symbol  = O:6
ce_fraction=  1.0
species:coords:index
O1 : [ 1.6845065  0.        11.700022 ] : 77
O1 : [ 2.13077501  1.83705658 13.77139302] : 55
O1 : [ 0.          2.23593782 12.06962883] : 45
O1 : [1.79135952 1.92989284 9.82210478] : 63
O1 : [ 3.92842     1.71589739 11.58363517] : 39
O1 : [ 2.20541499  3.93374    11.66227493] : 71
!!!atention to nb coordination!!!
         [1.9907961453133831, 1.9876586210897849, 2.0091736930403923, 1.9809061292883108, 1.983713168254201, 1.9842855205499987]
         [1.990796145313383, 1.9876586210897829, 2.0091736930403923, 1.9809061292883126, 1.9837131682542013, 1.9842855205499978]


**isite= 28
Nb1 : [5.89263  5.90061  7.863975]

ce_symbol  = O:6
ce_fraction=  1.0
species:coords:index
O1 : [6.06548048 5.93758716 9.82210478] : 60
O1 : [7.85684    6.197214   7.77589848] : 40
O1 : [3.92842    5.604006   7.95205152] : 42
O1 : [5.61214081 7.86748    7.83409189] : 72
O1 : [5.71977952 5.86363284 5.90584523] : 56
O1 : [6.17311919 3.93374    7.89385811] : 74
!!!atention to nb coordination!!!
         [1.9660917613996665, 1.9884296135187889, 1.9884296135187882, 1.9869939057403625, 1.966091761399662, 1.9869939057403623]
         [1.9660917613996647, 1.9884296135187887, 1.9884296135187884, 1.9869939057403625, 1.966091761399663, 1.986993905740363]


**isite= 29
Nb1 : [1.96421  5.90061  7.863975]

ce_symbol  = O:6
ce_fraction=  1.0
species:coords:index
O1 : [0.         6.197214   7.77589848] : 40
O1 : [2.24469919 7.86748    7.83409189] : 73
O1 : [3.92842    5.604006   7.95205152] : 42
O1 : [1.68372081 3.93374    7.89385811] : 75
O1 : [2.13706048 5.86363284 5.90584523] : 57
O1 : [1.79135952 5.93758716 9.82210478] : 61
!!!atention to nb coordination!!!
         [1.9884296135187887, 1.9869939057403625, 1.9884296135187884, 1.986993905740362, 1.966091761399662, 1.9660917613996665]
         [1.9884296135187884, 1.9869939057403625, 1.9884296135187887, 1.986993905740363, 1.966091761399663, 1.9660917613996647]


**isite= 30
Nb1 : [5.89263  1.96687  7.863975]

ce_symbol  = O:6
ce_fraction=  1.0
species:coords:index
O1 : [6.17311919 3.93374    7.89385811] : 74
O1 : [5.71977952 2.00384716 5.90584523] : 58
O1 : [7.85684    1.670266   7.77589848] : 41
O1 : [5.61214081 0.         7.83409189] : 72
O1 : [3.92842    2.263474   7.95205152] : 43
O1 : [6.06548048 1.92989284 9.82210478] : 62
!!!atention to nb coordination!!!
         [1.9869939057403636, 1.966091761399662, 1.9884296135187889, 1.9869939057403627, 1.9884296135187887, 1.9660917613996665]
         [1.9869939057403627, 1.966091761399663, 1.9884296135187889, 1.9869939057403627, 1.9884296135187887, 1.9660917613996647]


**isite= 31
Nb1 : [1.96421  1.96687  7.863975]

ce_symbol  = O:6
ce_fraction=  1.0
species:coords:index
O1 : [0.         1.670266   7.77589848] : 41
O1 : [2.13706048 2.00384716 5.90584523] : 59
O1 : [1.68372081 3.93374    7.89385811] : 75
O1 : [1.79135952 1.92989284 9.82210478] : 63
O1 : [3.92842    2.263474   7.95205152] : 43
O1 : [2.24469919 0.         7.83409189] : 73
!!!atention to nb coordination!!!
         [1.9884296135187887, 1.966091761399662, 1.9869939057403636, 1.9660917613996665, 1.9884296135187889, 1.9869939057403627]
         [1.9884296135187887, 1.966091761399663, 1.9869939057403627, 1.9660917613996647, 1.9884296135187889, 1.9869939057403627]


**isite= 32
O1 : [ 0.          5.9021835  15.46843882]

ce_symbol  = L:2
ce_fraction=  0.8412012929348566
species:coords:index
Nb1 : [-1.96421  5.90061 15.72795] : 16
Nb1 : [ 1.96421  5.90061 15.72795] : 17
!!!atention to nb coordination!!!
         [1.9812797505500188, 1.9812797505500186]
         [1.9812797505500186, 1.9812797505500186]

ce_symbol  = T:4
ce_fraction=  0.09246323371931067
species:coords:index
Nb1 : [-1.96421  5.90061 15.72795] : 16
Na1 : [ 0.          7.86748    13.76195625] : 6
Na1 : [ 0.          3.93374    13.73050035] : 14
Nb1 : [ 1.96421  5.90061 15.72795] : 17
!!!atention to nb coordination!!!
         [1.9812797505500188, 2.602781805571349, 2.6258712725169957, 1.9812797505500186]
         [1.9812797505500186, 2.6027818055713485, 2.625871272516996, 1.9812797505500186]

ce_symbol  = SS:4
ce_fraction=  0.06569825620309236
species:coords:index
Nb1 : [-1.96421  5.90061 15.72795] : 16
Na1 : [ 0.          7.86748    13.76195625] : 6
Na1 : [ 0.          3.93374    13.73050035] : 14
Nb1 : [ 1.96421  5.90061 15.72795] : 17
!!!atention to nb coordination!!!
         [1.9812797505500188, 2.602781805571349, 2.6258712725169957, 1.9812797505500186]
         [1.9812797505500186, 2.6027818055713485, 2.625871272516996, 1.9812797505500186]

ce_symbol  = A:2
ce_fraction=  0.0006372171427404216
species:coords:index
Nb1 : [-1.96421  5.90061 15.72795] : 16
Nb1 : [ 1.96421  5.90061 15.72795] : 17
!!!atention to nb coordination!!!
         [1.9812797505500188, 1.9812797505500186]
         [1.9812797505500186, 1.9812797505500186]


**isite= 33
O1 : [ 0.          1.9652965  15.46843882]

ce_symbol  = L:2
ce_fraction=  0.8412012929348566
species:coords:index
Nb1 : [ 1.96421  1.96687 15.72795] : 19
Nb1 : [-1.96421  1.96687 15.72795] : 18
!!!atention to nb coordination!!!
         [1.9812797505500186, 1.9812797505500188]
         [1.9812797505500186, 1.9812797505500186]

ce_symbol  = T:4
ce_fraction=  0.09246323371931074
species:coords:index
Na1 : [ 0.          3.93374    13.73050035] : 14
Nb1 : [ 1.96421  1.96687 15.72795] : 19
Na1 : [ 0.          0.         13.76195625] : 6
Nb1 : [-1.96421  1.96687 15.72795] : 18
!!!atention to nb coordination!!!
         [2.6258712725169966, 1.9812797505500186, 2.602781805571349, 1.9812797505500188]
         [2.625871272516996, 1.9812797505500186, 2.602781805571349, 1.9812797505500186]

ce_symbol  = SS:4
ce_fraction=  0.06569825620309216
species:coords:index
Na1 : [ 0.          3.93374    13.73050035] : 14
Nb1 : [ 1.96421  1.96687 15.72795] : 19
Na1 : [ 0.          0.         13.76195625] : 6
Nb1 : [-1.96421  1.96687 15.72795] : 18
!!!atention to nb coordination!!!
         [2.6258712725169966, 1.9812797505500186, 2.602781805571349, 1.9812797505500188]
         [2.625871272516996, 1.9812797505500186, 2.602781805571349, 1.9812797505500186]

ce_symbol  = A:2
ce_fraction=  0.0006372171427404216
species:coords:index
Nb1 : [ 1.96421  1.96687 15.72795] : 19
Nb1 : [-1.96421  1.96687 15.72795] : 18
!!!atention to nb coordination!!!
         [1.9812797505500186, 1.9812797505500188]
         [1.9812797505500186, 1.9812797505500186]


**isite= 34
O1 : [3.92842    5.8990365  0.25951117]

ce_symbol  = L:2
ce_fraction=  0.841201292934858
species:coords:index
Nb1 : [1.96421 5.90061 0.     ] : 17
Nb1 : [5.89263 5.90061 0.     ] : 16

ce_symbol  = T:4
ce_fraction=  0.09246323371931005
species:coords:index
Nb1 : [1.96421 5.90061 0.     ] : 17
Nb1 : [5.89263 5.90061 0.     ] : 16
Na1 : [3.92842    3.93374    1.96599375] : 7
Na1 : [3.92842    7.86748    1.99744965] : 15
!!!atention to nb coordination!!!
         [1.9812797505500186, 1.9812797505500184, 2.6027818055713494, 2.625871272516996]
         [1.9812797505500186, 1.9812797505500184, 2.6027818055713503, 2.625871272516996]

ce_symbol  = SS:4
ce_fraction=  0.06569825620309148
species:coords:index
Nb1 : [1.96421 5.90061 0.     ] : 17
Nb1 : [5.89263 5.90061 0.     ] : 16
Na1 : [3.92842    3.93374    1.96599375] : 7
Na1 : [3.92842    7.86748    1.99744965] : 15
!!!atention to nb coordination!!!
         [1.9812797505500186, 1.9812797505500184, 2.6027818055713494, 2.625871272516996]
         [1.9812797505500186, 1.9812797505500184, 2.6027818055713503, 2.625871272516996]

ce_symbol  = A:2
ce_fraction=  0.0006372171427404083
species:coords:index
Nb1 : [1.96421 5.90061 0.     ] : 17
Nb1 : [5.89263 5.90061 0.     ] : 16


**isite= 35
O1 : [3.92842    1.9684435  0.25951117]

ce_symbol  = L:2
ce_fraction=  0.841201292934858
species:coords:index
Nb1 : [1.96421 1.96687 0.     ] : 19
Nb1 : [5.89263 1.96687 0.     ] : 18

ce_symbol  = T:4
ce_fraction=  0.0924632337193101
species:coords:index
Nb1 : [1.96421 1.96687 0.     ] : 19
Na1 : [3.92842    3.93374    1.96599375] : 7
Na1 : [3.92842    0.         1.99744965] : 15
Nb1 : [5.89263 1.96687 0.     ] : 18
!!!atention to nb coordination!!!
         [1.9812797505500186, 2.6027818055713507, 2.6258712725169966, 1.9812797505500184]
         [1.9812797505500186, 2.6027818055713503, 2.6258712725169966, 1.9812797505500184]

ce_symbol  = SS:4
ce_fraction=  0.06569825620309142
species:coords:index
Nb1 : [1.96421 1.96687 0.     ] : 19
Na1 : [3.92842    3.93374    1.96599375] : 7
Na1 : [3.92842    0.         1.99744965] : 15
Nb1 : [5.89263 1.96687 0.     ] : 18
!!!atention to nb coordination!!!
         [1.9812797505500186, 2.6027818055713507, 2.6258712725169966, 1.9812797505500184]
         [1.9812797505500186, 2.6027818055713503, 2.6258712725169966, 1.9812797505500184]

ce_symbol  = A:2
ce_fraction=  0.0006372171427404084
species:coords:index
Nb1 : [1.96421 1.96687 0.     ] : 19
Nb1 : [5.89263 1.96687 0.     ] : 18


**isite= 36
O1 : [0.         5.64963739 4.14431483]

ce_symbol  = L:2
ce_fraction=  0.46699041978642025
species:coords:index
Nb1 : [-1.95635316  5.90139675  3.93356029] : 20
Nb1 : [1.95635316 5.90139675 3.93356029] : 21
!!!atention to nb coordination!!!
         [1.9837131682541993, 1.9837131682542004]
         [1.9837131682542004, 1.9837131682542004]

ce_symbol  = T:4
ce_fraction=  0.2481857707433388
species:coords:index
Nb1 : [-1.95635316  5.90139675  3.93356029] : 20
Na1 : [0.        3.93374   5.9137092] : 10
Na1 : [0.         3.93374    2.02890555] : 8
Nb1 : [1.95635316 5.90139675 3.93356029] : 21
!!!atention to nb coordination!!!
         [1.9837131682541993, 2.4647637412999357, 2.723831905037689, 1.9837131682542004]
         [1.9837131682542004, 2.464763741299936, 2.7238319050376893, 1.9837131682542004]

ce_symbol  = SS:4
ce_fraction=  0.18432295604546248
species:coords:index
Nb1 : [-1.95635316  5.90139675  3.93356029] : 20
Na1 : [0.        3.93374   5.9137092] : 10
Na1 : [0.         3.93374    2.02890555] : 8
Nb1 : [1.95635316 5.90139675 3.93356029] : 21
!!!atention to nb coordination!!!
         [1.9837131682541993, 2.4647637412999357, 2.723831905037689, 1.9837131682542004]
         [1.9837131682542004, 2.464763741299936, 2.7238319050376893, 1.9837131682542004]

ce_symbol  = TS:3
ce_fraction=  0.0538133308827303
species:coords:index
Nb1 : [-1.95635316  5.90139675  3.93356029] : 20
Na1 : [0.        3.93374   5.9137092] : 10
Nb1 : [1.95635316 5.90139675 3.93356029] : 21
!!!atention to nb coordination!!!
         [1.9837131682541993, 2.4647637412999357, 1.9837131682542004]
         [1.9837131682542004, 2.464763741299936, 1.9837131682542004]

ce_symbol  = TL:3
ce_fraction=  0.04088427983381739
species:coords:index
Nb1 : [-1.95635316  5.90139675  3.93356029] : 20
Na1 : [0.        3.93374   5.9137092] : 10
Nb1 : [1.95635316 5.90139675 3.93356029] : 21
!!!atention to nb coordination!!!
         [1.9837131682541993, 2.4647637412999357, 1.9837131682542004]
         [1.9837131682542004, 2.464763741299936, 1.9837131682542004]

ce_symbol  = A:2
ce_fraction=  0.0029584495040414507
species:coords:index
Nb1 : [-1.95635316  5.90139675  3.93356029] : 20
Nb1 : [1.95635316 5.90139675 3.93356029] : 21
!!!atention to nb coordination!!!
         [1.9837131682541993, 1.9837131682542004]
         [1.9837131682542004, 1.9837131682542004]

ce_symbol  = TY:3
ce_fraction=  0.002844793204189292
species:coords:index
Nb1 : [-1.95635316  5.90139675  3.93356029] : 20
Na1 : [0.        3.93374   5.9137092] : 10
Nb1 : [1.95635316 5.90139675 3.93356029] : 21
!!!atention to nb coordination!!!
         [1.9837131682541993, 2.4647637412999357, 1.9837131682542004]
         [1.9837131682542004, 2.464763741299936, 1.9837131682542004]


**isite= 37
O1 : [0.         2.21784261 4.14431483]

ce_symbol  = L:2
ce_fraction=  0.46699041978642225
species:coords:index
Nb1 : [-1.95635316  1.96608325  3.93356029] : 22
Nb1 : [1.95635316 1.96608325 3.93356029] : 23
!!!atention to nb coordination!!!
         [1.983713168254199, 1.9837131682542002]
         [1.9837131682542002, 1.9837131682542002]

ce_symbol  = T:4
