cif name= ./2300211.cif
./2300211.cif
Full Formula (Lu16 Si8 O40)
Lu1 : [3.68822214 4.94453074 4.62663987] : 12
!!!atention to nb coordination!!!
         [1.6140981070111655, 2.2421367232479272, 2.262533624610425]
         [1.6140981070111653, 2.2421367232479272, 2.2625336246104246]

ce_symbol  = S:1
ce_fraction=  0.13716227901759154
species:coords:index
Si1 : [0.92314876 3.93273405 2.66442793] : 23
!!!atention to nb coordination!!!
         [1.6140981070111655]
         [1.6140981070111653]

ce_symbol  = TY:3
ce_fraction=  0.0514566172412599
species:coords:index
Si1 : [0.92314876 3.93273405 2.66442793] : 23
Lu1 : [4.22837264 4.13837676 1.41970886] : 11
Lu1 : [3.68822214 4.94453074 4.62663987] : 12
!!!atention to nb coordination!!!
         [1.6140981070111655, 2.2421367232479272, 2.262533624610425]
         [1.6140981070111653, 2.2421367232479272, 2.2625336246104246]

ce_symbol  = TS:3
ce_fraction=  3.4302111711850098e-09
species:coords:index
Si1 : [0.92314876 3.93273405 2.66442793] : 23
Lu1 : [4.22837264 4.13837676 1.41970886] : 11
Lu1 : [3.68822214 4.94453074 4.62663987] : 12
!!!atention to nb coordination!!!
         [1.6140981070111655, 2.2421367232479272, 2.262533624610425]
         [1.6140981070111653, 2.2421367232479272, 2.2625336246104246]


**isite= 48
O1 : [1.72228328 4.72499685 5.8642413 ]

ce_symbol  = A:2
ce_fraction=  0.5954871182238045
species:coords:index
Si1 : [0.74782358 6.03701595 6.01562136] : 17
Lu1 : [1.49790706 2.50812324 5.75973351] : 8
!!!atention to nb coordination!!!
         [1.64130489438923, 2.2306490470753464]
         [1.641304894389229, 2.2306490470753464]

ce_symbol  = S:1
ce_fraction=  0.3898620767728478
species:coords:index
Si1 : [0.74782358 6.03701595 6.01562136] : 17
!!!atention to nb coordination!!!
         [1.64130489438923]
         [1.641304894389229]

ce_symbol  = L:2
ce_fraction=  0.014650805003347795
species:coords:index
Si1 : [0.74782358 6.03701595 6.01562136] : 17
Lu1 : [1.49790706 2.50812324 5.75973351] : 8
!!!atention to nb coordination!!!
         [1.64130489438923, 2.2306490470753464]
         [1.641304894389229, 2.2306490470753464]


**isite= 49
O1 : [4.35012697 4.72499685 7.15583264]

ce_symbol  = A:2
ce_fraction=  0.5954871182238086
species:coords:index
Si1 : [5.32458668 6.03701595 7.00445258] : 20
Lu1 : [4.5745032  2.50812324 7.26034043] : 9

ce_symbol  = S:1
ce_fraction=  0.38986207677284374
species:coords:index
Si1 : [5.32458668 6.03701595 7.00445258] : 20

ce_symbol  = L:2
ce_fraction=  0.014650805003347587
species:coords:index
Si1 : [5.32458668 6.03701595 7.00445258] : 20
Lu1 : [4.5745032  2.50812324 7.26034043] : 9


**isite= 50
O1 : [7.08059256 1.92150315 2.81580799]

ce_symbol  = A:2
ce_fraction=  0.5954871182238106
species:coords:index
Lu1 : [7.30496878 4.13837676 2.92031578] : 10
Si1 : [8.05505227 0.60948405 2.66442793] : 19

ce_symbol  = S:1
ce_fraction=  0.3898620767728419
species:coords:index
Si1 : [8.05505227 0.60948405 2.66442793] : 19

ce_symbol  = L:2
ce_fraction=  0.014650805003347525
species:coords:index
Lu1 : [7.30496878 4.13837676 2.92031578] : 10
Si1 : [8.05505227 0.60948405 2.66442793] : 19


**isite= 51
O1 : [4.45274887 1.92150315 1.52421666]

ce_symbol  = A:2
ce_fraction=  0.5954871182238015
species:coords:index
Si1 : [3.47828916 0.60948405 1.67559672] : 22
Lu1 : [4.22837264 4.13837676 1.41970886] : 11
!!!atention to nb coordination!!!
         [1.6413048943892297, 2.230649047075346]
         [1.641304894389229, 2.230649047075346]

ce_symbol  = S:1
ce_fraction=  0.38986207677285045
species:coords:index
Si1 : [3.47828916 0.60948405 1.67559672] : 22
!!!atention to nb coordination!!!
         [1.6413048943892297]
         [1.641304894389229]

ce_symbol  = L:2
ce_fraction=  0.01465080500334804
species:coords:index
Si1 : [3.47828916 0.60948405 1.67559672] : 22
Lu1 : [4.22837264 4.13837676 1.41970886] : 11
!!!atention to nb coordination!!!
         [1.6413048943892297, 2.230649047075346]
         [1.641304894389229, 2.230649047075346]


**isite= 52
O1 : [1.1793868  0.47389545 4.88165972]

ce_symbol  = TY:3
ce_fraction=  0.7283303811621734
species:coords:index
Si1 : [ 0.74782358 -0.60948405  6.01562136] : 17
Lu1 : [1.49790706 2.50812324 5.75973351] : 8
Lu1 : [0.17306528 0.81512676 2.92031578] : 2
!!!atention to nb coordination!!!
         [1.6265998141203868, 2.2384261057565165, 2.230693133055767]
         [1.626599814120385, 2.238426105756516, 2.230693133055767]

ce_symbol  = TL:3
ce_fraction=  0.17461535256864882
species:coords:index
Si1 : [ 0.74782358 -0.60948405  6.01562136] : 17
Lu1 : [1.49790706 2.50812324 5.75973351] : 8
Lu1 : [0.17306528 0.81512676 2.92031578] : 2
!!!atention to nb coordination!!!
         [1.6265998141203868, 2.2384261057565165, 2.230693133055767]
         [1.626599814120385, 2.238426105756516, 2.230693133055767]

ce_symbol  = S:1
ce_fraction=  0.09705426626917786
species:coords:index
Si1 : [ 0.74782358 -0.60948405  6.01562136] : 17
!!!atention to nb coordination!!!
         [1.6265998141203868]
         [1.626599814120385]


**isite= 53
O1 : [4.89302346 0.47389545 8.13841422]

ce_symbol  = TY:3
ce_fraction=  0.7283303811621752
species:coords:index
Lu1 : [4.5745032  2.50812324 7.26034043] : 9
Si1 : [ 5.32458668 -0.60948405  7.00445258] : 20
Lu1 : [ 5.89934498  0.81512676 10.09975815] : 3
!!!atention to nb coordination!!!
         [2.2384261057565156, 1.6265998141203841, 2.23069313305577]
         [2.2384261057565156, 1.6265998141203848, 2.23069313305577]

ce_symbol  = TL:3
ce_fraction=  0.1746153525686466
species:coords:index
Lu1 : [4.5745032  2.50812324 7.26034043] : 9
Si1 : [ 5.32458668 -0.60948405  7.00445258] : 20
Lu1 : [ 5.89934498  0.81512676 10.09975815] : 3
!!!atention to nb coordination!!!
         [2.2384261057565156, 1.6265998141203841, 2.23069313305577]
         [2.2384261057565156, 1.6265998141203848, 2.23069313305577]

ce_symbol  = S:1
ce_fraction=  0.0970542662691782
species:coords:index
Si1 : [ 5.32458668 -0.60948405  7.00445258] : 20
!!!atention to nb coordination!!!
         [1.6265998141203841]
         [1.6265998141203848]


**isite= 54
O1 : [7.62348904 6.17260455 3.79838957]

ce_symbol  = TY:3
ce_fraction=  0.7283303811621751
species:coords:index
Si1 : [8.05505227 7.25598405 2.66442793] : 19
Lu1 : [8.62981056 5.83137324 5.75973351] : 0
Lu1 : [7.30496878 4.13837676 2.92031578] : 10
!!!atention to nb coordination!!!
         [1.6265998141203846, 2.230693133055768, 2.238426105756516]
         [1.626599814120385, 2.230693133055768, 2.238426105756516]

ce_symbol  = TL:3
ce_fraction=  0.1746153525686464
species:coords:index
Si1 : [8.05505227 7.25598405 2.66442793] : 19
Lu1 : [8.62981056 5.83137324 5.75973351] : 0
Lu1 : [7.30496878 4.13837676 2.92031578] : 10
!!!atention to nb coordination!!!
         [1.6265998141203846, 2.230693133055768, 2.238426105756516]
         [1.626599814120385, 2.230693133055768, 2.238426105756516]

ce_symbol  = S:1
ce_fraction=  0.09705426626917854
species:coords:index
Si1 : [8.05505227 7.25598405 2.66442793] : 19
!!!atention to nb coordination!!!
         [1.6265998141203846]
         [1.626599814120385]


**isite= 55
O1 : [3.90985239 6.17260455 0.54163508]

ce_symbol  = TY:3
ce_fraction=  0.7283303811621693
species:coords:index
Lu1 : [ 2.90353086  5.83137324 -1.41970886] : 1
Si1 : [3.47828916 7.25598405 1.67559672] : 22
Lu1 : [4.22837264 4.13837676 1.41970886] : 11
!!!atention to nb coordination!!!
         [2.230693133055767, 1.6265998141203841, 2.238426105756516]
         [2.2306931330557673, 1.626599814120384, 2.238426105756516]

ce_symbol  = TL:3
ce_fraction=  0.17461535256865054
species:coords:index
Lu1 : [ 2.90353086  5.83137324 -1.41970886] : 1
Si1 : [3.47828916 7.25598405 1.67559672] : 22
Lu1 : [4.22837264 4.13837676 1.41970886] : 11
!!!atention to nb coordination!!!
         [2.230693133055767, 1.6265998141203841, 2.238426105756516]
         [2.2306931330557673, 1.626599814120384, 2.238426105756516]

ce_symbol  = S:1
ce_fraction=  0.0970542662691801
species:coords:index
Si1 : [3.47828916 7.25598405 1.67559672] : 22
!!!atention to nb coordination!!!
         [1.6265998141203841]
         [1.626599814120384]


**isite= 56
O1 : [3.58670452 2.6798688  5.23146571]

ce_symbol  = T:4
ce_fraction=  0.9745215494490992
species:coords:index
Lu1 : [4.5745032  2.50812324 7.26034043] : 9
Lu1 : [3.68822214 4.94453074 4.62663987] : 12
Lu1 : [1.49790706 2.50812324 5.75973351] : 8
Lu1 : [5.1146537  1.70196926 4.05340942] : 14
!!!atention to nb coordination!!!
         [2.263089788290093, 2.3462339700688424, 2.1613972946871978, 2.163037868591651]
         [2.263089788290093, 2.3462339700688424, 2.1613972946871973, 2.1630378685916525]

ce_symbol  = SS:4
ce_fraction=  0.0254784505509009
species:coords:index
Lu1 : [4.5745032  2.50812324 7.26034043] : 9
Lu1 : [3.68822214 4.94453074 4.62663987] : 12
Lu1 : [1.49790706 2.50812324 5.75973351] : 8
Lu1 : [5.1146537  1.70196926 4.05340942] : 14
!!!atention to nb coordination!!!
         [2.263089788290093, 2.3462339700688424, 2.1613972946871978, 2.163037868591651]
         [2.263089788290093, 2.3462339700688424, 2.1613972946871973, 2.1630378685916525]


**isite= 57
O1 : [2.48570573 2.6798688  7.78860823]

ce_symbol  = T:4
ce_fraction=  0.9745215494490996
species:coords:index
Lu1 : [1.49790706 2.50812324 5.75973351] : 8
Lu1 : [4.5745032  2.50812324 7.26034043] : 9
Lu1 : [0.95775655 1.70196926 8.96666452] : 15
Lu1 : [2.38418811 4.94453074 8.39343406] : 13
!!!atention to nb coordination!!!
         [2.2630897882900936, 2.1613972946871938, 2.163037868591652, 2.346233970068843]
         [2.263089788290094, 2.161397294687195, 2.163037868591652, 2.3462339700688424]

ce_symbol  = SS:4
ce_fraction=  0.025478450550900367
species:coords:index
Lu1 : [1.49790706 2.50812324 5.75973351] : 8
Lu1 : [4.5745032  2.50812324 7.26034043] : 9
Lu1 : [0.95775655 1.70196926 8.96666452] : 15
Lu1 : [2.38418811 4.94453074 8.39343406] : 13
!!!atention to nb coordination!!!
         [2.2630897882900936, 2.1613972946871938, 2.163037868591652, 2.346233970068843]
         [2.263089788290094, 2.161397294687195, 2.163037868591652, 2.3462339700688424]


**isite= 58
O1 : [5.21617132 3.9666312  3.44858358]

ce_symbol  = T:4
ce_fraction=  0.9745215494490992
species:coords:index
Lu1 : [4.22837264 4.13837676 1.41970886] : 11
Lu1 : [5.1146537  1.70196926 4.05340942] : 14
Lu1 : [3.68822214 4.94453074 4.62663987] : 12
Lu1 : [7.30496878 4.13837676 2.92031578] : 10
!!!atention to nb coordination!!!
         [2.263089788290094, 2.346233970068843, 2.163037868591653, 2.1613972946871964]
         [2.2630897882900944, 2.3462339700688424, 2.1630378685916525, 2.161397294687196]

ce_symbol  = SS:4
ce_fraction=  0.0254784505509008
species:coords:index
Lu1 : [4.22837264 4.13837676 1.41970886] : 11
Lu1 : [5.1146537  1.70196926 4.05340942] : 14
Lu1 : [3.68822214 4.94453074 4.62663987] : 12
Lu1 : [7.30496878 4.13837676 2.92031578] : 10
!!!atention to nb coordination!!!
         [2.263089788290094, 2.346233970068843, 2.163037868591653, 2.1613972946871964]
         [2.2630897882900944, 2.3462339700688424, 2.1630378685916525, 2.161397294687196]


**isite= 59
O1 : [6.31717011 3.9666312  0.89144106]

ce_symbol  = T:4
ce_fraction=  0.974521549449099
species:coords:index
Lu1 : [6.41868773 1.70196926 0.28661523] : 15
Lu1 : [4.22837264 4.13837676 1.41970886] : 11
Lu1 : [7.30496878 4.13837676 2.92031578] : 10
Lu1 : [ 7.84511929  4.94453074 -0.28661523] : 13
!!!atention to nb coordination!!!
         [2.3462339700688424, 2.1613972946871987, 2.263089788290095, 2.163037868591649]
         [2.3462339700688424, 2.1613972946871987, 2.263089788290094, 2.163037868591651]

ce_symbol  = SS:4
ce_fraction=  0.02547845055090104
species:coords:index
Lu1 : [6.41868773 1.70196926 0.28661523] : 15
Lu1 : [4.22837264 4.13837676 1.41970886] : 11
Lu1 : [7.30496878 4.13837676 2.92031578] : 10
Lu1 : [ 7.84511929  4.94453074 -0.28661523] : 13
!!!atention to nb coordination!!!
         [2.3462339700688424, 2.1613972946871987, 2.263089788290095, 2.163037868591649]
         [2.3462339700688424, 2.1613972946871987, 2.263089788290094, 2.163037868591651]


**isite= 60
O1 : [3.89215341 0.03389715 3.14304585]

ce_symbol  = S:1
ce_fraction=  0.5253965190534419
species:coords:index
Si1 : [3.47828916 0.60948405 1.67559672] : 22
!!!atention to nb coordination!!!
         [1.629721096126731]
         [1.6297210961267308]

ce_symbol  = TL:3
ce_fraction=  0.434677711506919
species:coords:index
Lu1 : [5.1146537  1.70196926 4.05340942] : 14
Si1 : [3.47828916 0.60948405 1.67559672] : 22
Lu1 : [ 3.68822214 -1.70196926  4.62663987] : 12
!!!atention to nb coordination!!!
         [2.259586983042164, 1.629721096126731, 2.292568726905974]
         [2.259586983042164, 1.6297210961267308, 2.292568726905974]

ce_symbol  = TY:3
ce_fraction=  0.02524717692828862
species:coords:index
Lu1 : [5.1146537  1.70196926 4.05340942] : 14
Si1 : [3.47828916 0.60948405 1.67559672] : 22
Lu1 : [ 3.68822214 -1.70196926  4.62663987] : 12
!!!atention to nb coordination!!!
         [2.259586983042164, 1.629721096126731, 2.292568726905974]
         [2.259586983042164, 1.6297210961267308, 2.292568726905974]

ce_symbol  = TS:3
ce_fraction=  0.014678082075110257
species:coords:index
Lu1 : [5.1146537  1.70196926 4.05340942] : 14
Si1 : [3.47828916 0.60948405 1.67559672] : 22
Lu1 : [ 3.68822214 -1.70196926  4.62663987] : 12
!!!atention to nb coordination!!!
         [2.259586983042164, 1.629721096126731, 2.292568726905974]
         [2.259586983042164, 1.6297210961267308, 2.292568726905974]

ce_symbol  = A:2
ce_fraction=  5.104362401995468e-07
species:coords:index
Lu1 : [5.1146537  1.70196926 4.05340942] : 14
Si1 : [3.47828916 0.60948405 1.67559672] : 22
!!!atention to nb coordination!!!
         [2.259586983042164, 1.629721096126731]
         [2.259586983042164, 1.6297210961267308]


**isite= 61
O1 : [0.50928451 3.35714715 1.1969788 ]

ce_symbol  = S:1
ce_fraction=  0.5253965190534413
species:coords:index
Si1 : [0.92314876 3.93273405 2.66442793] : 23
!!!atention to nb coordination!!!
         [1.6297210961267312]
         [1.629721096126731]

ce_symbol  = TL:3
ce_fraction=  0.434677711506919
species:coords:index
Lu1 : [-0.71321578  5.02521926  0.28661523] : 7
Lu1 : [ 0.71321578  1.62128074 -0.28661523] : 5
Si1 : [0.92314876 3.93273405 2.66442793] : 23
!!!atention to nb coordination!!!
         [2.2595869830421647, 2.292568726905973, 1.6297210961267312]
         [2.259586983042164, 2.292568726905974, 1.629721096126731]

ce_symbol  = TY:3
ce_fraction=  0.025247176928288893
species:coords:index
Lu1 : [-0.71321578  5.02521926  0.28661523] : 7
Lu1 : [ 0.71321578  1.62128074 -0.28661523] : 5
Si1 : [0.92314876 3.93273405 2.66442793] : 23
!!!atention to nb coordination!!!
         [2.2595869830421647, 2.292568726905973, 1.6297210961267312]
         [2.259586983042164, 2.292568726905974, 1.629721096126731]

ce_symbol  = TS:3
ce_fraction=  0.01467808207511043
species:coords:index
Lu1 : [-0.71321578  5.02521926  0.28661523] : 7
Lu1 : [ 0.71321578  1.62128074 -0.28661523] : 5
Si1 : [0.92314876 3.93273405 2.66442793] : 23
!!!atention to nb coordination!!!
         [2.2595869830421647, 2.292568726905973, 1.6297210961267312]
         [2.259586983042164, 2.292568726905974, 1.629721096126731]

ce_symbol  = A:2
ce_fraction=  5.104362402000394e-07
species:coords:index
Lu1 : [-0.71321578  5.02521926  0.28661523] : 7
Si1 : [0.92314876 3.93273405 2.66442793] : 23
!!!atention to nb coordination!!!
         [2.2595869830421647, 1.6297210961267312]
         [2.259586983042164, 1.629721096126731]


**isite= 62
O1 : [4.91072243 6.61260285 5.53700344]

ce_symbol  = S:1
ce_fraction=  0.525396519053445
species:coords:index
Si1 : [5.32458668 6.03701595 7.00445258] : 20
!!!atention to nb coordination!!!
         [1.6297210961267317]
         [1.6297210961267308]

ce_symbol  = TL:3
ce_fraction=  0.4346777115069162
species:coords:index
Lu1 : [3.68822214 4.94453074 4.62663987] : 12
Lu1 : [5.1146537  8.34846926 4.05340942] : 14
Si1 : [5.32458668 6.03701595 7.00445258] : 20
!!!atention to nb coordination!!!
         [2.259586983042165, 2.292568726905973, 1.6297210961267317]
         [2.259586983042165, 2.292568726905974, 1.6297210961267308]

ce_symbol  = TY:3
ce_fraction=  0.025247176928288182
species:coords:index
Lu1 : [3.68822214 4.94453074 4.62663987] : 12
Lu1 : [5.1146537  8.34846926 4.05340942] : 14
Si1 : [5.32458668 6.03701595 7.00445258] : 20
!!!atention to nb coordination!!!
         [2.259586983042165, 2.292568726905973, 1.6297210961267317]
         [2.259586983042165, 2.292568726905974, 1.6297210961267308]

ce_symbol  = TS:3
ce_fraction=  0.014678082075110475
species:coords:index
Lu1 : [3.68822214 4.94453074 4.62663987] : 12
Lu1 : [5.1146537  8.34846926 4.05340942] : 14
Si1 : [5.32458668 6.03701595 7.00445258] : 20
!!!atention to nb coordination!!!
         [2.259586983042165, 2.292568726905973, 1.6297210961267317]
         [2.259586983042165, 2.292568726905974, 1.6297210961267308]

ce_symbol  = A:2
ce_fraction=  5.104362401994127e-07
species:coords:index
Lu1 : [3.68822214 4.94453074 4.62663987] : 12
Si1 : [5.32458668 6.03701595 7.00445258] : 20
!!!atention to nb coordination!!!
         [2.259586983042165, 1.6297210961267317]
         [2.259586983042165, 1.6297210961267308]


**isite= 63
O1 : [8.29359133 3.28935285 7.48307049]

ce_symbol  = S:1
ce_fraction=  0.5253965190534391
species:coords:index
Si1 : [7.87972708 2.71376595 6.01562136] : 21
!!!atention to nb coordination!!!
         [1.6297210961267303]
         [1.6297210961267317]

ce_symbol  = TL:3
ce_fraction=  0.43467771150692136
species:coords:index
Si1 : [7.87972708 2.71376595 6.01562136] : 21
Lu1 : [8.08966006 5.02521926 8.96666452] : 7
Lu1 : [9.51609162 1.62128074 8.39343406] : 5
!!!atention to nb coordination!!!
         [1.6297210961267303, 2.2925687269059734, 2.259586983042163]
         [1.6297210961267317, 2.2925687269059734, 2.2595869830421624]

ce_symbol  = TY:3
ce_fraction=  0.02524717692828897
species:coords:index
Si1 : [7.87972708 2.71376595 6.01562136] : 21
Lu1 : [8.08966006 5.02521926 8.96666452] : 7
Lu1 : [9.51609162 1.62128074 8.39343406] : 5
!!!atention to nb coordination!!!
         [1.6297210961267303, 2.2925687269059734, 2.259586983042163]
         [1.6297210961267317, 2.2925687269059734, 2.2595869830421624]

ce_symbol  = TS:3
ce_fraction=  0.014678082075110326
species:coords:index
Si1 : [7.87972708 2.71376595 6.01562136] : 21
Lu1 : [8.08966006 5.02521926 8.96666452] : 7
Lu1 : [9.51609162 1.62128074 8.39343406] : 5
!!!atention to nb coordination!!!
         [1.6297210961267303, 2.2925687269059734, 2.259586983042163]
         [1.6297210961267317, 2.2925687269059734, 2.2595869830421624]

ce_symbol  = A:2
ce_fraction=  5.104362401999758e-07
species:coords:index
Si1 : [7.87972708 2.71376595 6.01562136] : 21
Lu1 : [9.51609162 1.62128074 8.39343406] : 5
!!!atention to nb coordination!!!
         [1.6297210961267303, 2.259586983042163]
         [1.6297210961267317, 2.2595869830421624]

END

