cif name= ./9007986.cif
./9007986.cif
Full Formula (Ce16 Si16 O56)
         [1.610424027474027, 1.6298237121825887, 1.6669486077741473, 1.6376493619478212]


**isite= 19
Si1 : [ 1.0228582   5.21147952 18.54664456]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [ 1.92949796  6.42055908 19.15693654] : 43
O1 : [ 0.73944832  4.19609736 19.79986974] : 71
O1 : [ 1.93085724  4.27629488 17.5075656 ] : 82
O1 : [-0.27457456  5.75451188 17.76226606] : 34
!!!atention to nb coordination!!!
         [1.629823712182589, 1.6376493619478198, 1.6669486077741476, 1.6104240274740276]
         [1.629823712182589, 1.6376493619478198, 1.6669486077741476, 1.6104240274740278]


**isite= 20
Si1 : [2.00018052 0.03602092 9.76739172]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [ 2.94827832  0.82372368 10.9051362 ] : 45
O1 : [ 3.09983804 -0.26981708  8.6177777 ] : 39
O1 : [0.9039212  1.02081928 9.0876135 ] : 48
O1 : [ 1.41636976 -1.2675286  10.44271886] : 55
!!!atention to nb coordination!!!
         [1.6774467451451052, 1.6199987450361353, 1.622871138511252, 1.5799187014862164]
         [1.6774467451451056, 1.6199987450361353, 1.622871138511252, 1.5799187014862155]


**isite= 21
Si1 : [ 6.76037908  2.00018052 15.94944172]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [ 7.06621708  3.09983804 14.7998277 ] : 36
O1 : [ 5.97267632  2.94827832 17.0871862 ] : 46
O1 : [ 5.77558072  0.9039212  15.2696635 ] : 49
O1 : [ 8.0639286   1.41636976 16.62476886] : 52
!!!atention to nb coordination!!!
         [1.6199987450361337, 1.6774467451451067, 1.6228711385112529, 1.5799187014862177]
         [1.619998745036134, 1.677446745145107, 1.6228711385112524, 1.5799187014862162]


**isite= 22
Si1 : [ 4.79621948  6.76037908 22.13149172]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [ 3.84812168  5.97267632 23.2692362 ] : 47
O1 : [ 5.8924788   5.77558072 21.4517135 ] : 50
O1 : [ 5.38003024  8.0639286  22.80681886] : 53
O1 : [ 3.69656196  7.06621708 20.9818777 ] : 37
!!!atention to nb coordination!!!
         [1.6774467451451072, 1.6228711385112509, 1.5799187014862175, 1.6199987450361348]
         [1.6774467451451072, 1.6228711385112509, 1.579918701486216, 1.6199987450361346]


**isite= 23
Si1 : [0.03602092 4.79621948 3.58534172]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [0.82372368 3.84812168 4.7230862 ] : 44
O1 : [-1.2675286   5.38003024  4.26066886] : 54
O1 : [-0.26981708  3.69656196  2.4357277 ] : 38
O1 : [1.02081928 5.8924788  2.9055635 ] : 51
!!!atention to nb coordination!!!
         [1.677446745145106, 1.5799187014862168, 1.6199987450361353, 1.6228711385112506]
         [1.677446745145106, 1.579918701486216, 1.619998745036135, 1.6228711385112513]


**isite= 24
Si1 : [ 2.57175776  1.76570472 12.19916291]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [ 1.61006716  2.99517348 11.71127552] : 56
O1 : [ 3.87938512  2.22650064 12.99714192] : 65
O1 : [ 2.94827832  0.82372368 10.9051362 ] : 45
O1 : [ 1.65220484  0.85226856 13.21227726] : 60
!!!atention to nb coordination!!!
         [1.635382629038907, 1.5996851875583635, 1.644263095633847, 1.6450969227850707]
         [1.6353826290389075, 1.5996851875583633, 1.644263095633847, 1.6450969227850707]


**isite= 25
Si1 : [ 5.03069528  2.57175776 18.38121291]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [ 3.80122652  1.61006716 17.89332552] : 57
O1 : [ 5.94413144  1.65220484 19.39432726] : 61
O1 : [ 4.56989936  3.87938512 19.17919192] : 66
O1 : [ 5.97267632  2.94827832 17.0871862 ] : 46
!!!atention to nb coordination!!!
         [1.6353826290389084, 1.6450969227850687, 1.5996851875583622, 1.6442630956338482]
         [1.6353826290389082, 1.6450969227850694, 1.599685187558362, 1.6442630956338484]


**isite= 26
Si1 : [ 4.22464224  5.03069528 24.56326291]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [ 3.84812168  5.97267632 23.2692362 ] : 47
O1 : [ 5.14419516  5.94413144 25.57637726] : 62
O1 : [ 5.18633284  3.80122652 24.07537552] : 58
O1 : [ 2.91701488  4.56989936 25.36124192] : 67
!!!atention to nb coordination!!!
         [1.6442630956338484, 1.6450969227850687, 1.6353826290389084, 1.5996851875583629]
         [1.6442630956338484, 1.6450969227850691, 1.6353826290389084, 1.5996851875583622]


**isite= 27
Si1 : [1.76570472 4.22464224 6.01711291]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [0.82372368 3.84812168 4.7230862 ] : 44
O1 : [2.22650064 2.91701488 6.81509192] : 64
O1 : [2.99517348 5.18633284 5.52922552] : 59
O1 : [0.85226856 5.14419516 7.03022726] : 63
!!!atention to nb coordination!!!
         [1.6442630956338493, 1.5996851875583624, 1.6353826290389077, 1.6450969227850694]
         [1.644263095633849, 1.599685187558362, 1.6353826290389082, 1.6450969227850694]


**isite= 28
Si1 : [4.0404598  2.0627074  3.75472989]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [2.91293704 0.94401996 4.23099502] : 72
O1 : [3.2656702  3.29489472 3.08607936] : 76
O1 : [5.08846468 1.2539358  2.79923224] : 84
O1 : [4.86554276 2.52010512 5.1434656 ] : 80
!!!atention to nb coordination!!!
         [1.6581910742404657, 1.6017734060820281, 1.6326057346475016, 1.678857183600709]
         [1.6581910742404655, 1.6017734060820286, 1.6326057346475016, 1.678857183600709]


**isite= 29
Si1 : [4.7336926  4.0404598  9.93677989]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [5.5424642  5.08846468 8.98128224] : 85
O1 : [3.50150528 3.2656702  9.26812936] : 77
O1 : [ 4.27629488  4.86554276 11.3255156 ] : 81
O1 : [ 5.85238004  2.91293704 10.41304502] : 73
!!!atention to nb coordination!!!
         [1.6326057346475022, 1.601773406082028, 1.6788571836007087, 1.6581910742404657]
         [1.6326057346475022, 1.601773406082028, 1.6788571836007087, 1.658191074240466]


**isite= 30
Si1 : [ 2.7559402   4.7336926  16.11882989]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [ 1.93085724  4.27629488 17.5075656 ] : 82
O1 : [ 1.70793532  5.5424642  15.16333224] : 86
O1 : [ 3.88346296  5.85238004 16.59509502] : 74
O1 : [ 3.5307298   3.50150528 15.45017936] : 78
!!!atention to nb coordination!!!
         [1.678857183600709, 1.6326057346475025, 1.658191074240465, 1.6017734060820275]
         [1.678857183600709, 1.6326057346475025, 1.6581910742404657, 1.6017734060820275]


**isite= 31
Si1 : [ 2.0627074   2.7559402  22.30087989]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [ 2.52010512  1.93085724 23.6896156 ] : 83
O1 : [ 1.2539358   1.70793532 21.34538224] : 87
O1 : [ 0.94401996  3.88346296 22.77714502] : 75
O1 : [ 3.29489472  3.5307298  21.63222936] : 79
!!!atention to nb coordination!!!
         [1.6788571836007085, 1.6326057346475025, 1.6581910742404657, 1.6017734060820275]
         [1.6788571836007087, 1.6326057346475025, 1.6581910742404657, 1.601773406082028]


**isite= 32
O1 : [0.27457456 1.04188812 5.39816606]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Si1 : [-1.0228582   1.58492048  6.18254456] : 17
!!!atention to nb coordination!!!
         [1.6104240274740276]
         [1.6104240274740267]


**isite= 33
O1 : [ 5.75451188  0.27457456 11.58021606]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Si1 : [ 5.21147952 -1.0228582  12.36459456] : 18
!!!atention to nb coordination!!!
         [1.6104240274740282]
         [1.610424027474027]


**isite= 34
O1 : [ 6.52182544  5.75451188 17.76226606]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Si1 : [ 7.8192582   5.21147952 18.54664456] : 19
!!!atention to nb coordination!!!
         [1.6104240274740282]
         [1.6104240274740271]


**isite= 35
O1 : [ 1.04188812  6.52182544 23.94431606]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Si1 : [ 1.58492048  7.8192582  24.72869456] : 16
!!!atention to nb coordination!!!
         [1.6104240274740278]
         [1.6104240274740254]


**isite= 36
O1 : [ 0.26981708  3.09983804 14.7998277 ]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Si1 : [-0.03602092  2.00018052 15.94944172] : 21
!!!atention to nb coordination!!!
         [1.619998745036134]
         [1.6199987450361342]


**isite= 37
O1 : [ 3.69656196  0.26981708 20.9818777 ]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Si1 : [ 4.79621948 -0.03602092 22.13149172] : 22
!!!atention to nb coordination!!!
         [1.6199987450361346]
         [1.6199987450361348]


**isite= 38
O1 : [6.52658292 3.69656196 2.4357277 ]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Si1 : [6.83242092 4.79621948 3.58534172] : 23
!!!atention to nb coordination!!!
         [1.619998745036135]
         [1.6199987450361353]


**isite= 39
O1 : [3.09983804 6.52658292 8.6177777 ]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Si1 : [2.00018052 6.83242092 9.76739172] : 20


**isite= 40
O1 : [0.37584092 1.92949796 0.61078654]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Si1 : [1.58492048e+00 1.02285820e+00 4.94564000e-04] : 16


**isite= 41
O1 : [4.86690204 0.37584092 6.79283654]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Si1 : [5.7735418  1.58492048 6.18254456] : 17
!!!atention to nb coordination!!!
         [1.629823712182588]
         [1.6298237121825887]


**isite= 42
O1 : [ 6.42055908  4.86690204 12.97488654]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Si1 : [ 5.21147952  5.7735418  12.36459456] : 18
!!!atention to nb coordination!!!
         [1.629823712182589]
         [1.6298237121825887]


**isite= 43
O1 : [ 1.92949796  6.42055908 19.15693654]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Si1 : [ 1.0228582   5.21147952 18.54664456] : 19
!!!atention to nb coordination!!!
         [1.6298237121825896]
         [1.629823712182589]


**isite= 44
O1 : [0.82372368 3.84812168 4.7230862 ]

ce_symbol  = A:2
ce_fraction=  0.9995350448361271
species:coords:index
Si1 : [0.03602092 4.79621948 3.58534172] : 23
Si1 : [1.76570472 4.22464224 6.01711291] : 27

ce_symbol  = L:2
ce_fraction=  0.00046495516387290534
species:coords:index
Si1 : [0.03602092 4.79621948 3.58534172] : 23
Si1 : [1.76570472 4.22464224 6.01711291] : 27


**isite= 45
O1 : [ 2.94827832  0.82372368 10.9051362 ]

ce_symbol  = A:2
ce_fraction=  0.9995350448361271
species:coords:index
Si1 : [2.00018052 0.03602092 9.76739172] : 20
Si1 : [ 2.57175776  1.76570472 12.19916291] : 24

ce_symbol  = L:2
ce_fraction=  0.00046495516387290523
species:coords:index
Si1 : [2.00018052 0.03602092 9.76739172] : 20
Si1 : [ 2.57175776  1.76570472 12.19916291] : 24


**isite= 46
O1 : [ 5.97267632  2.94827832 17.0871862 ]

ce_symbol  = A:2
ce_fraction=  0.9995350448361271
species:coords:index
Si1 : [ 5.03069528  2.57175776 18.38121291] : 25
Si1 : [ 6.76037908  2.00018052 15.94944172] : 21
!!!atention to nb coordination!!!
         [1.6442630956338482, 1.677446745145107]
         [1.6442630956338484, 1.677446745145107]

ce_symbol  = L:2
ce_fraction=  0.0004649551638729256
species:coords:index
Si1 : [ 5.03069528  2.57175776 18.38121291] : 25
Si1 : [ 6.76037908  2.00018052 15.94944172] : 21
!!!atention to nb coordination!!!
         [1.6442630956338482, 1.677446745145107]
         [1.6442630956338484, 1.677446745145107]


**isite= 47
O1 : [ 3.84812168  5.97267632 23.2692362 ]

ce_symbol  = A:2
ce_fraction=  0.9995350448361271
species:coords:index
Si1 : [ 4.22464224  5.03069528 24.56326291] : 26
Si1 : [ 4.79621948  6.76037908 22.13149172] : 22

ce_symbol  = L:2
ce_fraction=  0.00046495516387291347
species:coords:index
Si1 : [ 4.22464224  5.03069528 24.56326291] : 26
Si1 : [ 4.79621948  6.76037908 22.13149172] : 22


**isite= 48
O1 : [0.9039212  1.02081928 9.0876135 ]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Si1 : [2.00018052 0.03602092 9.76739172] : 20


**isite= 49
O1 : [ 5.77558072  0.9039212  15.2696635 ]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Si1 : [ 6.76037908  2.00018052 15.94944172] : 21


**isite= 50
O1 : [ 5.8924788   5.77558072 21.4517135 ]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Si1 : [ 4.79621948  6.76037908 22.13149172] : 22


**isite= 51
O1 : [1.02081928 5.8924788  2.9055635 ]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Si1 : [0.03602092 4.79621948 3.58534172] : 23


**isite= 52
O1 : [ 1.2675286   1.41636976 16.62476886]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Si1 : [-0.03602092  2.00018052 15.94944172] : 21
!!!atention to nb coordination!!!
         [1.579918701486217]
         [1.5799187014862175]


**isite= 53
O1 : [ 5.38003024  1.2675286  22.80681886]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Si1 : [ 4.79621948 -0.03602092 22.13149172] : 22
!!!atention to nb coordination!!!
         [1.579918701486217]
         [1.5799187014862175]


**isite= 54
O1 : [5.5288714  5.38003024 4.26066886]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Si1 : [6.83242092 4.79621948 3.58534172] : 23


**isite= 55
O1 : [ 1.41636976  5.5288714  10.44271886]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Si1 : [2.00018052 6.83242092 9.76739172] : 20
!!!atention to nb coordination!!!
         [1.579918701486216]
         [1.5799187014862162]


**isite= 56
O1 : [ 1.61006716  2.99517348 11.71127552]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Si1 : [ 2.57175776  1.76570472 12.19916291] : 24


**isite= 57
O1 : [ 3.80122652  1.61006716 17.89332552]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Si1 : [ 5.03069528  2.57175776 18.38121291] : 25


**isite= 58
O1 : [ 5.18633284  3.80122652 24.07537552]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Si1 : [ 4.22464224  5.03069528 24.56326291] : 26


**isite= 59
O1 : [2.99517348 5.18633284 5.52922552]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Si1 : [1.76570472 4.22464224 6.01711291] : 27


**isite= 60
O1 : [ 1.65220484  0.85226856 13.21227726]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Si1 : [ 2.57175776  1.76570472 12.19916291] : 24


**isite= 61
O1 : [ 5.94413144  1.65220484 19.39432726]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Si1 : [ 5.03069528  2.57175776 18.38121291] : 25


**isite= 62
O1 : [5.14419516 5.94413144 0.84817726]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Si1 : [ 4.22464224  5.03069528 -0.16493709] : 26
!!!atention to nb coordination!!!
         [1.6450969227850691]
         [1.645096922785069]


**isite= 63
O1 : [0.85226856 5.14419516 7.03022726]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Si1 : [1.76570472 4.22464224 6.01711291] : 27


**isite= 64
O1 : [2.22650064 2.91701488 6.81509192]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Si1 : [1.76570472 4.22464224 6.01711291] : 27


**isite= 65
O1 : [ 3.87938512  2.22650064 12.99714192]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Si1 : [ 2.57175776  1.76570472 12.19916291] : 24
!!!atention to nb coordination!!!
         [1.5996851875583635]
         [1.5996851875583633]


**isite= 66
O1 : [ 4.56989936  3.87938512 19.17919192]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Si1 : [ 5.03069528  2.57175776 18.38121291] : 25


**isite= 67
O1 : [2.91701488 4.56989936 0.63304192]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Si1 : [ 4.22464224  5.03069528 -0.16493709] : 26
!!!atention to nb coordination!!!
         [1.599685187558363]
         [1.5996851875583629]


**isite= 68
O1 : [2.60030264 0.73944832 1.25371974]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Si1 : [1.58492048e+00 1.02285820e+00 4.94564000e-04] : 16


**isite= 69
O1 : [6.05695168 2.60030264 7.43576974]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Si1 : [5.7735418  1.58492048 6.18254456] : 17
!!!atention to nb coordination!!!
         [1.6376493619478227]
         [1.6376493619478225]


**isite= 70
O1 : [ 4.19609736  6.05695168 13.61781974]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Si1 : [ 5.21147952  5.7735418  12.36459456] : 18
!!!atention to nb coordination!!!
         [1.637649361947821]
         [1.6376493619478212]


**isite= 71
O1 : [ 0.73944832  4.19609736 19.79986974]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Si1 : [ 1.0228582   5.21147952 18.54664456] : 19
!!!atention to nb coordination!!!
         [1.6376493619478194]
         [1.6376493619478198]


**isite= 72
O1 : [2.91293704 0.94401996 4.23099502]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Si1 : [4.0404598  2.0627074  3.75472989] : 28


**isite= 73
O1 : [ 5.85238004  2.91293704 10.41304502]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Si1 : [4.7336926  4.0404598  9.93677989] : 29


**isite= 74
O1 : [ 3.88346296  5.85238004 16.59509502]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Si1 : [ 2.7559402   4.7336926  16.11882989] : 30


**isite= 75
O1 : [ 0.94401996  3.88346296 22.77714502]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Si1 : [ 2.0627074   2.7559402  22.30087989] : 31


**isite= 76
O1 : [3.2656702  3.29489472 3.08607936]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Si1 : [4.0404598  2.0627074  3.75472989] : 28


**isite= 77
O1 : [3.50150528 3.2656702  9.26812936]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Si1 : [4.7336926  4.0404598  9.93677989] : 29


**isite= 78
O1 : [ 3.5307298   3.50150528 15.45017936]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Si1 : [ 2.7559402   4.7336926  16.11882989] : 30


**isite= 79
O1 : [ 3.29489472  3.5307298  21.63222936]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Si1 : [ 2.0627074   2.7559402  22.30087989] : 31
!!!atention to nb coordination!!!
         [1.6017734060820281]
         [1.601773406082028]


**isite= 80
O1 : [4.86554276 2.52010512 5.1434656 ]

ce_symbol  = A:2
ce_fraction=  0.9999733360480293
species:coords:index
Si1 : [5.7735418  1.58492048 6.18254456] : 17
Si1 : [4.0404598  2.0627074  3.75472989] : 28
!!!atention to nb coordination!!!
         [1.6669486077741467, 1.678857183600709]
         [1.6669486077741469, 1.678857183600709]

ce_symbol  = L:2
ce_fraction=  2.666395197070898e-05
species:coords:index
Si1 : [5.7735418  1.58492048 6.18254456] : 17
Si1 : [4.0404598  2.0627074  3.75472989] : 28
!!!atention to nb coordination!!!
         [1.6669486077741467, 1.678857183600709]
         [1.6669486077741469, 1.678857183600709]


**isite= 81
O1 : [ 4.27629488  4.86554276 11.3255156 ]

ce_symbol  = A:2
ce_fraction=  0.9999733360480293
species:coords:index
Si1 : [4.7336926  4.0404598  9.93677989] : 29
Si1 : [ 5.21147952  5.7735418  12.36459456] : 18
!!!atention to nb coordination!!!
         [1.6788571836007087, 1.6669486077741462]
         [1.6788571836007087, 1.6669486077741473]

ce_symbol  = L:2
ce_fraction=  2.666395197070939e-05
species:coords:index
Si1 : [4.7336926  4.0404598  9.93677989] : 29
Si1 : [ 5.21147952  5.7735418  12.36459456] : 18
!!!atention to nb coordination!!!
         [1.6788571836007087, 1.6669486077741462]
         [1.6788571836007087, 1.6669486077741473]


**isite= 82
O1 : [ 1.93085724  4.27629488 17.5075656 ]

ce_symbol  = A:2
ce_fraction=  0.9999733360480293
species:coords:index
Si1 : [ 2.7559402   4.7336926  16.11882989] : 30
Si1 : [ 1.0228582   5.21147952 18.54664456] : 19
!!!atention to nb coordination!!!
         [1.678857183600709, 1.6669486077741469]
         [1.678857183600709, 1.6669486077741476]

ce_symbol  = L:2
ce_fraction=  2.666395197070971e-05
species:coords:index
Si1 : [ 2.7559402   4.7336926  16.11882989] : 30
Si1 : [ 1.0228582   5.21147952 18.54664456] : 19
!!!atention to nb coordination!!!
         [1.678857183600709, 1.6669486077741469]
         [1.678857183600709, 1.6669486077741476]


**isite= 83
O1 : [ 2.52010512  1.93085724 23.6896156 ]

ce_symbol  = A:2
ce_fraction=  0.9999733360480293
species:coords:index
Si1 : [ 2.0627074   2.7559402  22.30087989] : 31
Si1 : [ 1.58492048  1.0228582  24.72869456] : 16
!!!atention to nb coordination!!!
         [1.6788571836007087, 1.6669486077741478]
         [1.6788571836007087, 1.6669486077741456]

ce_symbol  = L:2
ce_fraction=  2.6663951970707476e-05
species:coords:index
Si1 : [ 2.0627074   2.7559402  22.30087989] : 31
Si1 : [ 1.58492048  1.0228582  24.72869456] : 16
!!!atention to nb coordination!!!
         [1.6788571836007087, 1.6669486077741478]
         [1.6788571836007087, 1.6669486077741456]


**isite= 84
O1 : [5.08846468 1.2539358  2.79923224]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Si1 : [4.0404598  2.0627074  3.75472989] : 28


**isite= 85
O1 : [5.5424642  5.08846468 8.98128224]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Si1 : [4.7336926  4.0404598  9.93677989] : 29


**isite= 86
O1 : [ 1.70793532  5.5424642  15.16333224]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Si1 : [ 2.7559402   4.7336926  16.11882989] : 30


**isite= 87
O1 : [ 1.2539358   1.70793532 21.34538224]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Si1 : [ 2.0627074   2.7559402  22.30087989] : 31

END

