cif name= ./2105418.cif
./2105418.cif
Full Formula (Cu30 B20 O60)
         [1.9667368934933978, 1.9854805885701765, 1.9854805885701776, 1.9667368934933984]
         [1.9667368934933978, 1.9854805885701763, 1.985480588570176, 1.966736893493398]

ce_symbol  = SY:4
ce_fraction=  2.4206636067465044e-07
species:coords:index
O1 : [ 0.47190199  0.59024587 -1.81575668] : 91
O1 : [-0.82406184  1.76822573  0.36936843] : 51
O1 : [ 0.82406184 -1.76822573 -0.36936843] : 50
O1 : [-0.47190199 -0.59024587  1.81575668] : 90
!!!atention to nb coordination!!!
         [1.9667368934933978, 1.9854805885701765, 1.9854805885701776, 1.9667368934933984]
         [1.9667368934933978, 1.9854805885701763, 1.985480588570176, 1.966736893493398]


**isite= 26
Cu1 : [ 1.63059912 16.04111343  5.4858526 ]

ce_symbol  = S:5
ce_fraction=  0.834532984169921
species:coords:index
O1 : [ 0.38411811 17.49884806  6.10555042] : 70
O1 : [ 3.73711811 17.49884806  6.10555042] : 70
O1 : [ 1.69210444 16.81561102  3.68271295] : 104
O1 : [ 2.67125146 14.52852736  4.89504596] : 62
O1 : [ 1.62413694 15.48652296  7.32702622] : 80
!!!atention to nb coordination!!!
         [2.015621626268837, 2.635609584828488, 1.96340061914994, 1.9287110727486438, 1.9228969410265555]
         [2.0156216262688345, 2.6356095848284857, 1.96340061914994, 1.9287110727486443, 1.9228969410265555]

ce_symbol  = S:4
ce_fraction=  0.14039683079852164
species:coords:index
O1 : [ 0.38411811 17.49884806  6.10555042] : 70
O1 : [ 1.69210444 16.81561102  3.68271295] : 104
O1 : [ 2.67125146 14.52852736  4.89504596] : 62
O1 : [ 1.62413694 15.48652296  7.32702622] : 80
!!!atention to nb coordination!!!
         [2.015621626268837, 1.96340061914994, 1.9287110727486438, 1.9228969410265555]
         [2.0156216262688345, 1.96340061914994, 1.9287110727486443, 1.9228969410265555]

ce_symbol  = T:5
ce_fraction=  0.024695656416661146
species:coords:index
O1 : [ 0.38411811 17.49884806  6.10555042] : 70
O1 : [ 3.73711811 17.49884806  6.10555042] : 70
O1 : [ 1.69210444 16.81561102  3.68271295] : 104
O1 : [ 2.67125146 14.52852736  4.89504596] : 62
O1 : [ 1.62413694 15.48652296  7.32702622] : 80
!!!atention to nb coordination!!!
         [2.015621626268837, 2.635609584828488, 1.96340061914994, 1.9287110727486438, 1.9228969410265555]
         [2.0156216262688345, 2.6356095848284857, 1.96340061914994, 1.9287110727486443, 1.9228969410265555]

ce_symbol  = SY:4
ce_fraction=  0.0003585098360792239
species:coords:index
O1 : [ 0.38411811 17.49884806  6.10555042] : 70
O1 : [ 1.69210444 16.81561102  3.68271295] : 104
O1 : [ 2.67125146 14.52852736  4.89504596] : 62
O1 : [ 1.62413694 15.48652296  7.32702622] : 80
!!!atention to nb coordination!!!
         [2.015621626268837, 1.96340061914994, 1.9287110727486438, 1.9228969410265555]
         [2.0156216262688345, 1.96340061914994, 1.9287110727486443, 1.9228969410265555]

ce_symbol  = SS:4
ce_fraction=  1.6018778816886275e-05
species:coords:index
O1 : [ 0.38411811 17.49884806  6.10555042] : 70
O1 : [ 1.69210444 16.81561102  3.68271295] : 104
O1 : [ 2.67125146 14.52852736  4.89504596] : 62
O1 : [ 1.62413694 15.48652296  7.32702622] : 80
!!!atention to nb coordination!!!
         [2.015621626268837, 1.96340061914994, 1.9287110727486438, 1.9228969410265555]
         [2.0156216262688345, 1.96340061914994, 1.9287110727486443, 1.9228969410265555]


**isite= 27
Cu1 : [ 1.35796503  0.21771259 12.7997132 ]

ce_symbol  = S:5
ce_fraction=  0.8345329841699234
species:coords:index
O1 : [ 0.31731268  1.73029866 13.39051983] : 63
O1 : [ 1.2964597  -0.556785   14.60285285] : 105
O1 : [ 1.3644272   0.77230305 10.95853958] : 81
O1 : [-0.74855396 -1.24002204 12.18001538] : 71
O1 : [ 2.60444604 -1.24002204 12.18001538] : 71
!!!atention to nb coordination!!!
         [1.9287110727486454, 1.9634006191499425, 1.922896941026554, 2.6356095848284857, 2.015621626268833]
         [1.9287110727486452, 1.9634006191499407, 1.9228969410265557, 2.6356095848284853, 2.0156216262688327]

ce_symbol  = S:4
ce_fraction=  0.14039683079851953
species:coords:index
O1 : [ 0.31731268  1.73029866 13.39051983] : 63
O1 : [ 1.2964597  -0.556785   14.60285285] : 105
O1 : [ 1.3644272   0.77230305 10.95853958] : 81
O1 : [ 2.60444604 -1.24002204 12.18001538] : 71
!!!atention to nb coordination!!!
         [1.9287110727486454, 1.9634006191499425, 1.922896941026554, 2.015621626268833]
         [1.9287110727486452, 1.9634006191499407, 1.9228969410265557, 2.0156216262688327]

ce_symbol  = T:5
ce_fraction=  0.02469565641666105
species:coords:index
O1 : [ 0.31731268  1.73029866 13.39051983] : 63
O1 : [ 1.2964597  -0.556785   14.60285285] : 105
O1 : [ 1.3644272   0.77230305 10.95853958] : 81
O1 : [-0.74855396 -1.24002204 12.18001538] : 71
O1 : [ 2.60444604 -1.24002204 12.18001538] : 71
!!!atention to nb coordination!!!
         [1.9287110727486454, 1.9634006191499425, 1.922896941026554, 2.6356095848284857, 2.015621626268833]
         [1.9287110727486452, 1.9634006191499407, 1.9228969410265557, 2.6356095848284853, 2.0156216262688327]

ce_symbol  = SY:4
ce_fraction=  0.0003585098360792183
species:coords:index
O1 : [ 0.31731268  1.73029866 13.39051983] : 63
O1 : [ 1.2964597  -0.556785   14.60285285] : 105
O1 : [ 1.3644272   0.77230305 10.95853958] : 81
O1 : [ 2.60444604 -1.24002204 12.18001538] : 71
!!!atention to nb coordination!!!
         [1.9287110727486454, 1.9634006191499425, 1.922896941026554, 2.015621626268833]
         [1.9287110727486452, 1.9634006191499407, 1.9228969410265557, 2.0156216262688327]

ce_symbol  = SS:4
ce_fraction=  1.6018778816886177e-05
species:coords:index
O1 : [ 0.31731268  1.73029866 13.39051983] : 63
O1 : [ 1.2964597  -0.556785   14.60285285] : 105
O1 : [ 1.3644272   0.77230305 10.95853958] : 81
O1 : [ 2.60444604 -1.24002204 12.18001538] : 71
!!!atention to nb coordination!!!
         [1.9287110727486454, 1.9634006191499425, 1.922896941026554, 2.015621626268833]
         [1.9287110727486452, 1.9634006191499407, 1.9228969410265557, 2.0156216262688327]


**isite= 28
Cu1 : [ 0.58418586 13.06498966 11.37874189]

ce_symbol  = S:4
ce_fraction=  0.9158879493301563
species:coords:index
O1 : [ 0.39716406 12.64378563 13.20034995] : 102
O1 : [ 0.7133223  14.04439257  9.68403565] : 98
O1 : [ 1.66315874 11.59311036 11.01156772] : 52
O1 : [-0.16578562 14.96590885 11.57659171] : 60
!!!atention to nb coordination!!!
         [1.8790013113626027, 1.9616155363474208, 1.8615660129610025, 2.0530697893828282]
         [1.8790013113626032, 1.96161553634742, 1.8615660129610039, 2.0530697893828282]

ce_symbol  = SY:4
ce_fraction=  0.08397448350182228
species:coords:index
O1 : [ 0.39716406 12.64378563 13.20034995] : 102
O1 : [ 0.7133223  14.04439257  9.68403565] : 98
O1 : [ 1.66315874 11.59311036 11.01156772] : 52
O1 : [-0.16578562 14.96590885 11.57659171] : 60
!!!atention to nb coordination!!!
         [1.8790013113626027, 1.9616155363474208, 1.8615660129610025, 2.0530697893828282]
         [1.8790013113626032, 1.96161553634742, 1.8615660129610039, 2.0530697893828282]

ce_symbol  = SS:4
ce_fraction=  0.00013756716802135988
species:coords:index
O1 : [ 0.39716406 12.64378563 13.20034995] : 102
O1 : [ 0.7133223  14.04439257  9.68403565] : 98
O1 : [ 1.66315874 11.59311036 11.01156772] : 52
O1 : [-0.16578562 14.96590885 11.57659171] : 60
!!!atention to nb coordination!!!
         [1.8790013113626027, 1.9616155363474208, 1.8615660129610025, 2.0530697893828282]
         [1.8790013113626032, 1.96161553634742, 1.8615660129610039, 2.0530697893828282]


**isite= 29
Cu1 : [2.40437828 3.19383636 6.90682391]

ce_symbol  = S:4
ce_fraction=  0.9158879493301567
species:coords:index
O1 : [2.27524185 2.21443345 8.60153015] : 99
O1 : [1.3254054  4.66571566 7.27399807] : 53
O1 : [2.59140008 3.61504039 5.08521585] : 103
O1 : [3.15434977 1.29291717 6.70897409] : 61
!!!atention to nb coordination!!!
         [1.9616155363474195, 1.8615660129610063, 1.8790013113626045, 2.053069789382829]
         [1.9616155363474195, 1.8615660129610054, 1.8790013113626043, 2.053069789382829]

ce_symbol  = SY:4
ce_fraction=  0.0839744835018219
species:coords:index
O1 : [2.27524185 2.21443345 8.60153015] : 99
O1 : [1.3254054  4.66571566 7.27399807] : 53
O1 : [2.59140008 3.61504039 5.08521585] : 103
O1 : [3.15434977 1.29291717 6.70897409] : 61
!!!atention to nb coordination!!!
         [1.9616155363474195, 1.8615660129610063, 1.8790013113626045, 2.053069789382829]
         [1.9616155363474195, 1.8615660129610054, 1.8790013113626043, 2.053069789382829]

ce_symbol  = SS:4
ce_fraction=  0.0001375671680213594
species:coords:index
O1 : [2.27524185 2.21443345 8.60153015] : 99
O1 : [1.3254054  4.66571566 7.27399807] : 53
O1 : [2.59140008 3.61504039 5.08521585] : 103
O1 : [3.15434977 1.29291717 6.70897409] : 61
!!!atention to nb coordination!!!
         [1.9616155363474195, 1.8615660129610063, 1.8790013113626045, 2.053069789382829]
         [1.9616155363474195, 1.8615660129610054, 1.8790013113626043, 2.053069789382829]


**isite= 30
B1 : [ 1.12553163 13.7641812  16.9379196 ]

ce_symbol  = TL:3
ce_fraction=  0.9992600959223504
species:coords:index
O1 : [ 0.45962598 14.49060029 17.91619737] : 50
O1 : [ 1.34434579 14.23141245 15.68901546] : 66
O1 : [ 1.4716099  12.48694989 17.3420306 ] : 56

ce_symbol  = TY:3
ce_fraction=  0.0007399040776496818
species:coords:index
O1 : [ 0.45962598 14.49060029 17.91619737] : 50
O1 : [ 1.34434579 14.23141245 15.68901546] : 66
O1 : [ 1.4716099  12.48694989 17.3420306 ] : 56


**isite= 31
B1 : [1.86303252 2.49464482 1.3476462 ]

ce_symbol  = TL:3
ce_fraction=  0.9992600959223504
species:coords:index
O1 : [2.52893816 1.76822573 0.36936843] : 51
O1 : [1.51695425 3.77187613 0.9435352 ] : 57
O1 : [1.64421835 2.02741357 2.59655034] : 67
!!!atention to nb coordination!!!
         [1.3885756820528867, 1.383616890830944, 1.3512757842442198]
         [1.388575682052887, 1.383616890830944, 1.3512757842442198]

ce_symbol  = TY:3
ce_fraction=  0.0007399040776496413
species:coords:index
O1 : [2.52893816 1.76822573 0.36936843] : 51
O1 : [1.51695425 3.77187613 0.9435352 ] : 57
O1 : [1.64421835 2.02741357 2.59655034] : 67
!!!atention to nb coordination!!!
         [1.3885756820528867, 1.383616890830944, 1.3512757842442198]
         [1.388575682052887, 1.383616890830944, 1.3512757842442198]


**isite= 32
B1 : [ 0.12999254 11.4491239  13.85863032]

ce_symbol  = TL:3
ce_fraction=  0.994944548415562
species:coords:index
O1 : [-0.55535121 11.72079065 14.99964963] : 76
O1 : [ 0.39716406 12.64378563 13.20034995] : 102
O1 : [ 0.46522026 10.24263048 13.38686272] : 96
!!!atention to nb coordination!!!
         [1.358463815514542, 1.389938959193452, 1.3381213218559054]
         [1.3584638155145423, 1.3899389591934503, 1.338121321855907]

ce_symbol  = TY:3
ce_fraction=  0.005054536683209639
species:coords:index
O1 : [-0.55535121 11.72079065 14.99964963] : 76
O1 : [ 0.39716406 12.64378563 13.20034995] : 102
O1 : [ 0.46522026 10.24263048 13.38686272] : 96
!!!atention to nb coordination!!!
         [1.358463815514542, 1.389938959193452, 1.3381213218559054]
         [1.3584638155145423, 1.3899389591934503, 1.338121321855907]

ce_symbol  = TS:3
ce_fraction=  9.14901228389219e-07
species:coords:index
O1 : [-0.55535121 11.72079065 14.99964963] : 76
O1 : [ 0.39716406 12.64378563 13.20034995] : 102
O1 : [ 0.46522026 10.24263048 13.38686272] : 96
!!!atention to nb coordination!!!
         [1.358463815514542, 1.389938959193452, 1.3381213218559054]
         [1.3584638155145423, 1.3899389591934503, 1.338121321855907]


**isite= 33
B1 : [2.8585716  4.80970212 4.42693548]

ce_symbol  = TL:3
ce_fraction=  0.994944548415562
species:coords:index
O1 : [2.59140008 3.61504039 5.08521585] : 103
O1 : [2.52334389 6.01619554 4.89870308] : 97
O1 : [3.54391535 4.53803536 3.28591617] : 77
!!!atention to nb coordination!!!
         [1.3899389591934486, 1.338121321855908, 1.3584638155145432]
         [1.3899389591934488, 1.3381213218559072, 1.3584638155145434]

ce_symbol  = TY:3
ce_fraction=  0.005054536683209637
species:coords:index
O1 : [2.59140008 3.61504039 5.08521585] : 103
O1 : [2.52334389 6.01619554 4.89870308] : 97
O1 : [3.54391535 4.53803536 3.28591617] : 77
!!!atention to nb coordination!!!
         [1.3899389591934486, 1.338121321855908, 1.3584638155145432]
         [1.3899389591934488, 1.3381213218559072, 1.3584638155145434]

ce_symbol  = TS:3
ce_fraction=  9.149012283893874e-07
species:coords:index
O1 : [2.59140008 3.61504039 5.08521585] : 103
O1 : [2.52334389 6.01619554 4.89870308] : 97
O1 : [3.54391535 4.53803536 3.28591617] : 77
!!!atention to nb coordination!!!
         [1.3899389591934486, 1.338121321855908, 1.3584638155145432]
         [1.3899389591934488, 1.3381213218559072, 1.3584638155145434]


**isite= 34
B1 : [ 3.05753592 13.33512549  5.41618459]

ce_symbol  = TL:3
ce_fraction=  0.996503546487915
species:coords:index
O1 : [ 3.45527679 12.48262177  4.39950713] : 72
O1 : [ 2.67125146 14.52852736  4.89504596] : 62
O1 : [ 3.04022482 13.00019182  6.72908821] : 108
!!!atention to nb coordination!!!
         [1.3851330063558014, 1.3583111437488486, 1.3550631591901667]
         [1.3851330063558014, 1.3583111437488489, 1.3550631591901658]

ce_symbol  = TY:3
ce_fraction=  0.00349645351208506
species:coords:index
O1 : [ 3.45527679 12.48262177  4.39950713] : 72
O1 : [ 2.67125146 14.52852736  4.89504596] : 62
O1 : [ 3.04022482 13.00019182  6.72908821] : 108
!!!atention to nb coordination!!!
         [1.3851330063558014, 1.3583111437488486, 1.3550631591901667]
         [1.3851330063558014, 1.3583111437488489, 1.3550631591901658]


**isite= 35
B1 : [-0.06897177  2.92370053 12.86938121]

ce_symbol  = TL:3
ce_fraction=  0.9965035464879148
species:coords:index
O1 : [-0.46671265  3.77620424 13.88605867] : 73
O1 : [ 0.31731268  1.73029866 13.39051983] : 63
O1 : [-0.05166068  3.2586342  11.55647759] : 109
!!!atention to nb coordination!!!
         [1.3851330063558012, 1.3583111437488515, 1.3550631591901658]
         [1.3851330063558014, 1.3583111437488506, 1.3550631591901658]

ce_symbol  = TY:3
ce_fraction=  0.003496453512085124
species:coords:index
O1 : [-0.46671265  3.77620424 13.88605867] : 73
O1 : [ 0.31731268  1.73029866 13.39051983] : 63
O1 : [-0.05166068  3.2586342  11.55647759] : 109
!!!atention to nb coordination!!!
         [1.3851330063558012, 1.3583111437488515, 1.3550631591901658]
         [1.3851330063558014, 1.3583111437488506, 1.3550631591901658]


**isite= 36
B1 : [0.91850218 9.15458106 6.38714813]

ce_symbol  = TL:3
ce_fraction=  0.9939838964436497
species:coords:index
O1 : [1.28910209 8.10535896 5.62281148] : 85
O1 : [ 1.1654599  10.47276996  5.96292301] : 94
O1 : [0.21967897 9.17678692 7.57022424] : 78
!!!atention to nb coordination!!!
         [1.3499710461611318, 1.4066190136941645, 1.3742328954804135]
         [1.3499710461611318, 1.4066190136941645, 1.3742328954804137]

ce_symbol  = TY:3
ce_fraction=  0.005971486139571997
species:coords:index
O1 : [1.28910209 8.10535896 5.62281148] : 85
O1 : [ 1.1654599  10.47276996  5.96292301] : 94
O1 : [0.21967897 9.17678692 7.57022424] : 78
!!!atention to nb coordination!!!
         [1.3499710461611318, 1.4066190136941645, 1.3742328954804135]
         [1.3499710461611318, 1.4066190136941645, 1.3742328954804137]

ce_symbol  = TS:3
ce_fraction=  4.461741677827255e-05
species:coords:index
O1 : [1.28910209 8.10535896 5.62281148] : 85
O1 : [ 1.1654599  10.47276996  5.96292301] : 94
O1 : [0.21967897 9.17678692 7.57022424] : 78
!!!atention to nb coordination!!!
         [1.3499710461611318, 1.4066190136941645, 1.3742328954804135]
         [1.3499710461611318, 1.4066190136941645, 1.3742328954804137]


**isite= 37
B1 : [ 2.07006196  7.10424496 11.89841767]

ce_symbol  = TL:3
ce_fraction=  0.9939838964436498
species:coords:index
O1 : [ 2.76888517  7.0820391  10.71534156] : 79
O1 : [ 1.82310425  5.78605606 12.32264279] : 95
O1 : [ 1.69946206  8.15346706 12.66275432] : 84
!!!atention to nb coordination!!!
         [1.3742328954804148, 1.4066190136941645, 1.3499710461611323]
         [1.3742328954804146, 1.4066190136941645, 1.3499710461611307]

ce_symbol  = TY:3
ce_fraction=  0.005971486139571895
species:coords:index
O1 : [ 2.76888517  7.0820391  10.71534156] : 79
O1 : [ 1.82310425  5.78605606 12.32264279] : 95
O1 : [ 1.69946206  8.15346706 12.66275432] : 84
!!!atention to nb coordination!!!
         [1.3742328954804148, 1.4066190136941645, 1.3499710461611323]
         [1.3742328954804146, 1.4066190136941645, 1.3499710461611307]

ce_symbol  = TS:3
ce_fraction=  4.461741677827279e-05
species:coords:index
O1 : [ 2.76888517  7.0820391  10.71534156] : 79
O1 : [ 1.82310425  5.78605606 12.32264279] : 95
O1 : [ 1.69946206  8.15346706 12.66275432] : 84
!!!atention to nb coordination!!!
         [1.3742328954804148, 1.4066190136941645, 1.3499710461611323]
         [1.3742328954804146, 1.4066190136941645, 1.3499710461611307]


**isite= 38
B1 : [ 2.061253   11.00081208  9.79740616]

ce_symbol  = TL:3
ce_fraction=  0.9934945309783176
species:coords:index
O1 : [ 1.66315874 11.59311036 11.01156772] : 52
O1 : [ 2.04068959 11.69516557  8.65090118] : 68
O1 : [ 2.4076303   9.6840383  10.05157552] : 100
!!!atention to nb coordination!!!
         [1.4083623851364289, 1.3405309708529418, 1.3850893388764547]
         [1.4083623851364282, 1.3405309708529425, 1.3850893388764547]

ce_symbol  = TY:3
ce_fraction=  0.006393831808906875
species:coords:index
O1 : [ 1.66315874 11.59311036 11.01156772] : 52
O1 : [ 2.04068959 11.69516557  8.65090118] : 68
O1 : [ 2.4076303   9.6840383  10.05157552] : 100
!!!atention to nb coordination!!!
         [1.4083623851364289, 1.3405309708529418, 1.3850893388764547]
         [1.4083623851364282, 1.3405309708529425, 1.3850893388764547]

ce_symbol  = TS:3
ce_fraction=  0.00011163721277541483
species:coords:index
O1 : [ 1.66315874 11.59311036 11.01156772] : 52
O1 : [ 2.04068959 11.69516557  8.65090118] : 68
O1 : [ 2.4076303   9.6840383  10.05157552] : 100
!!!atention to nb coordination!!!
         [1.4083623851364289, 1.3405309708529418, 1.3850893388764547]
         [1.4083623851364282, 1.3405309708529425, 1.3850893388764547]


**isite= 39
B1 : [0.92731114 5.25801394 8.48815964]

ce_symbol  = TL:3
ce_fraction=  0.9934945309783177
species:coords:index
O1 : [0.94787456 4.56366045 9.63466462] : 69
O1 : [0.58093385 6.57478772 8.23399028] : 101
O1 : [1.3254054  4.66571566 7.27399807] : 53
!!!atention to nb coordination!!!
         [1.3405309708529405, 1.3850893388764547, 1.408362385136427]
         [1.3405309708529405, 1.3850893388764547, 1.4083623851364282]

ce_symbol  = TY:3
ce_fraction=  0.006393831808906768
species:coords:index
O1 : [0.94787456 4.56366045 9.63466462] : 69
O1 : [0.58093385 6.57478772 8.23399028] : 101
O1 : [1.3254054  4.66571566 7.27399807] : 53
!!!atention to nb coordination!!!
         [1.3405309708529405, 1.3850893388764547, 1.408362385136427]
         [1.3405309708529405, 1.3850893388764547, 1.4083623851364282]

ce_symbol  = TS:3
ce_fraction=  0.00011163721277541116
species:coords:index
O1 : [0.94787456 4.56366045 9.63466462] : 69
O1 : [0.58093385 6.57478772 8.23399028] : 101
O1 : [1.3254054  4.66571566 7.27399807] : 53
!!!atention to nb coordination!!!
         [1.3405309708529405, 1.3850893388764547, 1.408362385136427]
         [1.3405309708529405, 1.3850893388764547, 1.4083623851364282]


**isite= 40
B1 : [ 2.36105428 16.62415593  2.51609385]

ce_symbol  = TL:3
ce_fraction=  0.9990079581724594
species:coords:index
O1 : [ 2.66797848 15.38336371  2.03884059] : 64
O1 : [ 1.69210444 16.81561102  3.68271295] : 104
O1 : [ 2.61675529 17.79797175  1.81575668] : 90
!!!atention to nb coordination!!!
         [1.3643820866384566, 1.3583626403979703, 1.3905749710441144]
         [1.3643820866384582, 1.3583626403979703, 1.3905749710441144]

ce_symbol  = TY:3
ce_fraction=  0.0009920418275406427
species:coords:index
O1 : [ 2.66797848 15.38336371  2.03884059] : 64
O1 : [ 1.69210444 16.81561102  3.68271295] : 104
O1 : [ 2.61675529 17.79797175  1.81575668] : 90
!!!atention to nb coordination!!!
         [1.3643820866384566, 1.3583626403979703, 1.3905749710441144]
         [1.3643820866384582, 1.3583626403979703, 1.3905749710441144]


**isite= 41
B1 : [ 0.62750986 -0.36532991 15.76947195]

ce_symbol  = TL:3
ce_fraction=  0.9990079581724594
species:coords:index
O1 : [ 1.2964597  -0.556785   14.60285285] : 105
O1 : [ 0.37180885 -1.53914574 16.46980912] : 91
O1 : [ 0.32058567  0.87546231 16.24672521] : 65
!!!atention to nb coordination!!!
         [1.3583626403979694, 1.3905749710441127, 1.3643820866384593]
         [1.358362640397971, 1.3905749710441127, 1.3643820866384597]

ce_symbol  = TY:3
ce_fraction=  0.000992041827540614
species:coords:index
O1 : [ 1.2964597  -0.556785   14.60285285] : 105
O1 : [ 0.37180885 -1.53914574 16.46980912] : 91
O1 : [ 0.32058567  0.87546231 16.24672521] : 65
!!!atention to nb coordination!!!
         [1.3583626403979694, 1.3905749710441127, 1.3643820866384593]
         [1.358362640397971, 1.3905749710441127, 1.3643820866384597]


**isite= 42
B1 : [ 1.24156    12.17275409  1.09164828]

ce_symbol  = TL:3
ce_fraction=  0.9989887612601919
species:coords:index
O1 : [ 1.57645073 11.89470134 -0.16822721] : 88
O1 : [ 1.52303126 11.27934425  2.16318243] : 86
O1 : [ 0.52172693 13.26075107  1.47564516] : 92
!!!atention to nb coordination!!!
         [1.3329483737402832, 1.423233175711258, 1.3599083361388584]
         [1.3329483737402865, 1.423233175711258, 1.3599083361388584]

ce_symbol  = TY:3
ce_fraction=  0.001011238739808118
species:coords:index
O1 : [ 1.57645073 11.89470134 -0.16822721] : 88
O1 : [ 1.52303126 11.27934425  2.16318243] : 86
O1 : [ 0.52172693 13.26075107  1.47564516] : 92
!!!atention to nb coordination!!!
         [1.3329483737402832, 1.423233175711258, 1.3599083361388584]
         [1.3329483737402865, 1.423233175711258, 1.3599083361388584]


**isite= 43
B1 : [ 1.74700415  4.08607193 17.19391752]

ce_symbol  = TL:3
ce_fraction=  0.9989887612601919
species:coords:index
O1 : [ 2.46683722  2.99807495 16.80992064] : 93
O1 : [ 1.46553288  4.97948177 16.12238337] : 87
O1 : [ 1.41211342  4.36412467 18.453793  ] : 89
!!!atention to nb coordination!!!
         [1.3599083361388582, 1.4232331757112566, 1.3329483737402876]
         [1.3599083361388582, 1.4232331757112566, 1.3329483737402907]

ce_symbol  = TY:3
ce_fraction=  0.0010112387398081106
species:coords:index
O1 : [ 2.46683722  2.99807495 16.80992064] : 93
O1 : [ 1.46553288  4.97948177 16.12238337] : 87
O1 : [ 1.41211342  4.36412467 18.453793  ] : 89
!!!atention to nb coordination!!!
         [1.3599083361388582, 1.4232331757112566, 1.3329483737402876]
         [1.3599083361388582, 1.4232331757112566, 1.3329483737402907]


**isite= 44
B1 : [ 0.2722201  15.19256498 10.26185953]

ce_symbol  = TL:3
ce_fraction=  0.9970431557485819
species:coords:index
O1 : [ 0.7133223  14.04439257  9.68403565] : 98
O1 : [ 0.27667934 16.43673741  9.76266358] : 82
O1 : [-0.16578562 14.96590885 11.57659171] : 60
!!!atention to nb coordination!!!
         [1.3589523417169307, 1.3405899847458358, 1.404187566987325]
         [1.358952341716932, 1.3405899847458325, 1.404187566987325]

ce_symbol  = TY:3
ce_fraction=  0.002949113699789878
species:coords:index
O1 : [ 0.7133223  14.04439257  9.68403565] : 98
O1 : [ 0.27667934 16.43673741  9.76266358] : 82
O1 : [-0.16578562 14.96590885 11.57659171] : 60
!!!atention to nb coordination!!!
         [1.3589523417169307, 1.3405899847458358, 1.404187566987325]
         [1.358952341716932, 1.3405899847458325, 1.404187566987325]

ce_symbol  = TS:3
ce_fraction=  7.730551628258441e-06
species:coords:index
O1 : [ 0.7133223  14.04439257  9.68403565] : 98
O1 : [ 0.27667934 16.43673741  9.76266358] : 82
O1 : [-0.16578562 14.96590885 11.57659171] : 60
!!!atention to nb coordination!!!
         [1.3589523417169307, 1.3405899847458358, 1.404187566987325]
         [1.358952341716932, 1.3405899847458325, 1.404187566987325]


**isite= 45
B1 : [2.71634404 1.06626104 8.02370627]

ce_symbol  = TL:3
ce_fraction=  0.9970431557485819
species:coords:index
O1 : [2.27524185 2.21443345 8.60153015] : 99
O1 : [ 2.71188481 -0.17791139  8.52290222] : 83
O1 : [3.15434977 1.29291717 6.70897409] : 61
!!!atention to nb coordination!!!
         [1.3589523417169311, 1.3405899847458336, 1.4041875669873247]
         [1.3589523417169316, 1.3405899847458334, 1.4041875669873247]

ce_symbol  = TY:3
ce_fraction=  0.002949113699789812
species:coords:index
O1 : [2.27524185 2.21443345 8.60153015] : 99
O1 : [ 2.71188481 -0.17791139  8.52290222] : 83
O1 : [3.15434977 1.29291717 6.70897409] : 61
!!!atention to nb coordination!!!
         [1.3589523417169311, 1.3405899847458336, 1.4041875669873247]
         [1.3589523417169316, 1.3405899847458334, 1.4041875669873247]

ce_symbol  = TS:3
ce_fraction=  7.73055162825841e-06
species:coords:index
O1 : [2.27524185 2.21443345 8.60153015] : 99
O1 : [ 2.71188481 -0.17791139  8.52290222] : 83
O1 : [3.15434977 1.29291717 6.70897409] : 61
!!!atention to nb coordination!!!
         [1.3589523417169311, 1.3405899847458336, 1.4041875669873247]
         [1.3589523417169316, 1.3405899847458334, 1.4041875669873247]


**isite= 46
B1 : [ 2.63160559 15.87495244 12.51829835]

ce_symbol  = TL:3
ce_fraction=  0.9995193852636353
species:coords:index
O1 : [ 2.34010332 17.14819559 12.18001538] : 71
O1 : [ 3.18721438 14.96590885 11.57659171] : 60
O1 : [ 2.4818735  15.36217652 13.76354538] : 106
!!!atention to nb coordination!!!
         [1.3492801982634084, 1.4219257221639308, 1.3549904100297834]
         [1.3492801982634084, 1.4219257221639305, 1.3549904100297834]

ce_symbol  = TY:3
ce_fraction=  0.0004806147363647881
species:coords:index
O1 : [ 2.34010332 17.14819559 12.18001538] : 71
O1 : [ 3.18721438 14.96590885 11.57659171] : 60
O1 : [ 2.4818735  15.36217652 13.76354538] : 106
!!!atention to nb coordination!!!
         [1.3492801982634084, 1.4219257221639308, 1.3549904100297834]
         [1.3492801982634084, 1.4219257221639305, 1.3549904100297834]


**isite= 47
B1 : [0.35695855 0.38387358 5.76726745]

ce_symbol  = TL:3
ce_fraction=  0.9995193852636353
species:coords:index
O1 : [-0.19865023  1.29291717  6.70897409] : 61
O1 : [ 0.64846083 -0.88936957  6.10555042] : 70
O1 : [0.50669064 0.8966495  4.52202042] : 107
!!!atention to nb coordination!!!
         [1.421925722163928, 1.3492801982634055, 1.3549904100297825]
         [1.421925722163928, 1.3492801982634097, 1.3549904100297825]

ce_symbol  = TY:3
ce_fraction=  0.00048061473636474986
species:coords:index
O1 : [-0.19865023  1.29291717  6.70897409] : 61
O1 : [ 0.64846083 -0.88936957  6.10555042] : 70
O1 : [0.50669064 0.8966495  4.52202042] : 107
!!!atention to nb coordination!!!
