cif name= ./1511473.cif
./1511473.cif
Full Formula (Li16 B32 O56)
O1 : [5.2779072 3.2588802 0.708981 ]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [5.8058875 4.2304777 1.724604 ] : 25
B1 : [3.9233581 3.1460801 0.507297 ] : 35
!!!atention to nb coordination!!!
         [1.5014176558584016, 1.374119195239926]
         [1.5014176558584016, 1.3741191952399254]


**isite= 84
O1 : [1.4806198 4.2010928 3.281481 ]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [1.5934199 5.5556419 3.079797 ] : 36
B1 : [0.5090223 3.6731125 4.297104 ] : 46


**isite= 85
O1 : [4.2010928 3.2588802 5.853981 ]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [3.6731125 4.2304777 6.869604 ] : 47
B1 : [5.5556419 3.1460801 5.652297 ] : 21
!!!atention to nb coordination!!!
         [1.5014176558584005, 1.3741191952399248]
         [1.5014176558584003, 1.3741191952399248]


**isite= 86
O1 : [3.2588802 0.5384072 8.426481 ]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [4.2304777 1.0663875 9.442104 ] : 44
B1 : [ 3.1460801 -0.8161419  8.224797 ] : 38
!!!atention to nb coordination!!!
         [1.5014176558584007, 1.3741191952399243]
         [1.5014176558584007, 1.374119195239924]


**isite= 87
O1 : [5.2779072 6.2201198 5.853981 ]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [3.9233581 6.3329199 5.652297 ] : 39
B1 : [5.8058875 5.2485223 6.869604 ] : 45
!!!atention to nb coordination!!!
         [1.374119195239926, 1.5014176558584011]
         [1.3741191952399257, 1.5014176558584011]


**isite= 88
O1 : [8.8429591 6.4229704 8.682702 ]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [7.8855801 5.5556419 8.224797 ] : 16
B1 : [9.9880223 5.8058875 9.442104 ] : 40


**isite= 89
O1 : [1.6834704 0.6360409 6.110202 ]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [ 1.0663875 -0.5090223  6.869604 ] : 41
B1 : [0.8161419 1.5934199 5.652297 ] : 33
!!!atention to nb coordination!!!
         [1.5062046458136595, 1.3705875621711463]
         [1.5062046458136582, 1.370587562171146]


**isite= 90
O1 : [0.6360409 3.0560296 8.682702 ]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [-0.5090223  3.6731125  9.442104 ] : 42
B1 : [1.5934199 3.9233581 8.224797 ] : 34
!!!atention to nb coordination!!!
         [1.5062046458136593, 1.370587562171146]
         [1.506204645813658, 1.3705875621711463]


**isite= 91
O1 : [7.7955296 8.8429591 6.110202 ]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [8.6628581 7.8855801 5.652297 ] : 19
B1 : [8.4126125 9.9880223 6.869604 ] : 43
!!!atention to nb coordination!!!
         [1.3705875621711452, 1.50620464581366]
         [1.370587562171145, 1.50620464581366]


**isite= 92
O1 : [5.3755409 1.6834704 8.682702 ]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [6.3329199 0.8161419 8.224797 ] : 20
B1 : [4.2304777 1.0663875 9.442104 ] : 44
!!!atention to nb coordination!!!
         [1.3705875621711463, 1.506204645813659]
         [1.370587562171147, 1.506204645813659]


**isite= 93
O1 : [1.6834704 8.8429591 0.965202 ]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [0.8161419 7.8855801 0.507297 ] : 37
B1 : [1.0663875 9.9880223 1.724604 ] : 29


**isite= 94
O1 : [8.8429591 3.0560296 3.537702 ]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [9.9880223 3.6731125 4.297104 ] : 46
B1 : [7.8855801 3.9233581 3.079797 ] : 22


**isite= 95
O1 : [3.0560296 5.3755409 6.110202 ]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [3.6731125 4.2304777 6.869604 ] : 47
B1 : [3.9233581 6.3329199 5.652297 ] : 39
!!!atention to nb coordination!!!
         [1.5062046458136598, 1.3705875621711452]
         [1.5062046458136598, 1.370587562171146]


**isite= 96
O1 : [6.8087657 6.0400188 7.560063 ]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [7.8855801 5.5556419 8.224797 ] : 16
B1 : [5.8058875 5.2485223 6.869604 ] : 45


**isite= 97
O1 : [1.3005188 2.6702343 4.987563 ]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [0.8161419 1.5934199 5.652297 ] : 33
B1 : [0.5090223 3.6731125 4.297104 ] : 46


**isite= 98
O1 : [2.6702343 3.4389812 7.560063 ]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [3.6731125 4.2304777 6.869604 ] : 47
B1 : [1.5934199 3.9233581 8.224797 ] : 34
!!!atention to nb coordination!!!
         [1.4522276075837746, 1.3549987173635898]
         [1.4522276075837746, 1.35499871736359]


**isite= 99
O1 : [ 3.4389812  2.0692657 10.132563 ]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [4.2304777 1.0663875 9.442104 ] : 44
B1 : [ 3.9233581  3.1460801 10.797297 ] : 35
!!!atention to nb coordination!!!
         [1.452227607583774, 1.3549987173635905]
         [1.452227607583774, 1.3549987173635907]


**isite= 100
O1 : [7.4097343 1.3005188 7.560063 ]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [6.3329199 0.8161419 8.224797 ] : 20
B1 : [8.4126125 0.5090223 6.869604 ] : 43
!!!atention to nb coordination!!!
         [1.3549987173635898, 1.4522276075837732]
         [1.3549987173635891, 1.4522276075837732]


**isite= 101
O1 : [ 1.3005188  6.8087657 10.132563 ]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [0.5090223 5.8058875 9.442104 ] : 40
B1 : [ 0.8161419  7.8855801 10.797297 ] : 37
!!!atention to nb coordination!!!
         [1.4522276075837728, 1.3549987173635911]
         [1.452227607583773, 1.354998717363591]


**isite= 102
O1 : [2.0692657 8.1784812 7.560063 ]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [3.1460801 8.6628581 8.224797 ] : 38
B1 : [1.0663875 8.9699777 6.869604 ] : 41
!!!atention to nb coordination!!!
         [1.35499871736359, 1.4522276075837734]
         [1.35499871736359, 1.4522276075837743]


**isite= 103
O1 : [3.4389812 7.4097343 4.987563 ]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [4.2304777 8.4126125 4.297104 ] : 26
B1 : [3.9233581 6.3329199 5.652297 ] : 39
!!!atention to nb coordination!!!
         [1.4522276075837732, 1.3549987173635902]
         [1.4522276075837732, 1.3549987173635898]

END

