cif name= ./4030273.cif
./4030273.cif
Full Formula (K8 Ge32 O68)
Ge1 : [11.69013159  9.423216    2.34558252] : 36
!!!atention to nb coordination!!!
         [1.75207273357948, 1.7317813213987714]
         [1.75207273357948, 1.7317813213987723]

ce_symbol  = L:2
ce_fraction=  0.0005452475089229857
species:coords:index
Ge1 : [8.94720465 8.112896   1.37945552] : 28
Ge1 : [11.69013159  9.423216    2.34558252] : 36
!!!atention to nb coordination!!!
         [1.75207273357948, 1.7317813213987714]
         [1.75207273357948, 1.7317813213987723]


**isite= 65
O1 : [9.3744081 0.56672   8.2786052]

ce_symbol  = A:2
ce_fraction=  0.999454752491077
species:coords:index
Ge1 : [11.10929535  0.687104    8.06545552] : 29
Ge1 : [ 8.36636841 -0.623216    9.03158252] : 37
!!!atention to nb coordination!!!
         [1.7520727335794781, 1.7317813213987727]
         [1.7520727335794781, 1.7317813213987725]

ce_symbol  = L:2
ce_fraction=  0.0005452475089230168
species:coords:index
Ge1 : [11.10929535  0.687104    8.06545552] : 29
Ge1 : [ 8.36636841 -0.623216    9.03158252] : 37
!!!atention to nb coordination!!!
         [1.7520727335794781, 1.7317813213987727]
         [1.7520727335794781, 1.7317813213987725]


**isite= 66
O1 : [3.9965919 4.96672   5.0933948]

ce_symbol  = A:2
ce_fraction=  0.999454752491077
species:coords:index
Ge1 : [2.26170465 5.087104   5.30654448] : 30
Ge1 : [5.00463159 3.776784   4.34041748] : 38
!!!atention to nb coordination!!!
         [1.7520727335794786, 1.7317813213987725]
         [1.7520727335794783, 1.731781321398773]

ce_symbol  = L:2
ce_fraction=  0.0005452475089230093
species:coords:index
Ge1 : [2.26170465 5.087104   5.30654448] : 30
Ge1 : [5.00463159 3.776784   4.34041748] : 38
!!!atention to nb coordination!!!
         [1.7520727335794786, 1.7317813213987725]
         [1.7520727335794783, 1.731781321398773]


**isite= 67
O1 : [ 2.6889081  3.83328   11.7793948]

ce_symbol  = A:2
ce_fraction=  0.999454752491077
species:coords:index
Ge1 : [ 4.42379535  3.712896   11.99254448] : 31
Ge1 : [ 1.68086841  5.023216   11.02641748] : 39
!!!atention to nb coordination!!!
         [1.7520727335794786, 1.7317813213987723]
         [1.7520727335794783, 1.7317813213987723]

ce_symbol  = L:2
ce_fraction=  0.0005452475089230091
species:coords:index
Ge1 : [ 4.42379535  3.712896   11.99254448] : 31
Ge1 : [ 1.68086841  5.023216   11.02641748] : 39
!!!atention to nb coordination!!!
         [1.7520727335794786, 1.7317813213987723]
         [1.7520727335794783, 1.7317813213987723]


**isite= 68
O1 : [1.818456  4.94736   9.2815052]

ce_symbol  = A:2
ce_fraction=  0.9996357296369915
species:coords:index
Ge1 : [2.54931486 3.771152   8.21629168] : 23
Ge1 : [ 1.68086841  5.023216   11.02641748] : 39
!!!atention to nb coordination!!!
         [1.7470832194532981, 1.7519712733240815]
         [1.747083219453298, 1.7519712733240815]

ce_symbol  = L:2
ce_fraction=  0.0003642703630084607
species:coords:index
Ge1 : [2.54931486 3.771152   8.21629168] : 23
Ge1 : [ 1.68086841  5.023216   11.02641748] : 39
!!!atention to nb coordination!!!
         [1.7470832194532981, 1.7519712733240815]
         [1.747083219453298, 1.7519712733240815]


**isite= 69
O1 : [4.867044  3.85264   2.5955052]

ce_symbol  = A:2
ce_fraction=  0.9996357296369915
species:coords:index
Ge1 : [4.13618514 5.028848   1.53029168] : 22
Ge1 : [5.00463159 3.776784   4.34041748] : 38
!!!atention to nb coordination!!!
         [1.747083219453296, 1.7519712733240833]
         [1.7470832194532968, 1.7519712733240824]

ce_symbol  = L:2
ce_fraction=  0.0003642703630084499
species:coords:index
Ge1 : [4.13618514 5.028848   1.53029168] : 22
Ge1 : [5.00463159 3.776784   4.34041748] : 38
!!!atention to nb coordination!!!
         [1.747083219453296, 1.7519712733240833]
         [1.7470832194532968, 1.7519712733240824]


**isite= 70
O1 : [ 8.503956   8.25264   10.7764948]

ce_symbol  = A:2
ce_fraction=  0.9996357296369915
species:coords:index
Ge1 : [8.36636841 8.176784   9.03158252] : 37
Ge1 : [ 9.23481486  9.428848   11.84170832] : 21

ce_symbol  = L:2
ce_fraction=  0.00036427036300845753
species:coords:index
Ge1 : [8.36636841 8.176784   9.03158252] : 37
Ge1 : [ 9.23481486  9.428848   11.84170832] : 21


**isite= 71
O1 : [11.552544   0.54736    4.0904948]

ce_symbol  = A:2
ce_fraction=  0.9996357296369915
species:coords:index
Ge1 : [10.82168514 -0.628848    5.15570832] : 20
Ge1 : [11.69013159  0.623216    2.34558252] : 36
!!!atention to nb coordination!!!
         [1.7470832194532975, 1.7519712733240824]
         [1.747083219453297, 1.7519712733240824]

ce_symbol  = L:2
ce_fraction=  0.000364270363008437
species:coords:index
Ge1 : [10.82168514 -0.628848    5.15570832] : 20
Ge1 : [11.69013159  0.623216    2.34558252] : 36
!!!atention to nb coordination!!!
         [1.7470832194532975, 1.7519712733240824]
         [1.747083219453297, 1.7519712733240824]


**isite= 72
O1 : [11.552544   3.85264    4.0904948]

ce_symbol  = A:2
ce_fraction=  0.9996357296369915
species:coords:index
Ge1 : [10.82168514  5.028848    5.15570832] : 19
Ge1 : [11.69013159  3.776784    2.34558252] : 35
!!!atention to nb coordination!!!
         [1.7470832194532955, 1.7519712733240824]
         [1.7470832194532961, 1.7519712733240824]

ce_symbol  = L:2
ce_fraction=  0.0003642703630084497
species:coords:index
Ge1 : [10.82168514  5.028848    5.15570832] : 19
Ge1 : [11.69013159  3.776784    2.34558252] : 35
!!!atention to nb coordination!!!
         [1.7470832194532955, 1.7519712733240824]
         [1.7470832194532961, 1.7519712733240824]


**isite= 73
O1 : [ 8.503956   4.94736   10.7764948]

ce_symbol  = A:2
ce_fraction=  0.9996357296369915
species:coords:index
Ge1 : [ 9.23481486  3.771152   11.84170832] : 18
Ge1 : [8.36636841 5.023216   9.03158252] : 34
!!!atention to nb coordination!!!
         [1.7470832194532986, 1.7519712733240815]
         [1.7470832194532981, 1.7519712733240815]

ce_symbol  = L:2
ce_fraction=  0.00036427036300846225
species:coords:index
Ge1 : [ 9.23481486  3.771152   11.84170832] : 18
Ge1 : [8.36636841 5.023216   9.03158252] : 34
!!!atention to nb coordination!!!
         [1.7470832194532986, 1.7519712733240815]
         [1.7470832194532981, 1.7519712733240815]


**isite= 74
O1 : [4.867044  0.54736   2.5955052]

ce_symbol  = A:2
ce_fraction=  0.9996357296369915
species:coords:index
Ge1 : [ 4.13618514 -0.628848    1.53029168] : 17
Ge1 : [5.00463159 0.623216   4.34041748] : 33
!!!atention to nb coordination!!!
         [1.747083219453298, 1.7519712733240833]
         [1.7470832194532977, 1.7519712733240824]

ce_symbol  = L:2
ce_fraction=  0.00036427036300843514
species:coords:index
Ge1 : [ 4.13618514 -0.628848    1.53029168] : 17
Ge1 : [5.00463159 0.623216   4.34041748] : 33
!!!atention to nb coordination!!!
         [1.747083219453298, 1.7519712733240833]
         [1.7470832194532977, 1.7519712733240824]


**isite= 75
O1 : [1.818456  8.25264   9.2815052]

ce_symbol  = A:2
ce_fraction=  0.9996357296369915
species:coords:index
Ge1 : [ 1.68086841  8.176784   11.02641748] : 32
Ge1 : [2.54931486 9.428848   8.21629168] : 16

ce_symbol  = L:2
ce_fraction=  0.00036427036300845964
species:coords:index
Ge1 : [ 1.68086841  8.176784   11.02641748] : 32
Ge1 : [2.54931486 9.428848   8.21629168] : 16


**isite= 76
O1 : [6.7269501 4.81184   8.5473824]

ce_symbol  = A:2
ce_fraction=  0.9999999981013991
species:coords:index
Ge1 : [8.36636841 5.023216   9.03158252] : 34
Ge1 : [5.5382682  3.599552   9.25382516] : 15
!!!atention to nb coordination!!!
         [1.722446505627177, 1.8389312731823437]
         [1.722446505627177, 1.8389312731823428]

ce_symbol  = L:2
ce_fraction=  1.8986009691974946e-09
species:coords:index
Ge1 : [8.36636841 5.023216   9.03158252] : 34
Ge1 : [5.5382682  3.599552   9.25382516] : 15
!!!atention to nb coordination!!!
         [1.722446505627177, 1.8389312731823437]
         [1.722446505627177, 1.8389312731823428]


**isite= 77
O1 : [13.3295499  3.98816    1.8613824]

ce_symbol  = A:2
ce_fraction=  0.9999999981013991
species:coords:index
Ge1 : [14.5182318   5.200448    2.56782516] : 14
Ge1 : [11.69013159  3.776784    2.34558252] : 35
!!!atention to nb coordination!!!
         [1.8389312731823435, 1.722446505627179]
         [1.8389312731823428, 1.7224465056271772]

ce_symbol  = L:2
ce_fraction=  1.898600969189245e-09
species:coords:index
Ge1 : [14.5182318   5.200448    2.56782516] : 14
Ge1 : [11.69013159  3.776784    2.34558252] : 35
!!!atention to nb coordination!!!
         [1.8389312731823435, 1.722446505627179]
         [1.8389312731823428, 1.7224465056271772]


**isite= 78
O1 : [ 0.0414501  8.38816   11.5106176]

ce_symbol  = A:2
ce_fraction=  0.9999999981013991
species:coords:index
Ge1 : [-1.1472318   9.600448   10.80417484] : 13
Ge1 : [ 1.68086841  8.176784   11.02641748] : 32
!!!atention to nb coordination!!!
         [1.8389312731823413, 1.7224465056271785]
         [1.838931273182341, 1.7224465056271785]

ce_symbol  = L:2
ce_fraction=  1.8986009691989666e-09
species:coords:index
Ge1 : [-1.1472318   9.600448   10.80417484] : 13
Ge1 : [ 1.68086841  8.176784   11.02641748] : 32
!!!atention to nb coordination!!!
         [1.8389312731823413, 1.7224465056271785]
         [1.838931273182341, 1.7224465056271785]


**isite= 79
O1 : [6.6440499 0.41184   4.8246176]

ce_symbol  = A:2
ce_fraction=  0.9999999981013991
species:coords:index
Ge1 : [ 7.8327318  -0.800448    4.11817484] : 12
Ge1 : [5.00463159 0.623216   4.34041748] : 33
!!!atention to nb coordination!!!
         [1.8389312731823433, 1.7224465056271765]
         [1.8389312731823435, 1.7224465056271767]

ce_symbol  = L:2
ce_fraction=  1.8986009691923673e-09
species:coords:index
Ge1 : [ 7.8327318  -0.800448    4.11817484] : 12
Ge1 : [5.00463159 0.623216   4.34041748] : 33
!!!atention to nb coordination!!!
         [1.8389312731823433, 1.7224465056271765]
         [1.8389312731823435, 1.7224465056271767]


**isite= 80
O1 : [6.6440499 3.98816   4.8246176]

ce_symbol  = A:2
ce_fraction=  0.9999999981013991
species:coords:index
Ge1 : [7.8327318  5.200448   4.11817484] : 11
Ge1 : [5.00463159 3.776784   4.34041748] : 38
!!!atention to nb coordination!!!
         [1.8389312731823422, 1.7224465056271767]
         [1.8389312731823428, 1.722446505627177]

ce_symbol  = L:2
ce_fraction=  1.8986009691943683e-09
species:coords:index
Ge1 : [7.8327318  5.200448   4.11817484] : 11
Ge1 : [5.00463159 3.776784   4.34041748] : 38
!!!atention to nb coordination!!!
         [1.8389312731823422, 1.7224465056271767]
         [1.8389312731823428, 1.722446505627177]


**isite= 81
O1 : [ 0.0414501  4.81184   11.5106176]

ce_symbol  = A:2
ce_fraction=  0.9999999981013991
species:coords:index
Ge1 : [-1.1472318   3.599552   10.80417484] : 10
Ge1 : [ 1.68086841  5.023216   11.02641748] : 39
!!!atention to nb coordination!!!
         [1.8389312731823424, 1.7224465056271783]
         [1.838931273182342, 1.7224465056271783]

ce_symbol  = L:2
ce_fraction=  1.8986009691967448e-09
species:coords:index
Ge1 : [-1.1472318   3.599552   10.80417484] : 10
Ge1 : [ 1.68086841  5.023216   11.02641748] : 39
!!!atention to nb coordination!!!
         [1.8389312731823424, 1.7224465056271783]
         [1.838931273182342, 1.7224465056271783]


**isite= 82
O1 : [13.3295499  0.41184    1.8613824]

ce_symbol  = A:2
ce_fraction=  0.9999999981013991
species:coords:index
Ge1 : [14.5182318  -0.800448    2.56782516] : 9
Ge1 : [11.69013159  0.623216    2.34558252] : 36
!!!atention to nb coordination!!!
         [1.8389312731823446, 1.7224465056271787]
         [1.8389312731823435, 1.7224465056271772]

ce_symbol  = L:2
ce_fraction=  1.8986009691870155e-09
species:coords:index
Ge1 : [14.5182318  -0.800448    2.56782516] : 9
Ge1 : [11.69013159  0.623216    2.34558252] : 36
!!!atention to nb coordination!!!
         [1.8389312731823446, 1.7224465056271787]
         [1.8389312731823435, 1.7224465056271772]


**isite= 83
O1 : [6.7269501 8.38816   8.5473824]

ce_symbol  = A:2
ce_fraction=  0.9999999981013991
species:coords:index
Ge1 : [5.5382682  9.600448   9.25382516] : 8
Ge1 : [8.36636841 8.176784   9.03158252] : 37
!!!atention to nb coordination!!!
         [1.8389312731823426, 1.722446505627177]
         [1.838931273182342, 1.722446505627177]

ce_symbol  = L:2
ce_fraction=  1.898600969199919e-09
species:coords:index
Ge1 : [5.5382682  9.600448   9.25382516] : 8
Ge1 : [8.36636841 8.176784   9.03158252] : 37
!!!atention to nb coordination!!!
         [1.8389312731823426, 1.722446505627177]
         [1.838931273182342, 1.722446505627177]


**isite= 84
O1 : [1.8251415 4.00224   6.6485584]

ce_symbol  = A:2
ce_fraction=  0.9998169854943009
species:coords:index
Ge1 : [2.26170465 5.087104   5.30654448] : 30
Ge1 : [2.54931486 3.771152   8.21629168] : 23
!!!atention to nb coordination!!!
         [1.7800333266283732, 1.7423020278634969]
         [1.7800333266283739, 1.7423020278634969]

ce_symbol  = L:2
ce_fraction=  0.00018301450569910212
species:coords:index
Ge1 : [2.26170465 5.087104   5.30654448] : 30
Ge1 : [2.54931486 3.771152   8.21629168] : 23
!!!atention to nb coordination!!!
         [1.7800333266283732, 1.7423020278634969]
         [1.7800333266283739, 1.7423020278634969]


**isite= 85
O1 : [ 4.8603585  4.79776   13.3345584]

ce_symbol  = A:2
ce_fraction=  0.9998169854943009
species:coords:index
Ge1 : [ 4.42379535  3.712896   11.99254448] : 31
Ge1 : [ 4.13618514  5.028848   14.90229168] : 22
!!!atention to nb coordination!!!
         [1.7800333266283763, 1.742302027863496]
         [1.780033326628376, 1.742302027863496]

ce_symbol  = L:2
ce_fraction=  0.00018301450569910404
species:coords:index
Ge1 : [ 4.42379535  3.712896   11.99254448] : 31
Ge1 : [ 4.13618514  5.028848   14.90229168] : 22
!!!atention to nb coordination!!!
         [1.7800333266283763, 1.742302027863496]
         [1.780033326628376, 1.742302027863496]


**isite= 86
O1 : [8.5106415 0.39776   0.0374416]

ce_symbol  = A:2
ce_fraction=  0.9998169854943009
species:coords:index
Ge1 : [ 8.94720465 -0.687104    1.37945552] : 28
Ge1 : [ 9.23481486  0.628848   -1.53029168] : 21
!!!atention to nb coordination!!!
         [1.7800333266283752, 1.7423020278634966]
         [1.7800333266283752, 1.742302027863497]

ce_symbol  = L:2
ce_fraction=  0.00018301450569911155
species:coords:index
Ge1 : [ 8.94720465 -0.687104    1.37945552] : 28
Ge1 : [ 9.23481486  0.628848   -1.53029168] : 21
!!!atention to nb coordination!!!
         [1.7800333266283752, 1.7423020278634966]
         [1.7800333266283752, 1.742302027863497]


**isite= 87
O1 : [11.5458585  8.40224    6.7234416]

ce_symbol  = A:2
ce_fraction=  0.9998169854943009
species:coords:index
Ge1 : [11.10929535  9.487104    8.06545552] : 29
Ge1 : [10.82168514  8.171152    5.15570832] : 20
!!!atention to nb coordination!!!
         [1.7800333266283754, 1.742302027863498]
         [1.7800333266283754, 1.7423020278634977]

ce_symbol  = L:2
ce_fraction=  0.00018301450569910602
species:coords:index
Ge1 : [11.10929535  9.487104    8.06545552] : 29
Ge1 : [10.82168514  8.171152    5.15570832] : 20
!!!atention to nb coordination!!!
         [1.7800333266283754, 1.742302027863498]
         [1.7800333266283754, 1.7423020278634977]


**isite= 88
O1 : [11.5458585  4.79776    6.7234416]

ce_symbol  = A:2
ce_fraction=  0.9998169854943009
species:coords:index
Ge1 : [11.10929535  3.712896    8.06545552] : 26
Ge1 : [10.82168514  5.028848    5.15570832] : 19
!!!atention to nb coordination!!!
         [1.7800333266283757, 1.7423020278634977]
         [1.7800333266283754, 1.7423020278634977]

ce_symbol  = L:2
ce_fraction=  0.00018301450569910329
species:coords:index
Ge1 : [11.10929535  3.712896    8.06545552] : 26
Ge1 : [10.82168514  5.028848    5.15570832] : 19
!!!atention to nb coordination!!!
         [1.7800333266283757, 1.7423020278634977]
         [1.7800333266283754, 1.7423020278634977]


**isite= 89
O1 : [8.5106415 4.00224   0.0374416]

ce_symbol  = A:2
ce_fraction=  0.9998169854943009
species:coords:index
Ge1 : [8.94720465 5.087104   1.37945552] : 27
Ge1 : [ 9.23481486  3.771152   -1.53029168] : 18
!!!atention to nb coordination!!!
         [1.7800333266283752, 1.7423020278634966]
         [1.7800333266283752, 1.742302027863497]

ce_symbol  = L:2
ce_fraction=  0.0001830145056991117
species:coords:index
Ge1 : [8.94720465 5.087104   1.37945552] : 27
Ge1 : [ 9.23481486  3.771152   -1.53029168] : 18
!!!atention to nb coordination!!!
         [1.7800333266283752, 1.7423020278634966]
         [1.7800333266283752, 1.742302027863497]


**isite= 90
O1 : [ 4.8603585  8.40224   13.3345584]

ce_symbol  = A:2
ce_fraction=  0.9998169854943009
species:coords:index
Ge1 : [ 4.13618514  8.171152   14.90229168] : 17
Ge1 : [ 4.42379535  9.487104   11.99254448] : 24

ce_symbol  = L:2
ce_fraction=  0.00018301450569910816
species:coords:index
Ge1 : [ 4.13618514  8.171152   14.90229168] : 17
Ge1 : [ 4.42379535  9.487104   11.99254448] : 24


**isite= 91
O1 : [1.8251415 0.39776   6.6485584]

ce_symbol  = A:2
ce_fraction=  0.9998169854943009
species:coords:index
Ge1 : [2.54931486 0.628848   8.21629168] : 16
Ge1 : [ 2.26170465 -0.687104    5.30654448] : 25
!!!atention to nb coordination!!!
         [1.7423020278634969, 1.7800333266283732]
         [1.7423020278634969, 1.7800333266283739]

ce_symbol  = L:2
ce_fraction=  0.00018301450569910182
species:coords:index
Ge1 : [2.54931486 0.628848   8.21629168] : 16
Ge1 : [ 2.26170465 -0.687104    5.30654448] : 25
!!!atention to nb coordination!!!
         [1.7423020278634969, 1.7800333266283732]
         [1.7423020278634969, 1.7800333266283739]


**isite= 92
O1 : [ 5.4366486  4.48184   10.8085876]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
Ge1 : [ 4.42379535  3.712896   11.99254448] : 31
Ge1 : [5.5382682  3.599552   9.25382516] : 15
!!!atention to nb coordination!!!
         [1.7374983380915499, 1.7905431865450556]
         [1.7374983380915496, 1.7905431865450554]


**isite= 93
O1 : [1.2488514 4.31816   4.1225876]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
Ge1 : [2.26170465 5.087104   5.30654448] : 30
Ge1 : [1.1472318  5.200448   2.56782516] : 14
!!!atention to nb coordination!!!
         [1.737498338091551, 1.7905431865450545]
         [1.7374983380915503, 1.7905431865450552]


**isite= 94
O1 : [12.1221486  8.71816    9.2494124]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
Ge1 : [11.10929535  9.487104    8.06545552] : 29
Ge1 : [12.2237682   9.600448   10.80417484] : 13


**isite= 95
O1 : [7.9343514 0.08184   2.5634124]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
Ge1 : [ 7.8327318  -0.800448    4.11817484] : 12
Ge1 : [ 8.94720465 -0.687104    1.37945552] : 28


**isite= 96
O1 : [7.9343514 4.31816   2.5634124]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
Ge1 : [8.94720465 5.087104   1.37945552] : 27
Ge1 : [7.8327318  5.200448   4.11817484] : 11
!!!atention to nb coordination!!!
         [1.7374983380915494, 1.7905431865450536]
         [1.7374983380915494, 1.790543186545054]


**isite= 97
O1 : [12.1221486  4.48184    9.2494124]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
Ge1 : [12.2237682   3.599552   10.80417484] : 10
Ge1 : [11.10929535  3.712896    8.06545552] : 26
!!!atention to nb coordination!!!
         [1.7905431865450556, 1.7374983380915505]
         [1.7905431865450554, 1.7374983380915503]


**isite= 98
O1 : [1.2488514 0.08184   4.1225876]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
Ge1 : [ 1.1472318  -0.800448    2.56782516] : 9
Ge1 : [ 2.26170465 -0.687104    5.30654448] : 25
!!!atention to nb coordination!!!
         [1.790543186545055, 1.7374983380915512]
         [1.7905431865450554, 1.7374983380915505]


**isite= 99
O1 : [ 5.4366486  8.71816   10.8085876]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
Ge1 : [ 4.42379535  9.487104   11.99254448] : 24
Ge1 : [5.5382682  9.600448   9.25382516] : 8


**isite= 100
O1 : [4.2533151 4.07264   8.1127924]

ce_symbol  = A:2
ce_fraction=  0.9999837346796918
species:coords:index
Ge1 : [2.54931486 3.771152   8.21629168] : 23
Ge1 : [5.5382682  3.599552   9.25382516] : 15
!!!atention to nb coordination!!!
         [1.733558171226043, 1.7823783224492]
         [1.733558171226043, 1.7823783224492005]

ce_symbol  = L:2
ce_fraction=  1.6265320308182627e-05
species:coords:index
Ge1 : [2.54931486 3.771152   8.21629168] : 23
Ge1 : [5.5382682  3.599552   9.25382516] : 15
!!!atention to nb coordination!!!
         [1.733558171226043, 1.7823783224492]
         [1.733558171226043, 1.7823783224492005]


**isite= 101
O1 : [2.4321849 4.72736   1.4267924]

ce_symbol  = A:2
ce_fraction=  0.9999837346796918
species:coords:index
Ge1 : [1.1472318  5.200448   2.56782516] : 14
Ge1 : [4.13618514 5.028848   1.53029168] : 22

ce_symbol  = L:2
ce_fraction=  1.6265320308184047e-05
species:coords:index
Ge1 : [1.1472318  5.200448   2.56782516] : 14
Ge1 : [4.13618514 5.028848   1.53029168] : 22


**isite= 102
O1 : [10.9388151  0.32736   11.9452076]

ce_symbol  = A:2
ce_fraction=  0.9999837346796918
species:coords:index
Ge1 : [12.2237682   0.800448   10.80417484] : 13
Ge1 : [ 9.23481486  0.628848   11.84170832] : 21

ce_symbol  = L:2
ce_fraction=  1.6265320308182353e-05
species:coords:index
Ge1 : [12.2237682   0.800448   10.80417484] : 13
Ge1 : [ 9.23481486  0.628848   11.84170832] : 21


**isite= 103
O1 : [9.1176849 8.47264   5.2592076]

ce_symbol  = A:2
ce_fraction=  0.9999837346796918
species:coords:index
Ge1 : [10.82168514  8.171152    5.15570832] : 20
Ge1 : [7.8327318  7.999552   4.11817484] : 12

ce_symbol  = L:2
ce_fraction=  1.62653203081821e-05
species:coords:index
Ge1 : [10.82168514  8.171152    5.15570832] : 20
Ge1 : [7.8327318  7.999552   4.11817484] : 12


**isite= 104
O1 : [9.1176849 4.72736   5.2592076]

ce_symbol  = A:2
ce_fraction=  0.9999837346796918
species:coords:index
Ge1 : [10.82168514  5.028848    5.15570832] : 19
Ge1 : [7.8327318  5.200448   4.11817484] : 11
!!!atention to nb coordination!!!
         [1.733558171226042, 1.7823783224492014]
         [1.7335581712260422, 1.7823783224492016]

ce_symbol  = L:2
ce_fraction=  1.6265320308182526e-05
species:coords:index
Ge1 : [10.82168514  5.028848    5.15570832] : 19
Ge1 : [7.8327318  5.200448   4.11817484] : 11
!!!atention to nb coordination!!!
         [1.733558171226042, 1.7823783224492014]
         [1.7335581712260422, 1.7823783224492016]


**isite= 105
O1 : [10.9388151  4.07264   11.9452076]

ce_symbol  = A:2
ce_fraction=  0.9999837346796918
species:coords:index
Ge1 : [ 9.23481486  3.771152   11.84170832] : 18
Ge1 : [12.2237682   3.599552   10.80417484] : 10
!!!atention to nb coordination!!!
         [1.7335581712260422, 1.7823783224492007]
         [1.7335581712260422, 1.7823783224492005]

ce_symbol  = L:2
ce_fraction=  1.626532030818267e-05
species:coords:index
Ge1 : [ 9.23481486  3.771152   11.84170832] : 18
Ge1 : [12.2237682   3.599552   10.80417484] : 10
!!!atention to nb coordination!!!
         [1.7335581712260422, 1.7823783224492007]
         [1.7335581712260422, 1.7823783224492005]


**isite= 106
O1 : [2.4321849 8.47264   1.4267924]

ce_symbol  = A:2
ce_fraction=  0.9999837346796918
species:coords:index
Ge1 : [1.1472318  7.999552   2.56782516] : 9
Ge1 : [4.13618514 8.171152   1.53029168] : 17
!!!atention to nb coordination!!!
         [1.7823783224492, 1.7335581712260428]
         [1.7823783224491998, 1.7335581712260428]

ce_symbol  = L:2
ce_fraction=  1.626532030818369e-05
species:coords:index
Ge1 : [1.1472318  7.999552   2.56782516] : 9
Ge1 : [4.13618514 8.171152   1.53029168] : 17
!!!atention to nb coordination!!!
         [1.7823783224492, 1.7335581712260428]
         [1.7823783224491998, 1.7335581712260428]


**isite= 107
O1 : [4.2533151 0.32736   8.1127924]

ce_symbol  = A:2
ce_fraction=  0.9999837346796918
species:coords:index
Ge1 : [5.5382682  0.800448   9.25382516] : 8
Ge1 : [2.54931486 0.628848   8.21629168] : 16
!!!atention to nb coordination!!!
         [1.7823783224491998, 1.733558171226043]
         [1.7823783224492007, 1.733558171226043]

ce_symbol  = L:2
ce_fraction=  1.6265320308182617e-05
species:coords:index
Ge1 : [5.5382682  0.800448   9.25382516] : 8
Ge1 : [2.54931486 0.628848   8.21629168] : 16
!!!atention to nb coordination!!!
         [1.7823783224491998, 1.733558171226043]
         [1.7823783224492007, 1.733558171226043]

END

