cif name= ./4001027.cif
./4001027.cif
Full Formula (Rh28 Pb12 O60)
         [1.9978170581895678, 2.6535858978487235, 1.9938042085823198, 2.0133672498886037]
         [1.9978170581895676, 2.6535858978487235, 1.9938042085823193, 2.0133672498886037]


**isite= 73
O1 : [6.07037431 1.41851093 5.55524334]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Rh1 : [7.73959782 1.5092526  6.64185   ] : 15
Rh1 : [5.17685 0.      6.64185] : 22
Rh1 : [5.17685    2.98885574 4.66682948] : 3
Pb1 : [6.2631602 0.        3.320925 ] : 33
!!!atention to nb coordination!!!
         [1.9938042085823193, 1.9978170581895682, 2.013367249888603, 2.6535858978487235]
         [1.9938042085823193, 1.9978170581895682, 2.0133672498886024, 2.653585897848724]


**isite= 74
O1 : [3.37012935 3.00021339 5.55524334]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Rh1 : [2.61410218 1.5092526  6.64185   ] : 14
Rh1 : [2.588425   4.48328361 6.64185   ] : 24
Rh1 : [5.17685    2.98885574 4.66682948] : 3
Pb1 : [2.0452699  3.54251138 3.320925  ] : 32
!!!atention to nb coordination!!!
         [1.9938042085823204, 1.9978170581895671, 2.0133672498886015, 2.6535858978487235]
         [1.9938042085823204, 1.997817058189568, 2.0133672498886024, 2.6535858978487235]


**isite= 75
O1 : [6.09004634 4.5478429  5.55524334]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Pb1 : [7.2221199  5.42405584 3.320925  ] : 31
Rh1 : [5.17685    5.94806203 6.64185   ] : 16
Rh1 : [7.765275   4.48328361 6.64185   ] : 23
Rh1 : [5.17685    2.98885574 4.66682948] : 3
!!!atention to nb coordination!!!
         [2.653585897848724, 1.9938042085823187, 1.997817058189569, 2.0133672498886024]
         [2.653585897848724, 1.9938042085823193, 1.9978170581895687, 2.013367249888602]


**isite= 76
O1 : [-1.80672065  5.96635383  5.55524334]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Rh1 : [-2.56274782  7.45731463  6.64185   ] : 9
Pb1 : [-3.1315801   5.42405584  3.320925  ] : 31
Rh1 : [0.         5.97771148 4.66682948] : 4
Rh1 : [-2.588425    4.48328361  6.64185   ] : 23
!!!atention to nb coordination!!!
         [1.9938042085823187, 2.6535858978487235, 2.0133672498886024, 1.9978170581895691]
         [1.9938042085823193, 2.653585897848724, 2.0133672498886024, 1.9978170581895685]


**isite= 77
O1 : [0.91319634 4.41872433 5.55524334]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Rh1 : [2.588425   4.48328361 6.64185   ] : 24
Pb1 : [2.0452699  3.54251138 3.320925  ] : 32
Rh1 : [0.         3.01850519 6.64185   ] : 10
Rh1 : [0.         5.97771148 4.66682948] : 4
!!!atention to nb coordination!!!
         [1.9978170581895682, 2.6535858978487235, 1.9938042085823204, 2.0133672498886033]
         [1.997817058189568, 2.6535858978487235, 1.99380420858232, 2.0133672498886033]


**isite= 78
O1 : [0.89352431 7.54805629 5.55524334]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Rh1 : [2.56274782 7.45731463 6.64185   ] : 8
Pb1 : [1.0863102  8.96656722 3.320925  ] : 33
Rh1 : [0.         5.97771148 4.66682948] : 4
Rh1 : [0.         8.96656722 6.64185   ] : 22
!!!atention to nb coordination!!!
         [1.9938042085823204, 2.6535858978487235, 2.0133672498886015, 1.9978170581895682]
         [1.9938042085823202, 2.653585897848724, 2.0133672498886015, 1.9978170581895682]


**isite= 79
O1 : [ 6.98357065  3.00021339 12.19709334]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Rh1 : [ 5.17685     2.98885574 11.30867948] : 5
Pb1 : [8.3084301  3.54251138 9.962775  ] : 28
Rh1 : [ 7.765275    4.48328361 13.2837    ] : 26
Rh1 : [ 7.73959782  1.5092526  13.2837    ] : 12
!!!atention to nb coordination!!!
         [2.0133672498886024, 2.653585897848724, 1.9978170581895673, 1.9938042085823204]
         [2.0133672498886015, 2.653585897848724, 1.9978170581895678, 1.9938042085823202]


**isite= 80
O1 : [ 4.26365366  4.5478429  12.19709334]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Rh1 : [ 2.588425    4.48328361 13.2837    ] : 27
Rh1 : [ 5.17685     2.98885574 11.30867948] : 5
Rh1 : [ 5.17685     5.94806203 13.2837    ] : 13
Pb1 : [3.1315801  5.42405584 9.962775  ] : 29
!!!atention to nb coordination!!!
         [1.997817058189568, 2.013367249888602, 1.9938042085823182, 2.653585897848723]
         [1.9978170581895682, 2.0133672498886024, 1.9938042085823187, 2.653585897848724]


**isite= 81
O1 : [ 4.28332569  1.41851093 12.19709334]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Pb1 : [4.0905398 0.        9.962775 ] : 30
Rh1 : [ 2.61410218  1.5092526  13.2837    ] : 11
Rh1 : [ 5.17685  0.      13.2837 ] : 25
Rh1 : [ 5.17685     2.98885574 11.30867948] : 5
!!!atention to nb coordination!!!
         [2.6535858978487235, 1.993804208582319, 1.9978170581895678, 2.0133672498886024]
         [2.653585897848724, 1.9938042085823195, 1.9978170581895678, 2.013367249888603]


**isite= 82
O1 : [6.07037431 1.41851093 1.08660666]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Rh1 : [5.17685 0.      0.     ] : 25
Pb1 : [6.2631602 0.        3.320925 ] : 33
Rh1 : [7.73959782 1.5092526  0.        ] : 12
Rh1 : [5.17685    2.98885574 1.97502052] : 6


**isite= 83
O1 : [3.37012935 3.00021339 1.08660666]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Rh1 : [5.17685    2.98885574 1.97502052] : 6
Pb1 : [2.0452699  3.54251138 3.320925  ] : 32
Rh1 : [2.588425   4.48328361 0.        ] : 27
Rh1 : [2.61410218 1.5092526  0.        ] : 11
!!!atention to nb coordination!!!
         [2.0133672498886037, 2.6535858978487252, 1.997817058189566, 1.9938042085823193]
         [2.0133672498886037, 2.6535858978487252, 1.997817058189567, 1.9938042085823193]


**isite= 84
O1 : [6.09004634 4.5478429  1.08660666]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Rh1 : [5.17685    5.94806203 0.        ] : 13
Rh1 : [5.17685    2.98885574 1.97502052] : 6
Pb1 : [7.2221199  5.42405584 3.320925  ] : 31
Rh1 : [7.765275   4.48328361 0.        ] : 26
!!!atention to nb coordination!!!
         [1.9938042085823175, 2.0133672498886037, 2.6535858978487252, 1.9978170581895678]
         [1.9938042085823182, 2.0133672498886037, 2.6535858978487252, 1.9978170581895676]


**isite= 85
O1 : [-0.89352431  7.54805629  7.72845666]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Rh1 : [0.         5.97771148 8.61687052] : 7
Rh1 : [-2.56274782  7.45731463  6.64185   ] : 9
Rh1 : [0.         8.96656722 6.64185   ] : 22
Pb1 : [-1.0863102   8.96656722  9.962775  ] : 30


**isite= 86
O1 : [1.80672065 5.96635383 7.72845666]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Rh1 : [0.         5.97771148 8.61687052] : 7
Rh1 : [2.56274782 7.45731463 6.64185   ] : 8
Rh1 : [2.588425   4.48328361 6.64185   ] : 24
Pb1 : [3.1315801  5.42405584 9.962775  ] : 29
!!!atention to nb coordination!!!
         [2.013367249888602, 1.9938042085823193, 1.9978170581895696, 2.6535858978487252]
         [2.013367249888602, 1.9938042085823198, 1.9978170581895687, 2.653585897848725]


**isite= 87
O1 : [-0.91319634  4.41872433  7.72845666]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Rh1 : [0.         3.01850519 6.64185   ] : 10
Rh1 : [0.         5.97771148 8.61687052] : 7
Pb1 : [-2.0452699   3.54251138  9.962775  ] : 28
Rh1 : [-2.588425    4.48328361  6.64185   ] : 23
!!!atention to nb coordination!!!
         [1.9938042085823202, 2.0133672498886024, 2.6535858978487243, 1.9978170581895682]
         [1.99380420858232, 2.013367249888603, 2.653585897848724, 1.9978170581895682]


**isite= 88
O1 : [3.61085288 3.06925596 9.962775  ]


**isite= 89
O1 : [5.89021993 1.59246234 9.962775  ]


**isite= 90
O1 : [6.02947719 4.30484892 9.962775  ]


**isite= 91
O1 : [1.56599712 5.89731126 3.320925  ]


**isite= 92
O1 : [-0.71336993  7.37410488  3.320925  ]


**isite= 93
O1 : [-0.85262719  4.6617183   3.320925  ]


**isite= 94
O1 : [0.85262719 4.6617183  9.962775  ]


**isite= 95
O1 : [-1.56599712  5.89731126  9.962775  ]


**isite= 96
O1 : [0.71336993 7.37410488 9.962775  ]


**isite= 97
O1 : [4.32422281 4.30484892 3.320925  ]


**isite= 98
O1 : [6.74284712 3.06925596 3.320925  ]


**isite= 99
O1 : [4.46348007 1.59246234 3.320925  ]

END

