cif name= ./1528994.cif
./1528994.cif
Full Formula (La16 Zr16 O56)
La1 : [1.35095 9.45665 9.45665] : 5
Zr1 : [ 4.05285  9.45665 12.15855] : 22
Zr1 : [ 1.35095  6.75475 12.15855] : 20
La1 : [4.05285 6.75475 9.45665] : 7


**isite= 58
O1 : [5.4038     5.4038     2.22744636]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Zr1 : [4.05285 6.75475 4.05285] : 23
Zr1 : [6.75475 4.05285 4.05285] : 29
La1 : [4.05285 4.05285 1.35095] : 6
La1 : [6.75475 6.75475 1.35095] : 12
!!!atention to nb coordination!!!
         [2.64239101079406, 2.64239101079406, 2.10199373788155, 2.10199373788155]
         [2.6423910107940594, 2.6423910107940594, 2.10199373788155, 2.10199373788155]


**isite= 59
O1 : [5.4038     5.4038     8.58015364]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
La1 : [6.75475 4.05285 9.45665] : 9
La1 : [4.05285 6.75475 9.45665] : 7
Zr1 : [4.05285 4.05285 6.75475] : 18
Zr1 : [6.75475 6.75475 6.75475] : 28


**isite= 60
O1 : [8.1057 8.1057 8.1057]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Zr1 : [6.75475 9.45665 9.45665] : 25
Zr1 : [9.45665 6.75475 9.45665] : 31
Zr1 : [9.45665 9.45665 6.75475] : 30
Zr1 : [6.75475 6.75475 6.75475] : 28


**isite= 61
O1 : [0.     5.4038 0.    ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Zr1 : [-1.35095  4.05285  1.35095] : 26
Zr1 : [1.35095 6.75475 1.35095] : 20
Zr1 : [-1.35095  6.75475 -1.35095] : 31
Zr1 : [ 1.35095  4.05285 -1.35095] : 21
!!!atention to nb coordination!!!
         [2.3399140384851753, 2.339914038485175, 2.339914038485176, 2.3399140384851753]
         [2.339914038485175, 2.339914038485175, 2.339914038485175, 2.339914038485175]


**isite= 62
O1 : [0.47445364 2.7019     2.7019    ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
La1 : [1.35095 4.05285 4.05285] : 1
Zr1 : [-1.35095  4.05285  1.35095] : 26
Zr1 : [-1.35095  1.35095  4.05285] : 27
La1 : [1.35095 1.35095 1.35095] : 0
!!!atention to nb coordination!!!
         [2.10199373788155, 2.6423910107940602, 2.6423910107940602, 2.10199373788155]
         [2.10199373788155, 2.64239101079406, 2.64239101079406, 2.10199373788155]


**isite= 63
O1 : [0.         8.58015364 0.        ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
La1 : [ 1.35095  9.45665 -1.35095] : 5
Zr1 : [1.35095 6.75475 1.35095] : 20
La1 : [-1.35095  9.45665  1.35095] : 10
Zr1 : [-1.35095  6.75475 -1.35095] : 31
!!!atention to nb coordination!!!
         [2.1019937378815503, 2.6423910107940594, 2.1019937378815503, 2.6423910107940602]
         [2.1019937378815494, 2.6423910107940594, 2.1019937378815494, 2.6423910107940594]


**isite= 64
O1 : [10.33314636  2.7019      8.1057    ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
La1 : [9.45665 1.35095 9.45665] : 11
Zr1 : [12.15855  4.05285  9.45665] : 21
La1 : [9.45665 4.05285 6.75475] : 14
Zr1 : [12.15855  1.35095  6.75475] : 16


**isite= 65
O1 : [0.         2.22744636 0.        ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Zr1 : [-1.35095  4.05285  1.35095] : 26
La1 : [1.35095 1.35095 1.35095] : 0
Zr1 : [ 1.35095  4.05285 -1.35095] : 21
La1 : [-1.35095  1.35095 -1.35095] : 11
!!!atention to nb coordination!!!
         [2.6423910107940602, 2.10199373788155, 2.6423910107940602, 2.1019937378815508]
         [2.64239101079406, 2.10199373788155, 2.64239101079406, 2.10199373788155]


**isite= 66
O1 : [8.1057     0.47445364 8.1057    ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
La1 : [6.75475 1.35095 6.75475] : 8
La1 : [9.45665 1.35095 9.45665] : 11
Zr1 : [ 6.75475 -1.35095  9.45665] : 25
Zr1 : [ 9.45665 -1.35095  6.75475] : 30
!!!atention to nb coordination!!!
         [2.10199373788155, 2.1019937378815485, 2.64239101079406, 2.64239101079406]
         [2.10199373788155, 2.1019937378815485, 2.6423910107940594, 2.6423910107940594]


**isite= 67
O1 : [7.63124636 0.         5.4038    ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
La1 : [ 6.75475 -1.35095  4.05285] : 13
Zr1 : [9.45665 1.35095 4.05285] : 27
Zr1 : [ 9.45665 -1.35095  6.75475] : 30
La1 : [6.75475 1.35095 6.75475] : 8
!!!atention to nb coordination!!!
         [2.1019937378815503, 2.6423910107940594, 2.64239101079406, 2.1019937378815494]
         [2.1019937378815494, 2.6423910107940594, 2.6423910107940594, 2.1019937378815494]


**isite= 68
O1 : [8.1057     4.92934636 8.1057    ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Zr1 : [9.45665 6.75475 9.45665] : 31
La1 : [9.45665 4.05285 6.75475] : 14
La1 : [6.75475 4.05285 9.45665] : 9
Zr1 : [6.75475 6.75475 6.75475] : 28


**isite= 69
O1 : [8.58015364 0.         0.        ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
La1 : [ 9.45665 -1.35095  1.35095] : 10
Zr1 : [ 6.75475 -1.35095 -1.35095] : 25
Zr1 : [6.75475 1.35095 1.35095] : 24
La1 : [ 9.45665  1.35095 -1.35095] : 11
!!!atention to nb coordination!!!
         [2.1019937378815503, 2.6423910107940602, 2.6423910107940594, 2.1019937378815503]
         [2.1019937378815494, 2.6423910107940594, 2.6423910107940594, 2.1019937378815494]


**isite= 70
O1 : [8.1057     2.7019     5.87825364]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Zr1 : [9.45665 1.35095 4.05285] : 27
La1 : [6.75475 1.35095 6.75475] : 8
La1 : [9.45665 4.05285 6.75475] : 14
Zr1 : [6.75475 4.05285 4.05285] : 29


**isite= 71
O1 : [ 8.1057      2.7019     10.33314636]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
La1 : [6.75475 4.05285 9.45665] : 9
Zr1 : [ 9.45665  4.05285 12.15855] : 26
Zr1 : [ 6.75475  1.35095 12.15855] : 24
La1 : [9.45665 1.35095 9.45665] : 11


**isite= 72
O1 : [0.         0.         2.22744636]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Zr1 : [-1.35095  1.35095  4.05285] : 27
La1 : [-1.35095 -1.35095  1.35095] : 10
La1 : [1.35095 1.35095 1.35095] : 0
Zr1 : [ 1.35095 -1.35095  4.05285] : 17
!!!atention to nb coordination!!!
         [2.6423910107940602, 2.101993737881551, 2.10199373788155, 2.6423910107940602]
         [2.6423910107940594, 2.10199373788155, 2.10199373788155, 2.6423910107940594]


**isite= 73
O1 : [0.         0.         8.58015364]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
La1 : [-1.35095  1.35095  9.45665] : 11
Zr1 : [1.35095 1.35095 6.75475] : 16
La1 : [ 1.35095 -1.35095  9.45665] : 5
Zr1 : [-1.35095 -1.35095  6.75475] : 30
!!!atention to nb coordination!!!
         [2.1019937378815503, 2.6423910107940594, 2.1019937378815503, 2.6423910107940602]
         [2.1019937378815494, 2.6423910107940594, 2.1019937378815494, 2.6423910107940594]


**isite= 74
O1 : [8.1057 2.7019 2.7019]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Zr1 : [6.75475 4.05285 4.05285] : 29
Zr1 : [9.45665 4.05285 1.35095] : 26
Zr1 : [6.75475 1.35095 1.35095] : 24
Zr1 : [9.45665 1.35095 4.05285] : 27


**isite= 75
O1 : [0.     0.     5.4038]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Zr1 : [-1.35095 -1.35095  6.75475] : 30
Zr1 : [-1.35095  1.35095  4.05285] : 27
Zr1 : [1.35095 1.35095 6.75475] : 16
Zr1 : [ 1.35095 -1.35095  4.05285] : 17
!!!atention to nb coordination!!!
         [2.339914038485176, 2.3399140384851753, 2.339914038485175, 2.3399140384851753]
         [2.339914038485175, 2.339914038485175, 2.339914038485175, 2.339914038485175]


**isite= 76
O1 : [0.47445364 8.1057     8.1057    ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
La1 : [1.35095 9.45665 9.45665] : 5
Zr1 : [-1.35095  9.45665  6.75475] : 30
Zr1 : [-1.35095  6.75475  9.45665] : 31
La1 : [1.35095 6.75475 6.75475] : 4
!!!atention to nb coordination!!!
         [2.1019937378815485, 2.64239101079406, 2.64239101079406, 2.10199373788155]
         [2.1019937378815485, 2.6423910107940594, 2.6423910107940594, 2.10199373788155]


**isite= 77
O1 : [0.         3.17635364 5.4038    ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Zr1 : [1.35095 1.35095 6.75475] : 16
Zr1 : [-1.35095  1.35095  4.05285] : 27
La1 : [-1.35095  4.05285  6.75475] : 14
La1 : [1.35095 4.05285 4.05285] : 1
!!!atention to nb coordination!!!
         [2.64239101079406, 2.6423910107940602, 2.1019937378815503, 2.10199373788155]
         [2.64239101079406, 2.64239101079406, 2.10199373788155, 2.10199373788155]


**isite= 78
O1 : [10.33314636  8.1057      2.7019    ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
La1 : [9.45665 9.45665 1.35095] : 10
La1 : [9.45665 6.75475 4.05285] : 15
Zr1 : [12.15855  6.75475  1.35095] : 20
Zr1 : [12.15855  9.45665  4.05285] : 17


**isite= 79
O1 : [0.         7.63124636 5.4038    ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
La1 : [-1.35095  6.75475  4.05285] : 15
Zr1 : [-1.35095  9.45665  6.75475] : 30
La1 : [1.35095 6.75475 6.75475] : 4
Zr1 : [1.35095 9.45665 4.05285] : 17
!!!atention to nb coordination!!!
         [2.1019937378815503, 2.64239101079406, 2.1019937378815494, 2.6423910107940594]
         [2.1019937378815494, 2.6423910107940594, 2.1019937378815494, 2.6423910107940594]


**isite= 80
O1 : [8.1057     5.87825364 2.7019    ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Zr1 : [9.45665 4.05285 1.35095] : 26
La1 : [9.45665 6.75475 4.05285] : 15
Zr1 : [6.75475 4.05285 4.05285] : 29
La1 : [6.75475 6.75475 1.35095] : 12


**isite= 81
O1 : [7.63124636 5.4038     0.        ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
La1 : [ 6.75475  4.05285 -1.35095] : 9
Zr1 : [9.45665 4.05285 1.35095] : 26
La1 : [6.75475 6.75475 1.35095] : 12
Zr1 : [ 9.45665  6.75475 -1.35095] : 31
!!!atention to nb coordination!!!
         [2.1019937378815503, 2.6423910107940594, 2.1019937378815494, 2.64239101079406]
         [2.1019937378815494, 2.6423910107940594, 2.1019937378815494, 2.6423910107940594]


**isite= 82
O1 : [ 8.1057     10.33314636  2.7019    ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
La1 : [9.45665 9.45665 1.35095] : 10
La1 : [6.75475 9.45665 4.05285] : 13
Zr1 : [ 9.45665 12.15855  4.05285] : 27
Zr1 : [ 6.75475 12.15855  1.35095] : 24


**isite= 83
O1 : [8.58015364 5.4038     5.4038    ]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
Zr1 : [6.75475 6.75475 6.75475] : 28
Zr1 : [6.75475 4.05285 4.05285] : 29
La1 : [9.45665 6.75475 4.05285] : 15
La1 : [9.45665 4.05285 6.75475] : 14


**isite= 84
O1 : [8.1057     8.1057     0.47445364]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
La1 : [6.75475 6.75475 1.35095] : 12
La1 : [9.45665 9.45665 1.35095] : 10
Zr1 : [ 6.75475  9.45665 -1.35095] : 25
Zr1 : [ 9.45665  6.75475 -1.35095] : 31
!!!atention to nb coordination!!!
         [2.10199373788155, 2.1019937378815485, 2.64239101079406, 2.64239101079406]
         [2.10199373788155, 2.1019937378815485, 2.6423910107940594, 2.6423910107940594]


**isite= 85
O1 : [8.1057     8.1057     4.92934636]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
La1 : [9.45665 6.75475 4.05285] : 15
La1 : [6.75475 9.45665 4.05285] : 13
Zr1 : [6.75475 6.75475 6.75475] : 28
Zr1 : [9.45665 9.45665 6.75475] : 30


**isite= 86
O1 : [0.         5.4038     7.63124636]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
La1 : [-1.35095  4.05285  6.75475] : 14
Zr1 : [1.35095 4.05285 9.45665] : 21
Zr1 : [-1.35095  6.75475  9.45665] : 31
La1 : [1.35095 6.75475 6.75475] : 4
!!!atention to nb coordination!!!
         [2.1019937378815503, 2.6423910107940594, 2.64239101079406, 2.1019937378815494]
         [2.1019937378815494, 2.6423910107940594, 2.6423910107940594, 2.1019937378815494]


**isite= 87
O1 : [0.         5.4038     3.17635364]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
La1 : [1.35095 4.05285 4.05285] : 1
Zr1 : [1.35095 6.75475 1.35095] : 20
La1 : [-1.35095  6.75475  4.05285] : 15
Zr1 : [-1.35095  4.05285  1.35095] : 26
!!!atention to nb coordination!!!
         [2.10199373788155, 2.64239101079406, 2.1019937378815503, 2.6423910107940602]
         [2.10199373788155, 2.6423910107940594, 2.10199373788155, 2.6423910107940594]

END

