cif name= ./1001840.cif
./1001840.cif
Full Formula (Ta16 Sn16 O56)
O2-1 : [10.47   5.235  7.329] : 49
O2-1 : [10.47   5.235 10.47 ] : 46
O2-1 : [ 7.329  5.235 10.47 ] : 76
O2-1 : [7.8525 4.7115 7.8525] : 86
!!!atention to nb coordination!!!
         [2.6043796166265794, 2.6043796166265794, 2.6043796166265794, 2.2668214944057685, 2.60437961662658, 2.2668214944057685, 2.60437961662658, 2.6043796166265794]
         [2.6043796166265794, 2.6043796166265794, 2.60437961662658, 2.2668214944057685, 2.60437961662658, 2.2668214944057676, 2.60437961662658, 2.60437961662658]


**isite= 31
Sn2+1 : [9.16125 3.92625 1.30875]

ce_symbol  = C:8
ce_fraction=  0.48307019233186577
species:coords:index
O2-1 : [10.9935  2.6175  2.6175] : 54
O2-1 : [10.47   5.235  3.141] : 51
O2-1 : [7.8525 5.7585 2.6175] : 70
O2-1 : [ 7.8525  2.6175 -0.5235] : 85
O2-1 : [10.47   2.094  0.   ] : 50
O2-1 : [10.47   5.235  0.   ] : 46
O2-1 : [7.329 5.235 0.   ] : 76
O2-1 : [7.8525 2.6175 2.6175] : 61
!!!atention to nb coordination!!!
         [2.6043796166265794, 2.6043796166265794, 2.6043796166265794, 2.6043796166265794, 2.60437961662658, 2.2668214944057676, 2.6043796166265794, 2.266821494405768]
         [2.6043796166265794, 2.60437961662658, 2.60437961662658, 2.60437961662658, 2.60437961662658, 2.266821494405768, 2.60437961662658, 2.266821494405768]

ce_symbol  = HB:8
ce_fraction=  0.3576347630724478
species:coords:index
O2-1 : [10.9935  2.6175  2.6175] : 54
O2-1 : [10.47   5.235  3.141] : 51
O2-1 : [7.8525 5.7585 2.6175] : 70
O2-1 : [ 7.8525  2.6175 -0.5235] : 85
O2-1 : [10.47   2.094  0.   ] : 50
O2-1 : [10.47   5.235  0.   ] : 46
O2-1 : [7.329 5.235 0.   ] : 76
O2-1 : [7.8525 2.6175 2.6175] : 61
!!!atention to nb coordination!!!
         [2.6043796166265794, 2.6043796166265794, 2.6043796166265794, 2.6043796166265794, 2.60437961662658, 2.2668214944057676, 2.6043796166265794, 2.266821494405768]
         [2.6043796166265794, 2.60437961662658, 2.60437961662658, 2.60437961662658, 2.60437961662658, 2.266821494405768, 2.60437961662658, 2.266821494405768]

ce_symbol  = L:2
ce_fraction=  0.14222354728629374
species:coords:index
O2-1 : [10.47   5.235  0.   ] : 46
O2-1 : [7.8525 2.6175 2.6175] : 61
!!!atention to nb coordination!!!
         [2.2668214944057676, 2.266821494405768]
         [2.266821494405768, 2.266821494405768]

ce_symbol  = BO_1:8
ce_fraction=  0.01707149730939263
species:coords:index
O2-1 : [10.9935  2.6175  2.6175] : 54
O2-1 : [10.47   5.235  3.141] : 51
O2-1 : [7.8525 5.7585 2.6175] : 70
O2-1 : [ 7.8525  2.6175 -0.5235] : 85
O2-1 : [10.47   2.094  0.   ] : 50
O2-1 : [10.47   5.235  0.   ] : 46
O2-1 : [7.329 5.235 0.   ] : 76
O2-1 : [7.8525 2.6175 2.6175] : 61
!!!atention to nb coordination!!!
         [2.6043796166265794, 2.6043796166265794, 2.6043796166265794, 2.6043796166265794, 2.60437961662658, 2.2668214944057676, 2.6043796166265794, 2.266821494405768]
         [2.6043796166265794, 2.60437961662658, 2.60437961662658, 2.60437961662658, 2.60437961662658, 2.266821494405768, 2.60437961662658, 2.266821494405768]


**isite= 32
O2-1 : [0.    0.    5.235]


**isite= 33
O2-1 : [2.6175 2.6175 7.8525]


**isite= 34
O2-1 : [2.094 0.    0.   ]


**isite= 35
O2-1 : [0.    0.    2.094]


**isite= 36
O2-1 : [0.    7.329 5.235]


**isite= 37
O2-1 : [0.    0.    8.376]


**isite= 38
O2-1 : [0.    3.141 5.235]


**isite= 39
O2-1 : [3.141 0.    5.235]


**isite= 40
O2-1 : [0.5235 7.8525 7.8525]


**isite= 41
O2-1 : [2.6175 7.8525 5.7585]


**isite= 42
O2-1 : [2.6175 5.7585 7.8525]


**isite= 43
O2-1 : [2.6175 7.8525 9.9465]


**isite= 44
O2-1 : [2.6175 9.9465 7.8525]


**isite= 45
O2-1 : [4.7115 7.8525 7.8525]


**isite= 46
O2-1 : [0.    5.235 0.   ]


**isite= 47
O2-1 : [2.6175 7.8525 2.6175]


**isite= 48
O2-1 : [2.094 5.235 5.235]


**isite= 49
O2-1 : [0.    5.235 7.329]


**isite= 50
O2-1 : [0.    2.094 0.   ]


**isite= 51
O2-1 : [0.    5.235 3.141]


**isite= 52
O2-1 : [0.    8.376 0.   ]


**isite= 53
O2-1 : [3.141 5.235 0.   ]


**isite= 54
O2-1 : [0.5235 2.6175 2.6175]


**isite= 55
O2-1 : [2.6175 2.6175 0.5235]


**isite= 56
O2-1 : [2.6175 0.5235 2.6175]


**isite= 57
O2-1 : [2.6175 2.6175 4.7115]


**isite= 58
O2-1 : [2.6175 4.7115 2.6175]


**isite= 59
O2-1 : [4.7115 2.6175 2.6175]


**isite= 60
O2-1 : [5.235 0.    0.   ]


**isite= 61
O2-1 : [7.8525 2.6175 2.6175]


**isite= 62
O2-1 : [7.329 0.    5.235]


**isite= 63
O2-1 : [5.235 0.    7.329]


**isite= 64
O2-1 : [5.235 7.329 0.   ]


**isite= 65
O2-1 : [5.235 0.    3.141]


**isite= 66
O2-1 : [5.235 3.141 0.   ]


**isite= 67
O2-1 : [8.376 0.    0.   ]


**isite= 68
O2-1 : [5.7585 7.8525 2.6175]


**isite= 69
O2-1 : [7.8525 7.8525 0.5235]


**isite= 70
O2-1 : [7.8525 5.7585 2.6175]


**isite= 71
O2-1 : [7.8525 7.8525 4.7115]


**isite= 72
O2-1 : [7.8525 9.9465 2.6175]


**isite= 73
O2-1 : [9.9465 7.8525 2.6175]


**isite= 74
O2-1 : [5.235 5.235 5.235]


**isite= 75
O2-1 : [7.8525 7.8525 7.8525]


**isite= 76
O2-1 : [7.329 5.235 0.   ]


**isite= 77
O2-1 : [5.235 5.235 2.094]


**isite= 78
O2-1 : [5.235 2.094 5.235]


**isite= 79
O2-1 : [5.235 5.235 8.376]


**isite= 80
O2-1 : [5.235 8.376 5.235]


**isite= 81
O2-1 : [8.376 5.235 5.235]


**isite= 82
O2-1 : [5.7585 2.6175 7.8525]


**isite= 83
O2-1 : [7.8525 2.6175 5.7585]


**isite= 84
O2-1 : [7.8525 0.5235 7.8525]


**isite= 85
O2-1 : [7.8525 2.6175 9.9465]


**isite= 86
O2-1 : [7.8525 4.7115 7.8525]


**isite= 87
O2-1 : [9.9465 2.6175 7.8525]

END

