cif name= ./1534542.cif
./1534542.cif
Full Formula (Na36 Fe8 O28)
O1 : [9.14873024 2.2030155  5.6464622 ] : 49
O1 : [6.27540934 1.6475159  6.87381934] : 45
!!!atention to nb coordination!!!
         [1.898268279063241, 1.8846214444896976, 1.9290288731850194, 1.8873162399422672]
         [1.898268279063241, 1.884621444489697, 1.929028873185019, 1.8873162399422672]


**isite= 38
Fe1 : [3.25885268 8.9839072  6.67655445]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [ 3.17069288 10.6544024   5.80852702] : 66
O1 : [4.36783024 7.7879845  5.6464622 ] : 50
O1 : [1.49450934 8.3434841  6.87381934] : 46
O1 : [3.90025822 9.2386777  8.44491906] : 54
!!!atention to nb coordination!!!
         [1.884621444489697, 1.9290288731850207, 1.8873162399422658, 1.8982682790632415]
         [1.8846214444896965, 1.9290288731850203, 1.887316239942266, 1.898268279063241]


**isite= 39
Fe1 : [6.30294732 1.0070928  1.51525445]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [5.66154178 0.7523223  3.28361906] : 55
O1 : [5.19396976 2.2030155  0.4851622 ] : 51
O1 : [8.06729066 1.6475159  1.71251934] : 47
O1 : [ 6.39110712 -0.6634024   0.64722702] : 67
!!!atention to nb coordination!!!
         [1.8982682790632408, 1.92902887318502, 1.8873162399422656, 1.8846214444896972]
         [1.898268279063242, 1.92902887318502, 1.8873162399422656, 1.8846214444896967]


**isite= 40
Fe1 : [1.77677368 4.31391398 3.12196714]

ce_symbol  = TL:3
ce_fraction=  0.9991567210686905
species:coords:index
O1 : [2.8972254  2.8863999  3.46013552] : 68
O1 : [1.54231834 5.8127638  4.22297566] : 56
O1 : [0.79171704 4.1912245  1.5587126 ] : 60
!!!atention to nb coordination!!!
         [1.8459594700153357, 1.8744972232034425, 1.8517975196999685]
         [1.8459594700153357, 1.874497223203443, 1.8517975196999685]

ce_symbol  = TY:3
ce_fraction=  0.0008426682653777445
species:coords:index
O1 : [2.8972254  2.8863999  3.46013552] : 68
O1 : [1.54231834 5.8127638  4.22297566] : 56
O1 : [0.79171704 4.1912245  1.5587126 ] : 60
!!!atention to nb coordination!!!
         [1.8459594700153357, 1.8744972232034425, 1.8517975196999685]
         [1.8459594700153357, 1.874497223203443, 1.8517975196999685]

ce_symbol  = TS:3
ce_fraction=  6.106659317794344e-07
species:coords:index
O1 : [2.8972254  2.8863999  3.46013552] : 68
O1 : [1.54231834 5.8127638  4.22297566] : 56
O1 : [0.79171704 4.1912245  1.5587126 ] : 60
!!!atention to nb coordination!!!
         [1.8459594700153357, 1.8744972232034425, 1.8517975196999685]
         [1.8459594700153357, 1.874497223203443, 1.8517975196999685]


**isite= 41
Fe1 : [7.78502632 5.67708602 8.28326714]

ce_symbol  = TL:3
ce_fraction=  0.9991567210686905
species:coords:index
O1 : [6.6645746  7.1046001  8.62143552] : 69
O1 : [8.77008296 5.7997755  6.7200126 ] : 61
O1 : [8.01948166 4.1782362  9.38427566] : 57
!!!atention to nb coordination!!!
         [1.8459594700153354, 1.85179751969997, 1.8744972232034418]
         [1.8459594700153357, 1.8517975196999685, 1.874497223203443]

ce_symbol  = TY:3
ce_fraction=  0.000842668265377772
species:coords:index
O1 : [6.6645746  7.1046001  8.62143552] : 69
O1 : [8.77008296 5.7997755  6.7200126 ] : 61
O1 : [8.01948166 4.1782362  9.38427566] : 57
!!!atention to nb coordination!!!
         [1.8459594700153354, 1.85179751969997, 1.8744972232034418]
         [1.8459594700153357, 1.8517975196999685, 1.874497223203443]

ce_symbol  = TS:3
ce_fraction=  6.106659317795181e-07
species:coords:index
O1 : [6.6645746  7.1046001  8.62143552] : 69
O1 : [8.77008296 5.7997755  6.7200126 ] : 61
O1 : [8.01948166 4.1782362  9.38427566] : 57
!!!atention to nb coordination!!!
         [1.8459594700153354, 1.85179751969997, 1.8744972232034418]
         [1.8459594700153357, 1.8517975196999685, 1.874497223203443]


**isite= 42
Fe1 : [3.00412632 4.31391398 8.28326714]

ce_symbol  = TL:3
ce_fraction=  0.9991567210686905
species:coords:index
O1 : [1.8836746  2.8863999  8.62143552] : 70
O1 : [3.98918296 4.1912245  6.7200126 ] : 62
O1 : [3.23858166 5.8127638  9.38427566] : 58
!!!atention to nb coordination!!!
         [1.8459594700153352, 1.8517975196999703, 1.8744972232034418]
         [1.8459594700153354, 1.8517975196999688, 1.874497223203443]

ce_symbol  = TY:3
ce_fraction=  0.0008426682653777672
species:coords:index
O1 : [1.8836746  2.8863999  8.62143552] : 70
O1 : [3.98918296 4.1912245  6.7200126 ] : 62
O1 : [3.23858166 5.8127638  9.38427566] : 58
!!!atention to nb coordination!!!
         [1.8459594700153352, 1.8517975196999703, 1.8744972232034418]
         [1.8459594700153354, 1.8517975196999688, 1.874497223203443]

ce_symbol  = TS:3
ce_fraction=  6.106659317794943e-07
species:coords:index
O1 : [1.8836746  2.8863999  8.62143552] : 70
O1 : [3.98918296 4.1912245  6.7200126 ] : 62
O1 : [3.23858166 5.8127638  9.38427566] : 58
!!!atention to nb coordination!!!
         [1.8459594700153352, 1.8517975196999703, 1.8744972232034418]
         [1.8459594700153354, 1.8517975196999688, 1.874497223203443]


**isite= 43
Fe1 : [6.55767368 5.67708602 3.12196714]

ce_symbol  = TL:3
ce_fraction=  0.9991567210686905
species:coords:index
O1 : [5.57261704 5.7997755  1.5587126 ] : 63
O1 : [7.6781254  7.1046001  3.46013552] : 71
O1 : [6.32321834 4.1782362  4.22297566] : 59
!!!atention to nb coordination!!!
         [1.851797519699968, 1.845959470015336, 1.8744972232034425]
         [1.851797519699968, 1.8459594700153361, 1.874497223203443]

ce_symbol  = TY:3
ce_fraction=  0.00084266826537776
species:coords:index
O1 : [5.57261704 5.7997755  1.5587126 ] : 63
O1 : [7.6781254  7.1046001  3.46013552] : 71
O1 : [6.32321834 4.1782362  4.22297566] : 59
!!!atention to nb coordination!!!
         [1.851797519699968, 1.845959470015336, 1.8744972232034425]
         [1.851797519699968, 1.8459594700153361, 1.874497223203443]

ce_symbol  = TS:3
ce_fraction=  6.106659317794456e-07
species:coords:index
O1 : [5.57261704 5.7997755  1.5587126 ] : 63
O1 : [7.6781254  7.1046001  3.46013552] : 71
O1 : [6.32321834 4.1782362  4.22297566] : 59
!!!atention to nb coordination!!!
         [1.851797519699968, 1.845959470015336, 1.8744972232034425]
         [1.851797519699968, 1.8459594700153361, 1.874497223203443]


**isite= 44
O1 : [3.28639066 8.3434841  1.71251934]

ce_symbol  = S:1
ce_fraction=  0.7292247284676002
species:coords:index
Fe1 : [1.52204732 8.9839072  1.51525445] : 36

ce_symbol  = T:6
ce_fraction=  0.27054194967041995
species:coords:index
Na1 : [ 4.91189666  7.5721789  -0.1135486 ] : 16
Na1 : [2.6390568  7.8299467  4.00826558] : 0
Fe1 : [1.52204732 8.9839072  1.51525445] : 36
Na1 : [5.40815408 8.3264994  2.6116178 ] : 11
Na1 : [3.25196818 6.084519   1.33884122] : 28
Na1 : [ 3.93372452 10.1288758   0.22812946] : 23
!!!atention to nb coordination!!!
         [2.563533808842571, 2.439920610588673, 1.8873162399422663, 2.3044623084916274, 2.2899221749906915, 2.4104103311631024]
         [2.5635338088425703, 2.439920610588673, 1.8873162399422663, 2.3044623084916274, 2.2899221749906915, 2.4104103311631033]

ce_symbol  = TS:3
ce_fraction=  0.0001801042078516194
species:coords:index
Fe1 : [1.52204732 8.9839072  1.51525445] : 36
Na1 : [5.40815408 8.3264994  2.6116178 ] : 11
Na1 : [3.25196818 6.084519   1.33884122] : 28

ce_symbol  = TL:3
ce_fraction=  4.140170552395668e-05
species:coords:index
Fe1 : [1.52204732 8.9839072  1.51525445] : 36
Na1 : [5.40815408 8.3264994  2.6116178 ] : 11
Na1 : [3.25196818 6.084519   1.33884122] : 28

ce_symbol  = TY:3
ce_fraction=  1.1815948604071714e-05
species:coords:index
Fe1 : [1.52204732 8.9839072  1.51525445] : 36
Na1 : [5.40815408 8.3264994  2.6116178 ] : 11
Na1 : [3.25196818 6.084519   1.33884122] : 28


**isite= 45
O1 : [6.27540934 1.6475159  6.87381934]

ce_symbol  = S:1
ce_fraction=  0.7292247284675997
species:coords:index
Fe1 : [8.03975268 1.0070928  6.67655445] : 37

ce_symbol  = T:6
ce_fraction=  0.2705419496704207
species:coords:index
Na1 : [6.30983182 3.906481   6.50014122] : 29
Na1 : [4.15364592 1.6645006  7.7729178 ] : 10
Na1 : [4.64990334 2.4188211  5.0477514 ] : 17
Na1 : [ 5.62807548 -0.1378758   5.38942946] : 22
Fe1 : [8.03975268 1.0070928  6.67655445] : 37
Na1 : [6.9227432  2.1610533  9.16956558] : 1
!!!atention to nb coordination!!!
         [2.2899221749906915, 2.304462308491626, 2.56353380884257, 2.4104103311631024, 1.8873162399422672, 2.4399206105886724]
         [2.2899221749906915, 2.3044623084916265, 2.5635338088425694, 2.4104103311631015, 1.8873162399422672, 2.4399206105886724]

ce_symbol  = TS:3
ce_fraction=  0.00018010420785162284
species:coords:index
Na1 : [6.30983182 3.906481   6.50014122] : 29
Na1 : [4.15364592 1.6645006  7.7729178 ] : 10
Fe1 : [8.03975268 1.0070928  6.67655445] : 37
!!!atention to nb coordination!!!
         [2.2899221749906915, 2.304462308491626, 1.8873162399422672]
         [2.2899221749906915, 2.3044623084916265, 1.8873162399422672]

ce_symbol  = TL:3
ce_fraction=  4.1401705523957194e-05
species:coords:index
Na1 : [6.30983182 3.906481   6.50014122] : 29
Na1 : [4.15364592 1.6645006  7.7729178 ] : 10
Fe1 : [8.03975268 1.0070928  6.67655445] : 37
!!!atention to nb coordination!!!
         [2.2899221749906915, 2.304462308491626, 1.8873162399422672]
         [2.2899221749906915, 2.3044623084916265, 1.8873162399422672]

ce_symbol  = TY:3
ce_fraction=  1.1815948604072e-05
species:coords:index
Na1 : [6.30983182 3.906481   6.50014122] : 29
Na1 : [4.15364592 1.6645006  7.7729178 ] : 10
Fe1 : [8.03975268 1.0070928  6.67655445] : 37
!!!atention to nb coordination!!!
         [2.2899221749906915, 2.304462308491626, 1.8873162399422672]
         [2.2899221749906915, 2.3044623084916265, 1.8873162399422672]


**isite= 46
O1 : [1.49450934 8.3434841  6.87381934]

ce_symbol  = S:1
ce_fraction=  0.7292247284676006
species:coords:index
Fe1 : [3.25885268 8.9839072  6.67655445] : 38
!!!atention to nb coordination!!!
         [1.8873162399422663]
         [1.887316239942266]

ce_symbol  = T:6
ce_fraction=  0.2705419496704199
species:coords:index
Na1 : [-0.62725408  8.3264994   7.7729178 ] : 9
Na1 : [-0.13099666  7.5721789   5.0477514 ] : 18
Fe1 : [3.25885268 8.9839072  6.67655445] : 38
Na1 : [ 0.84717548 10.1288758   5.38942946] : 21
Na1 : [1.52893182 6.084519   6.50014122] : 30
Na1 : [2.1418432  7.8299467  9.16956558] : 2
!!!atention to nb coordination!!!
         [2.3044623084916265, 2.5635338088425708, 1.8873162399422663, 2.4104103311631024, 2.2899221749906915, 2.439920610588673]
         [2.3044623084916265, 2.56353380884257, 1.887316239942266, 2.4104103311631033, 2.2899221749906915, 2.439920610588673]

ce_symbol  = TS:3
ce_fraction=  0.00018010420785160376
species:coords:index
Na1 : [-0.62725408  8.3264994   7.7729178 ] : 9
Fe1 : [3.25885268 8.9839072  6.67655445] : 38
Na1 : [1.52893182 6.084519   6.50014122] : 30
!!!atention to nb coordination!!!
         [2.3044623084916265, 1.8873162399422663, 2.2899221749906915]
         [2.3044623084916265, 1.887316239942266, 2.2899221749906915]

ce_symbol  = TL:3
ce_fraction=  4.140170552395276e-05
species:coords:index
Na1 : [-0.62725408  8.3264994   7.7729178 ] : 9
Fe1 : [3.25885268 8.9839072  6.67655445] : 38
Na1 : [1.52893182 6.084519   6.50014122] : 30
!!!atention to nb coordination!!!
         [2.3044623084916265, 1.8873162399422663, 2.2899221749906915]
         [2.3044623084916265, 1.887316239942266, 2.2899221749906915]

ce_symbol  = TY:3
ce_fraction=  1.18159486040708e-05
species:coords:index
Na1 : [-0.62725408  8.3264994   7.7729178 ] : 9
Fe1 : [3.25885268 8.9839072  6.67655445] : 38
Na1 : [1.52893182 6.084519   6.50014122] : 30
!!!atention to nb coordination!!!
         [2.3044623084916265, 1.8873162399422663, 2.2899221749906915]
         [2.3044623084916265, 1.887316239942266, 2.2899221749906915]


**isite= 47
O1 : [8.06729066 1.6475159  1.71251934]

ce_symbol  = S:1
ce_fraction=  0.729224728467602
species:coords:index
Fe1 : [6.30294732 1.0070928  1.51525445] : 39

ce_symbol  = T:6
ce_fraction=  0.27054194967041845
species:coords:index
Fe1 : [6.30294732 1.0070928  1.51525445] : 39
Na1 : [8.03286818 3.906481   1.33884122] : 31
Na1 : [7.4199568  2.1610533  4.00826558] : 3
Na1 : [ 9.69279666  2.4188211  -0.1135486 ] : 19
Na1 : [10.18905408  1.6645006   2.6116178 ] : 8
Na1 : [ 8.71462452 -0.1378758   0.22812946] : 20
!!!atention to nb coordination!!!
         [1.8873162399422656, 2.2899221749906915, 2.439920610588672, 2.563533808842572, 2.3044623084916274, 2.4104103311631024]
         [1.8873162399422656, 2.2899221749906915, 2.4399206105886724, 2.5635338088425708, 2.3044623084916274, 2.410410331163102]

ce_symbol  = TS:3
ce_fraction=  0.00018010420785164976
species:coords:index
Fe1 : [6.30294732 1.0070928  1.51525445] : 39
Na1 : [8.03286818 3.906481   1.33884122] : 31
Na1 : [10.18905408  1.6645006   2.6116178 ] : 8

ce_symbol  = TL:3
ce_fraction=  4.140170552396368e-05
species:coords:index
Fe1 : [6.30294732 1.0070928  1.51525445] : 39
Na1 : [8.03286818 3.906481   1.33884122] : 31
Na1 : [10.18905408  1.6645006   2.6116178 ] : 8

ce_symbol  = TY:3
ce_fraction=  1.1815948604073685e-05
species:coords:index
Fe1 : [6.30294732 1.0070928  1.51525445] : 39
Na1 : [8.03286818 3.906481   1.33884122] : 31
Na1 : [10.18905408  1.6645006   2.6116178 ] : 8


**isite= 48
O1 : [0.41306976 7.7879845  0.4851622 ]

ce_symbol  = T:6
ce_fraction=  0.9470495269255477
species:coords:index
Na1 : [-2.02518924  7.2714498   0.59045272] : 5
Na1 : [ 0.73721478  5.435104   -0.30658122] : 34
Fe1 : [1.52204732 8.9839072  1.51525445] : 36
Na1 : [-0.84717548  9.8531242   0.22812946] : 20
Na1 : [0.13768992 6.6020528  2.46503688] : 12
Na1 : [ 2.1418432   7.8299467  -1.15303442] : 2
!!!atention to nb coordination!!!
         [2.494594384060654, 2.5035922759875153, 1.9290288731850203, 2.4329171533142397, 2.324257258103847, 2.382038328587032]
         [2.4945943840606546, 2.503592275987515, 1.9290288731850205, 2.432917153314239, 2.3242572581038474, 2.3820383285870315]

ce_symbol  = S:1
ce_fraction=  0.05295047307445234
species:coords:index
Fe1 : [1.52204732 8.9839072  1.51525445] : 36
!!!atention to nb coordination!!!
         [1.9290288731850203]
         [1.9290288731850205]


**isite= 49
O1 : [9.14873024 2.2030155  5.6464622 ]

ce_symbol  = T:6
ce_fraction=  0.9470495269255473
species:coords:index
Fe1 : [8.03975268 1.0070928  6.67655445] : 37
Na1 : [10.40897548  0.1378758   5.38942946] : 21
Na1 : [9.42411008 3.3889472  7.62633688] : 13
Na1 : [11.58698924  2.7195502   5.75175272] : 4
Na1 : [7.4199568  2.1610533  4.00826558] : 3
Na1 : [8.82458522 4.555896   4.85471878] : 35
!!!atention to nb coordination!!!
         [1.9290288731850183, 2.4329171533142397, 2.3242572581038465, 2.494594384060655, 2.38203832858703, 2.503592275987515]
         [1.929028873185019, 2.4329171533142397, 2.3242572581038474, 2.494594384060655, 2.3820383285870306, 2.503592275987515]

ce_symbol  = S:1
ce_fraction=  0.052950473074452754
species:coords:index
Fe1 : [8.03975268 1.0070928  6.67655445] : 37
!!!atention to nb coordination!!!
         [1.9290288731850183]
         [1.929028873185019]


**isite= 50
O1 : [4.36783024 7.7879845  5.6464622 ]

ce_symbol  = T:6
ce_fraction=  0.947049526925548
species:coords:index
Na1 : [4.64321008 6.6020528  7.62633688] : 14
Na1 : [2.6390568  7.8299467  4.00826558] : 0
Na1 : [4.04368522 5.435104   4.85471878] : 32
Fe1 : [3.25885268 8.9839072  6.67655445] : 38
Na1 : [6.80608924 7.2714498  5.75175272] : 7
Na1 : [5.62807548 9.8531242  5.38942946] : 22
!!!atention to nb coordination!!!
         [2.3242572581038465, 2.3820383285870315, 2.5035922759875153, 1.9290288731850198, 2.494594384060654, 2.432917153314239]
         [2.3242572581038474, 2.3820383285870315, 2.5035922759875153, 1.9290288731850203, 2.494594384060654, 2.432917153314239]

ce_symbol  = S:1
ce_fraction=  0.05295047307445202
species:coords:index
Fe1 : [3.25885268 8.9839072  6.67655445] : 38
!!!atention to nb coordination!!!
         [1.9290288731850198]
         [1.9290288731850203]


**isite= 51
O1 : [5.19396976 2.2030155  0.4851622 ]

ce_symbol  = T:6
ce_fraction=  0.9470495269255473
species:coords:index
Na1 : [2.75571076 2.7195502  0.59045272] : 6
Na1 : [ 5.51811478  4.555896   -0.30658122] : 33
Na1 : [ 6.9227432   2.1610533  -1.15303442] : 1
Na1 : [4.91858992 3.3889472  2.46503688] : 15
Na1 : [3.93372452 0.1378758  0.22812946] : 23
Fe1 : [6.30294732 1.0070928  1.51525445] : 39
!!!atention to nb coordination!!!
         [2.4945943840606546, 2.5035922759875153, 2.3820383285870315, 2.324257258103847, 2.4329171533142393, 1.92902887318502]
         [2.4945943840606546, 2.503592275987515, 2.3820383285870315, 2.324257258103847, 2.432917153314239, 1.92902887318502]

ce_symbol  = S:1
ce_fraction=  0.05295047307445267
species:coords:index
Fe1 : [6.30294732 1.0070928  1.51525445] : 39


**isite= 52
O1 : [0.88064178 9.2386777  3.28361906]

ce_symbol  = S:1
ce_fraction=  0.4547276195958799
species:coords:index
Fe1 : [1.52204732 8.9839072  1.51525445] : 36

ce_symbol  = SS:4
ce_fraction=  0.35232654911667
species:coords:index
Na1 : [2.6390568  7.8299467  4.00826558] : 0
Na1 : [ 0.84717548 10.1288758   5.38942946] : 21
Fe1 : [1.52204732 8.9839072  1.51525445] : 36
Na1 : [-1.46964866  9.3695598   3.36413534] : 27
!!!atention to nb coordination!!!
         [2.36678241329251, 2.2864842206381972, 1.8982682790632417, 2.3553085037423096]
         [2.36678241329251, 2.2864842206381986, 1.8982682790632417, 2.35530850374231]

ce_symbol  = T:6
ce_fraction=  0.19280785221640892
species:coords:index
Na1 : [2.6390568  7.8299467  4.00826558] : 0
Na1 : [-0.13099666  7.5721789   5.0477514 ] : 18
Na1 : [ 0.84717548 10.1288758   5.38942946] : 21
Fe1 : [1.52204732 8.9839072  1.51525445] : 36
Na1 : [-1.46964866  9.3695598   3.36413534] : 27
Na1 : [ 0.62725408 11.6555006   2.6116178 ] : 8
!!!atention to nb coordination!!!
         [2.36678241329251, 2.629219180045844, 2.2864842206381972, 1.8982682790632417, 2.3553085037423096, 2.521274271061618]
         [2.36678241329251, 2.6292191800458444, 2.2864842206381986, 1.8982682790632417, 2.35530850374231, 2.521274271061618]

ce_symbol  = S:4
ce_fraction=  0.0001379790710411625
species:coords:index
Na1 : [2.6390568  7.8299467  4.00826558] : 0
Na1 : [ 0.84717548 10.1288758   5.38942946] : 21
Fe1 : [1.52204732 8.9839072  1.51525445] : 36
Na1 : [-1.46964866  9.3695598   3.36413534] : 27
!!!atention to nb coordination!!!
         [2.36678241329251, 2.2864842206381972, 1.8982682790632417, 2.3553085037423096]
         [2.36678241329251, 2.2864842206381986, 1.8982682790632417, 2.35530850374231]


**isite= 53
O1 : [8.68115822 0.7523223  8.44491906]

ce_symbol  = S:1
ce_fraction=  0.45472761959588315
species:coords:index
Fe1 : [8.03975268 1.0070928  6.67655445] : 37
!!!atention to nb coordination!!!
         [1.898268279063242]
         [1.898268279063241]

ce_symbol  = SS:4
ce_fraction=  0.3523265491166664
species:coords:index
Fe1 : [8.03975268 1.0070928  6.67655445] : 37
Na1 : [6.9227432  2.1610533  9.16956558] : 1
Na1 : [11.03144866  0.6214402   8.52543534] : 26
Na1 : [ 8.71462452 -0.1378758  10.55072946] : 20
!!!atention to nb coordination!!!
         [1.898268279063242, 2.36678241329251, 2.355308503742311, 2.2864842206381986]
         [1.898268279063241, 2.36678241329251, 2.355308503742309, 2.2864842206381986]

ce_symbol  = T:6
ce_fraction=  0.1928078522164093
species:coords:index
Na1 : [ 9.69279666  2.4188211  10.2090514 ] : 19
Fe1 : [8.03975268 1.0070928  6.67655445] : 37
Na1 : [6.9227432  2.1610533  9.16956558] : 1
Na1 : [11.03144866  0.6214402   8.52543534] : 26
Na1 : [ 8.93454592 -1.6645006   7.7729178 ] : 9
Na1 : [ 8.71462452 -0.1378758  10.55072946] : 20
!!!atention to nb coordination!!!
         [2.629219180045843, 1.898268279063242, 2.36678241329251, 2.355308503742311, 2.521274271061619, 2.2864842206381986]
         [2.629219180045844, 1.898268279063241, 2.36678241329251, 2.355308503742309, 2.521274271061618, 2.2864842206381986]

ce_symbol  = S:4
ce_fraction=  0.0001379790710411734
species:coords:index
Fe1 : [8.03975268 1.0070928  6.67655445] : 37
Na1 : [6.9227432  2.1610533  9.16956558] : 1
Na1 : [11.03144866  0.6214402   8.52543534] : 26
Na1 : [ 8.71462452 -0.1378758  10.55072946] : 20
!!!atention to nb coordination!!!
         [1.898268279063242, 2.36678241329251, 2.355308503742311, 2.2864842206381986]
         [1.898268279063241, 2.36678241329251, 2.355308503742309, 2.2864842206381986]


**isite= 54
O1 : [3.90025822 9.2386777  8.44491906]

ce_symbol  = S:1
ce_fraction=  0.4547276195958791
species:coords:index
Fe1 : [3.25885268 8.9839072  6.67655445] : 38
!!!atention to nb coordination!!!
         [1.898268279063242]
         [1.898268279063241]

ce_symbol  = SS:4
ce_fraction=  0.35232654911667194
species:coords:index
Na1 : [2.1418432  7.8299467  9.16956558] : 2
Na1 : [6.25054866 9.3695598  8.52543534] : 25
Na1 : [ 3.93372452 10.1288758  10.55072946] : 23
Fe1 : [3.25885268 8.9839072  6.67655445] : 38
!!!atention to nb coordination!!!
         [2.36678241329251, 2.3553085037423105, 2.2864842206381986, 1.898268279063242]
         [2.36678241329251, 2.3553085037423105, 2.286484220638199, 1.898268279063241]

ce_symbol  = T:6
ce_fraction=  0.1928078522164079
species:coords:index
Na1 : [2.1418432  7.8299467  9.16956558] : 2
Na1 : [ 4.91189666  7.5721789  10.2090514 ] : 16
Na1 : [6.25054866 9.3695598  8.52543534] : 25
Na1 : [ 3.93372452 10.1288758  10.55072946] : 23
Fe1 : [3.25885268 8.9839072  6.67655445] : 38
Na1 : [ 4.15364592 11.6555006   7.7729178 ] : 10
!!!atention to nb coordination!!!
         [2.36678241329251, 2.6292191800458435, 2.3553085037423105, 2.2864842206381986, 1.898268279063242, 2.521274271061619]
         [2.36678241329251, 2.6292191800458444, 2.3553085037423105, 2.286484220638199, 1.898268279063241, 2.521274271061618]

ce_symbol  = S:4
ce_fraction=  0.00013797907104115672
species:coords:index
Na1 : [2.1418432  7.8299467  9.16956558] : 2
Na1 : [6.25054866 9.3695598  8.52543534] : 25
Na1 : [ 3.93372452 10.1288758  10.55072946] : 23
Fe1 : [3.25885268 8.9839072  6.67655445] : 38
!!!atention to nb coordination!!!
         [2.36678241329251, 2.3553085037423105, 2.2864842206381986, 1.898268279063242]
         [2.36678241329251, 2.3553085037423105, 2.286484220638199, 1.898268279063241]


**isite= 55
O1 : [5.66154178 0.7523223  3.28361906]

ce_symbol  = S:1
ce_fraction=  0.4547276195958809
species:coords:index
Fe1 : [6.30294732 1.0070928  1.51525445] : 39

ce_symbol  = SS:4
ce_fraction=  0.3523265491166697
species:coords:index
Na1 : [7.4199568  2.1610533  4.00826558] : 3
Na1 : [3.31125134 0.6214402  3.36413534] : 24
Fe1 : [6.30294732 1.0070928  1.51525445] : 39
Na1 : [ 5.62807548 -0.1378758   5.38942946] : 22
!!!atention to nb coordination!!!
         [2.366782413292511, 2.3553085037423096, 1.898268279063242, 2.2864842206381972]
         [2.36678241329251, 2.35530850374231, 1.898268279063242, 2.286484220638198]

ce_symbol  = T:6
ce_fraction=  0.19280785221640812
species:coords:index
Na1 : [4.64990334 2.4188211  5.0477514 ] : 17
Na1 : [7.4199568  2.1610533  4.00826558] : 3
Na1 : [3.31125134 0.6214402  3.36413534] : 24
Fe1 : [6.30294732 1.0070928  1.51525445] : 39
Na1 : [ 5.40815408 -1.6645006   2.6116178 ] : 11
Na1 : [ 5.62807548 -0.1378758   5.38942946] : 22
!!!atention to nb coordination!!!
         [2.629219180045843, 2.366782413292511, 2.3553085037423096, 1.898268279063242, 2.5212742710616185, 2.2864842206381972]
         [2.6292191800458435, 2.36678241329251, 2.35530850374231, 1.898268279063242, 2.521274271061618, 2.286484220638198]

ce_symbol  = S:4
ce_fraction=  0.00013797907104117003
species:coords:index
Na1 : [7.4199568  2.1610533  4.00826558] : 3
Na1 : [3.31125134 0.6214402  3.36413534] : 24
Fe1 : [6.30294732 1.0070928  1.51525445] : 39
Na1 : [ 5.62807548 -0.1378758   5.38942946] : 22
!!!atention to nb coordination!!!
         [2.366782413292511, 2.3553085037423096, 1.898268279063242, 2.2864842206381972]
         [2.36678241329251, 2.35530850374231, 1.898268279063242, 2.286484220638198]


**isite= 56
O1 : [1.54231834 5.8127638  4.22297566]

ce_symbol  = S:1
ce_fraction=  0.7754360694489545
species:coords:index
Fe1 : [1.77677368 4.31391398 3.12196714] : 40
!!!atention to nb coordination!!!
         [1.8744972232034431]
         [1.874497223203443]

ce_symbol  = TY:3
ce_fraction=  0.10400629197530536
species:coords:index
Na1 : [1.52893182 6.084519   6.50014122] : 30
Fe1 : [1.77677368 4.31391398 3.12196714] : 40
Na1 : [2.6390568  7.8299467  4.00826558] : 0
!!!atention to nb coordination!!!
         [2.2933628311488046, 1.8744972232034431, 2.3060707968640486]
         [2.2933628311488063, 1.874497223203443, 2.3060707968640486]

ce_symbol  = TL:3
ce_fraction=  0.06676569997739709
species:coords:index
Na1 : [1.52893182 6.084519   6.50014122] : 30
Fe1 : [1.77677368 4.31391398 3.12196714] : 40
Na1 : [2.6390568  7.8299467  4.00826558] : 0
!!!atention to nb coordination!!!
         [2.2933628311488046, 1.8744972232034431, 2.3060707968640486]
         [2.2933628311488063, 1.874497223203443, 2.3060707968640486]

ce_symbol  = T:6
ce_fraction=  0.037217530186701
species:coords:index
Na1 : [1.52893182 6.084519   6.50014122] : 30
Fe1 : [1.77677368 4.31391398 3.12196714] : 40
Na1 : [4.04368522 5.435104   4.85471878] : 32
Na1 : [-0.13099666  7.5721789   5.0477514 ] : 18
Na1 : [2.6390568  7.8299467  4.00826558] : 0
Na1 : [0.13768992 6.6020528  2.46503688] : 12
!!!atention to nb coordination!!!
         [2.2933628311488046, 1.8744972232034431, 2.6074053314673393, 2.5643282950171495, 2.3060707968640486, 2.384597844086208]
         [2.2933628311488063, 1.874497223203443, 2.6074053314673393, 2.5643282950171495, 2.3060707968640486, 2.384597844086208]

ce_symbol  = PP:6
ce_fraction=  0.015889378459453443
species:coords:index
Na1 : [1.52893182 6.084519   6.50014122] : 30
Fe1 : [1.77677368 4.31391398 3.12196714] : 40
Na1 : [4.04368522 5.435104   4.85471878] : 32
Na1 : [-0.13099666  7.5721789   5.0477514 ] : 18
Na1 : [2.6390568  7.8299467  4.00826558] : 0
Na1 : [0.13768992 6.6020528  2.46503688] : 12
!!!atention to nb coordination!!!
         [2.2933628311488046, 1.8744972232034431, 2.6074053314673393, 2.5643282950171495, 2.3060707968640486, 2.384597844086208]
