cif name= ./1562439.cif
./1562439.cif
Full Formula (U12 W4 O68)
O1 : [5.67903043 5.0596196  3.52487071] : 45
!!!atention to nb coordination!!!
         [3.2362258128083545, 2.7000725305371187, 2.811140146530509, 2.629503418213202, 2.8286816318759405, 3.2788347256098276, 2.8029937090328745]
         [3.2362258128083554, 2.7000725305371187, 2.811140146530509, 2.629503418213202, 2.8286816318759405, 3.2788347256098276, 2.8029937090328754]

ce_symbol  = PB:7
ce_fraction=  0.04157430048717666
species:coords:index
O1 : [6.88313727 9.040154   5.32101837] : 42
O1 : [3.67936837 7.837189   3.01200147] : 31
O1 : [ 7.01759615 10.3035232   2.36096702] : 19
O1 : [5.72220527e+00 6.96593520e+00 1.10532164e-03] : 38
O1 : [9.0388974  7.816713   3.21648597] : 21
O1 : [8.04000482 5.3923546  0.76267193] : 75
O1 : [5.67903043 5.0596196  3.52487071] : 45
!!!atention to nb coordination!!!
         [3.2362258128083545, 2.7000725305371187, 2.811140146530509, 2.629503418213202, 2.8286816318759405, 3.2788347256098276, 2.8029937090328745]
         [3.2362258128083554, 2.7000725305371187, 2.811140146530509, 2.629503418213202, 2.8286816318759405, 3.2788347256098276, 2.8029937090328754]


**isite= 48
O1 : [10.45930372 10.1479056   0.85994024]

ce_symbol  = SA:8
ce_fraction=  0.5959051875289189
species:coords:index
O1 : [11.78344648  7.5832866   0.35370292] : 67
O1 : [12.16853043 10.1786196   3.52487071] : 79
O1 : [1.22117053e+01 1.20849352e+01 1.10532164e-03] : 72
O1 : [ 8.7470637   7.8095464  -0.54381825] : 26
O1 : [9.0388974  7.816713   3.21648597] : 21
O1 : [ 8.06229071 11.435846   -0.20558982] : 43
O1 : [10.16886837 12.956189    3.01200147] : 65
O1 : [ 7.01759615 10.3035232   2.36096702] : 19
!!!atention to nb coordination!!!
         [2.93034142490616, 3.166110187414079, 2.7496531154239525, 3.2202837653114345, 3.606289072708256, 2.922296388734757, 3.5499543508072025, 3.5238693083936075]
         [2.930341424906161, 3.1661101874140782, 2.7496531154239525, 3.2202837653114345, 3.606289072708256, 2.9222963887347557, 3.5499543508072025, 3.758011346715481]

ce_symbol  = SBT:8
ce_fraction=  0.22981968336842631
species:coords:index
O1 : [11.78344648  7.5832866   0.35370292] : 67
O1 : [12.16853043 10.1786196   3.52487071] : 79
O1 : [1.22117053e+01 1.20849352e+01 1.10532164e-03] : 72
O1 : [ 8.7470637   7.8095464  -0.54381825] : 26
O1 : [9.0388974  7.816713   3.21648597] : 21
O1 : [ 8.06229071 11.435846   -0.20558982] : 43
O1 : [10.16886837 12.956189    3.01200147] : 65
O1 : [ 7.01759615 10.3035232   2.36096702] : 19
!!!atention to nb coordination!!!
         [2.93034142490616, 3.166110187414079, 2.7496531154239525, 3.2202837653114345, 3.606289072708256, 2.922296388734757, 3.5499543508072025, 3.5238693083936075]
         [2.930341424906161, 3.1661101874140782, 2.7496531154239525, 3.2202837653114345, 3.606289072708256, 2.9222963887347557, 3.5499543508072025, 3.758011346715481]

ce_symbol  = DDPN:8
ce_fraction=  0.12488791862528452
species:coords:index
O1 : [11.78344648  7.5832866   0.35370292] : 67
O1 : [12.16853043 10.1786196   3.52487071] : 79
O1 : [1.22117053e+01 1.20849352e+01 1.10532164e-03] : 72
O1 : [ 8.7470637   7.8095464  -0.54381825] : 26
O1 : [9.0388974  7.816713   3.21648597] : 21
O1 : [ 8.06229071 11.435846   -0.20558982] : 43
O1 : [10.16886837 12.956189    3.01200147] : 65
O1 : [ 7.01759615 10.3035232   2.36096702] : 19
!!!atention to nb coordination!!!
         [2.93034142490616, 3.166110187414079, 2.7496531154239525, 3.2202837653114345, 3.606289072708256, 2.922296388734757, 3.5499543508072025, 3.5238693083936075]
         [2.930341424906161, 3.1661101874140782, 2.7496531154239525, 3.2202837653114345, 3.606289072708256, 2.9222963887347557, 3.5499543508072025, 3.758011346715481]

ce_symbol  = BO_3:8
ce_fraction=  0.04895530850854631
species:coords:index
O1 : [11.78344648  7.5832866   0.35370292] : 67
O1 : [12.16853043 10.1786196   3.52487071] : 79
O1 : [1.22117053e+01 1.20849352e+01 1.10532164e-03] : 72
O1 : [ 8.7470637   7.8095464  -0.54381825] : 26
O1 : [9.0388974  7.816713   3.21648597] : 21
O1 : [ 8.06229071 11.435846   -0.20558982] : 43
O1 : [10.16886837 12.956189    3.01200147] : 65
O1 : [ 7.01759615 10.3035232   2.36096702] : 19
!!!atention to nb coordination!!!
         [2.93034142490616, 3.166110187414079, 2.7496531154239525, 3.2202837653114345, 3.606289072708256, 2.922296388734757, 3.5499543508072025, 3.5238693083936075]
         [2.930341424906161, 3.1661101874140782, 2.7496531154239525, 3.2202837653114345, 3.606289072708256, 2.9222963887347557, 3.5499543508072025, 3.758011346715481]

ce_symbol  = DD:8
ce_fraction=  0.0004319019688239989
species:coords:index
O1 : [11.78344648  7.5832866   0.35370292] : 67
O1 : [12.16853043 10.1786196   3.52487071] : 79
O1 : [1.22117053e+01 1.20849352e+01 1.10532164e-03] : 72
O1 : [ 8.7470637   7.8095464  -0.54381825] : 26
O1 : [9.0388974  7.816713   3.21648597] : 21
O1 : [ 8.06229071 11.435846   -0.20558982] : 43
O1 : [10.16886837 12.956189    3.01200147] : 65
O1 : [ 7.01759615 10.3035232   2.36096702] : 19
!!!atention to nb coordination!!!
         [2.93034142490616, 3.166110187414079, 2.7496531154239525, 3.2202837653114345, 3.606289072708256, 2.922296388734757, 3.5499543508072025, 3.5238693083936075]
         [2.930341424906161, 3.1661101874140782, 2.7496531154239525, 3.2202837653114345, 3.606289072708256, 2.9222963887347557, 3.5499543508072025, 3.758011346715481]


**isite= 49
O1 : [9.28015028 0.0900944  6.38654843]

ce_symbol  = SA:8
ce_fraction=  0.5959051875289192
species:coords:index
O1 : [11.03255183 -1.8469352   5.52771352] : 73
O1 : [10.98937699  0.0593804   9.0514789 ] : 78
O1 : [10.60429304  2.6547134   5.88031112] : 66
O1 : [7.56791026 2.4284536  4.98278995] : 27
O1 : [7.85974395 2.421287   8.74309417] : 20
O1 : [ 6.88313727 -1.197846    5.32101837] : 42
O1 : [ 8.98971493 -2.718189    8.53860966] : 64
O1 : [ 5.83844271 -0.0655232   7.88757522] : 18
!!!atention to nb coordination!!!
         [2.749653115423951, 3.166110187414078, 2.930341424906163, 3.220283765311436, 3.606289072708255, 3.5238693083936066, 2.922296388734756, 3.549954350807202]
         [2.749653115423952, 3.1661101874140782, 2.930341424906162, 3.2202837653114353, 3.6062890727082566, 2.922296388734756, 3.5499543508072025, 3.7580113467154814]

ce_symbol  = SBT:8
ce_fraction=  0.22981968336842637
species:coords:index
O1 : [11.03255183 -1.8469352   5.52771352] : 73
O1 : [10.98937699  0.0593804   9.0514789 ] : 78
O1 : [10.60429304  2.6547134   5.88031112] : 66
O1 : [7.56791026 2.4284536  4.98278995] : 27
O1 : [7.85974395 2.421287   8.74309417] : 20
O1 : [ 6.88313727 -1.197846    5.32101837] : 42
O1 : [ 8.98971493 -2.718189    8.53860966] : 64
O1 : [ 5.83844271 -0.0655232   7.88757522] : 18
!!!atention to nb coordination!!!
         [2.749653115423951, 3.166110187414078, 2.930341424906163, 3.220283765311436, 3.606289072708255, 3.5238693083936066, 2.922296388734756, 3.549954350807202]
         [2.749653115423952, 3.1661101874140782, 2.930341424906162, 3.2202837653114353, 3.6062890727082566, 2.922296388734756, 3.5499543508072025, 3.7580113467154814]

ce_symbol  = DDPN:8
ce_fraction=  0.12488791862528457
species:coords:index
O1 : [11.03255183 -1.8469352   5.52771352] : 73
O1 : [10.98937699  0.0593804   9.0514789 ] : 78
O1 : [10.60429304  2.6547134   5.88031112] : 66
O1 : [7.56791026 2.4284536  4.98278995] : 27
O1 : [7.85974395 2.421287   8.74309417] : 20
O1 : [ 6.88313727 -1.197846    5.32101837] : 42
O1 : [ 8.98971493 -2.718189    8.53860966] : 64
O1 : [ 5.83844271 -0.0655232   7.88757522] : 18
!!!atention to nb coordination!!!
         [2.749653115423951, 3.166110187414078, 2.930341424906163, 3.220283765311436, 3.606289072708255, 3.5238693083936066, 2.922296388734756, 3.549954350807202]
         [2.749653115423952, 3.1661101874140782, 2.930341424906162, 3.2202837653114353, 3.6062890727082566, 2.922296388734756, 3.5499543508072025, 3.7580113467154814]

ce_symbol  = BO_3:8
ce_fraction=  0.04895530850854587
species:coords:index
O1 : [11.03255183 -1.8469352   5.52771352] : 73
O1 : [10.98937699  0.0593804   9.0514789 ] : 78
O1 : [10.60429304  2.6547134   5.88031112] : 66
O1 : [7.56791026 2.4284536  4.98278995] : 27
O1 : [7.85974395 2.421287   8.74309417] : 20
O1 : [ 6.88313727 -1.197846    5.32101837] : 42
O1 : [ 8.98971493 -2.718189    8.53860966] : 64
O1 : [ 5.83844271 -0.0655232   7.88757522] : 18
!!!atention to nb coordination!!!
         [2.749653115423951, 3.166110187414078, 2.930341424906163, 3.220283765311436, 3.606289072708255, 3.5238693083936066, 2.922296388734756, 3.549954350807202]
         [2.749653115423952, 3.1661101874140782, 2.930341424906162, 3.2202837653114353, 3.6062890727082566, 2.922296388734756, 3.5499543508072025, 3.7580113467154814]

ce_symbol  = DD:8
ce_fraction=  0.00043190196882399975
species:coords:index
O1 : [11.03255183 -1.8469352   5.52771352] : 73
O1 : [10.98937699  0.0593804   9.0514789 ] : 78
O1 : [10.60429304  2.6547134   5.88031112] : 66
O1 : [7.56791026 2.4284536  4.98278995] : 27
O1 : [7.85974395 2.421287   8.74309417] : 20
O1 : [ 6.88313727 -1.197846    5.32101837] : 42
O1 : [ 8.98971493 -2.718189    8.53860966] : 64
O1 : [ 5.83844271 -0.0655232   7.88757522] : 18
!!!atention to nb coordination!!!
         [2.749653115423951, 3.166110187414078, 2.930341424906163, 3.220283765311436, 3.606289072708255, 3.5238693083936066, 2.922296388734756, 3.549954350807202]
         [2.749653115423952, 3.1661101874140782, 2.930341424906162, 3.2202837653114353, 3.6062890727082566, 2.922296388734756, 3.5499543508072025, 3.7580113467154814]


**isite= 50
O1 : [9.33600914 4.8640738  7.60903417]

ce_symbol  = S:1
ce_fraction=  0.6469489349259983
species:coords:index
W1 : [7.81370268 5.96609212 7.26715818] : 14
!!!atention to nb coordination!!!
         [1.9101676674070558]
         [1.910167667407056]

ce_symbol  = TL:3
ce_fraction=  0.2192822660590186
species:coords:index
U1 : [11.43122156  3.83781668  6.92340315] : 6
W1 : [7.81370268 5.96609212 7.26715818] : 14
U1 : [8.81031781 3.65404458 9.63309915] : 10
!!!atention to nb coordination!!!
         [2.431708993825205, 1.9101676674070558, 2.4160631514072843]
         [2.431708993825205, 1.910167667407056, 2.4160631514072857]

ce_symbol  = TS:3
ce_fraction=  0.10935447007144038
species:coords:index
U1 : [11.43122156  3.83781668  6.92340315] : 6
W1 : [7.81370268 5.96609212 7.26715818] : 14
U1 : [8.81031781 3.65404458 9.63309915] : 10
!!!atention to nb coordination!!!
         [2.431708993825205, 1.9101676674070558, 2.4160631514072843]
         [2.431708993825205, 1.910167667407056, 2.4160631514072857]

ce_symbol  = TY:3
ce_fraction=  0.024414328943542743
species:coords:index
U1 : [11.43122156  3.83781668  6.92340315] : 6
W1 : [7.81370268 5.96609212 7.26715818] : 14
U1 : [8.81031781 3.65404458 9.63309915] : 10
!!!atention to nb coordination!!!
         [2.431708993825205, 1.9101676674070558, 2.4160631514072843]
         [2.431708993825205, 1.910167667407056, 2.4160631514072857]


**isite= 51
O1 : [10.51516258  5.3739262   2.08242597]

ce_symbol  = S:1
ce_fraction=  0.6469489349259973
species:coords:index
W1 : [8.99285612 4.27190788 1.74054999] : 15

ce_symbol  = TL:3
ce_fraction=  0.2192822660590195
species:coords:index
W1 : [8.99285612 4.27190788 1.74054999] : 15
U1 : [9.98947126 6.58395542 4.10649095] : 11
U1 : [12.610375    6.40018332  1.39679496] : 7
!!!atention to nb coordination!!!
         [1.9101676674070565, 2.4160631514072852, 2.4317089938252066]
         [1.9101676674070565, 2.4160631514072852, 2.431708993825205]

ce_symbol  = TS:3
ce_fraction=  0.10935447007144045
species:coords:index
W1 : [8.99285612 4.27190788 1.74054999] : 15
U1 : [9.98947126 6.58395542 4.10649095] : 11
U1 : [12.610375    6.40018332  1.39679496] : 7
!!!atention to nb coordination!!!
         [1.9101676674070565, 2.4160631514072852, 2.4317089938252066]
         [1.9101676674070565, 2.4160631514072852, 2.431708993825205]

ce_symbol  = TY:3
ce_fraction=  0.024414328943542882
species:coords:index
W1 : [8.99285612 4.27190788 1.74054999] : 15
U1 : [9.98947126 6.58395542 4.10649095] : 11
U1 : [12.610375    6.40018332  1.39679496] : 7
!!!atention to nb coordination!!!
         [1.9101676674070565, 2.4160631514072852, 2.4317089938252066]
         [1.9101676674070565, 2.4160631514072852, 2.431708993825205]


**isite= 52
O1 : [-0.65105729  5.0534768   7.88757522]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
U1 : [-1.54777844  3.83781668  6.92340315] : 6
!!!atention to nb coordination!!!
         [1.7920842953923144]
         [1.7920842953923146]


**isite= 53
O1 : [0.52809615 5.1845232  2.36096702]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
U1 : [-0.368625    6.40018332  1.39679496] : 7
!!!atention to nb coordination!!!
         [1.7920842953923124]
         [1.7920842953923137]


**isite= 54
O1 : [1.37024395 7.540287   8.74309417]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
U1 : [2.32081781 8.77304458 9.63309915] : 4
!!!atention to nb coordination!!!
         [1.7931510770582102]
         [1.7931510770582106]


**isite= 55
O1 : [2.5493974  2.697713   3.21648597]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
U1 : [3.49997126 1.46495542 4.10649095] : 5
!!!atention to nb coordination!!!
         [1.7931510770582115]
         [1.793151077058211]


**isite= 56
O1 : [-0.05429403  2.078314    7.63335124]

ce_symbol  = S:1
ce_fraction=  0.6254225906446916
species:coords:index
W1 : [1.32420268 0.84709212 7.26715818] : 12
!!!atention to nb coordination!!!
         [1.8842127993905387]
         [1.8842127993905384]

ce_symbol  = TL:3
ce_fraction=  0.26712563024408414
species:coords:index
W1 : [1.32420268 0.84709212 7.26715818] : 12
U1 : [-1.54777844  3.83781668  6.92340315] : 6
U1 : [-1.01509889  1.38888708  9.75501613] : 8
!!!atention to nb coordination!!!
         [1.8842127993905387, 2.4146162529830493, 2.428974545325329]
         [1.8842127993905384, 2.414616252983049, 2.428974545325329]

ce_symbol  = TS:3
ce_fraction=  0.0771545136202303
species:coords:index
W1 : [1.32420268 0.84709212 7.26715818] : 12
U1 : [-1.54777844  3.83781668  6.92340315] : 6
U1 : [-1.01509889  1.38888708  9.75501613] : 8
!!!atention to nb coordination!!!
         [1.8842127993905387, 2.4146162529830493, 2.428974545325329]
         [1.8842127993905384, 2.414616252983049, 2.428974545325329]

ce_symbol  = TY:3
ce_fraction=  0.030297265490993926
species:coords:index
W1 : [1.32420268 0.84709212 7.26715818] : 12
U1 : [-1.54777844  3.83781668  6.92340315] : 6
U1 : [-1.01509889  1.38888708  9.75501613] : 8
!!!atention to nb coordination!!!
         [1.8842127993905387, 2.4146162529830493, 2.428974545325329]
         [1.8842127993905384, 2.414616252983049, 2.428974545325329]


**isite= 57
O1 : [1.12485941 8.159686   2.10674304]

ce_symbol  = S:1
ce_fraction=  0.625422590644691
species:coords:index
W1 : [2.50335612 9.39090788 1.74054999] : 13

ce_symbol  = TL:3
ce_fraction=  0.2671256302440845
species:coords:index
U1 : [-0.368625    6.40018332  1.39679496] : 7
U1 : [0.16405455 8.84911292 4.22840793] : 9
W1 : [2.50335612 9.39090788 1.74054999] : 13
!!!atention to nb coordination!!!
         [2.4146162529830457, 2.428974545325331, 1.8842127993905378]
         [2.414616252983048, 2.428974545325331, 1.8842127993905378]

ce_symbol  = TS:3
ce_fraction=  0.07715451362023068
species:coords:index
U1 : [-0.368625    6.40018332  1.39679496] : 7
U1 : [0.16405455 8.84911292 4.22840793] : 9
W1 : [2.50335612 9.39090788 1.74054999] : 13
!!!atention to nb coordination!!!
         [2.4146162529830457, 2.428974545325331, 1.8842127993905378]
         [2.414616252983048, 2.428974545325331, 1.8842127993905378]

ce_symbol  = TY:3
ce_fraction=  0.03029726549099372
species:coords:index
U1 : [-0.368625    6.40018332  1.39679496] : 7
U1 : [0.16405455 8.84911292 4.22840793] : 9
W1 : [2.50335612 9.39090788 1.74054999] : 13
!!!atention to nb coordination!!!
         [2.4146162529830457, 2.428974545325331, 1.8842127993905378]
         [2.414616252983048, 2.428974545325331, 1.8842127993905378]


**isite= 58
O1 : [ 9.7909289   4.8282408  10.67188043]

ce_symbol  = L:2
ce_fraction=  0.6512320913677342
species:coords:index
U1 : [8.81031781 3.65404458 9.63309915] : 10
U1 : [10.25206811  6.40018332 12.45001135] : 7
!!!atention to nb coordination!!!
         [1.8491623540186746, 2.417726665970978]
         [1.8491623540186737, 2.417726665970977]

ce_symbol  = S:1
ce_fraction=  0.32769406592566797
species:coords:index
U1 : [8.81031781 3.65404458 9.63309915] : 10
!!!atention to nb coordination!!!
         [1.8491623540186746]
         [1.8491623540186737]

ce_symbol  = A:2
ce_fraction=  0.02107384270659781
species:coords:index
U1 : [8.81031781 3.65404458 9.63309915] : 10
U1 : [10.25206811  6.40018332 12.45001135] : 7
!!!atention to nb coordination!!!
         [1.8491623540186746, 2.417726665970978]
         [1.8491623540186737, 2.417726665970977]


**isite= 59
O1 : [10.97008235  5.4097592   5.14527223]

ce_symbol  = L:2
ce_fraction=  0.6512320913677327
species:coords:index
U1 : [11.43122156  3.83781668  6.92340315] : 6
U1 : [9.98947126 6.58395542 4.10649095] : 11
!!!atention to nb coordination!!!
         [2.417726665970975, 1.8491623540186737]
         [2.417726665970976, 1.8491623540186737]

ce_symbol  = S:1
ce_fraction=  0.32769406592566924
species:coords:index
U1 : [9.98947126 6.58395542 4.10649095] : 11

ce_symbol  = A:2
ce_fraction=  0.021073842706598036
species:coords:index
U1 : [11.43122156  3.83781668  6.92340315] : 6
U1 : [9.98947126 6.58395542 4.10649095] : 11
!!!atention to nb coordination!!!
         [2.417726665970975, 1.8491623540186737]
         [2.417726665970976, 1.8491623540186737]


**isite= 60
O1 : [-0.10074319  2.6905464  10.50939815]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
U1 : [-1.01509889  1.38888708  9.75501613] : 8
!!!atention to nb coordination!!!
         [1.7605270719690094]
         [1.7605270719690096]


**isite= 61
O1 : [1.07841026 7.5474536  4.98278995]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
U1 : [0.16405455 8.84911292 4.22840793] : 9


**isite= 62
O1 : [10.65164228  2.8891636   8.7243037 ]

ce_symbol  = TL:3
ce_fraction=  0.9987600238497091
species:coords:index
U1 : [11.43122156  3.83781668  6.92340315] : 6
U1 : [11.96390111  1.38888708  9.75501613] : 8
U1 : [8.81031781 3.65404458 9.63309915] : 10
!!!atention to nb coordination!!!
         [2.179662657665891, 2.243929809907911, 2.191216069115877]
         [2.1796626576658906, 2.2439298099079115, 2.1912160691158773]

ce_symbol  = TY:3
ce_fraction=  0.0012399761502910323
species:coords:index
U1 : [11.43122156  3.83781668  6.92340315] : 6
U1 : [11.96390111  1.38888708  9.75501613] : 8
U1 : [8.81031781 3.65404458 9.63309915] : 10
!!!atention to nb coordination!!!
         [2.179662657665891, 2.243929809907911, 2.191216069115877]
         [2.1796626576658906, 2.2439298099079115, 2.1912160691158773]


**isite= 63
O1 : [11.83079572  7.3488364   3.1976955 ]

ce_symbol  = TL:3
ce_fraction=  0.998760023849709
species:coords:index
U1 : [12.610375    6.40018332  1.39679496] : 7
U1 : [13.14305455  8.84911292  4.22840793] : 9
U1 : [9.98947126 6.58395542 4.10649095] : 11
!!!atention to nb coordination!!!
         [2.179662657665891, 2.2439298099079106, 2.1912160691158777]
         [2.17966265766589, 2.2439298099079106, 2.1912160691158777]

ce_symbol  = TY:3
ce_fraction=  0.001239976150291058
species:coords:index
U1 : [12.610375    6.40018332  1.39679496] : 7
U1 : [13.14305455  8.84911292  4.22840793] : 9
U1 : [9.98947126 6.58395542 4.10649095] : 11
!!!atention to nb coordination!!!
         [2.179662657665891, 2.2439298099079106, 2.1912160691158777]
         [2.17966265766589, 2.2439298099079106, 2.1912160691158777]


**isite= 64
O1 : [8.98971493 7.519811   8.53860966]

ce_symbol  = TY:3
ce_fraction=  0.6117897610313554
species:coords:index
W1 : [7.81370268 5.96609212 7.26715818] : 14
O1 : [ 9.42513959  7.5832866  11.40691932] : 67
O1 : [11.62615001  7.7726896   8.01358189] : 80

ce_symbol  = S:1
ce_fraction=  0.30184207657446516
species:coords:index
W1 : [7.81370268 5.96609212 7.26715818] : 14

ce_symbol  = TL:3
ce_fraction=  0.08371088427367197
species:coords:index
W1 : [7.81370268 5.96609212 7.26715818] : 14
O1 : [ 9.42513959  7.5832866  11.40691932] : 67
O1 : [11.62615001  7.7726896   8.01358189] : 80

ce_symbol  = TS:3
ce_fraction=  0.002657278120507552
species:coords:index
W1 : [7.81370268 5.96609212 7.26715818] : 14
O1 : [ 9.42513959  7.5832866  11.40691932] : 67
O1 : [11.62615001  7.7726896   8.01358189] : 80


**isite= 65
O1 : [10.16886837  2.718189    3.01200147]

ce_symbol  = TY:3
ce_fraction=  0.6117897610313565
species:coords:index
O1 : [12.80530345  2.4653104   2.48697369] : 81
W1 : [8.99285612 4.27190788 1.74054999] : 15
O1 : [10.60429304  2.6547134   5.88031112] : 66
!!!atention to nb coordination!!!
         [2.700072530537116, 2.3267221661089836, 2.9018656172797366]
         [2.7000725305371156, 2.326722166108983, 2.9018656172797357]

ce_symbol  = S:1
ce_fraction=  0.30184207657446405
species:coords:index
W1 : [8.99285612 4.27190788 1.74054999] : 15
!!!atention to nb coordination!!!
         [2.3267221661089836]
         [2.326722166108983]

ce_symbol  = TL:3
ce_fraction=  0.08371088427367186
species:coords:index
O1 : [12.80530345  2.4653104   2.48697369] : 81
W1 : [8.99285612 4.27190788 1.74054999] : 15
O1 : [10.60429304  2.6547134   5.88031112] : 66
!!!atention to nb coordination!!!
         [2.700072530537116, 2.3267221661089836, 2.9018656172797366]
         [2.7000725305371156, 2.326722166108983, 2.9018656172797357]

ce_symbol  = TS:3
ce_fraction=  0.002657278120507549
species:coords:index
O1 : [12.80530345  2.4653104   2.48697369] : 81
W1 : [8.99285612 4.27190788 1.74054999] : 15
O1 : [10.60429304  2.6547134   5.88031112] : 66
!!!atention to nb coordination!!!
         [2.700072530537116, 2.3267221661089836, 2.9018656172797366]
         [2.7000725305371156, 2.326722166108983, 2.9018656172797357]


**isite= 66
O1 : [10.60429304  2.6547134   5.88031112]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
U1 : [11.43122156  3.83781668  6.92340315] : 6
!!!atention to nb coordination!!!
         [1.7808944753451466]
         [1.780894475345147]


**isite= 67
O1 : [11.78344648  7.5832866   0.35370292]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
U1 : [12.610375    6.40018332  1.39679496] : 7
!!!atention to nb coordination!!!
         [1.7808944753451488]
         [1.780894475345148]


**isite= 68
O1 : [8.59585465 6.905531   5.90131223]

ce_symbol  = A:2
ce_fraction=  0.5936658418124883
species:coords:index
W1 : [7.81370268 5.96609212 7.26715818] : 14
U1 : [9.98947126 6.58395542 4.10649095] : 11
!!!atention to nb coordination!!!
         [1.8329872543387693, 2.2949861670008644]
         [1.8329872543387695, 2.2949861670008644]

ce_symbol  = S:1
ce_fraction=  0.37384799165515487
species:coords:index
W1 : [7.81370268 5.96609212 7.26715818] : 14
!!!atention to nb coordination!!!
         [1.8329872543387693]
         [1.8329872543387695]

ce_symbol  = L:2
ce_fraction=  0.032486166532356746
species:coords:index
W1 : [7.81370268 5.96609212 7.26715818] : 14
U1 : [9.98947126 6.58395542 4.10649095] : 11
!!!atention to nb coordination!!!
         [1.8329872543387693, 2.2949861670008644]
         [1.8329872543387695, 2.2949861670008644]


**isite= 69
O1 : [9.7750081  3.332469   0.37470404]

ce_symbol  = A:2
ce_fraction=  0.59366584181249
species:coords:index
W1 : [8.99285612 4.27190788 1.74054999] : 15
U1 : [11.1686247   3.65404458 -1.42011724] : 10
!!!atention to nb coordination!!!
         [1.8329872543387689, 2.294986167000866]
         [1.832987254338769, 2.294986167000865]

ce_symbol  = S:1
ce_fraction=  0.3738479916551536
species:coords:index
W1 : [8.99285612 4.27190788 1.74054999] : 15
!!!atention to nb coordination!!!
         [1.8329872543387689]
         [1.832987254338769]

ce_symbol  = L:2
ce_fraction=  0.032486166532356406
species:coords:index
W1 : [8.99285612 4.27190788 1.74054999] : 15
U1 : [11.1686247   3.65404458 -1.42011724] : 10
!!!atention to nb coordination!!!
         [1.8329872543387689, 2.294986167000866]
         [1.832987254338769, 2.294986167000865]


**isite= 70
O1 : [7.34134132 5.2971412  9.10453434]

ce_symbol  = TS:3
ce_fraction=  0.7457863229887844
species:coords:index
U1 : [5.47440111 6.50788708 9.75501613] : 2
W1 : [7.81370268 5.96609212 7.26715818] : 14
U1 : [8.81031781 3.65404458 9.63309915] : 10
!!!atention to nb coordination!!!
         [2.318296332788033, 2.0116092434390933, 2.266503739459859]
         [2.3182963327880333, 2.0116092434390933, 2.2665037394598593]

ce_symbol  = TL:3
ce_fraction=  0.24149445251923635
species:coords:index
U1 : [5.47440111 6.50788708 9.75501613] : 2
W1 : [7.81370268 5.96609212 7.26715818] : 14
U1 : [8.81031781 3.65404458 9.63309915] : 10
!!!atention to nb coordination!!!
         [2.318296332788033, 2.0116092434390933, 2.266503739459859]
         [2.3182963327880333, 2.0116092434390933, 2.2665037394598593]

ce_symbol  = TY:3
ce_fraction=  0.012719224491979425
species:coords:index
U1 : [5.47440111 6.50788708 9.75501613] : 2
W1 : [7.81370268 5.96609212 7.26715818] : 14
U1 : [8.81031781 3.65404458 9.63309915] : 10
!!!atention to nb coordination!!!
         [2.318296332788033, 2.0116092434390933, 2.266503739459859]
         [2.3182963327880333, 2.0116092434390933, 2.2665037394598593]


**isite= 71
O1 : [8.52049476 4.9408588  3.57792615]

ce_symbol  = TS:3
ce_fraction=  0.7457863229887783
species:coords:index
U1 : [6.65355455 3.73011292 4.22840793] : 3
W1 : [8.99285612 4.27190788 1.74054999] : 15
U1 : [9.98947126 6.58395542 4.10649095] : 11
!!!atention to nb coordination!!!
         [2.318296332788034, 2.011609243439095, 2.2665037394598575]
         [2.318296332788034, 2.0116092434390946, 2.266503739459858]

ce_symbol  = TL:3
ce_fraction=  0.2414944525192421
species:coords:index
U1 : [6.65355455 3.73011292 4.22840793] : 3
W1 : [8.99285612 4.27190788 1.74054999] : 15
U1 : [9.98947126 6.58395542 4.10649095] : 11
!!!atention to nb coordination!!!
         [2.318296332788034, 2.011609243439095, 2.2665037394598575]
         [2.318296332788034, 2.0116092434390946, 2.266503739459858]

ce_symbol  = TY:3
ce_fraction=  0.012719224491979646
species:coords:index
U1 : [6.65355455 3.73011292 4.22840793] : 3
W1 : [8.99285612 4.27190788 1.74054999] : 15
U1 : [9.98947126 6.58395542 4.10649095] : 11
!!!atention to nb coordination!!!
         [2.318296332788034, 2.011609243439095, 2.2665037394598575]
         [2.318296332788034, 2.0116092434390946, 2.266503739459858]


**isite= 72
O1 : [1.22117053e+01 1.84693520e+00 1.10532164e-03]

ce_symbol  = SBSA:10
ce_fraction=  1.0
species:coords:index
U1 : [14.32220799  1.38888708 -1.29820027] : 8
O1 : [13.00994916  2.8891636  -2.32891269] : 62
U1 : [11.1686247   3.65404458 -1.42011724] : 10
