cif name= ./2100726.cif
./2100726.cif
Full Formula (Mo32 Pb14 O48)
Mo1 : [8.2352475 3.4277475 8.5215   ] : 7
Mo1 : [10.5986145  3.8315775  7.10125  ] : 30
!!!atention to nb coordination!!!
         [2.7866991778964945, 2.0119306032117503, 2.7872937729911516, 2.7870901156496988, 2.0150789318824467, 2.065568094595917, 2.0549333570579003, 2.7790718024493364, 2.7712251518896838]
         [2.7866991778964945, 2.0119306032117503, 2.787293772991151, 2.7870901156496983, 2.015078931882446, 2.065568094595917, 2.054933357057899, 2.7790718024493364, 2.7712251518896838]


**isite= 29
Mo1 : [3.8315775 8.6313855 7.10125  ]

ce_symbol  = TT_1:9
ce_fraction=  0.9601657079150027
species:coords:index
O1 : [2.8200795 7.6275795 8.5215   ] : 50
O1 : [5.205561  7.0891395 7.0864794] : 67
O1 : [2.844117 7.597773 5.681   ] : 92
O1 : [ 2.3104845 10.013061   7.10125  ] : 83
Mo1 : [6.1968675 8.236209  5.681    ] : 13
Mo1 : [ 3.4181325 10.993791   5.681    ] : 15
Mo1 : [6.1872525 8.2352475 8.5215   ] : 4
Mo1 : [ 3.4277475 10.9947525  8.5215   ] : 6
Mo1 : [ 5.7834225 10.5986145  7.10125  ] : 31
!!!atention to nb coordination!!!
         [2.0119306032117503, 2.0655680945959185, 2.0150789318824467, 2.0549333570578994, 2.7870901156496988, 2.7872937729911516, 2.7790718024493355, 2.7866991778964945, 2.7712251518896838]
         [2.0119306032117503, 2.0655680945959185, 2.0150789318824462, 2.0549333570578985, 2.7870901156496983, 2.787293772991151, 2.7790718024493355, 2.7866991778964945, 2.7712251518896838]

ce_symbol  = SMA:9
ce_fraction=  0.039834292084997364
species:coords:index
O1 : [2.8200795 7.6275795 8.5215   ] : 50
O1 : [5.205561  7.0891395 7.0864794] : 67
O1 : [2.844117 7.597773 5.681   ] : 92
O1 : [ 2.3104845 10.013061   7.10125  ] : 83
Mo1 : [6.1968675 8.236209  5.681    ] : 13
Mo1 : [ 3.4181325 10.993791   5.681    ] : 15
Mo1 : [6.1872525 8.2352475 8.5215   ] : 4
Mo1 : [ 3.4277475 10.9947525  8.5215   ] : 6
Mo1 : [ 5.7834225 10.5986145  7.10125  ] : 31
!!!atention to nb coordination!!!
         [2.0119306032117503, 2.0655680945959185, 2.0150789318824467, 2.0549333570578994, 2.7870901156496988, 2.7872937729911516, 2.7790718024493355, 2.7866991778964945, 2.7712251518896838]
         [2.0119306032117503, 2.0655680945959185, 2.0150789318824462, 2.0549333570578985, 2.7870901156496983, 2.787293772991151, 2.7790718024493355, 2.7866991778964945, 2.7712251518896838]


**isite= 30
Mo1 : [0.9836145 3.8315775 7.10125  ]

ce_symbol  = TT_1:9
ce_fraction=  0.9601657079150028
species:coords:index
O1 : [2.5258605 5.205561  7.0864794] : 68
O1 : [1.9874205 2.8200795 8.5215   ] : 51
O1 : [2.017227 2.844117 5.681   ] : 93
O1 : [-0.398061   2.3104845  7.10125  ] : 84
Mo1 : [-1.3797525  3.4277475  8.5215   ] : 7
Mo1 : [1.378791  6.1968675 5.681    ] : 14
Mo1 : [1.3797525 6.1872525 8.5215   ] : 5
Mo1 : [-0.9836145  5.7834225  7.10125  ] : 28
Mo1 : [-1.378791   3.4181325  5.681    ] : 12
!!!atention to nb coordination!!!
         [2.065568094595919, 2.01193060321175, 2.0150789318824462, 2.0549333570579003, 2.7866991778964953, 2.7870901156496988, 2.779071802449335, 2.771225151889684, 2.7872937729911524]
         [2.065568094595919, 2.0119306032117503, 2.015078931882446, 2.0549333570579, 2.7866991778964945, 2.7870901156496983, 2.7790718024493355, 2.771225151889684, 2.787293772991152]

ce_symbol  = SMA:9
ce_fraction=  0.03983429208499727
species:coords:index
O1 : [2.5258605 5.205561  7.0864794] : 68
O1 : [1.9874205 2.8200795 8.5215   ] : 51
O1 : [2.017227 2.844117 5.681   ] : 93
O1 : [-0.398061   2.3104845  7.10125  ] : 84
Mo1 : [-1.3797525  3.4277475  8.5215   ] : 7
Mo1 : [1.378791  6.1968675 5.681    ] : 14
Mo1 : [1.3797525 6.1872525 8.5215   ] : 5
Mo1 : [-0.9836145  5.7834225  7.10125  ] : 28
Mo1 : [-1.378791   3.4181325  5.681    ] : 12
!!!atention to nb coordination!!!
         [2.065568094595919, 2.01193060321175, 2.0150789318824462, 2.0549333570579003, 2.7866991778964953, 2.7870901156496988, 2.779071802449335, 2.771225151889684, 2.7872937729911524]
         [2.065568094595919, 2.0119306032117503, 2.015078931882446, 2.0549333570579, 2.7866991778964945, 2.7870901156496983, 2.7790718024493355, 2.771225151889684, 2.787293772991152]


**isite= 31
Mo1 : [5.7834225 0.9836145 7.10125  ]

ce_symbol  = TT_1:9
ce_fraction=  0.9601657079150022
species:coords:index
Mo1 : [ 6.1968675 -1.378791   5.681    ] : 13
Mo1 : [ 3.8315775 -0.9836145  7.10125  ] : 29
Mo1 : [3.4181325 1.378791  5.681    ] : 15
O1 : [6.7949205 1.9874205 8.5215   ] : 52
O1 : [ 7.3045155 -0.398061   7.10125  ] : 85
Mo1 : [ 6.1872525 -1.3797525  8.5215   ] : 4
Mo1 : [3.4277475 1.3797525 8.5215   ] : 6
O1 : [6.770883 2.017227 5.681   ] : 90
O1 : [4.409439  2.5258605 7.0864794] : 69
!!!atention to nb coordination!!!
         [2.7872937729911524, 2.771225151889684, 2.7870901156496988, 2.01193060321175, 2.0549333570579007, 2.7866991778964953, 2.7790718024493364, 2.0150789318824462, 2.0655680945959176]
         [2.787293772991152, 2.771225151889684, 2.7870901156496983, 2.0119306032117503, 2.0549333570579007, 2.7866991778964945, 2.779071802449336, 2.0150789318824454, 2.0655680945959176]

ce_symbol  = SMA:9
ce_fraction=  0.03983429208499764
species:coords:index
Mo1 : [ 6.1968675 -1.378791   5.681    ] : 13
Mo1 : [ 3.8315775 -0.9836145  7.10125  ] : 29
Mo1 : [3.4181325 1.378791  5.681    ] : 15
O1 : [6.7949205 1.9874205 8.5215   ] : 52
O1 : [ 7.3045155 -0.398061   7.10125  ] : 85
Mo1 : [ 6.1872525 -1.3797525  8.5215   ] : 4
Mo1 : [3.4277475 1.3797525 8.5215   ] : 6
O1 : [6.770883 2.017227 5.681   ] : 90
O1 : [4.409439  2.5258605 7.0864794] : 69
!!!atention to nb coordination!!!
         [2.7872937729911524, 2.771225151889684, 2.7870901156496988, 2.01193060321175, 2.0549333570579007, 2.7866991778964953, 2.7790718024493364, 2.0150789318824462, 2.0655680945959176]
         [2.787293772991152, 2.771225151889684, 2.7870901156496983, 2.0119306032117503, 2.0549333570579007, 2.7866991778964945, 2.779071802449336, 2.0150789318824454, 2.0655680945959176]


**isite= 32
Pb1 : [0.        0.        3.4188258]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Pb1 : [0.        0.        2.8109588] : 42
!!!atention to nb coordination!!!
         [0.6078669999999997]
         [0.6078669999999993]


**isite= 33
Pb1 : [4.8075    4.8075    2.2621742]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Pb1 : [4.8075    4.8075    2.8700412] : 43


**isite= 34
Pb1 : [0.        0.        7.9431742]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Pb1 : [0.        0.        8.5510412] : 44


**isite= 35
Pb1 : [4.8075    4.8075    9.0998258]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Pb1 : [4.8075    4.8075    8.4919588] : 45


**isite= 36
Pb1 : [0. 0. 0.]

ce_symbol  = BS_1:10
ce_fraction=  0.99999998654732
species:coords:index
O1 : [-2.2816395 -0.398061  -1.4054794] : 64
O1 : [-0.398061   2.2816395 -1.4054794] : 63
O1 : [-2.2816395 -0.398061   1.4054794] : 54
O1 : [-0.398061   2.2816395  1.4054794] : 57
Pb1 : [0.        0.        2.8109588] : 42
O1 : [2.2816395 0.398061  1.4054794] : 56
O1 : [ 0.398061  -2.2816395  1.4054794] : 55
Pb1 : [ 0.         0.        -2.8109588] : 44
O1 : [ 0.398061  -2.2816395 -1.4054794] : 65
O1 : [ 2.2816395  0.398061  -1.4054794] : 62
!!!atention to nb coordination!!!
         [2.709188755237555, 2.709188755237555, 2.709188755237554, 2.709188755237554, 2.810958799999999, 2.709188755237554, 2.709188755237554, 2.8109588, 2.709188755237555, 2.709188755237555]
         [2.709188755237554, 2.709188755237554, 2.709188755237554, 2.709188755237554, 2.8109587999999994, 2.709188755237554, 2.709188755237554, 2.8109587999999994, 2.709188755237554, 2.709188755237554]

ce_symbol  = PA:10
ce_fraction=  1.3452680014963294e-08
species:coords:index
O1 : [-2.2816395 -0.398061  -1.4054794] : 64
O1 : [-0.398061   2.2816395 -1.4054794] : 63
O1 : [-2.2816395 -0.398061   1.4054794] : 54
O1 : [-0.398061   2.2816395  1.4054794] : 57
Pb1 : [0.        0.        2.8109588] : 42
O1 : [2.2816395 0.398061  1.4054794] : 56
O1 : [ 0.398061  -2.2816395  1.4054794] : 55
Pb1 : [ 0.         0.        -2.8109588] : 44
O1 : [ 0.398061  -2.2816395 -1.4054794] : 65
O1 : [ 2.2816395  0.398061  -1.4054794] : 62
!!!atention to nb coordination!!!
         [2.709188755237555, 2.709188755237555, 2.709188755237554, 2.709188755237554, 2.810958799999999, 2.709188755237554, 2.709188755237554, 2.8109588, 2.709188755237555, 2.709188755237555]
         [2.709188755237554, 2.709188755237554, 2.709188755237554, 2.709188755237554, 2.8109587999999994, 2.709188755237554, 2.709188755237554, 2.8109587999999994, 2.709188755237554, 2.709188755237554]


**isite= 37
Pb1 : [4.8075 4.8075 5.681 ]

ce_symbol  = BS_1:10
ce_fraction=  0.99999998654732
species:coords:index
O1 : [2.5258605 5.205561  7.0864794] : 68
Pb1 : [4.8075    4.8075    8.4919588] : 45
O1 : [2.5258605 5.205561  4.2755206] : 58
O1 : [4.409439  2.5258605 4.2755206] : 59
Pb1 : [4.8075    4.8075    2.8700412] : 43
O1 : [7.0891395 4.409439  4.2755206] : 60
O1 : [4.409439  2.5258605 7.0864794] : 69
O1 : [7.0891395 4.409439  7.0864794] : 66
O1 : [5.205561  7.0891395 7.0864794] : 67
O1 : [5.205561  7.0891395 4.2755206] : 61
!!!atention to nb coordination!!!
         [2.709188755237552, 2.810958799999999, 2.709188755237553, 2.709188755237553, 2.8109587999999994, 2.709188755237554, 2.709188755237552, 2.709188755237553, 2.7091887552375535, 2.7091887552375544]
         [2.7091887552375526, 2.810958799999999, 2.709188755237553, 2.709188755237553, 2.8109587999999994, 2.709188755237554, 2.7091887552375526, 2.7091887552375535, 2.709188755237554, 2.709188755237554]

ce_symbol  = PA:10
ce_fraction=  1.3452680014959084e-08
species:coords:index
O1 : [2.5258605 5.205561  7.0864794] : 68
Pb1 : [4.8075    4.8075    8.4919588] : 45
O1 : [2.5258605 5.205561  4.2755206] : 58
O1 : [4.409439  2.5258605 4.2755206] : 59
Pb1 : [4.8075    4.8075    2.8700412] : 43
O1 : [7.0891395 4.409439  4.2755206] : 60
O1 : [4.409439  2.5258605 7.0864794] : 69
O1 : [7.0891395 4.409439  7.0864794] : 66
O1 : [5.205561  7.0891395 7.0864794] : 67
O1 : [5.205561  7.0891395 4.2755206] : 61
!!!atention to nb coordination!!!
         [2.709188755237552, 2.810958799999999, 2.709188755237553, 2.709188755237553, 2.8109587999999994, 2.709188755237554, 2.709188755237552, 2.709188755237553, 2.7091887552375535, 2.7091887552375544]
         [2.7091887552375526, 2.810958799999999, 2.709188755237553, 2.709188755237553, 2.8109587999999994, 2.709188755237554, 2.7091887552375526, 2.7091887552375535, 2.709188755237554, 2.709188755237554]


**isite= 38
Pb1 : [0.        0.        5.0640434]

ce_symbol  = L:2
ce_fraction=  0.9993795602669305
species:coords:index
Pb1 : [0.        0.        3.4188258] : 32
Pb1 : [0.        0.        6.2979566] : 40
!!!atention to nb coordination!!!
         [1.6452176, 1.2339132000000035]
         [1.6452175999999996, 1.2339132000000035]

ce_symbol  = S:1
ce_fraction=  0.0006204397330694143
species:coords:index
Pb1 : [0.        0.        6.2979566] : 40


**isite= 39
Pb1 : [4.8075    4.8075    0.6169566]

ce_symbol  = L:2
ce_fraction=  0.9993795602669305
species:coords:index
Pb1 : [ 4.8075     4.8075    -0.6169566] : 41
Pb1 : [4.8075    4.8075    2.2621742] : 33
!!!atention to nb coordination!!!
         [1.2339132000000048, 1.6452175999999996]
         [1.2339132000000028, 1.6452176]

ce_symbol  = S:1
ce_fraction=  0.0006204397330694646
species:coords:index
Pb1 : [ 4.8075     4.8075    -0.6169566] : 41
!!!atention to nb coordination!!!
         [1.2339132000000048]
         [1.2339132000000028]


**isite= 40
Pb1 : [0.        0.        6.2979566]

ce_symbol  = L:2
ce_fraction=  0.9993795602669305
species:coords:index
Pb1 : [0.        0.        5.0640434] : 38
Pb1 : [0.        0.        7.9431742] : 34
!!!atention to nb coordination!!!
         [1.2339132000000035, 1.6452175999999978]
         [1.2339132000000035, 1.6452175999999987]

ce_symbol  = S:1
ce_fraction=  0.0006204397330693962
species:coords:index
Pb1 : [0.        0.        5.0640434] : 38


**isite= 41
Pb1 : [ 4.8075     4.8075    10.7450434]

ce_symbol  = L:2
ce_fraction=  0.9993795602669305
species:coords:index
Pb1 : [ 4.8075     4.8075    11.9789566] : 39
Pb1 : [4.8075    4.8075    9.0998258] : 35
!!!atention to nb coordination!!!
         [1.2339132000000035, 1.6452176000000005]
         [1.2339132000000017, 1.6452175999999987]

ce_symbol  = S:1
ce_fraction=  0.0006204397330694696
species:coords:index
Pb1 : [ 4.8075     4.8075    11.9789566] : 39
!!!atention to nb coordination!!!
         [1.2339132000000035]
         [1.2339132000000017]


**isite= 42
Pb1 : [0.        0.        2.8109588]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Pb1 : [0.        0.        3.4188258] : 32
!!!atention to nb coordination!!!
         [0.6078669999999988]
         [0.6078669999999993]


**isite= 43
Pb1 : [4.8075    4.8075    2.8700412]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Pb1 : [4.8075    4.8075    2.2621742] : 33
!!!atention to nb coordination!!!
         [0.6078669999999997]
         [0.6078669999999993]


**isite= 44
Pb1 : [0.        0.        8.5510412]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Pb1 : [0.        0.        7.9431742] : 34
!!!atention to nb coordination!!!
         [0.6078670000000006]
         [0.6078669999999997]


**isite= 45
Pb1 : [4.8075    4.8075    8.4919588]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
Pb1 : [4.8075    4.8075    9.0998258] : 35
!!!atention to nb coordination!!!
         [0.6078669999999988]
         [0.6078670000000006]


**isite= 46
O1 : [6.7949205 1.9874205 2.8405   ]

ce_symbol  = TL:3
ce_fraction=  0.9547904025419217
species:coords:index
Mo1 : [8.2352475 3.4277475 2.8405   ] : 1
Mo1 : [5.7834225 0.9836145 4.26075  ] : 21
Mo1 : [5.7911145 0.9759225 1.42025  ] : 16
!!!atention to nb coordination!!!
         [2.0369299776521523, 2.0119306032117503, 2.011930603211751]
         [2.036929977652153, 2.0119306032117503, 2.011930603211751]

ce_symbol  = TY:3
ce_fraction=  0.040286928921703595
species:coords:index
Mo1 : [8.2352475 3.4277475 2.8405   ] : 1
Mo1 : [5.7834225 0.9836145 4.26075  ] : 21
Mo1 : [5.7911145 0.9759225 1.42025  ] : 16
!!!atention to nb coordination!!!
         [2.0369299776521523, 2.0119306032117503, 2.011930603211751]
         [2.036929977652153, 2.0119306032117503, 2.011930603211751]

ce_symbol  = TS:3
ce_fraction=  0.004922668536374581
species:coords:index
Mo1 : [8.2352475 3.4277475 2.8405   ] : 1
Mo1 : [5.7834225 0.9836145 4.26075  ] : 21
Mo1 : [5.7911145 0.9759225 1.42025  ] : 16
!!!atention to nb coordination!!!
         [2.0369299776521523, 2.0119306032117503, 2.011930603211751]
         [2.036929977652153, 2.0119306032117503, 2.011930603211751]


**isite= 47
O1 : [7.6275795 6.7949205 2.8405   ]

ce_symbol  = TL:3
ce_fraction=  0.9547904025419217
species:coords:index
Mo1 : [8.6313855 5.7834225 4.26075  ] : 22
Mo1 : [8.6390775 5.7911145 1.42025  ] : 17
Mo1 : [6.1872525 8.2352475 2.8405   ] : 2

ce_symbol  = TY:3
ce_fraction=  0.040286928921703595
species:coords:index
Mo1 : [8.6313855 5.7834225 4.26075  ] : 22
Mo1 : [8.6390775 5.7911145 1.42025  ] : 17
Mo1 : [6.1872525 8.2352475 2.8405   ] : 2

ce_symbol  = TS:3
ce_fraction=  0.0049226685363745176
species:coords:index
Mo1 : [8.6313855 5.7834225 4.26075  ] : 22
Mo1 : [8.6390775 5.7911145 1.42025  ] : 17
Mo1 : [6.1872525 8.2352475 2.8405   ] : 2


**isite= 48
O1 : [2.8200795 7.6275795 2.8405   ]

ce_symbol  = TL:3
ce_fraction=  0.9547904025419219
species:coords:index
Mo1 : [3.8315775 8.6313855 4.26075  ] : 23
Mo1 : [1.3797525 6.1872525 2.8405   ] : 3
Mo1 : [3.8238855 8.6390775 1.42025  ] : 18
!!!atention to nb coordination!!!
         [2.0119306032117503, 2.0369299776521537, 2.0119306032117508]
         [2.0119306032117508, 2.0369299776521537, 2.0119306032117508]

ce_symbol  = TY:3
ce_fraction=  0.04028692892170366
species:coords:index
Mo1 : [3.8315775 8.6313855 4.26075  ] : 23
Mo1 : [1.3797525 6.1872525 2.8405   ] : 3
Mo1 : [3.8238855 8.6390775 1.42025  ] : 18
!!!atention to nb coordination!!!
         [2.0119306032117503, 2.0369299776521537, 2.0119306032117508]
         [2.0119306032117508, 2.0369299776521537, 2.0119306032117508]

ce_symbol  = TS:3
ce_fraction=  0.004922668536374504
species:coords:index
Mo1 : [3.8315775 8.6313855 4.26075  ] : 23
Mo1 : [1.3797525 6.1872525 2.8405   ] : 3
Mo1 : [3.8238855 8.6390775 1.42025  ] : 18
!!!atention to nb coordination!!!
         [2.0119306032117503, 2.0369299776521537, 2.0119306032117508]
         [2.0119306032117508, 2.0369299776521537, 2.0119306032117508]


**isite= 49
O1 : [1.9874205 2.8200795 2.8405   ]

ce_symbol  = TL:3
ce_fraction=  0.9547904025419219
species:coords:index
Mo1 : [0.9836145 3.8315775 4.26075  ] : 20
Mo1 : [3.4277475 1.3797525 2.8405   ] : 0
Mo1 : [0.9759225 3.8238855 1.42025  ] : 19
!!!atention to nb coordination!!!
         [2.0119306032117503, 2.0369299776521523, 2.011930603211751]
         [2.0119306032117503, 2.036929977652153, 2.011930603211751]

ce_symbol  = TY:3
ce_fraction=  0.04028692892170337
species:coords:index
Mo1 : [0.9836145 3.8315775 4.26075  ] : 20
Mo1 : [3.4277475 1.3797525 2.8405   ] : 0
Mo1 : [0.9759225 3.8238855 1.42025  ] : 19
!!!atention to nb coordination!!!
         [2.0119306032117503, 2.0369299776521523, 2.011930603211751]
         [2.0119306032117503, 2.036929977652153, 2.011930603211751]

ce_symbol  = TS:3
ce_fraction=  0.0049226685363746026
species:coords:index
Mo1 : [0.9836145 3.8315775 4.26075  ] : 20
Mo1 : [3.4277475 1.3797525 2.8405   ] : 0
Mo1 : [0.9759225 3.8238855 1.42025  ] : 19
!!!atention to nb coordination!!!
         [2.0119306032117503, 2.0369299776521523, 2.011930603211751]
         [2.0119306032117503, 2.036929977652153, 2.011930603211751]


**isite= 50
O1 : [2.8200795 7.6275795 8.5215   ]

ce_symbol  = TL:3
ce_fraction=  0.9547904025419214
species:coords:index
Mo1 : [1.3797525 6.1872525 8.5215   ] : 5
Mo1 : [3.8238855 8.6390775 9.94175  ] : 24
Mo1 : [3.8315775 8.6313855 7.10125  ] : 29

ce_symbol  = TY:3
ce_fraction=  0.040286928921704136
species:coords:index
Mo1 : [1.3797525 6.1872525 8.5215   ] : 5
Mo1 : [3.8238855 8.6390775 9.94175  ] : 24
Mo1 : [3.8315775 8.6313855 7.10125  ] : 29

ce_symbol  = TS:3
ce_fraction=  0.004922668536374433
species:coords:index
Mo1 : [1.3797525 6.1872525 8.5215   ] : 5
Mo1 : [3.8238855 8.6390775 9.94175  ] : 24
Mo1 : [3.8315775 8.6313855 7.10125  ] : 29


**isite= 51
O1 : [1.9874205 2.8200795 8.5215   ]

ce_symbol  = TL:3
ce_fraction=  0.9547904025419216
species:coords:index
Mo1 : [0.9836145 3.8315775 7.10125  ] : 30
Mo1 : [3.4277475 1.3797525 8.5215   ] : 6
Mo1 : [0.9759225 3.8238855 9.94175  ] : 25
!!!atention to nb coordination!!!
         [2.01193060321175, 2.0369299776521523, 2.011930603211752]
         [2.0119306032117503, 2.036929977652153, 2.011930603211752]

ce_symbol  = TY:3
ce_fraction=  0.04028692892170376
species:coords:index
Mo1 : [0.9836145 3.8315775 7.10125  ] : 30
Mo1 : [3.4277475 1.3797525 8.5215   ] : 6
Mo1 : [0.9759225 3.8238855 9.94175  ] : 25
!!!atention to nb coordination!!!
         [2.01193060321175, 2.0369299776521523, 2.011930603211752]
         [2.0119306032117503, 2.036929977652153, 2.011930603211752]

ce_symbol  = TS:3
ce_fraction=  0.004922668536374645
species:coords:index
Mo1 : [0.9836145 3.8315775 7.10125  ] : 30
Mo1 : [3.4277475 1.3797525 8.5215   ] : 6
Mo1 : [0.9759225 3.8238855 9.94175  ] : 25
!!!atention to nb coordination!!!
         [2.01193060321175, 2.0369299776521523, 2.011930603211752]
         [2.0119306032117503, 2.036929977652153, 2.011930603211752]


**isite= 52
O1 : [6.7949205 1.9874205 8.5215   ]

ce_symbol  = TL:3
ce_fraction=  0.9547904025419217
species:coords:index
Mo1 : [8.2352475 3.4277475 8.5215   ] : 7
Mo1 : [5.7834225 0.9836145 7.10125  ] : 31
Mo1 : [5.7911145 0.9759225 9.94175  ] : 26
!!!atention to nb coordination!!!
         [2.0369299776521523, 2.01193060321175, 2.0119306032117517]
         [2.036929977652153, 2.0119306032117503, 2.0119306032117517]

ce_symbol  = TY:3
ce_fraction=  0.0402869289217037
species:coords:index
Mo1 : [8.2352475 3.4277475 8.5215   ] : 7
Mo1 : [5.7834225 0.9836145 7.10125  ] : 31
Mo1 : [5.7911145 0.9759225 9.94175  ] : 26
!!!atention to nb coordination!!!
         [2.0369299776521523, 2.01193060321175, 2.0119306032117517]
         [2.036929977652153, 2.0119306032117503, 2.0119306032117517]

ce_symbol  = TS:3
ce_fraction=  0.004922668536374542
species:coords:index
Mo1 : [8.2352475 3.4277475 8.5215   ] : 7
Mo1 : [5.7834225 0.9836145 7.10125  ] : 31
Mo1 : [5.7911145 0.9759225 9.94175  ] : 26
!!!atention to nb coordination!!!
         [2.0369299776521523, 2.01193060321175, 2.0119306032117517]
         [2.036929977652153, 2.0119306032117503, 2.0119306032117517]


**isite= 53
O1 : [7.6275795 6.7949205 8.5215   ]

ce_symbol  = TL:3
ce_fraction=  0.9547904025419223
species:coords:index
Mo1 : [8.6313855 5.7834225 7.10125  ] : 28
Mo1 : [8.6390775 5.7911145 9.94175  ] : 27
Mo1 : [6.1872525 8.2352475 8.5215   ] : 4

ce_symbol  = TY:3
ce_fraction=  0.04028692892170304
species:coords:index
Mo1 : [8.6313855 5.7834225 7.10125  ] : 28
Mo1 : [8.6390775 5.7911145 9.94175  ] : 27
Mo1 : [6.1872525 8.2352475 8.5215   ] : 4

ce_symbol  = TS:3
ce_fraction=  0.004922668536374499
species:coords:index
Mo1 : [8.6313855 5.7834225 7.10125  ] : 28
Mo1 : [8.6390775 5.7911145 9.94175  ] : 27
Mo1 : [6.1872525 8.2352475 8.5215   ] : 4


**isite= 54
O1 : [7.3333605 9.216939  1.4054794]

ce_symbol  = S:5
ce_fraction=  0.703868954956323
species:coords:index
Pb1 : [9.615 9.615 0.   ] : 36
Pb1 : [9.615     9.615     2.8109588] : 42
Mo1 : [6.186291  8.2256325 0.       ] : 10
Mo1 : [ 5.7911145 10.5909225  1.42025  ] : 16
Mo1 : [6.1872525 8.2352475 2.8405   ] : 2
!!!atention to nb coordination!!!
         [2.709188755237554, 2.709188755237554, 2.067324202585763, 2.065568094595918, 2.0824422852171947]
         [2.709188755237554, 2.709188755237554, 2.067324202585763, 2.0655680945959176, 2.0824422852171947]

ce_symbol  = TY:3
ce_fraction=  0.2961310450436771
species:coords:index
Mo1 : [6.186291  8.2256325 0.       ] : 10
Mo1 : [ 5.7911145 10.5909225  1.42025  ] : 16
Mo1 : [6.1872525 8.2352475 2.8405   ] : 2
!!!atention to nb coordination!!!
         [2.067324202585763, 2.065568094595918, 2.0824422852171947]
         [2.067324202585763, 2.0655680945959176, 2.0824422852171947]


**isite= 55
O1 : [0.398061  7.3333605 1.4054794]

ce_symbol  = S:5
ce_fraction=  0.7038689549563325
species:coords:index
Mo1 : [1.3797525 6.1872525 2.8405   ] : 3
Pb1 : [0.        9.615     2.8109588] : 42
Mo1 : [-0.9759225  5.7911145  1.42025  ] : 17
Mo1 : [1.3893675 6.186291  0.       ] : 11
Pb1 : [0.    9.615 0.   ] : 36
!!!atention to nb coordination!!!
         [2.0824422852171947, 2.709188755237554, 2.065568094595919, 2.067324202585763, 2.709188755237554]
         [2.0824422852171947, 2.709188755237554, 2.065568094595918, 2.067324202585763, 2.709188755237554]

ce_symbol  = TY:3
ce_fraction=  0.29613104504366755
species:coords:index
Mo1 : [1.3797525 6.1872525 2.8405   ] : 3
Mo1 : [-0.9759225  5.7911145  1.42025  ] : 17
Mo1 : [1.3893675 6.186291  0.       ] : 11
!!!atention to nb coordination!!!
         [2.0824422852171947, 2.065568094595919, 2.067324202585763]
         [2.0824422852171947, 2.065568094595918, 2.067324202585763]


**isite= 56
O1 : [2.2816395 0.398061  1.4054794]

ce_symbol  = S:5
ce_fraction=  0.7038689549563236
species:coords:index
Mo1 : [ 3.8238855 -0.9759225  1.42025  ] : 18
Pb1 : [0. 0. 0.] : 36
Mo1 : [3.4277475 1.3797525 2.8405   ] : 0
Mo1 : [3.428709  1.3893675 0.       ] : 8
Pb1 : [0.        0.        2.8109588] : 42
!!!atention to nb coordination!!!
         [2.065568094595919, 2.709188755237554, 2.0824422852171938, 2.0673242025857625, 2.709188755237554]
         [2.0655680945959185, 2.709188755237554, 2.082442285217194, 2.0673242025857625, 2.709188755237554]

ce_symbol  = TY:3
ce_fraction=  0.2961310450436763
species:coords:index
Mo1 : [ 3.8238855 -0.9759225  1.42025  ] : 18
Mo1 : [3.4277475 1.3797525 2.8405   ] : 0
Mo1 : [3.428709  1.3893675 0.       ] : 8
!!!atention to nb coordination!!!
         [2.065568094595919, 2.0824422852171938, 2.0673242025857625]
         [2.0655680945959185, 2.082442285217194, 2.0673242025857625]


**isite= 57
O1 : [9.216939  2.2816395 1.4054794]

ce_symbol  = S:5
ce_fraction=  0.7038689549563216
species:coords:index
Mo1 : [10.5909225  3.8238855  1.42025  ] : 19
Mo1 : [8.2352475 3.4277475 2.8405   ] : 1
Mo1 : [8.2256325 3.428709  0.       ] : 9
Pb1 : [9.615     0.        2.8109588] : 42
Pb1 : [9.615 0.    0.   ] : 36
!!!atention to nb coordination!!!
         [2.065568094595918, 2.0824422852171938, 2.0673242025857625, 2.709188755237554, 2.709188755237554]
         [2.065568094595918, 2.082442285217194, 2.0673242025857625, 2.709188755237554, 2.709188755237554]

ce_symbol  = TY:3
ce_fraction=  0.2961310450436784
species:coords:index
Mo1 : [10.5909225  3.8238855  1.42025  ] : 19
Mo1 : [8.2352475 3.4277475 2.8405   ] : 1
Mo1 : [8.2256325 3.428709  0.       ] : 9
!!!atention to nb coordination!!!
         [2.065568094595918, 2.0824422852171938, 2.0673242025857625]
         [2.065568094595918, 2.082442285217194, 2.0673242025857625]


**isite= 58
