cif name= ./1510797.cif
./1510797.cif
Full Formula (Sr12 B24 O48)
species:coords:index
O1 : [3.54581427 7.60659611 2.39704046] : 78
O1 : [1.60570389 7.00319046 1.06033573] : 74
O1 : [ 3.74848487  7.20125491 -0.02026706] : 50
O1 : [2.59510491 9.19203294 0.85766513] : 44
!!!atention to nb coordination!!!
         [1.5147413743439209, 1.4458234542550108, 1.4903480022826403, 1.5017603141966795]
         [1.5147413743439209, 1.4458234542550108, 1.4903480022826399, 1.5017603141966795]


**isite= 34
B1 : [1.74849454 1.48594399 5.65911589]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [2.01104509 0.02026706 5.46381513] : 47
O1 : [1.06033573 1.60570389 7.00319046] : 79
O1 : [0.85766513 2.01104509 4.58588294] : 51
O1 : [3.00044611 2.20910954 5.66648573] : 75


**isite= 35
B1 : [6.35464454 3.12020601 3.55318411]

ce_symbol  = T:4
ce_fraction=  1.0
species:coords:index
O1 : [5.66648573 3.00044611 2.20910954] : 77
O1 : [7.60659611 2.39704046 3.54581427] : 73
O1 : [6.61719509 4.58588294 3.74848487] : 46
O1 : [5.46381513 2.59510491 4.62641706] : 49
!!!atention to nb coordination!!!
         [1.5147413743439209, 1.4458234542550115, 1.5017603141966804, 1.4903480022826396]
         [1.5147413743439209, 1.4458234542550117, 1.5017603141966807, 1.4903480022826396]


**isite= 36
O1 : [0.85766513 2.59510491 9.19203294]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [1.05296589 2.85765546 7.72635601] : 27
B1 : [ 1.74849454  3.12020601 10.26526589] : 20
!!!atention to nb coordination!!!
         [1.5017603141966795, 1.4903480022826399]
         [1.5017603141966795, 1.4903480022826412]


**isite= 37
O1 : [3.74848487 6.61719509 4.58588294]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [2.85765546 6.09209399 5.65911589] : 23
B1 : [3.55318411 6.35464454 3.12020601] : 26
!!!atention to nb coordination!!!
         [1.4903480022826399, 1.5017603141966804]
         [1.4903480022826399, 1.5017603141966807]


**isite= 38
O1 : [5.46381513 2.01104509 0.02026706]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [5.65911589 1.74849454 1.48594399] : 25
B1 : [ 6.35464454  1.48594399 -1.05296589] : 21
!!!atention to nb coordination!!!
         [1.5017603141966802, 1.4903480022826407]
         [1.5017603141966802, 1.4903480022826403]


**isite= 39
O1 : [8.35463487 7.20125491 4.62641706]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [7.46380546 7.72635601 3.55318411] : 22
B1 : [8.15933411 7.46380546 6.09209399] : 24


**isite= 40
O1 : [9.19203294 0.85766513 2.59510491]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [10.26526589  1.74849454  3.12020601] : 12
B1 : [7.72635601 1.05296589 2.85765546] : 29
!!!atention to nb coordination!!!
         [1.4903480022826399, 1.5017603141966795]
         [1.4903480022826412, 1.5017603141966795]


**isite= 41
O1 : [4.62641706 8.35463487 7.20125491]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [3.55318411 7.46380546 7.72635601] : 13
B1 : [6.09209399 8.15933411 7.46380546] : 28


**isite= 42
O1 : [4.58588294 3.74848487 6.61719509]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [3.12020601 3.55318411 6.35464454] : 31
B1 : [5.65911589 2.85765546 6.09209399] : 14


**isite= 43
O1 : [0.02026706 5.46381513 2.01104509]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [1.48594399 5.65911589 1.74849454] : 30
B1 : [-1.05296589  6.35464454  1.48594399] : 15
!!!atention to nb coordination!!!
         [1.5017603141966802, 1.4903480022826407]
         [1.5017603141966802, 1.4903480022826403]


**isite= 44
O1 : [2.59510491 9.19203294 0.85766513]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [2.85765546 7.72635601 1.05296589] : 33
B1 : [ 3.12020601 10.26526589  1.74849454] : 16
!!!atention to nb coordination!!!
         [1.5017603141966795, 1.4903480022826399]
         [1.5017603141966795, 1.4903480022826412]


**isite= 45
O1 : [7.20125491 4.62641706 8.35463487]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [7.72635601 3.55318411 7.46380546] : 18
B1 : [7.46380546 6.09209399 8.15933411] : 32
!!!atention to nb coordination!!!
         [1.4903480022826396, 1.5017603141966807]
         [1.4903480022826396, 1.5017603141966809]


**isite= 46
O1 : [6.61719509 4.58588294 3.74848487]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [6.35464454 3.12020601 3.55318411] : 35
B1 : [6.09209399 5.65911589 2.85765546] : 19
!!!atention to nb coordination!!!
         [1.5017603141966804, 1.49034800228264]
         [1.5017603141966807, 1.4903480022826399]


**isite= 47
O1 : [2.01104509 0.02026706 5.46381513]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [ 1.48594399 -1.05296589  6.35464454] : 17
B1 : [1.74849454 1.48594399 5.65911589] : 34
!!!atention to nb coordination!!!
         [1.4903480022826407, 1.5017603141966802]
         [1.4903480022826403, 1.5017603141966802]


**isite= 48
O1 : [8.35463487 6.61719509 0.02026706]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [ 7.46380546  6.09209399 -1.05296589] : 32
B1 : [8.15933411 6.35464454 1.48594399] : 15
!!!atention to nb coordination!!!
         [1.4903480022826407, 1.5017603141966802]
         [1.4903480022826403, 1.5017603141966802]


**isite= 49
O1 : [5.46381513 2.59510491 4.62641706]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [5.65911589 2.85765546 6.09209399] : 14
B1 : [6.35464454 3.12020601 3.55318411] : 35
!!!atention to nb coordination!!!
         [1.5017603141966804, 1.4903480022826396]
         [1.5017603141966807, 1.4903480022826396]


**isite= 50
O1 : [3.74848487 7.20125491 9.19203294]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [3.55318411 7.46380546 7.72635601] : 13
B1 : [ 2.85765546  7.72635601 10.26526589] : 33
!!!atention to nb coordination!!!
         [1.5017603141966798, 1.4903480022826399]
         [1.5017603141966798, 1.4903480022826412]


**isite= 51
O1 : [0.85766513 2.01104509 4.58588294]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [1.74849454 1.48594399 5.65911589] : 34
B1 : [1.05296589 1.74849454 3.12020601] : 12


**isite= 52
O1 : [0.02026706 8.35463487 6.61719509]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [-1.05296589  7.46380546  6.09209399] : 24
B1 : [1.48594399 8.15933411 6.35464454] : 17
!!!atention to nb coordination!!!
         [1.4903480022826407, 1.5017603141966804]
         [1.4903480022826403, 1.5017603141966804]


**isite= 53
O1 : [4.58588294 0.85766513 2.01104509]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [3.12020601 1.05296589 1.74849454] : 16
B1 : [5.65911589 1.74849454 1.48594399] : 25


**isite= 54
O1 : [4.62641706 5.46381513 2.59510491]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [3.55318411 6.35464454 3.12020601] : 26
B1 : [6.09209399 5.65911589 2.85765546] : 19


**isite= 55
O1 : [9.19203294 3.74848487 7.20125491]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [7.72635601 3.55318411 7.46380546] : 18
B1 : [10.26526589  2.85765546  7.72635601] : 27
!!!atention to nb coordination!!!
         [1.5017603141966798, 1.4903480022826399]
         [1.5017603141966798, 1.4903480022826412]


**isite= 56
O1 : [6.61719509 0.02026706 8.35463487]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [6.35464454 1.48594399 8.15933411] : 21
B1 : [ 6.09209399 -1.05296589  7.46380546] : 28
!!!atention to nb coordination!!!
         [1.5017603141966802, 1.4903480022826407]
         [1.5017603141966804, 1.4903480022826403]


**isite= 57
O1 : [2.01104509 4.58588294 0.85766513]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [1.48594399 5.65911589 1.74849454] : 30
B1 : [1.74849454 3.12020601 1.05296589] : 20


**isite= 58
O1 : [2.59510491 4.62641706 5.46381513]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [3.12020601 3.55318411 6.35464454] : 31
B1 : [2.85765546 6.09209399 5.65911589] : 23
!!!atention to nb coordination!!!
         [1.4903480022826396, 1.5017603141966804]
         [1.4903480022826396, 1.5017603141966807]


**isite= 59
O1 : [7.20125491 9.19203294 3.74848487]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [7.46380546 7.72635601 3.55318411] : 22
B1 : [ 7.72635601 10.26526589  2.85765546] : 29
!!!atention to nb coordination!!!
         [1.5017603141966798, 1.49034800228264]
         [1.5017603141966798, 1.4903480022826412]


**isite= 60
O1 : [3.00044611 2.39704046 1.06033573]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [1.74849454 3.12020601 1.05296589] : 20
B1 : [3.12020601 1.05296589 1.74849454] : 16
!!!atention to nb coordination!!!
         [1.4458234542550108, 1.5147413743439206]
         [1.445823454255011, 1.5147413743439206]


**isite= 61
O1 : [1.60570389 6.81525954 5.66648573]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [2.85765546 6.09209399 5.65911589] : 23
B1 : [1.48594399 8.15933411 6.35464454] : 17


**isite= 62
O1 : [7.60659611 2.20910954 8.15196427]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [6.35464454 1.48594399 8.15933411] : 21
B1 : [7.72635601 3.55318411 7.46380546] : 18


**isite= 63
O1 : [6.21185389 7.00319046 3.54581427]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [6.09209399 5.65911589 2.85765546] : 19
B1 : [7.46380546 7.72635601 3.55318411] : 22
!!!atention to nb coordination!!!
         [1.5147413743439206, 1.4458234542550115]
         [1.5147413743439206, 1.4458234542550117]


**isite= 64
O1 : [1.06033573 3.00044611 2.39704046]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [1.05296589 1.74849454 3.12020601] : 12
B1 : [1.74849454 3.12020601 1.05296589] : 20


**isite= 65
O1 : [3.54581427 6.21185389 7.00319046]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [3.55318411 7.46380546 7.72635601] : 13
B1 : [2.85765546 6.09209399 5.65911589] : 23


**isite= 66
O1 : [5.66648573 1.60570389 6.81525954]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [5.65911589 2.85765546 6.09209399] : 14
B1 : [6.35464454 1.48594399 8.15933411] : 21


**isite= 67
O1 : [8.15196427 7.60659611 2.20910954]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [8.15933411 6.35464454 1.48594399] : 15
B1 : [7.46380546 7.72635601 3.55318411] : 22


**isite= 68
O1 : [2.39704046 1.06033573 3.00044611]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [1.05296589 1.74849454 3.12020601] : 12
B1 : [3.12020601 1.05296589 1.74849454] : 16
!!!atention to nb coordination!!!
         [1.5147413743439206, 1.445823454255011]
         [1.5147413743439206, 1.4458234542550108]


**isite= 69
O1 : [7.00319046 3.54581427 6.21185389]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [7.72635601 3.55318411 7.46380546] : 18
B1 : [5.65911589 2.85765546 6.09209399] : 14


**isite= 70
O1 : [6.81525954 5.66648573 1.60570389]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [8.15933411 6.35464454 1.48594399] : 15
B1 : [6.09209399 5.65911589 2.85765546] : 19


**isite= 71
O1 : [2.20910954 8.15196427 7.60659611]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [1.48594399 8.15933411 6.35464454] : 17
B1 : [3.55318411 7.46380546 7.72635601] : 13


**isite= 72
O1 : [6.21185389 6.81525954 8.15196427]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [6.09209399 8.15933411 7.46380546] : 28
B1 : [7.46380546 6.09209399 8.15933411] : 32
!!!atention to nb coordination!!!
         [1.514741374343919, 1.4458234542550115]
         [1.5147413743439193, 1.4458234542550117]


**isite= 73
O1 : [7.60659611 2.39704046 3.54581427]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [6.35464454 3.12020601 3.55318411] : 35
B1 : [7.72635601 1.05296589 2.85765546] : 29
!!!atention to nb coordination!!!
         [1.4458234542550115, 1.5147413743439209]
         [1.4458234542550117, 1.5147413743439209]


**isite= 74
O1 : [1.60570389 7.00319046 1.06033573]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [2.85765546 7.72635601 1.05296589] : 33
B1 : [1.48594399 5.65911589 1.74849454] : 30


**isite= 75
O1 : [3.00044611 2.20910954 5.66648573]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [1.74849454 1.48594399 5.65911589] : 34
B1 : [3.12020601 3.55318411 6.35464454] : 31


**isite= 76
O1 : [8.15196427 6.21185389 6.81525954]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [7.46380546 6.09209399 8.15933411] : 32
B1 : [8.15933411 7.46380546 6.09209399] : 24
!!!atention to nb coordination!!!
         [1.514741374343919, 1.4458234542550115]
         [1.5147413743439193, 1.4458234542550115]


**isite= 77
O1 : [5.66648573 3.00044611 2.20910954]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [5.65911589 1.74849454 1.48594399] : 25
B1 : [6.35464454 3.12020601 3.55318411] : 35


**isite= 78
O1 : [3.54581427 7.60659611 2.39704046]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [2.85765546 7.72635601 1.05296589] : 33
B1 : [3.55318411 6.35464454 3.12020601] : 26


**isite= 79
O1 : [1.06033573 1.60570389 7.00319046]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [1.74849454 1.48594399 5.65911589] : 34
B1 : [1.05296589 2.85765546 7.72635601] : 27


**isite= 80
O1 : [6.81525954 8.15196427 6.21185389]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [8.15933411 7.46380546 6.09209399] : 24
B1 : [6.09209399 8.15933411 7.46380546] : 28
!!!atention to nb coordination!!!
         [1.514741374343919, 1.4458234542550115]
         [1.5147413743439193, 1.4458234542550115]


**isite= 81
O1 : [2.20910954 5.66648573 3.00044611]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [3.55318411 6.35464454 3.12020601] : 26
B1 : [1.48594399 5.65911589 1.74849454] : 30


**isite= 82
O1 : [2.39704046 3.54581427 7.60659611]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [1.05296589 2.85765546 7.72635601] : 27
B1 : [3.12020601 3.55318411 6.35464454] : 31


**isite= 83
O1 : [7.00319046 1.06033573 1.60570389]

ce_symbol  = A:2
ce_fraction=  1.0
species:coords:index
B1 : [7.72635601 1.05296589 2.85765546] : 29
B1 : [5.65911589 1.74849454 1.48594399] : 25

END

