cif name= ./4338443.cif
./4338443.cif
Full Formula (Li24 B16 O36)
O1 : [-0.36852128  0.60715239  8.07264516]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [-0.4898293   0.53660217  6.74969413] : 25
!!!atention to nb coordination!!!
         [1.330373027164949]
         [1.3303730271649499]


**isite= 42
O1 : [ 1.07933024 11.07334761  3.49844203]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [ 0.95802221 11.14389783  2.17549101] : 26
!!!atention to nb coordination!!!
         [1.3303730271649494]
         [1.3303730271649499]


**isite= 43
O1 : [ 0.79194825 22.75384761  1.07576109]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [ 0.91325627 22.82439783  2.39871212] : 27
!!!atention to nb coordination!!!
         [1.33037302716495]
         [1.3303730271649499]


**isite= 44
O1 : [-0.66708491 13.28213016  7.81072628]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [-0.53459524 12.21710217  6.97291524] : 24
!!!atention to nb coordination!!!
         [1.3615305639621942]
         [1.3615305639621968]


**isite= 45
O1 : [-0.35733964  1.60163016  5.91188308]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [-0.4898293   0.53660217  6.74969413] : 25
!!!atention to nb coordination!!!
         [1.3615305639621997]
         [1.3615305639621993]


**isite= 46
O1 : [ 1.09051188 10.07886984  1.33767996]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [ 0.95802221 11.14389783  2.17549101] : 26
!!!atention to nb coordination!!!
         [1.3615305639621986]
         [1.361530563962197]


**isite= 47
O1 : [ 0.78076661 21.75936984  3.23652316]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [ 0.91325627 22.82439783  2.39871212] : 27
!!!atention to nb coordination!!!
         [1.3615305639622013]
         [1.3615305639621986]


**isite= 48
O1 : [-0.18464798 11.0100393   7.65657564]

ce_symbol  = A:2
ce_fraction=  0.9993585631899257
species:coords:index
B1 : [-0.24067881  9.66327765  7.29219462] : 28
B1 : [-0.53459524 12.21710217  6.97291524] : 24
!!!atention to nb coordination!!!
         [1.3963093941326592, 1.4306835432088967]
         [1.396309394132661, 1.4306835432088938]

ce_symbol  = L:2
ce_fraction=  0.000641436810074327
species:coords:index
B1 : [-0.24067881  9.66327765  7.29219462] : 28
B1 : [-0.53459524 12.21710217  6.97291524] : 24
!!!atention to nb coordination!!!
         [1.3963093941326592, 1.4306835432088967]
         [1.396309394132661, 1.4306835432088938]


**isite= 49
O1 : [-0.83977657 22.6905393   6.06603373]

ce_symbol  = A:2
ce_fraction=  0.9993585631899257
species:coords:index
B1 : [-0.78374574 21.34377765  6.43041475] : 29
B1 : [-0.4898293  23.89760217  6.74969413] : 25
!!!atention to nb coordination!!!
         [1.3963093941326576, 1.4306835432088938]
         [1.396309394132661, 1.4306835432088938]

ce_symbol  = L:2
ce_fraction=  0.0006414368100743313
species:coords:index
B1 : [-0.78374574 21.34377765  6.43041475] : 29
B1 : [-0.4898293  23.89760217  6.74969413] : 25
!!!atention to nb coordination!!!
         [1.3963093941326576, 1.4306835432088938]
         [1.396309394132661, 1.4306835432088938]


**isite= 50
O1 : [ 0.60807495 12.3509607   1.49183061]

ce_symbol  = A:2
ce_fraction=  0.9993585631899257
species:coords:index
B1 : [ 0.95802221 11.14389783  2.17549101] : 26
B1 : [ 0.66410578 13.69772235  1.85621163] : 30
!!!atention to nb coordination!!!
         [1.4306835432088922, 1.3963093941326647]
         [1.4306835432088938, 1.3963093941326612]

ce_symbol  = L:2
ce_fraction=  0.0006414368100743232
species:coords:index
B1 : [ 0.95802221 11.14389783  2.17549101] : 26
B1 : [ 0.66410578 13.69772235  1.85621163] : 30
!!!atention to nb coordination!!!
         [1.4306835432088922, 1.3963093941326647]
         [1.4306835432088938, 1.3963093941326612]


**isite= 51
O1 : [1.26320354 0.6704607  3.08237252]

ce_symbol  = A:2
ce_fraction=  0.9993585631899257
species:coords:index
B1 : [1.20717271 2.01722235 2.7179915 ] : 31
B1 : [ 0.91325627 -0.53660217  2.39871212] : 27
!!!atention to nb coordination!!!
         [1.3963093941326625, 1.4306835432088898]
         [1.396309394132662, 1.4306835432088933]

ce_symbol  = L:2
ce_fraction=  0.0006414368100743151
species:coords:index
B1 : [1.20717271 2.01722235 2.7179915 ] : 31
B1 : [ 0.91325627 -0.53660217  2.39871212] : 27
!!!atention to nb coordination!!!
         [1.3963093941326625, 1.4306835432088898]
         [1.396309394132662, 1.4306835432088933]


**isite= 52
O1 : [-0.15439016  8.77602687  8.274459  ]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [-0.24067881  9.66327765  7.29219462] : 28
!!!atention to nb coordination!!!
         [1.326462584363963]
         [1.3264625843639626]


**isite= 53
O1 : [-0.87003439 20.45652687  5.44815037]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [-0.78374574 21.34377765  6.43041475] : 29
!!!atention to nb coordination!!!
         [1.326462584363963]
         [1.3264625843639606]


**isite= 54
O1 : [ 0.57781713 14.58497313  0.87394725]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [ 0.66410578 13.69772235  1.85621163] : 30
!!!atention to nb coordination!!!
         [1.3264625843639601]
         [1.3264625843639624]


**isite= 55
O1 : [1.29346136 2.90447313 3.70025587]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [1.20717271 2.01722235 2.7179915 ] : 31
!!!atention to nb coordination!!!
         [1.3264625843639621]
         [1.3264625843639626]


**isite= 56
O1 : [-0.39937376  9.38948673  5.95030639]

ce_symbol  = A:2
ce_fraction=  0.9968792196478246
species:coords:index
B1 : [-0.41045136  8.22353922  5.15878628] : 32
B1 : [-0.24067881  9.66327765  7.29219462] : 28
!!!atention to nb coordination!!!
         [1.4092765489125512, 1.378698506622033]
         [1.4092765489125532, 1.3786985066220319]

ce_symbol  = L:2
ce_fraction=  0.0031207803521753567
species:coords:index
B1 : [-0.41045136  8.22353922  5.15878628] : 32
B1 : [-0.24067881  9.66327765  7.29219462] : 28
!!!atention to nb coordination!!!
         [1.4092765489125512, 1.378698506622033]
         [1.4092765489125532, 1.3786985066220319]


**isite= 57
O1 : [-0.62505079 21.06998673  7.77230298]

ce_symbol  = A:2
ce_fraction=  0.9968792196478247
species:coords:index
B1 : [-0.61397319 19.90403922  8.56382309] : 33
B1 : [-0.78374574 21.34377765  6.43041475] : 29
!!!atention to nb coordination!!!
         [1.4092765489125532, 1.3786985066220325]
         [1.4092765489125532, 1.3786985066220319]

ce_symbol  = L:2
ce_fraction=  0.0031207803521753736
species:coords:index
B1 : [-0.61397319 19.90403922  8.56382309] : 33
B1 : [-0.78374574 21.34377765  6.43041475] : 29
!!!atention to nb coordination!!!
         [1.4092765489125532, 1.3786985066220325]
         [1.4092765489125532, 1.3786985066220319]


**isite= 58
O1 : [ 0.82280073 13.97151327  3.19809986]

ce_symbol  = A:2
ce_fraction=  0.9968792196478247
species:coords:index
B1 : [ 0.83387833 15.13746078  3.98961996] : 34
B1 : [ 0.66410578 13.69772235  1.85621163] : 30
!!!atention to nb coordination!!!
         [1.4092765489125563, 1.378698506622031]
         [1.4092765489125532, 1.3786985066220319]

ce_symbol  = L:2
ce_fraction=  0.0031207803521753666
species:coords:index
B1 : [ 0.83387833 15.13746078  3.98961996] : 34
B1 : [ 0.66410578 13.69772235  1.85621163] : 30
!!!atention to nb coordination!!!
         [1.4092765489125563, 1.378698506622031]
         [1.4092765489125532, 1.3786985066220319]


**isite= 59
O1 : [1.04847776 2.29101327 1.37610327]

ce_symbol  = A:2
ce_fraction=  0.9968792196478249
species:coords:index
B1 : [1.03740016 3.45696078 0.58458316] : 35
B1 : [1.20717271 2.01722235 2.7179915 ] : 31
!!!atention to nb coordination!!!
         [1.409276548912555, 1.3786985066220314]
         [1.4092765489125545, 1.3786985066220316]

ce_symbol  = L:2
ce_fraction=  0.0031207803521752188
species:coords:index
B1 : [1.03740016 3.45696078 0.58458316] : 35
B1 : [1.20717271 2.01722235 2.7179915 ] : 31
!!!atention to nb coordination!!!
         [1.409276548912555, 1.3786985066220314]
         [1.4092765489125545, 1.3786985066220316]


**isite= 60
O1 : [-0.28673586  7.02418548  5.83814693]

ce_symbol  = TL:3
ce_fraction=  0.8899028648934993
species:coords:index
B1 : [-0.32814242  5.6813952   5.33077632] : 36
Li1 : [-0.19595667  6.91438878  7.77797499] : 16
B1 : [-0.41045136  8.22353922  5.15878628] : 32
!!!atention to nb coordination!!!
         [1.4360449769121695, 1.9450524623336138, 1.3839385132953874]
         [1.4360449769121706, 1.9450524623336138, 1.383938513295386]

ce_symbol  = A:2
ce_fraction=  0.06632896841440966
species:coords:index
B1 : [-0.32814242  5.6813952   5.33077632] : 36
B1 : [-0.41045136  8.22353922  5.15878628] : 32
!!!atention to nb coordination!!!
         [1.4360449769121695, 1.3839385132953874]
         [1.4360449769121706, 1.383938513295386]

ce_symbol  = TY:3
ce_fraction=  0.04371929988559613
species:coords:index
B1 : [-0.32814242  5.6813952   5.33077632] : 36
Li1 : [-0.19595667  6.91438878  7.77797499] : 16
B1 : [-0.41045136  8.22353922  5.15878628] : 32
!!!atention to nb coordination!!!
         [1.4360449769121695, 1.9450524623336138, 1.3839385132953874]
         [1.4360449769121706, 1.9450524623336138, 1.383938513295386]

ce_symbol  = TS:3
ce_fraction=  4.624896537205617e-05
species:coords:index
B1 : [-0.32814242  5.6813952   5.33077632] : 36
Li1 : [-0.19595667  6.91438878  7.77797499] : 16
B1 : [-0.41045136  8.22353922  5.15878628] : 32
!!!atention to nb coordination!!!
         [1.4360449769121695, 1.9450524623336138, 1.3839385132953874]
         [1.4360449769121706, 1.9450524623336138, 1.383938513295386]

ce_symbol  = L:2
ce_fraction=  2.6178411226949275e-06
species:coords:index
B1 : [-0.32814242  5.6813952   5.33077632] : 36
B1 : [-0.41045136  8.22353922  5.15878628] : 32
!!!atention to nb coordination!!!
         [1.4360449769121695, 1.3839385132953874]
         [1.4360449769121706, 1.383938513295386]


**isite= 61
O1 : [-0.73768869 18.70468548  7.88446244]

ce_symbol  = TL:3
ce_fraction=  0.8899028648935013
species:coords:index
B1 : [-0.61397319 19.90403922  8.56382309] : 33
B1 : [-0.69628213 17.3618952   8.39183305] : 37
Li1 : [-0.82846788 18.59488878  5.94463438] : 17
!!!atention to nb coordination!!!
         [1.383938513295387, 1.4360449769121673, 1.9450524623336127]
         [1.383938513295387, 1.4360449769121701, 1.9450524623336136]

ce_symbol  = A:2
ce_fraction=  0.06632896841440802
species:coords:index
B1 : [-0.61397319 19.90403922  8.56382309] : 33
B1 : [-0.69628213 17.3618952   8.39183305] : 37
!!!atention to nb coordination!!!
         [1.383938513295387, 1.4360449769121673]
         [1.383938513295387, 1.4360449769121701]

ce_symbol  = TY:3
ce_fraction=  0.04371929988559578
species:coords:index
B1 : [-0.61397319 19.90403922  8.56382309] : 33
B1 : [-0.69628213 17.3618952   8.39183305] : 37
Li1 : [-0.82846788 18.59488878  5.94463438] : 17
!!!atention to nb coordination!!!
         [1.383938513295387, 1.4360449769121673, 1.9450524623336127]
         [1.383938513295387, 1.4360449769121701, 1.9450524623336136]

ce_symbol  = TS:3
ce_fraction=  4.6248965372050645e-05
species:coords:index
B1 : [-0.61397319 19.90403922  8.56382309] : 33
B1 : [-0.69628213 17.3618952   8.39183305] : 37
Li1 : [-0.82846788 18.59488878  5.94463438] : 17
!!!atention to nb coordination!!!
         [1.383938513295387, 1.4360449769121673, 1.9450524623336127]
         [1.383938513295387, 1.4360449769121701, 1.9450524623336136]

ce_symbol  = L:2
ce_fraction=  2.6178411226948563e-06
species:coords:index
B1 : [-0.61397319 19.90403922  8.56382309] : 33
B1 : [-0.69628213 17.3618952   8.39183305] : 37
!!!atention to nb coordination!!!
         [1.383938513295387, 1.4360449769121673]
         [1.383938513295387, 1.4360449769121701]


**isite= 62
O1 : [ 0.71016283 16.33681452  3.31025932]

ce_symbol  = TL:3
ce_fraction=  0.8899028648935005
species:coords:index
B1 : [ 0.75156939 17.6796048   3.81762993] : 38
B1 : [ 0.83387833 15.13746078  3.98961996] : 34
Li1 : [ 0.61938363 16.44661122  1.37043126] : 18
!!!atention to nb coordination!!!
         [1.4360449769121737, 1.383938513295383, 1.9450524623336138]
         [1.4360449769121735, 1.3839385132953859, 1.9450524623336138]

ce_symbol  = A:2
ce_fraction=  0.06632896841440909
species:coords:index
B1 : [ 0.75156939 17.6796048   3.81762993] : 38
B1 : [ 0.83387833 15.13746078  3.98961996] : 34
!!!atention to nb coordination!!!
         [1.4360449769121737, 1.383938513295383]
         [1.4360449769121735, 1.3839385132953859]

ce_symbol  = TY:3
ce_fraction=  0.04371929988559582
species:coords:index
B1 : [ 0.75156939 17.6796048   3.81762993] : 38
B1 : [ 0.83387833 15.13746078  3.98961996] : 34
Li1 : [ 0.61938363 16.44661122  1.37043126] : 18
!!!atention to nb coordination!!!
         [1.4360449769121737, 1.383938513295383, 1.9450524623336138]
         [1.4360449769121735, 1.3839385132953859, 1.9450524623336138]

ce_symbol  = TS:3
ce_fraction=  4.6248965372063974e-05
species:coords:index
B1 : [ 0.75156939 17.6796048   3.81762993] : 38
B1 : [ 0.83387833 15.13746078  3.98961996] : 34
Li1 : [ 0.61938363 16.44661122  1.37043126] : 18
!!!atention to nb coordination!!!
         [1.4360449769121737, 1.383938513295383, 1.9450524623336138]
         [1.4360449769121735, 1.3839385132953859, 1.9450524623336138]

ce_symbol  = L:2
ce_fraction=  2.6178411226948356e-06
species:coords:index
B1 : [ 0.75156939 17.6796048   3.81762993] : 38
B1 : [ 0.83387833 15.13746078  3.98961996] : 34
!!!atention to nb coordination!!!
         [1.4360449769121737, 1.383938513295383]
         [1.4360449769121735, 1.3839385132953859]


**isite= 63
O1 : [1.16111566 4.65631452 1.26394381]

ce_symbol  = TL:3
ce_fraction=  0.8899028648934986
species:coords:index
B1 : [1.03740016 3.45696078 0.58458316] : 35
B1 : [1.11970909 5.9991048  0.7565732 ] : 39
Li1 : [1.25189485 4.76611122 3.20377187] : 19
!!!atention to nb coordination!!!
         [1.3839385132953852, 1.4360449769121708, 1.9450524623336145]
         [1.3839385132953856, 1.4360449769121708, 1.945052462333614]

ce_symbol  = A:2
ce_fraction=  0.06632896841441063
species:coords:index
B1 : [1.03740016 3.45696078 0.58458316] : 35
B1 : [1.11970909 5.9991048  0.7565732 ] : 39
!!!atention to nb coordination!!!
         [1.3839385132953852, 1.4360449769121708]
         [1.3839385132953856, 1.4360449769121708]

ce_symbol  = TY:3
ce_fraction=  0.043719299885595954
species:coords:index
B1 : [1.03740016 3.45696078 0.58458316] : 35
B1 : [1.11970909 5.9991048  0.7565732 ] : 39
Li1 : [1.25189485 4.76611122 3.20377187] : 19
!!!atention to nb coordination!!!
         [1.3839385132953852, 1.4360449769121708, 1.9450524623336145]
         [1.3839385132953856, 1.4360449769121708, 1.945052462333614]

ce_symbol  = TS:3
ce_fraction=  4.624896537205961e-05
species:coords:index
B1 : [1.03740016 3.45696078 0.58458316] : 35
B1 : [1.11970909 5.9991048  0.7565732 ] : 39
Li1 : [1.25189485 4.76611122 3.20377187] : 19
!!!atention to nb coordination!!!
         [1.3839385132953852, 1.4360449769121708, 1.9450524623336145]
         [1.3839385132953856, 1.4360449769121708, 1.945052462333614]

ce_symbol  = L:2
ce_fraction=  2.61784112269484e-06
species:coords:index
B1 : [1.03740016 3.45696078 0.58458316] : 35
B1 : [1.11970909 5.9991048  0.7565732 ] : 39
!!!atention to nb coordination!!!
         [1.3839385132953852, 1.4360449769121708]
         [1.3839385132953856, 1.4360449769121708]


**isite= 64
O1 : [-0.51773081  8.40225087  3.85925517]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [-0.41045136  8.22353922  5.15878628] : 32
!!!atention to nb coordination!!!
         [1.3161412660785168]
         [1.3161412660785161]


**isite= 65
O1 : [ 2.38900929 20.08275087  0.71494795]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [ 2.28172984 19.90403922 -0.58458316] : 33
!!!atention to nb coordination!!!
         [1.3161412660785161]
         [1.3161412660785157]


**isite= 66
O1 : [ 0.94115778 14.95874913  5.28915107]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [ 0.83387833 15.13746078  3.98961996] : 34


**isite= 67
O1 : [-1.96558232  3.27824913  8.4334583 ]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [-1.85830288  3.45696078  9.73298941] : 35


**isite= 68
O1 : [-0.26513357  4.72476225  6.29053562]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [-0.32814242  5.6813952   5.33077632] : 36


**isite= 69
O1 : [-0.75929098 16.40526225  7.43207375]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [-0.69628213 17.3618952   8.39183305] : 37
!!!atention to nb coordination!!!
         [1.356559850836126]
         [1.3565598508361223]


**isite= 70
O1 : [ 0.68856054 18.63623775  2.85787063]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [ 0.75156939 17.6796048   3.81762993] : 38
!!!atention to nb coordination!!!
         [1.3565598508361205]
         [1.35655985083612]


**isite= 71
O1 : [1.18271795 6.95573775 1.7163325 ]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [1.11970909 5.9991048  0.7565732 ] : 39


**isite= 72
O1 : [-0.41457746  5.42185449  4.02264571]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [-0.32814242  5.6813952   5.33077632] : 36
!!!atention to nb coordination!!!
         [1.3364273590998665]
         [1.3364273590998654]


**isite= 73
O1 : [ 2.28585594 17.10235449  0.55155741]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [ 2.19942091 17.3618952  -0.7565732 ] : 37
!!!atention to nb coordination!!!
         [1.3364273590998643]
         [1.3364273590998652]


**isite= 74
O1 : [ 0.83800443 17.93914551  5.12576054]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [ 0.75156939 17.6796048   3.81762993] : 38
!!!atention to nb coordination!!!
         [1.3364273590998643]
         [1.3364273590998648]


**isite= 75
O1 : [-1.86242897  6.25864551  8.59684883]

ce_symbol  = S:1
ce_fraction=  1.0
species:coords:index
B1 : [-1.77599394  5.9991048   9.90497944] : 39

END

