cif name= ./2103776.cif
./2103776.cif
Full Formula (Li4 V36 O78)
O1 : [15.9941629  0.         2.0887391]

ce_symbol  = TS:3
ce_fraction=  0.8362747352497124
species:coords:index
V1 : [15.90885714 -1.8452      2.52747425] : 10
V1 : [15.01914647  0.          0.35378643] : 18
V1 : [15.90885714  1.8452      2.52747425] : 10
!!!atention to nb coordination!!!
         [1.8985596238737636, 1.9901552195331054, 1.8985596238737632]
         [1.8985596238737636, 1.9901552195331034, 1.8985596238737636]

ce_symbol  = TL:3
ce_fraction=  0.1069827543104186
species:coords:index
V1 : [15.90885714 -1.8452      2.52747425] : 10
V1 : [15.01914647  0.          0.35378643] : 18
V1 : [15.90885714  1.8452      2.52747425] : 10
!!!atention to nb coordination!!!
         [1.8985596238737636, 1.9901552195331054, 1.8985596238737632]
         [1.8985596238737636, 1.9901552195331034, 1.8985596238737636]

ce_symbol  = TY:3
ce_fraction=  0.056742510439869054
species:coords:index
V1 : [15.90885714 -1.8452      2.52747425] : 10
V1 : [15.01914647  0.          0.35378643] : 18
V1 : [15.90885714  1.8452      2.52747425] : 10
!!!atention to nb coordination!!!
         [1.8985596238737636, 1.9901552195331054, 1.8985596238737632]
         [1.8985596238737636, 1.9901552195331034, 1.8985596238737636]


**isite= 51
O1 : [12.31159547  1.8452     14.56787252]

ce_symbol  = TS:3
ce_fraction=  0.836274735249713
species:coords:index
V1 : [12.39690124  0.         14.12913737] : 11
V1 : [12.39690124  3.6904     14.12913737] : 11
V1 : [13.2866119   1.8452     16.30282519] : 19
!!!atention to nb coordination!!!
         [1.8985596238737639, 1.8985596238737639, 1.990155219533101]
         [1.8985596238737634, 1.8985596238737634, 1.990155219533104]

ce_symbol  = TL:3
ce_fraction=  0.10698275431041813
species:coords:index
V1 : [12.39690124  0.         14.12913737] : 11
V1 : [12.39690124  3.6904     14.12913737] : 11
V1 : [13.2866119   1.8452     16.30282519] : 19
!!!atention to nb coordination!!!
         [1.8985596238737639, 1.8985596238737639, 1.990155219533101]
         [1.8985596238737634, 1.8985596238737634, 1.990155219533104]

ce_symbol  = TY:3
ce_fraction=  0.05674251043986891
species:coords:index
V1 : [12.39690124  0.         14.12913737] : 11
V1 : [12.39690124  3.6904     14.12913737] : 11
V1 : [13.2866119   1.8452     16.30282519] : 19
!!!atention to nb coordination!!!
         [1.8985596238737639, 1.8985596238737639, 1.990155219533101]
         [1.8985596238737634, 1.8985596238737634, 1.990155219533104]


**isite= 52
O1 : [ 8.85636561  0.         11.66295946]

ce_symbol  = T:4
ce_fraction=  0.9374629535224706
species:coords:index
V1 : [ 9.18347385  0.         13.73404255] : 12
V1 : [ 8.32291884  1.8452     11.55102703] : 20
V1 : [11.01491044  0.         10.90125261] : 17
V1 : [ 8.32291884 -1.8452     11.55102703] : 20
!!!atention to nb coordination!!!
         [2.096755817884747, 1.9240211464560781, 2.2889982756911715, 1.9240211464560786]
         [2.0967558178847505, 1.9240211464560784, 2.2889982756911724, 1.9240211464560784]

ce_symbol  = SS:4
ce_fraction=  0.03498143949521961
species:coords:index
V1 : [ 9.18347385  0.         13.73404255] : 12
V1 : [ 8.32291884  1.8452     11.55102703] : 20
V1 : [11.01491044  0.         10.90125261] : 17
V1 : [ 8.32291884 -1.8452     11.55102703] : 20
!!!atention to nb coordination!!!
         [2.096755817884747, 1.9240211464560781, 2.2889982756911715, 1.9240211464560786]
         [2.0967558178847505, 1.9240211464560784, 2.2889982756911724, 1.9240211464560784]

ce_symbol  = TT_2:9
ce_fraction=  0.02755560698230989
species:coords:index
V1 : [ 9.18347385  0.         13.73404255] : 12
V1 : [ 8.32291884  1.8452     11.55102703] : 20
O1 : [ 9.25604392  1.8452     13.26865682] : 48
V1 : [11.01491044  0.         10.90125261] : 17
O1 : [10.53310122 -1.8452     10.73851751] : 57
O1 : [11.2566953   0.         12.77395545] : 76
O1 : [10.53310122  1.8452     10.73851751] : 57
V1 : [ 8.32291884 -1.8452     11.55102703] : 20
O1 : [ 9.25604392 -1.8452     13.26865682] : 48
!!!atention to nb coordination!!!
         [2.096755817884747, 1.9240211464560781, 2.4784611762458515, 2.2889982756911715, 2.659097263493393, 2.644975366687564, 2.6590972634933925, 1.9240211464560786, 2.478461176245852]
         [2.0967558178847505, 1.9240211464560784, 2.4784611762458537, 2.2889982756911724, 2.6590972634933916, 2.644975366687567, 2.6590972634933916, 1.9240211464560784, 2.4784611762458537]


**isite= 53
O1 : [19.44939276  1.8452      4.99365216]

ce_symbol  = T:4
ce_fraction=  0.9374629535224682
species:coords:index
V1 : [17.29084793  1.8452      5.75535901] : 16
V1 : [19.12228452  1.8452      2.92256908] : 13
V1 : [19.98283954  3.6904      5.10558459] : 21
V1 : [19.98283954  0.          5.10558459] : 21
!!!atention to nb coordination!!!
         [2.2889982756911715, 2.09675581788475, 1.9240211464560768, 1.9240211464560768]
         [2.2889982756911715, 2.0967558178847496, 1.9240211464560777, 1.9240211464560777]

ce_symbol  = SS:4
ce_fraction=  0.03498143949522183
species:coords:index
V1 : [17.29084793  1.8452      5.75535901] : 16
V1 : [19.12228452  1.8452      2.92256908] : 13
V1 : [19.98283954  3.6904      5.10558459] : 21
V1 : [19.98283954  0.          5.10558459] : 21
!!!atention to nb coordination!!!
         [2.2889982756911715, 2.09675581788475, 1.9240211464560768, 1.9240211464560768]
         [2.2889982756911715, 2.0967558178847496, 1.9240211464560777, 1.9240211464560777]

ce_symbol  = TT_2:9
ce_fraction=  0.02755560698230995
species:coords:index
O1 : [17.77265715  0.          5.91809411] : 56
V1 : [17.29084793  1.8452      5.75535901] : 16
V1 : [19.12228452  1.8452      2.92256908] : 13
O1 : [17.04906308  1.8452      3.88265617] : 75
O1 : [19.04971445  3.6904      3.3879548 ] : 49
V1 : [19.98283954  3.6904      5.10558459] : 21
O1 : [17.77265715  3.6904      5.91809411] : 56
V1 : [19.98283954  0.          5.10558459] : 21
O1 : [19.04971445  0.          3.3879548 ] : 49
!!!atention to nb coordination!!!
         [2.6590972634933934, 2.2889982756911715, 2.09675581788475, 2.6449753666875684, 2.4784611762458546, 1.9240211464560768, 2.6590972634933934, 1.9240211464560768, 2.4784611762458546]
         [2.659097263493394, 2.2889982756911715, 2.0967558178847496, 2.644975366687565, 2.478461176245854, 1.9240211464560777, 2.659097263493394, 1.9240211464560777, 2.478461176245854]


**isite= 54
O1 : [15.55322673  1.8452      0.5146893 ]

ce_symbol  = T:4
ce_fraction=  0.9343691679710526
species:coords:index
V1 : [15.01914647  0.          0.35378643] : 18
V1 : [15.01914647  3.6904      0.35378643] : 18
V1 : [15.90885714  1.8452      2.52747425] : 10
V1 : [17.75285353  1.8452     -0.35378643] : 19
!!!atention to nb coordination!!!
         [1.9276655579774593, 1.9276655579774593, 2.043960917198357, 2.364869583324211]
         [1.9276655579774582, 1.9276655579774582, 2.043960917198358, 2.364869583324206]

ce_symbol  = TT_2:9
ce_fraction=  0.0402416827717727
species:coords:index
V1 : [15.01914647  0.          0.35378643] : 18
O1 : [15.9941629  0.         2.0887391] : 50
O1 : [17.21877327  0.         -0.5146893 ] : 55
O1 : [15.9941629  3.6904     2.0887391] : 50
V1 : [15.01914647  3.6904      0.35378643] : 18
O1 : [18.08005806  1.8452      1.51242034] : 74
V1 : [15.90885714  1.8452      2.52747425] : 10
O1 : [17.21877327  3.6904     -0.5146893 ] : 55
V1 : [17.75285353  1.8452     -0.35378643] : 19
!!!atention to nb coordination!!!
         [1.9276655579774593, 2.4651207901521475, 2.6904327887486783, 2.4651207901521475, 1.9276655579774593, 2.71667881299981, 2.043960917198357, 2.6904327887486783, 2.364869583324211]
         [1.9276655579774582, 2.465120790152148, 2.6904327887486765, 2.465120790152148, 1.9276655579774582, 2.7166788129998136, 2.043960917198358, 2.6904327887486765, 2.364869583324206]

ce_symbol  = SS:4
ce_fraction=  0.025389149257174736
species:coords:index
V1 : [15.01914647  0.          0.35378643] : 18
V1 : [15.01914647  3.6904      0.35378643] : 18
V1 : [15.90885714  1.8452      2.52747425] : 10
V1 : [17.75285353  1.8452     -0.35378643] : 19
!!!atention to nb coordination!!!
         [1.9276655579774593, 1.9276655579774593, 2.043960917198357, 2.364869583324211]
         [1.9276655579774582, 1.9276655579774582, 2.043960917198358, 2.364869583324206]


**isite= 55
O1 : [12.75253164  0.         16.14192232]

ce_symbol  = T:4
ce_fraction=  0.934369167971053
species:coords:index
V1 : [10.55290484  0.         17.01039805] : 18
V1 : [13.2866119  -1.8452     16.30282519] : 19
V1 : [12.39690124  0.         14.12913737] : 11
V1 : [13.2866119   1.8452     16.30282519] : 19
!!!atention to nb coordination!!!
         [2.3648695833242113, 1.9276655579774582, 2.0439609171983597, 1.9276655579774578]
         [2.364869583324208, 1.9276655579774582, 2.0439609171983575, 1.9276655579774582]

ce_symbol  = TT_2:9
ce_fraction=  0.04024168277177285
species:coords:index
V1 : [10.55290484  0.         17.01039805] : 18
O1 : [11.08698511 -1.8452     17.17130092] : 54
V1 : [13.2866119  -1.8452     16.30282519] : 19
O1 : [10.22570031  0.         15.14419129] : 73
O1 : [12.31159547 -1.8452     14.56787252] : 51
V1 : [12.39690124  0.         14.12913737] : 11
O1 : [11.08698511  1.8452     17.17130092] : 54
O1 : [12.31159547  1.8452     14.56787252] : 51
V1 : [13.2866119   1.8452     16.30282519] : 19
!!!atention to nb coordination!!!
         [2.3648695833242113, 2.6904327887486796, 1.9276655579774582, 2.7166788129998194, 2.465120790152151, 2.0439609171983597, 2.690432788748679, 2.4651207901521506, 1.9276655579774578]
         [2.364869583324208, 2.6904327887486756, 1.9276655579774582, 2.7166788129998163, 2.465120790152148, 2.0439609171983575, 2.6904327887486756, 2.465120790152148, 1.9276655579774582]

ce_symbol  = SS:4
ce_fraction=  0.02538914925717422
species:coords:index
V1 : [10.55290484  0.         17.01039805] : 18
V1 : [13.2866119  -1.8452     16.30282519] : 19
V1 : [12.39690124  0.         14.12913737] : 11
V1 : [13.2866119   1.8452     16.30282519] : 19
!!!atention to nb coordination!!!
         [2.3648695833242113, 1.9276655579774582, 2.0439609171983597, 1.9276655579774578]
         [2.364869583324208, 1.9276655579774582, 2.0439609171983575, 1.9276655579774582]


**isite= 56
O1 : [17.77265715  0.          5.91809411]

ce_symbol  = T:4
ce_fraction=  0.9989441855955573
species:coords:index
V1 : [18.42438973  0.          7.88257488] : 14
V1 : [19.98283954  0.          5.10558459] : 21
V1 : [17.29084793  1.8452      5.75535901] : 16
V1 : [17.29084793 -1.8452      5.75535901] : 16
!!!atention to nb coordination!!!
         [2.0697681205985896, 2.3547989073193722, 1.9139973550451181, 1.9139973550451186]
         [2.0697681205985923, 2.3547989073193754, 1.9139973550451181, 1.9139973550451181]

ce_symbol  = SS:4
ce_fraction=  0.0010558144044426972
species:coords:index
V1 : [18.42438973  0.          7.88257488] : 14
V1 : [19.98283954  0.          5.10558459] : 21
V1 : [17.29084793  1.8452      5.75535901] : 16
V1 : [17.29084793 -1.8452      5.75535901] : 16
!!!atention to nb coordination!!!
         [2.0697681205985896, 2.3547989073193722, 1.9139973550451181, 1.9139973550451186]
         [2.0697681205985923, 2.3547989073193754, 1.9139973550451181, 1.9139973550451181]


**isite= 57
O1 : [10.53310122  1.8452     10.73851751]

ce_symbol  = T:4
ce_fraction=  0.9989441855955574
species:coords:index
V1 : [9.88136864 1.8452     8.77403674] : 15
V1 : [11.01491044  3.6904     10.90125261] : 17
V1 : [ 8.32291884  1.8452     11.55102703] : 20
V1 : [11.01491044  0.         10.90125261] : 17
!!!atention to nb coordination!!!
         [2.069768120598593, 1.913997355045119, 2.354798907319373, 1.913997355045119]
         [2.0697681205985905, 1.9139973550451197, 2.354798907319374, 1.9139973550451197]

ce_symbol  = SS:4
ce_fraction=  0.0010558144044426013
species:coords:index
V1 : [9.88136864 1.8452     8.77403674] : 15
V1 : [11.01491044  3.6904     10.90125261] : 17
V1 : [ 8.32291884  1.8452     11.55102703] : 20
V1 : [11.01491044  0.         10.90125261] : 17
!!!atention to nb coordination!!!
         [2.069768120598593, 1.913997355045119, 2.354798907319373, 1.913997355045119]
         [2.0697681205985905, 1.9139973550451197, 2.354798907319374, 1.9139973550451197]


**isite= 58
O1 : [0.     1.8452 0.    ]

ce_symbol  = L:2
ce_fraction=  1.0
species:coords:index
V1 : [-0.68369002  1.8452     -1.65300214] : 6
V1 : [0.68369002 1.8452     1.65300214] : 25
!!!atention to nb coordination!!!
         [1.788811927142251, 1.7888119271422476]
         [1.788811927142248, 1.788811927142248]


**isite= 59
O1 : [15.15392872  0.         11.08164371]

ce_symbol  = L:2
ce_fraction=  0.7526441195167294
species:coords:index
V1 : [15.79592551  0.         12.68317692] : 5
V1 : [15.01309405  0.          9.13148762] : 8
!!!atention to nb coordination!!!
         [1.725418352069089, 1.9552348131527182]
         [1.7254183520690904, 1.955234813152716]

ce_symbol  = SS:4
ce_fraction=  0.19552478373501816
species:coords:index
V1 : [15.79592551  0.         12.68317692] : 5
Li1 : [13.70085483 -1.8452     11.00002632] : 1
V1 : [15.01309405  0.          9.13148762] : 8
Li1 : [13.70085483  1.8452     11.00002632] : 1
!!!atention to nb coordination!!!
         [1.725418352069089, 2.350074081127649, 1.9552348131527182, 2.3500740811276484]
         [1.7254183520690904, 2.3500740811276475, 1.955234813152716, 2.3500740811276475]

ce_symbol  = T:4
ce_fraction=  0.048870329873271334
species:coords:index
V1 : [15.79592551  0.         12.68317692] : 5
Li1 : [13.70085483 -1.8452     11.00002632] : 1
V1 : [15.01309405  0.          9.13148762] : 8
Li1 : [13.70085483  1.8452     11.00002632] : 1
!!!atention to nb coordination!!!
         [1.725418352069089, 2.350074081127649, 1.9552348131527182, 2.3500740811276484]
         [1.7254183520690904, 2.3500740811276475, 1.955234813152716, 2.3500740811276475]

ce_symbol  = A:2
ce_fraction=  0.0029607668749812065
species:coords:index
V1 : [15.79592551  0.         12.68317692] : 5
V1 : [15.01309405  0.          9.13148762] : 8
!!!atention to nb coordination!!!
         [1.725418352069089, 1.9552348131527182]
         [1.7254183520690904, 1.955234813152716]


**isite= 60
O1 : [13.15182965  1.8452      5.57496791]

ce_symbol  = L:2
ce_fraction=  0.7526441195167242
species:coords:index
V1 : [12.50983286  1.8452      3.9734347 ] : 4
V1 : [13.29266432  1.8452      7.525124  ] : 9
!!!atention to nb coordination!!!
         [1.7254183520690929, 1.9552348131527142]
         [1.7254183520690913, 1.955234813152716]

ce_symbol  = SS:4
ce_fraction=  0.1955247837350219
species:coords:index
V1 : [12.50983286  1.8452      3.9734347 ] : 4
Li1 : [14.60490354  0.          5.65658531] : 0
Li1 : [14.60490354  3.6904      5.65658531] : 0
V1 : [13.29266432  1.8452      7.525124  ] : 9
!!!atention to nb coordination!!!
         [1.7254183520690929, 2.3500740811276444, 2.3500740811276444, 1.9552348131527142]
         [1.7254183520690913, 2.3500740811276453, 2.3500740811276453, 1.955234813152716]

ce_symbol  = T:4
ce_fraction=  0.04887032987327269
species:coords:index
V1 : [12.50983286  1.8452      3.9734347 ] : 4
Li1 : [14.60490354  0.          5.65658531] : 0
Li1 : [14.60490354  3.6904      5.65658531] : 0
V1 : [13.29266432  1.8452      7.525124  ] : 9
!!!atention to nb coordination!!!
         [1.7254183520690929, 2.3500740811276444, 2.3500740811276444, 1.9552348131527142]
         [1.7254183520690913, 2.3500740811276453, 2.3500740811276453, 1.955234813152716]

ce_symbol  = A:2
ce_fraction=  0.0029607668749814142
species:coords:index
V1 : [12.50983286  1.8452      3.9734347 ] : 4
V1 : [13.29266432  1.8452      7.525124  ] : 9
!!!atention to nb coordination!!!
         [1.7254183520690929, 1.9552348131527142]
         [1.7254183520690913, 1.955234813152716]


**isite= 61
O1 : [ 7.6442095  0.        14.3340137]

ce_symbol  = L:2
ce_fraction=  1.0
species:coords:index
V1 : [ 5.77406835  0.         15.00360948] : 24
V1 : [ 9.18347385  0.         13.73404255] : 12
!!!atention to nb coordination!!!
         [1.9864003755630315, 1.6520593514026432]
         [1.9864003755630313, 1.652059351402642]


**isite= 62
O1 : [20.66154887  1.8452      2.32259792]

ce_symbol  = L:2
ce_fraction=  1.0
species:coords:index
V1 : [22.53169002  1.8452      1.65300214] : 25
V1 : [19.12228452  1.8452      2.92256908] : 13
!!!atention to nb coordination!!!
         [1.9864003755630293, 1.6520593514026436]
         [1.9864003755630324, 1.6520593514026405]


**isite= 63
O1 : [14.42292656  1.8452      3.28135249]

ce_symbol  = L:2
ce_fraction=  1.0
species:coords:index
V1 : [12.50983286  1.8452      3.9734347 ] : 4
V1 : [15.90885714  1.8452      2.52747425] : 10
!!!atention to nb coordination!!!
         [2.0344299675837725, 1.6662299003140306]
         [2.034429967583771, 1.6662299003140302]


**isite= 64
O1 : [13.88283181  0.         13.37525913]

ce_symbol  = L:2
ce_fraction=  1.0
species:coords:index
V1 : [15.79592551  0.         12.68317692] : 5
V1 : [12.39690124  0.         14.12913737] : 11
!!!atention to nb coordination!!!
         [2.0344299675837703, 1.6662299003140308]
         [2.0344299675837694, 1.6662299003140302]


**isite= 65
O1 : [16.55747836  0.          8.62812482]

ce_symbol  = L:2
ce_fraction=  1.0
species:coords:index
V1 : [15.01309405  0.          9.13148762] : 8
V1 : [18.42438973  0.          7.88257488] : 14
!!!atention to nb coordination!!!
         [1.6243450938490105, 2.010274307267564]
         [1.6243450938490076, 2.010274307267567]


**isite= 66
O1 : [11.74828002  1.8452      8.0284868 ]

ce_symbol  = L:2
ce_fraction=  1.0
species:coords:index
V1 : [9.88136864 1.8452     8.77403674] : 15
V1 : [13.29266432  1.8452      7.525124  ] : 9
!!!atention to nb coordination!!!
         [2.0102743072675664, 1.6243450938490116]
         [2.0102743072675637, 1.624345093849011]


**isite= 67
O1 : [13.46219401  0.          0.88446608]

ce_symbol  = L:2
ce_fraction=  1.0
species:coords:index
V1 : [15.01914647  0.          0.35378643] : 18
V1 : [11.60769002  0.          1.65300214] : 7
!!!atention to nb coordination!!!
         [1.644907852820172, 2.007444325512307]
         [1.6449078528201753, 2.007444325512304]


**isite= 68
O1 : [14.84356436  1.8452     15.77214554]

ce_symbol  = L:2
ce_fraction=  1.0
species:coords:index
V1 : [13.2866119   1.8452     16.30282519] : 19
V1 : [16.69806835  1.8452     15.00360948] : 6
!!!atention to nb coordination!!!
         [1.6449078528201742, 2.007444325512299]
         [1.6449078528201753, 2.0074443255123016]


**isite= 69
O1 : [15.70620221  1.8452      6.15628366]

ce_symbol  = TY:3
ce_fraction=  0.7359573382113593
species:coords:index
Li1 : [14.60490354  0.          5.65658531] : 0
Li1 : [14.60490354  3.6904      5.65658531] : 0
V1 : [17.29084793  1.8452      5.75535901] : 16
!!!atention to nb coordination!!!
         [2.2062004085645843, 2.2062004085645843, 1.6345771971802199]
         [2.206200408564583, 2.206200408564583, 1.6345771971802197]

ce_symbol  = TL:3
ce_fraction=  0.1727156699044006
species:coords:index
Li1 : [14.60490354  0.          5.65658531] : 0
Li1 : [14.60490354  3.6904      5.65658531] : 0
V1 : [17.29084793  1.8452      5.75535901] : 16
!!!atention to nb coordination!!!
         [2.2062004085645843, 2.2062004085645843, 1.6345771971802199]
         [2.206200408564583, 2.206200408564583, 1.6345771971802197]

ce_symbol  = S:1
ce_fraction=  0.09132699188424008
species:coords:index
V1 : [17.29084793  1.8452      5.75535901] : 16
!!!atention to nb coordination!!!
         [1.6345771971802199]
         [1.6345771971802197]


**isite= 70
O1 : [12.59955616  0.         10.50032797]

ce_symbol  = TY:3
ce_fraction=  0.7359573382113593
species:coords:index
V1 : [11.01491044  0.         10.90125261] : 17
Li1 : [13.70085483 -1.8452     11.00002632] : 1
Li1 : [13.70085483  1.8452     11.00002632] : 1
!!!atention to nb coordination!!!
         [1.6345771971802194, 2.206200408564581, 2.2062004085645808]
         [1.634577197180218, 2.206200408564582, 2.206200408564582]

ce_symbol  = TL:3
ce_fraction=  0.17271566990439913
species:coords:index
V1 : [11.01491044  0.         10.90125261] : 17
Li1 : [13.70085483 -1.8452     11.00002632] : 1
Li1 : [13.70085483  1.8452     11.00002632] : 1
!!!atention to nb coordination!!!
         [1.6345771971802194, 2.206200408564581, 2.2062004085645808]
         [1.634577197180218, 2.206200408564582, 2.206200408564582]

ce_symbol  = S:1
ce_fraction=  0.09132699188424159
species:coords:index
V1 : [11.01491044  0.         10.90125261] : 17
!!!atention to nb coordination!!!
         [1.6345771971802194]
         [1.634577197180218]


**isite= 71
O1 : [17.65746159  0.         11.98293297]

ce_symbol  = L:2
ce_fraction=  1.0
species:coords:index
V1 : [15.79592551  0.         12.68317692] : 5
V1 : [19.24691884  0.         11.55102703] : 38
!!!atention to nb coordination!!!
         [1.988883647418604, 1.6470935235877802]
         [1.9888836474186047, 1.6470935235877797]


**isite= 72
O1 : [10.64829678  1.8452      4.67367865]

ce_symbol  = L:2
ce_fraction=  1.0
species:coords:index
V1 : [9.05883954 1.8452     5.10558459] : 39
V1 : [12.50983286  1.8452      3.9734347 ] : 4
!!!atention to nb coordination!!!
         [1.6470935235877797, 1.988883647418603]
         [1.6470935235877784, 1.9888836474186042]


**isite= 73
O1 : [10.22570031  0.         15.14419129]

ce_symbol  = TL:3
ce_fraction=  0.9145982426738639
species:coords:index
V1 : [ 9.18347385  0.         13.73404255] : 12
V1 : [12.39690124  0.         14.12913737] : 11
V1 : [10.55290484  0.         17.01039805] : 18
!!!atention to nb coordination!!!
         [1.753498066851842, 2.396757789312041, 1.8946742456221135]
         [1.7534980668518392, 2.396757789312042, 1.894674245622114]

ce_symbol  = TS:3
ce_fraction=  0.04304701910406316
species:coords:index
V1 : [ 9.18347385  0.         13.73404255] : 12
V1 : [12.39690124  0.         14.12913737] : 11
V1 : [10.55290484  0.         17.01039805] : 18
!!!atention to nb coordination!!!
         [1.753498066851842, 2.396757789312041, 1.8946742456221135]
         [1.7534980668518392, 2.396757789312042, 1.894674245622114]

ce_symbol  = TY:3
ce_fraction=  0.04235473822207289
species:coords:index
V1 : [ 9.18347385  0.         13.73404255] : 12
V1 : [12.39690124  0.         14.12913737] : 11
V1 : [10.55290484  0.         17.01039805] : 18
!!!atention to nb coordination!!!
         [1.753498066851842, 2.396757789312041, 1.8946742456221135]
         [1.7534980668518392, 2.396757789312042, 1.894674245622114]


**isite= 74
O1 : [18.08005806  1.8452      1.51242034]

ce_symbol  = TL:3
ce_fraction=  0.9145982426738655
species:coords:index
V1 : [19.12228452  1.8452      2.92256908] : 13
V1 : [17.75285353  1.8452     -0.35378643] : 19
V1 : [15.90885714  1.8452      2.52747425] : 10
!!!atention to nb coordination!!!
         [1.7534980668518385, 1.894674245622117, 2.3967577893120398]
         [1.7534980668518412, 1.8946742456221135, 2.39675778931204]

ce_symbol  = TS:3
ce_fraction=  0.04304701910406184
species:coords:index
V1 : [19.12228452  1.8452      2.92256908] : 13
V1 : [17.75285353  1.8452     -0.35378643] : 19
V1 : [15.90885714  1.8452      2.52747425] : 10
!!!atention to nb coordination!!!
         [1.7534980668518385, 1.894674245622117, 2.3967577893120398]
         [1.7534980668518412, 1.8946742456221135, 2.39675778931204]

ce_symbol  = TY:3
ce_fraction=  0.04235473822207258
species:coords:index
V1 : [19.12228452  1.8452      2.92256908] : 13
V1 : [17.75285353  1.8452     -0.35378643] : 19
V1 : [15.90885714  1.8452      2.52747425] : 10
!!!atention to nb coordination!!!
         [1.7534980668518385, 1.894674245622117, 2.3967577893120398]
         [1.7534980668518412, 1.8946742456221135, 2.39675778931204]


**isite= 75
O1 : [17.04906308  1.8452      3.88265617]

ce_symbol  = TL:3
ce_fraction=  0.9580719580050248
species:coords:index
V1 : [17.29084793  1.8452      5.75535901] : 16
V1 : [15.90885714  1.8452      2.52747425] : 10
V1 : [19.12228452  1.8452      2.92256908] : 13
!!!atention to nb coordination!!!
         [1.888246768790286, 1.7710413966749745, 2.2847350826617845]
         [1.8882467687902869, 1.7710413966749738, 2.2847350826617876]

ce_symbol  = TY:3
ce_fraction=  0.030364305832350235
species:coords:index
V1 : [17.29084793  1.8452      5.75535901] : 16
V1 : [15.90885714  1.8452      2.52747425] : 10
V1 : [19.12228452  1.8452      2.92256908] : 13
!!!atention to nb coordination!!!
         [1.888246768790286, 1.7710413966749745, 2.2847350826617845]
         [1.8882467687902869, 1.7710413966749738, 2.2847350826617876]

ce_symbol  = TS:3
ce_fraction=  0.01156373616262502
species:coords:index
V1 : [17.29084793  1.8452      5.75535901] : 16
V1 : [15.90885714  1.8452      2.52747425] : 10
V1 : [19.12228452  1.8452      2.92256908] : 13
!!!atention to nb coordination!!!
         [1.888246768790286, 1.7710413966749745, 2.2847350826617845]
         [1.8882467687902869, 1.7710413966749738, 2.2847350826617876]


**isite= 76
O1 : [11.2566953   0.         12.77395545]

ce_symbol  = TL:3
ce_fraction=  0.9580719580050242
species:coords:index
V1 : [12.39690124  0.         14.12913737] : 11
V1 : [ 9.18347385  0.         13.73404255] : 12
V1 : [11.01491044  0.         10.90125261] : 17
!!!atention to nb coordination!!!
         [1.7710413966749707, 2.284735082661786, 1.888246768790288]
         [1.7710413966749732, 2.2847350826617876, 1.888246768790286]

ce_symbol  = TY:3
ce_fraction=  0.03036430583235055
species:coords:index
V1 : [12.39690124  0.         14.12913737] : 11
V1 : [ 9.18347385  0.         13.73404255] : 12
V1 : [11.01491044  0.         10.90125261] : 17
!!!atention to nb coordination!!!
         [1.7710413966749707, 2.284735082661786, 1.888246768790288]
         [1.7710413966749732, 2.2847350826617876, 1.888246768790286]

ce_symbol  = TS:3
ce_fraction=  0.011563736162625293
species:coords:index
V1 : [12.39690124  0.         14.12913737] : 11
V1 : [ 9.18347385  0.         13.73404255] : 12
V1 : [11.01491044  0.         10.90125261] : 17
!!!atention to nb coordination!!!
         [1.7710413966749707, 2.284735082661786, 1.888246768790288]
         [1.7710413966749732, 2.2847350826617876, 1.888246768790286]


**isite= 77
O1 : [9.21870129 1.8452     7.05240936]

ce_symbol  = TS:3
ce_fraction=  0.9942348174717733
species:coords:index
V1 : [9.88136864 1.8452     8.77403674] : 15
V1 : [9.05883954 1.8452     5.10558459] : 39
V1 : [7.50038973 1.8452     7.88257488] : 32
!!!atention to nb coordination!!!
         [1.8447571213066702, 1.9533771916229685, 1.908342061214399]
         [1.8447571213066731, 1.9533771916229674, 1.908342061214399]

ce_symbol  = TL:3
ce_fraction=  0.005765182528226716
species:coords:index
V1 : [9.88136864 1.8452     8.77403674] : 15
V1 : [9.05883954 1.8452     5.10558459] : 39
V1 : [7.50038973 1.8452     7.88257488] : 32
!!!atention to nb coordination!!!
         [1.8447571213066702, 1.9533771916229685, 1.908342061214399]
         [1.8447571213066731, 1.9533771916229674, 1.908342061214399]


**isite= 78
O1 : [19.08705708  0.          9.60420226]

ce_symbol  = TS:3
ce_fraction=  0.994234817471773
species:coords:index
V1 : [19.24691884  0.         11.55102703] : 38
V1 : [18.42438973  0.          7.88257488] : 14
V1 : [20.80536864  0.          8.77403674] : 33
!!!atention to nb coordination!!!
         [1.9533771916229647, 1.8447571213066776, 1.908342061214397]
         [1.9533771916229665, 1.8447571213066747, 1.9083420612143995]

ce_symbol  = TL:3
ce_fraction=  0.005765182528227009
species:coords:index
V1 : [19.24691884  0.         11.55102703] : 38
V1 : [18.42438973  0.          7.88257488] : 14
V1 : [20.80536864  0.          8.77403674] : 33
!!!atention to nb coordination!!!
         [1.9533771916229647, 1.8447571213066776, 1.908342061214397]
         [1.9533771916229665, 1.8447571213066747, 1.9083420612143995]


**isite= 79
O1 : [ 4.9993784   0.         13.08376843]

ce_symbol  = TS:3
ce_fraction=  0.5798421883216553
species:coords:index
