cif name= ./1008055.cif
./1008055.cif
Full Formula (Rb8 Eu24 F80)
F-1 : [ 7.8809976  0.        -1.9589976] : 85
F-1 : [7.8809976 1.9589976 0.       ] : 81
F-1 : [ 7.8809976 -1.9589976  0.       ] : 84
F-1 : [10.5328692  1.3111308 -1.3111308] : 94
F-1 : [10.5328692 -1.3111308 -1.3111308] : 96
F-1 : [10.5328692  1.3111308  1.3111308] : 77
F-1 : [10.5328692 -1.3111308  1.3111308] : 75
!!!atention to nb coordination!!!
         [2.2579584999842663, 2.2579584999842646, 2.2579584999842663, 2.2579584999842646, 2.4033629888690227, 2.4033629888690213, 2.403362988869023, 2.403362988869022]
         [2.2579584999842672, 2.2579584999842672, 2.2579584999842672, 2.2579584999842672, 2.4033629888690218, 2.4033629888690218, 2.4033629888690218, 2.4033629888690218]

ce_symbol  = BO_3:8
ce_fraction=  0.00013798296309470092
species:coords:index
F-1 : [7.8809976 0.        1.9589976] : 82
F-1 : [ 7.8809976  0.        -1.9589976] : 85
F-1 : [7.8809976 1.9589976 0.       ] : 81
F-1 : [ 7.8809976 -1.9589976  0.       ] : 84
F-1 : [10.5328692  1.3111308 -1.3111308] : 94
F-1 : [10.5328692 -1.3111308 -1.3111308] : 96
F-1 : [10.5328692  1.3111308  1.3111308] : 77
F-1 : [10.5328692 -1.3111308  1.3111308] : 75
!!!atention to nb coordination!!!
         [2.2579584999842663, 2.2579584999842646, 2.2579584999842663, 2.2579584999842646, 2.4033629888690227, 2.4033629888690213, 2.403362988869023, 2.403362988869022]
         [2.2579584999842672, 2.2579584999842672, 2.2579584999842672, 2.2579584999842672, 2.4033629888690218, 2.4033629888690218, 2.4033629888690218, 2.4033629888690218]


**isite= 26
Eu3+1 : [8.7621912 5.922     0.       ]

ce_symbol  = SA:8
ce_fraction=  0.9453999075822034
species:coords:index
F-1 : [ 9.8850024  5.922     -1.9589976] : 108
F-1 : [9.8850024 3.9630024 0.       ] : 110
F-1 : [9.8850024 5.922     1.9589976] : 111
F-1 : [9.8850024 7.8809976 0.       ] : 107
F-1 : [7.2331308 4.6108692 1.3111308] : 78
F-1 : [7.2331308 7.2331308 1.3111308] : 72
F-1 : [ 7.2331308  7.2331308 -1.3111308] : 99
F-1 : [ 7.2331308  4.6108692 -1.3111308] : 93
!!!atention to nb coordination!!!
         [2.2579584999842663, 2.2579584999842677, 2.2579584999842686, 2.2579584999842695, 2.4033629888690213, 2.403362988869022, 2.4033629888690213, 2.403362988869021]
         [2.2579584999842672, 2.2579584999842672, 2.2579584999842677, 2.2579584999842672, 2.403362988869022, 2.403362988869022, 2.403362988869022, 2.403362988869022]

ce_symbol  = SBT:8
ce_fraction=  0.046237940128183
species:coords:index
F-1 : [ 9.8850024  5.922     -1.9589976] : 108
F-1 : [9.8850024 3.9630024 0.       ] : 110
F-1 : [9.8850024 5.922     1.9589976] : 111
F-1 : [9.8850024 7.8809976 0.       ] : 107
F-1 : [7.2331308 4.6108692 1.3111308] : 78
F-1 : [7.2331308 7.2331308 1.3111308] : 72
F-1 : [ 7.2331308  7.2331308 -1.3111308] : 99
F-1 : [ 7.2331308  4.6108692 -1.3111308] : 93
!!!atention to nb coordination!!!
         [2.2579584999842663, 2.2579584999842677, 2.2579584999842686, 2.2579584999842695, 2.4033629888690213, 2.403362988869022, 2.4033629888690213, 2.403362988869021]
         [2.2579584999842672, 2.2579584999842672, 2.2579584999842677, 2.2579584999842672, 2.403362988869022, 2.403362988869022, 2.403362988869022, 2.403362988869022]

ce_symbol  = DDPN:8
ce_fraction=  0.008225304278375778
species:coords:index
F-1 : [ 9.8850024  5.922     -1.9589976] : 108
F-1 : [9.8850024 3.9630024 0.       ] : 110
F-1 : [9.8850024 5.922     1.9589976] : 111
F-1 : [9.8850024 7.8809976 0.       ] : 107
F-1 : [7.2331308 4.6108692 1.3111308] : 78
F-1 : [7.2331308 7.2331308 1.3111308] : 72
F-1 : [ 7.2331308  7.2331308 -1.3111308] : 99
F-1 : [ 7.2331308  4.6108692 -1.3111308] : 93
!!!atention to nb coordination!!!
         [2.2579584999842663, 2.2579584999842677, 2.2579584999842686, 2.2579584999842695, 2.4033629888690213, 2.403362988869022, 2.4033629888690213, 2.403362988869021]
         [2.2579584999842672, 2.2579584999842672, 2.2579584999842677, 2.2579584999842672, 2.403362988869022, 2.403362988869022, 2.403362988869022, 2.403362988869022]

ce_symbol  = BO_3:8
ce_fraction=  0.00013684801123801577
species:coords:index
F-1 : [ 9.8850024  5.922     -1.9589976] : 108
F-1 : [9.8850024 3.9630024 0.       ] : 110
F-1 : [9.8850024 5.922     1.9589976] : 111
F-1 : [9.8850024 7.8809976 0.       ] : 107
F-1 : [7.2331308 4.6108692 1.3111308] : 78
F-1 : [7.2331308 7.2331308 1.3111308] : 72
F-1 : [ 7.2331308  7.2331308 -1.3111308] : 99
F-1 : [ 7.2331308  4.6108692 -1.3111308] : 93
!!!atention to nb coordination!!!
         [2.2579584999842663, 2.2579584999842677, 2.2579584999842686, 2.2579584999842695, 2.4033629888690213, 2.403362988869022, 2.4033629888690213, 2.403362988869021]
         [2.2579584999842672, 2.2579584999842672, 2.2579584999842677, 2.2579584999842672, 2.403362988869022, 2.403362988869022, 2.403362988869022, 2.403362988869022]


**isite= 27
Eu3+1 : [5.922     5.922     2.8401912]

ce_symbol  = SA:8
ce_fraction=  0.9532406015807066
species:coords:index
F-1 : [7.2331308 4.6108692 1.3111308] : 78
F-1 : [4.6108692 4.6108692 1.3111308] : 55
F-1 : [4.6108692 7.2331308 1.3111308] : 57
F-1 : [5.922     3.9630024 3.9630024] : 103
F-1 : [7.8809976 5.922     3.9630024] : 105
F-1 : [7.2331308 7.2331308 1.3111308] : 72
F-1 : [5.922     7.8809976 3.9630024] : 106
F-1 : [3.9630024 5.922     3.9630024] : 68
!!!atention to nb coordination!!!
         [2.403362988869023, 2.4033629888690227, 2.403362988869023, 2.2579584999842672, 2.257958499984269, 2.4033629888690236, 2.257958499984269, 2.2579584999842672]
         [2.4033629888690227, 2.4033629888690227, 2.4033629888690227, 2.2579584999842672, 2.2579584999842672, 2.4033629888690227, 2.2579584999842672, 2.2579584999842672]

ce_symbol  = SBT:8
ce_fraction=  0.04662141545619872
species:coords:index
F-1 : [7.2331308 4.6108692 1.3111308] : 78
F-1 : [4.6108692 4.6108692 1.3111308] : 55
F-1 : [4.6108692 7.2331308 1.3111308] : 57
F-1 : [5.922     3.9630024 3.9630024] : 103
F-1 : [7.8809976 5.922     3.9630024] : 105
F-1 : [7.2331308 7.2331308 1.3111308] : 72
F-1 : [5.922     7.8809976 3.9630024] : 106
F-1 : [3.9630024 5.922     3.9630024] : 68
!!!atention to nb coordination!!!
         [2.403362988869023, 2.4033629888690227, 2.403362988869023, 2.2579584999842672, 2.257958499984269, 2.4033629888690236, 2.257958499984269, 2.2579584999842672]
         [2.4033629888690227, 2.4033629888690227, 2.4033629888690227, 2.2579584999842672, 2.2579584999842672, 2.4033629888690227, 2.2579584999842672, 2.2579584999842672]

ce_symbol  = BO_3:8
ce_fraction=  0.00013798296309470079
species:coords:index
F-1 : [7.2331308 4.6108692 1.3111308] : 78
F-1 : [4.6108692 4.6108692 1.3111308] : 55
F-1 : [4.6108692 7.2331308 1.3111308] : 57
F-1 : [5.922     3.9630024 3.9630024] : 103
F-1 : [7.8809976 5.922     3.9630024] : 105
F-1 : [7.2331308 7.2331308 1.3111308] : 72
F-1 : [5.922     7.8809976 3.9630024] : 106
F-1 : [3.9630024 5.922     3.9630024] : 68
!!!atention to nb coordination!!!
         [2.403362988869023, 2.4033629888690227, 2.403362988869023, 2.2579584999842672, 2.257958499984269, 2.4033629888690236, 2.257958499984269, 2.2579584999842672]
         [2.4033629888690227, 2.4033629888690227, 2.4033629888690227, 2.2579584999842672, 2.2579584999842672, 2.4033629888690227, 2.2579584999842672, 2.2579584999842672]


**isite= 28
Eu3+1 : [5.922     2.8401912 5.922    ]

ce_symbol  = SA:8
ce_fraction=  0.9532406015807071
species:coords:index
F-1 : [4.6108692 1.3111308 7.2331308] : 37
F-1 : [4.6108692 1.3111308 4.6108692] : 54
F-1 : [7.2331308 1.3111308 7.2331308] : 92
F-1 : [5.922     3.9630024 7.8809976] : 109
F-1 : [7.2331308 1.3111308 4.6108692] : 79
F-1 : [3.9630024 3.9630024 5.922    ] : 70
F-1 : [5.922     3.9630024 3.9630024] : 103
F-1 : [7.8809976 3.9630024 5.922    ] : 104
!!!atention to nb coordination!!!
         [2.4033629888690218, 2.4033629888690213, 2.4033629888690227, 2.25795849998427, 2.4033629888690218, 2.257958499984268, 2.257958499984268, 2.25795849998427]
         [2.4033629888690213, 2.4033629888690213, 2.4033629888690213, 2.257958499984268, 2.4033629888690213, 2.257958499984268, 2.257958499984268, 2.257958499984268]

ce_symbol  = SBT:8
ce_fraction=  0.04662141545619825
species:coords:index
F-1 : [4.6108692 1.3111308 7.2331308] : 37
F-1 : [4.6108692 1.3111308 4.6108692] : 54
F-1 : [7.2331308 1.3111308 7.2331308] : 92
F-1 : [5.922     3.9630024 7.8809976] : 109
F-1 : [7.2331308 1.3111308 4.6108692] : 79
F-1 : [3.9630024 3.9630024 5.922    ] : 70
F-1 : [5.922     3.9630024 3.9630024] : 103
F-1 : [7.8809976 3.9630024 5.922    ] : 104
!!!atention to nb coordination!!!
         [2.4033629888690218, 2.4033629888690213, 2.4033629888690227, 2.25795849998427, 2.4033629888690218, 2.257958499984268, 2.257958499984268, 2.25795849998427]
         [2.4033629888690213, 2.4033629888690213, 2.4033629888690213, 2.257958499984268, 2.4033629888690213, 2.257958499984268, 2.257958499984268, 2.257958499984268]

ce_symbol  = BO_3:8
ce_fraction=  0.00013798296309470065
species:coords:index
F-1 : [4.6108692 1.3111308 7.2331308] : 37
F-1 : [4.6108692 1.3111308 4.6108692] : 54
F-1 : [7.2331308 1.3111308 7.2331308] : 92
F-1 : [5.922     3.9630024 7.8809976] : 109
F-1 : [7.2331308 1.3111308 4.6108692] : 79
F-1 : [3.9630024 3.9630024 5.922    ] : 70
F-1 : [5.922     3.9630024 3.9630024] : 103
F-1 : [7.8809976 3.9630024 5.922    ] : 104
!!!atention to nb coordination!!!
         [2.4033629888690218, 2.4033629888690213, 2.4033629888690227, 2.25795849998427, 2.4033629888690218, 2.257958499984268, 2.257958499984268, 2.25795849998427]
         [2.4033629888690213, 2.4033629888690213, 2.4033629888690213, 2.257958499984268, 2.4033629888690213, 2.257958499984268, 2.257958499984268, 2.257958499984268]


**isite= 29
Eu3+1 : [5.922     5.922     9.0038088]

ce_symbol  = SA:8
ce_fraction=  0.9532406015807068
species:coords:index
F-1 : [3.9630024 5.922     7.8809976] : 71
F-1 : [5.922     7.8809976 7.8809976] : 100
F-1 : [ 4.6108692  7.2331308 10.5328692] : 34
F-1 : [7.8809976 5.922     7.8809976] : 102
F-1 : [5.922     3.9630024 7.8809976] : 109
F-1 : [ 7.2331308  4.6108692 10.5328692] : 93
F-1 : [ 4.6108692  4.6108692 10.5328692] : 36
F-1 : [ 7.2331308  7.2331308 10.5328692] : 99
!!!atention to nb coordination!!!
         [2.257958499984266, 2.2579584999842677, 2.403362988869024, 2.2579584999842677, 2.257958499984266, 2.403362988869024, 2.4033629888690236, 2.4033629888690244]
         [2.2579584999842672, 2.2579584999842672, 2.4033629888690227, 2.2579584999842672, 2.2579584999842672, 2.4033629888690227, 2.4033629888690227, 2.4033629888690227]

ce_symbol  = SBT:8
ce_fraction=  0.046621415456198585
species:coords:index
F-1 : [3.9630024 5.922     7.8809976] : 71
F-1 : [5.922     7.8809976 7.8809976] : 100
F-1 : [ 4.6108692  7.2331308 10.5328692] : 34
F-1 : [7.8809976 5.922     7.8809976] : 102
F-1 : [5.922     3.9630024 7.8809976] : 109
F-1 : [ 7.2331308  4.6108692 10.5328692] : 93
F-1 : [ 4.6108692  4.6108692 10.5328692] : 36
F-1 : [ 7.2331308  7.2331308 10.5328692] : 99
!!!atention to nb coordination!!!
         [2.257958499984266, 2.2579584999842677, 2.403362988869024, 2.2579584999842677, 2.257958499984266, 2.403362988869024, 2.4033629888690236, 2.4033629888690244]
         [2.2579584999842672, 2.2579584999842672, 2.4033629888690227, 2.2579584999842672, 2.2579584999842672, 2.4033629888690227, 2.4033629888690227, 2.4033629888690227]

ce_symbol  = BO_3:8
ce_fraction=  0.00013798296309470133
species:coords:index
F-1 : [3.9630024 5.922     7.8809976] : 71
F-1 : [5.922     7.8809976 7.8809976] : 100
F-1 : [ 4.6108692  7.2331308 10.5328692] : 34
F-1 : [7.8809976 5.922     7.8809976] : 102
F-1 : [5.922     3.9630024 7.8809976] : 109
F-1 : [ 7.2331308  4.6108692 10.5328692] : 93
F-1 : [ 4.6108692  4.6108692 10.5328692] : 36
F-1 : [ 7.2331308  7.2331308 10.5328692] : 99
!!!atention to nb coordination!!!
         [2.257958499984266, 2.2579584999842677, 2.403362988869024, 2.2579584999842677, 2.257958499984266, 2.403362988869024, 2.4033629888690236, 2.4033629888690244]
         [2.2579584999842672, 2.2579584999842672, 2.4033629888690227, 2.2579584999842672, 2.2579584999842672, 2.4033629888690227, 2.4033629888690227, 2.4033629888690227]


**isite= 30
Eu3+1 : [5.922     9.0038088 5.922    ]

ce_symbol  = SA:8
ce_fraction=  0.9532406015807068
species:coords:index
F-1 : [ 4.6108692 10.5328692  7.2331308] : 35
F-1 : [ 4.6108692 10.5328692  4.6108692] : 56
F-1 : [5.922     7.8809976 7.8809976] : 100
F-1 : [ 7.2331308 10.5328692  7.2331308] : 98
F-1 : [5.922     7.8809976 3.9630024] : 106
F-1 : [ 7.2331308 10.5328692  4.6108692] : 73
F-1 : [3.9630024 7.8809976 5.922    ] : 67
F-1 : [7.8809976 7.8809976 5.922    ] : 101
!!!atention to nb coordination!!!
         [2.403362988869024, 2.4033629888690236, 2.2579584999842677, 2.4033629888690244, 2.257958499984266, 2.403362988869024, 2.257958499984266, 2.2579584999842677]
         [2.403362988869022, 2.403362988869022, 2.2579584999842672, 2.403362988869022, 2.2579584999842672, 2.403362988869022, 2.2579584999842672, 2.2579584999842672]

ce_symbol  = SBT:8
ce_fraction=  0.04662141545619855
species:coords:index
F-1 : [ 4.6108692 10.5328692  7.2331308] : 35
F-1 : [ 4.6108692 10.5328692  4.6108692] : 56
F-1 : [5.922     7.8809976 7.8809976] : 100
F-1 : [ 7.2331308 10.5328692  7.2331308] : 98
F-1 : [5.922     7.8809976 3.9630024] : 106
F-1 : [ 7.2331308 10.5328692  4.6108692] : 73
F-1 : [3.9630024 7.8809976 5.922    ] : 67
F-1 : [7.8809976 7.8809976 5.922    ] : 101
!!!atention to nb coordination!!!
         [2.403362988869024, 2.4033629888690236, 2.2579584999842677, 2.4033629888690244, 2.257958499984266, 2.403362988869024, 2.257958499984266, 2.2579584999842677]
         [2.403362988869022, 2.403362988869022, 2.2579584999842672, 2.403362988869022, 2.2579584999842672, 2.403362988869022, 2.2579584999842672, 2.2579584999842672]

ce_symbol  = BO_3:8
ce_fraction=  0.0001379829630947018
species:coords:index
F-1 : [ 4.6108692 10.5328692  7.2331308] : 35
F-1 : [ 4.6108692 10.5328692  4.6108692] : 56
F-1 : [5.922     7.8809976 7.8809976] : 100
F-1 : [ 7.2331308 10.5328692  7.2331308] : 98
F-1 : [5.922     7.8809976 3.9630024] : 106
F-1 : [ 7.2331308 10.5328692  4.6108692] : 73
F-1 : [3.9630024 7.8809976 5.922    ] : 67
F-1 : [7.8809976 7.8809976 5.922    ] : 101
!!!atention to nb coordination!!!
         [2.403362988869024, 2.4033629888690236, 2.2579584999842677, 2.4033629888690244, 2.257958499984266, 2.403362988869024, 2.257958499984266, 2.2579584999842677]
         [2.403362988869022, 2.403362988869022, 2.2579584999842672, 2.403362988869022, 2.2579584999842672, 2.403362988869022, 2.2579584999842672, 2.2579584999842672]


**isite= 31
Eu3+1 : [9.0038088 5.922     5.922    ]

ce_symbol  = SA:8
ce_fraction=  0.9532406015807067
species:coords:index
F-1 : [10.5328692  4.6108692  4.6108692] : 76
F-1 : [10.5328692  4.6108692  7.2331308] : 95
F-1 : [10.5328692  7.2331308  7.2331308] : 97
F-1 : [10.5328692  7.2331308  4.6108692] : 74
F-1 : [7.8809976 5.922     7.8809976] : 102
F-1 : [7.8809976 7.8809976 5.922    ] : 101
F-1 : [7.8809976 3.9630024 5.922    ] : 104
F-1 : [7.8809976 5.922     3.9630024] : 105
!!!atention to nb coordination!!!
         [2.4033629888690236, 2.403362988869024, 2.4033629888690244, 2.403362988869024, 2.2579584999842677, 2.2579584999842677, 2.257958499984266, 2.257958499984266]
         [2.403362988869022, 2.403362988869022, 2.403362988869022, 2.403362988869022, 2.2579584999842672, 2.2579584999842672, 2.2579584999842672, 2.2579584999842672]

ce_symbol  = SBT:8
ce_fraction=  0.04662141545619863
species:coords:index
F-1 : [10.5328692  4.6108692  4.6108692] : 76
F-1 : [10.5328692  4.6108692  7.2331308] : 95
F-1 : [10.5328692  7.2331308  7.2331308] : 97
F-1 : [10.5328692  7.2331308  4.6108692] : 74
F-1 : [7.8809976 5.922     7.8809976] : 102
F-1 : [7.8809976 7.8809976 5.922    ] : 101
F-1 : [7.8809976 3.9630024 5.922    ] : 104
F-1 : [7.8809976 5.922     3.9630024] : 105
!!!atention to nb coordination!!!
         [2.4033629888690236, 2.403362988869024, 2.4033629888690244, 2.403362988869024, 2.2579584999842677, 2.2579584999842677, 2.257958499984266, 2.257958499984266]
         [2.403362988869022, 2.403362988869022, 2.403362988869022, 2.403362988869022, 2.2579584999842672, 2.2579584999842672, 2.2579584999842672, 2.2579584999842672]

ce_symbol  = BO_3:8
ce_fraction=  0.00013798296309470052
species:coords:index
F-1 : [10.5328692  4.6108692  4.6108692] : 76
F-1 : [10.5328692  4.6108692  7.2331308] : 95
F-1 : [10.5328692  7.2331308  7.2331308] : 97
F-1 : [10.5328692  7.2331308  4.6108692] : 74
F-1 : [7.8809976 5.922     7.8809976] : 102
F-1 : [7.8809976 7.8809976 5.922    ] : 101
F-1 : [7.8809976 3.9630024 5.922    ] : 104
F-1 : [7.8809976 5.922     3.9630024] : 105
!!!atention to nb coordination!!!
         [2.4033629888690236, 2.403362988869024, 2.4033629888690244, 2.403362988869024, 2.2579584999842677, 2.2579584999842677, 2.257958499984266, 2.257958499984266]
         [2.403362988869022, 2.403362988869022, 2.403362988869022, 2.403362988869022, 2.2579584999842672, 2.2579584999842672, 2.2579584999842672, 2.2579584999842672]


**isite= 32
F-1 : [1.3111308 7.2331308 7.2331308]


**isite= 33
F-1 : [ 1.3111308 10.5328692 10.5328692]


**isite= 34
F-1 : [ 4.6108692  7.2331308 10.5328692]


**isite= 35
F-1 : [ 4.6108692 10.5328692  7.2331308]


**isite= 36
F-1 : [ 4.6108692  4.6108692 10.5328692]


**isite= 37
F-1 : [4.6108692 1.3111308 7.2331308]


**isite= 38
F-1 : [1.3111308 4.6108692 7.2331308]


**isite= 39
F-1 : [ 1.3111308  1.3111308 10.5328692]


**isite= 40
F-1 : [0.        1.9589976 7.8809976]


**isite= 41
F-1 : [1.9589976 1.9589976 5.922    ]


**isite= 42
F-1 : [1.9589976 0.        7.8809976]


**isite= 43
F-1 : [0.        9.8850024 3.9630024]


**isite= 44
F-1 : [1.9589976 9.8850024 5.922    ]


**isite= 45
F-1 : [1.9589976 0.        3.9630024]


**isite= 46
F-1 : [0.        1.9589976 3.9630024]


**isite= 47
F-1 : [3.9630024 1.9589976 0.       ]


**isite= 48
F-1 : [3.9630024 0.        9.8850024]


**isite= 49
F-1 : [0.        9.8850024 7.8809976]


**isite= 50
F-1 : [3.9630024 9.8850024 0.       ]


**isite= 51
F-1 : [3.9630024 0.        1.9589976]


**isite= 52
F-1 : [1.3111308 1.3111308 1.3111308]


**isite= 53
F-1 : [1.3111308 4.6108692 4.6108692]


**isite= 54
F-1 : [4.6108692 1.3111308 4.6108692]


**isite= 55
F-1 : [4.6108692 4.6108692 1.3111308]


**isite= 56
F-1 : [ 4.6108692 10.5328692  4.6108692]


**isite= 57
F-1 : [4.6108692 7.2331308 1.3111308]


**isite= 58
F-1 : [ 1.3111308 10.5328692  1.3111308]


**isite= 59
F-1 : [1.3111308 7.2331308 4.6108692]


**isite= 60
F-1 : [0.        7.8809976 1.9589976]


**isite= 61
F-1 : [1.9589976 7.8809976 0.       ]


**isite= 62
F-1 : [1.9589976 5.922     1.9589976]


**isite= 63
F-1 : [0.        3.9630024 9.8850024]


**isite= 64
F-1 : [1.9589976 3.9630024 0.       ]


**isite= 65
F-1 : [1.9589976 5.922     9.8850024]


**isite= 66
F-1 : [0.        7.8809976 9.8850024]


**isite= 67
F-1 : [3.9630024 7.8809976 5.922    ]


**isite= 68
F-1 : [3.9630024 5.922     3.9630024]


**isite= 69
F-1 : [0.        3.9630024 1.9589976]


**isite= 70
F-1 : [3.9630024 3.9630024 5.922    ]


**isite= 71
F-1 : [3.9630024 5.922     7.8809976]


**isite= 72
F-1 : [7.2331308 7.2331308 1.3111308]


**isite= 73
F-1 : [ 7.2331308 10.5328692  4.6108692]


**isite= 74
F-1 : [10.5328692  7.2331308  4.6108692]


**isite= 75
F-1 : [10.5328692 10.5328692  1.3111308]


**isite= 76
F-1 : [10.5328692  4.6108692  4.6108692]


**isite= 77
F-1 : [10.5328692  1.3111308  1.3111308]


**isite= 78
F-1 : [7.2331308 4.6108692 1.3111308]


**isite= 79
F-1 : [7.2331308 1.3111308 4.6108692]


**isite= 80
F-1 : [5.922     1.9589976 1.9589976]


**isite= 81
F-1 : [7.8809976 1.9589976 0.       ]


**isite= 82
F-1 : [7.8809976 0.        1.9589976]


**isite= 83
F-1 : [5.922     9.8850024 9.8850024]


**isite= 84
F-1 : [7.8809976 9.8850024 0.       ]


**isite= 85
F-1 : [7.8809976 0.        9.8850024]


**isite= 86
F-1 : [5.922     1.9589976 9.8850024]


**isite= 87
F-1 : [9.8850024 1.9589976 5.922    ]


**isite= 88
F-1 : [9.8850024 0.        3.9630024]


**isite= 89
F-1 : [5.922     9.8850024 1.9589976]


**isite= 90
F-1 : [9.8850024 9.8850024 5.922    ]


**isite= 91
F-1 : [9.8850024 0.        7.8809976]


**isite= 92
F-1 : [7.2331308 1.3111308 7.2331308]


**isite= 93
F-1 : [ 7.2331308  4.6108692 10.5328692]


**isite= 94
F-1 : [10.5328692  1.3111308 10.5328692]


**isite= 95
F-1 : [10.5328692  4.6108692  7.2331308]


**isite= 96
F-1 : [10.5328692 10.5328692 10.5328692]


**isite= 97
F-1 : [10.5328692  7.2331308  7.2331308]


**isite= 98
F-1 : [ 7.2331308 10.5328692  7.2331308]


**isite= 99
F-1 : [ 7.2331308  7.2331308 10.5328692]


**isite= 100
F-1 : [5.922     7.8809976 7.8809976]


**isite= 101
F-1 : [7.8809976 7.8809976 5.922    ]


**isite= 102
F-1 : [7.8809976 5.922     7.8809976]


**isite= 103
F-1 : [5.922     3.9630024 3.9630024]


**isite= 104
F-1 : [7.8809976 3.9630024 5.922    ]


**isite= 105
F-1 : [7.8809976 5.922     3.9630024]


**isite= 106
F-1 : [5.922     7.8809976 3.9630024]


**isite= 107
F-1 : [9.8850024 7.8809976 0.       ]


**isite= 108
F-1 : [9.8850024 5.922     9.8850024]


**isite= 109
F-1 : [5.922     3.9630024 7.8809976]


**isite= 110
F-1 : [9.8850024 3.9630024 0.       ]


**isite= 111
F-1 : [9.8850024 5.922     1.9589976]

END

