cif name= ./4306125.cif
./4306125.cif
Full Formula (Ga12 Pb20 F76)
F-1 : [ 1.66024776 13.5414854   2.50397328] : 103
F-1 : [ 4.31836464 13.333596    2.59244502] : 80
F-1 : [ 3.59290232 10.76150232 -0.33307008] : 91
F-1 : [ 5.54419524 12.71279524 -0.05724642] : 95
F-1 : [ 0.7957146  12.67695224 -1.21332672] : 67
F-1 : [ 3.54415584 12.80455332 -2.38725006] : 75
!!!atention to nb coordination!!!
         [2.8971496255913176, 2.7175547709542616, 2.546606576632015, 2.985880393623742, 2.796373505176499, 2.590981470834075, 2.351859924714129, 2.8279659680916325, 2.4556245413185342]
         [2.8971496255913176, 2.7175547709542616, 2.5466065766320147, 2.985880393623742, 2.796373505176499, 2.590981470834075, 2.351859924714129, 2.8279659680916325, 2.4556245413185342]

ce_symbol  = TT_2:9
ce_fraction=  0.0709811508068654
species:coords:index
F-1 : [ 3.54415584 15.86984668  1.33004994] : 77
F-1 : [ 1.66024776 15.1329146  -1.21332672] : 100
F-1 : [ 4.31836464 15.340804   -1.12485498] : 79
F-1 : [ 1.66024776 13.5414854   2.50397328] : 103
F-1 : [ 4.31836464 13.333596    2.59244502] : 80
F-1 : [ 3.59290232 10.76150232 -0.33307008] : 91
F-1 : [ 5.54419524 12.71279524 -0.05724642] : 95
F-1 : [ 0.7957146  12.67695224 -1.21332672] : 67
F-1 : [ 3.54415584 12.80455332 -2.38725006] : 75
!!!atention to nb coordination!!!
         [2.8971496255913176, 2.7175547709542616, 2.546606576632015, 2.985880393623742, 2.796373505176499, 2.590981470834075, 2.351859924714129, 2.8279659680916325, 2.4556245413185342]
         [2.8971496255913176, 2.7175547709542616, 2.5466065766320147, 2.985880393623742, 2.796373505176499, 2.590981470834075, 2.351859924714129, 2.8279659680916325, 2.4556245413185342]


**isite= 27
Pb2+1 : [1.10668847e+01 1.02654352e+00 1.65081282e-15]

ce_symbol  = TT_1:9
ce_fraction=  0.5669299750752679
species:coords:index
F-1 : [12.67695224 -0.7957146  -1.21332672] : 101
F-1 : [10.01883536 -1.003604   -1.12485498] : 78
F-1 : [10.79304416 -1.53264668  1.33004994] : 76
F-1 : [10.79304416  1.53264668 -2.38725006] : 74
F-1 : [ 8.79300476  1.62440476 -0.05724642] : 94
F-1 : [13.5414854   1.66024776 -1.21332672] : 66
F-1 : [10.74429768  3.57569768 -0.33307008] : 90
F-1 : [12.67695224  0.7957146   2.50397328] : 102
F-1 : [10.01883536  1.003604    2.59244502] : 81
!!!atention to nb coordination!!!
         [2.717554770954261, 2.5466065766320147, 2.8971496255913167, 2.4556245413185342, 2.3518599247141307, 2.8279659680916325, 2.590981470834075, 2.985880393623742, 2.7963735051764993]
         [2.7175547709542607, 2.5466065766320147, 2.897149625591316, 2.4556245413185342, 2.3518599247141307, 2.8279659680916325, 2.5909814708340755, 2.985880393623742, 2.796373505176499]

ce_symbol  = SMA:9
ce_fraction=  0.36208887411786683
species:coords:index
F-1 : [12.67695224 -0.7957146  -1.21332672] : 101
F-1 : [10.01883536 -1.003604   -1.12485498] : 78
F-1 : [10.79304416 -1.53264668  1.33004994] : 76
F-1 : [10.79304416  1.53264668 -2.38725006] : 74
F-1 : [ 8.79300476  1.62440476 -0.05724642] : 94
F-1 : [13.5414854   1.66024776 -1.21332672] : 66
F-1 : [10.74429768  3.57569768 -0.33307008] : 90
F-1 : [12.67695224  0.7957146   2.50397328] : 102
F-1 : [10.01883536  1.003604    2.59244502] : 81
!!!atention to nb coordination!!!
         [2.717554770954261, 2.5466065766320147, 2.8971496255913167, 2.4556245413185342, 2.3518599247141307, 2.8279659680916325, 2.590981470834075, 2.985880393623742, 2.7963735051764993]
         [2.7175547709542607, 2.5466065766320147, 2.897149625591316, 2.4556245413185342, 2.3518599247141307, 2.8279659680916325, 2.5909814708340755, 2.985880393623742, 2.796373505176499]

ce_symbol  = TT_2:9
ce_fraction=  0.07098115080686541
species:coords:index
F-1 : [12.67695224 -0.7957146  -1.21332672] : 101
F-1 : [10.01883536 -1.003604   -1.12485498] : 78
F-1 : [10.79304416 -1.53264668  1.33004994] : 76
F-1 : [10.79304416  1.53264668 -2.38725006] : 74
F-1 : [ 8.79300476  1.62440476 -0.05724642] : 94
F-1 : [13.5414854   1.66024776 -1.21332672] : 66
F-1 : [10.74429768  3.57569768 -0.33307008] : 90
F-1 : [12.67695224  0.7957146   2.50397328] : 102
F-1 : [10.01883536  1.003604    2.59244502] : 81
!!!atention to nb coordination!!!
         [2.717554770954261, 2.5466065766320147, 2.8971496255913167, 2.4556245413185342, 2.3518599247141307, 2.8279659680916325, 2.590981470834075, 2.985880393623742, 2.7963735051764993]
         [2.7175547709542607, 2.5466065766320147, 2.897149625591316, 2.4556245413185342, 2.3518599247141307, 2.8279659680916325, 2.5909814708340755, 2.985880393623742, 2.796373505176499]


**isite= 28
Pb2+1 : [3.27031532 1.02654352 3.7173    ]

ce_symbol  = TT_1:9
ce_fraction=  0.5669299750752671
species:coords:index
F-1 : [3.59290232 3.57569768 3.38422992] : 88
F-1 : [3.54415584 1.53264668 1.33004994] : 77
F-1 : [0.7957146  1.66024776 2.50397328] : 69
F-1 : [5.54419524 1.62440476 3.66005358] : 92
F-1 : [ 4.31836464 -1.003604    2.59244502] : 80
F-1 : [4.31836464 1.003604   6.30974502] : 79
F-1 : [ 1.66024776 -0.7957146   2.50397328] : 103
F-1 : [ 3.54415584 -1.53264668  5.04734994] : 75
F-1 : [1.66024776 0.7957146  6.22127328] : 100
!!!atention to nb coordination!!!
         [2.5909814708340755, 2.4556245413185342, 2.8279659680916325, 2.3518599247141294, 2.546606576632014, 2.7963735051764984, 2.717554770954261, 2.8971496255913167, 2.9858803936237415]
         [2.5909814708340755, 2.4556245413185342, 2.8279659680916325, 2.3518599247141294, 2.5466065766320143, 2.796373505176498, 2.7175547709542607, 2.897149625591316, 2.9858803936237415]

ce_symbol  = SMA:9
ce_fraction=  0.3620888741178677
species:coords:index
F-1 : [3.59290232 3.57569768 3.38422992] : 88
F-1 : [3.54415584 1.53264668 1.33004994] : 77
F-1 : [0.7957146  1.66024776 2.50397328] : 69
F-1 : [5.54419524 1.62440476 3.66005358] : 92
F-1 : [ 4.31836464 -1.003604    2.59244502] : 80
F-1 : [4.31836464 1.003604   6.30974502] : 79
F-1 : [ 1.66024776 -0.7957146   2.50397328] : 103
F-1 : [ 3.54415584 -1.53264668  5.04734994] : 75
F-1 : [1.66024776 0.7957146  6.22127328] : 100
!!!atention to nb coordination!!!
         [2.5909814708340755, 2.4556245413185342, 2.8279659680916325, 2.3518599247141294, 2.546606576632014, 2.7963735051764984, 2.717554770954261, 2.8971496255913167, 2.9858803936237415]
         [2.5909814708340755, 2.4556245413185342, 2.8279659680916325, 2.3518599247141294, 2.5466065766320143, 2.796373505176498, 2.7175547709542607, 2.897149625591316, 2.9858803936237415]

ce_symbol  = TT_2:9
ce_fraction=  0.07098115080686516
species:coords:index
F-1 : [3.59290232 3.57569768 3.38422992] : 88
F-1 : [3.54415584 1.53264668 1.33004994] : 77
F-1 : [0.7957146  1.66024776 2.50397328] : 69
F-1 : [5.54419524 1.62440476 3.66005358] : 92
F-1 : [ 4.31836464 -1.003604    2.59244502] : 80
F-1 : [4.31836464 1.003604   6.30974502] : 79
F-1 : [ 1.66024776 -0.7957146   2.50397328] : 103
F-1 : [ 3.54415584 -1.53264668  5.04734994] : 75
F-1 : [1.66024776 0.7957146  6.22127328] : 100
!!!atention to nb coordination!!!
         [2.5909814708340755, 2.4556245413185342, 2.8279659680916325, 2.3518599247141294, 2.546606576632014, 2.7963735051764984, 2.717554770954261, 2.8971496255913167, 2.9858803936237415]
         [2.5909814708340755, 2.4556245413185342, 2.8279659680916325, 2.3518599247141294, 2.5466065766320143, 2.796373505176498, 2.7175547709542607, 2.897149625591316, 2.9858803936237415]


**isite= 29
Pb2+1 : [11.06688468 13.31065648  3.7173    ]

ce_symbol  = TT_1:9
ce_fraction=  0.5669299750752674
species:coords:index
F-1 : [10.01883536 13.333596    6.30974502] : 78
F-1 : [ 8.79300476 12.71279524  3.66005358] : 93
F-1 : [10.74429768 10.76150232  3.38422992] : 89
F-1 : [10.79304416 12.80455332  1.33004994] : 76
F-1 : [10.01883536 15.340804    2.59244502] : 81
F-1 : [13.5414854  12.67695224  2.50397328] : 68
F-1 : [12.67695224 15.1329146   2.50397328] : 102
F-1 : [10.79304416 15.86984668  5.04734994] : 74
F-1 : [12.67695224 13.5414854   6.22127328] : 101
!!!atention to nb coordination!!!
         [2.7963735051764984, 2.35185992471413, 2.5909814708340746, 2.4556245413185342, 2.5466065766320147, 2.8279659680916325, 2.7175547709542616, 2.897149625591317, 2.9858803936237415]
         [2.7963735051764984, 2.35185992471413, 2.590981470834075, 2.4556245413185342, 2.546606576632015, 2.8279659680916325, 2.7175547709542616, 2.897149625591317, 2.9858803936237415]

ce_symbol  = SMA:9
ce_fraction=  0.3620888741178676
species:coords:index
F-1 : [10.01883536 13.333596    6.30974502] : 78
F-1 : [ 8.79300476 12.71279524  3.66005358] : 93
F-1 : [10.74429768 10.76150232  3.38422992] : 89
F-1 : [10.79304416 12.80455332  1.33004994] : 76
F-1 : [10.01883536 15.340804    2.59244502] : 81
F-1 : [13.5414854  12.67695224  2.50397328] : 68
F-1 : [12.67695224 15.1329146   2.50397328] : 102
F-1 : [10.79304416 15.86984668  5.04734994] : 74
F-1 : [12.67695224 13.5414854   6.22127328] : 101
!!!atention to nb coordination!!!
         [2.7963735051764984, 2.35185992471413, 2.5909814708340746, 2.4556245413185342, 2.5466065766320147, 2.8279659680916325, 2.7175547709542616, 2.897149625591317, 2.9858803936237415]
         [2.7963735051764984, 2.35185992471413, 2.590981470834075, 2.4556245413185342, 2.546606576632015, 2.8279659680916325, 2.7175547709542616, 2.897149625591317, 2.9858803936237415]

ce_symbol  = TT_2:9
ce_fraction=  0.07098115080686489
species:coords:index
F-1 : [10.01883536 13.333596    6.30974502] : 78
F-1 : [ 8.79300476 12.71279524  3.66005358] : 93
F-1 : [10.74429768 10.76150232  3.38422992] : 89
F-1 : [10.79304416 12.80455332  1.33004994] : 76
F-1 : [10.01883536 15.340804    2.59244502] : 81
F-1 : [13.5414854  12.67695224  2.50397328] : 68
F-1 : [12.67695224 15.1329146   2.50397328] : 102
F-1 : [10.79304416 15.86984668  5.04734994] : 74
F-1 : [12.67695224 13.5414854   6.22127328] : 101
!!!atention to nb coordination!!!
         [2.7963735051764984, 2.35185992471413, 2.5909814708340746, 2.4556245413185342, 2.5466065766320147, 2.8279659680916325, 2.7175547709542616, 2.897149625591317, 2.9858803936237415]
         [2.7963735051764984, 2.35185992471413, 2.590981470834075, 2.4556245413185342, 2.546606576632015, 2.8279659680916325, 2.7175547709542616, 2.897149625591317, 2.9858803936237415]


**isite= 30
Pb2+1 : [7.1686    0.        6.3640176]

ce_symbol  = SBSA:10
ce_fraction=  0.9874608769269426
species:coords:index
F-1 : [10.01883536 -1.003604    6.30974502] : 78
F-1 : [8.25249232 1.08389232 4.50016338] : 99
F-1 : [ 6.08470768 -1.08389232  4.50016338] : 98
F-1 : [8.79300476 1.62440476 7.37735358] : 94
F-1 : [4.31836464 1.003604   6.30974502] : 79
F-1 : [ 5.54419524 -1.62440476  7.37735358] : 95
F-1 : [6.08470768 1.08389232 8.21746338] : 97
F-1 : [ 8.172204   -2.85023536  6.30974502] : 84
F-1 : [6.164996   2.85023536 6.30974502] : 85
F-1 : [ 8.25249232 -1.08389232  8.21746338] : 96
!!!atention to nb coordination!!!
         [3.0222521584325444, 2.413213143533277, 2.413213143533277, 2.5108228645175052, 3.0222521584325452, 2.5108228645175052, 2.4051832325437856, 3.022252158432543, 3.022252158432545, 2.405183232543786]
         [3.0222521584325444, 2.413213143533277, 2.413213143533277, 2.5108228645175052, 3.0222521584325452, 2.5108228645175052, 2.4051832325437856, 3.022252158432545, 3.022252158432545, 2.4051832325437856]

ce_symbol  = BS_2:10
ce_fraction=  0.012539123073057393
species:coords:index
F-1 : [10.01883536 -1.003604    6.30974502] : 78
F-1 : [8.25249232 1.08389232 4.50016338] : 99
F-1 : [ 6.08470768 -1.08389232  4.50016338] : 98
F-1 : [8.79300476 1.62440476 7.37735358] : 94
F-1 : [4.31836464 1.003604   6.30974502] : 79
F-1 : [ 5.54419524 -1.62440476  7.37735358] : 95
F-1 : [6.08470768 1.08389232 8.21746338] : 97
F-1 : [ 8.172204   -2.85023536  6.30974502] : 84
F-1 : [6.164996   2.85023536 6.30974502] : 85
F-1 : [ 8.25249232 -1.08389232  8.21746338] : 96
!!!atention to nb coordination!!!
         [3.0222521584325444, 2.413213143533277, 2.413213143533277, 2.5108228645175052, 3.0222521584325452, 2.5108228645175052, 2.4051832325437856, 3.022252158432543, 3.022252158432545, 2.405183232543786]
         [3.0222521584325444, 2.413213143533277, 2.413213143533277, 2.5108228645175052, 3.0222521584325452, 2.5108228645175052, 2.4051832325437856, 3.022252158432545, 3.022252158432545, 2.4051832325437856]


**isite= 31
Pb2+1 : [7.1686    0.        2.6467176]

ce_symbol  = SBSA:10
ce_fraction=  0.9874608769269424
species:coords:index
F-1 : [ 6.08470768 -1.08389232  4.50016338] : 98
F-1 : [ 6.164996   -2.85023536  2.59244502] : 83
F-1 : [8.25249232 1.08389232 4.50016338] : 99
F-1 : [6.08470768 1.08389232 0.78286338] : 97
F-1 : [ 4.31836464 -1.003604    2.59244502] : 80
F-1 : [ 8.79300476 -1.62440476  3.66005358] : 93
F-1 : [ 8.25249232 -1.08389232  0.78286338] : 96
F-1 : [5.54419524 1.62440476 3.66005358] : 92
F-1 : [10.01883536  1.003604    2.59244502] : 81
F-1 : [8.172204   2.85023536 2.59244502] : 82
!!!atention to nb coordination!!!
         [2.405183232543786, 3.022252158432543, 2.4051832325437856, 2.4132131435332767, 3.0222521584325452, 2.510822864517505, 2.4132131435332767, 2.510822864517507, 3.0222521584325444, 3.022252158432545]
         [2.4051832325437856, 3.022252158432545, 2.4051832325437856, 2.4132131435332767, 3.0222521584325452, 2.5108228645175044, 2.4132131435332767, 2.5108228645175066, 3.0222521584325444, 3.022252158432545]

ce_symbol  = BS_2:10
ce_fraction=  0.01253912307305759
species:coords:index
F-1 : [ 6.08470768 -1.08389232  4.50016338] : 98
F-1 : [ 6.164996   -2.85023536  2.59244502] : 83
F-1 : [8.25249232 1.08389232 4.50016338] : 99
F-1 : [6.08470768 1.08389232 0.78286338] : 97
F-1 : [ 4.31836464 -1.003604    2.59244502] : 80
F-1 : [ 8.79300476 -1.62440476  3.66005358] : 93
F-1 : [ 8.25249232 -1.08389232  0.78286338] : 96
F-1 : [5.54419524 1.62440476 3.66005358] : 92
F-1 : [10.01883536  1.003604    2.59244502] : 81
F-1 : [8.172204   2.85023536 2.59244502] : 82
!!!atention to nb coordination!!!
         [2.405183232543786, 3.022252158432543, 2.4051832325437856, 2.4132131435332767, 3.0222521584325452, 2.510822864517505, 2.4132131435332767, 2.510822864517507, 3.0222521584325444, 3.022252158432545]
         [2.4051832325437856, 3.022252158432545, 2.4051832325437856, 2.4132131435332767, 3.0222521584325452, 2.5108228645175044, 2.4132131435332767, 2.5108228645175066, 3.0222521584325444, 3.022252158432545]


**isite= 32
F-1 : [1.53264668 3.54415584 5.04734994]


**isite= 33
F-1 : [12.80455332 10.79304416  5.04734994]


**isite= 34
F-1 : [12.80455332  3.54415584  1.33004994]


**isite= 35
F-1 : [ 1.53264668 10.79304416  1.33004994]


**isite= 36
F-1 : [3.62444416 8.70124668 1.33004994]


**isite= 37
F-1 : [10.71275584  5.63595332  1.33004994]


**isite= 38
F-1 : [3.62444416 5.63595332 5.04734994]


**isite= 39
F-1 : [10.71275584  8.70124668  5.04734994]


**isite= 40
F-1 : [2.85023536 6.164996   2.59244502]


**isite= 41
F-1 : [11.48696464  8.172204    2.59244502]


**isite= 42
F-1 : [11.48696464  6.164996    6.30974502]


**isite= 43
F-1 : [2.85023536 8.172204   6.30974502]


**isite= 44
F-1 : [ 1.003604   10.01883536  6.30974502]


**isite= 45
F-1 : [13.333596    4.31836464  6.30974502]


**isite= 46
F-1 : [1.003604   4.31836464 2.59244502]


**isite= 47
F-1 : [13.333596   10.01883536  2.59244502]


**isite= 48
F-1 : [0.         0.         0.68323974]


**isite= 49
F-1 : [0.         0.         4.40053974]


**isite= 50
F-1 : [10.76150232 10.74429768  7.10152992]


**isite= 51
F-1 : [3.57569768 3.59290232 7.10152992]


**isite= 52
F-1 : [ 3.57569768 10.74429768  3.38422992]


**isite= 53
F-1 : [10.76150232  3.59290232  3.38422992]


**isite= 54
F-1 : [12.71279524  8.79300476  7.37735358]


**isite= 55
F-1 : [1.62440476 5.54419524 7.37735358]


**isite= 56
F-1 : [1.62440476 8.79300476 3.66005358]


**isite= 57
F-1 : [12.71279524  5.54419524  3.66005358]


**isite= 58
F-1 : [1.08389232 6.08470768 4.50016338]


**isite= 59
F-1 : [13.25330768  8.25249232  4.50016338]


**isite= 60
F-1 : [13.25330768  6.08470768  0.78286338]


**isite= 61
F-1 : [1.08389232 8.25249232 0.78286338]


**isite= 62
F-1 : [8.82884776 7.9643146  2.50397328]


**isite= 63
F-1 : [5.50835224 6.3728854  2.50397328]


**isite= 64
F-1 : [5.50835224 7.9643146  6.22127328]


**isite= 65
F-1 : [8.82884776 6.3728854  6.22127328]


**isite= 66
F-1 : [13.5414854   1.66024776  6.22127328]


**isite= 67
F-1 : [ 0.7957146  12.67695224  6.22127328]


**isite= 68
F-1 : [13.5414854  12.67695224  2.50397328]


**isite= 69
F-1 : [0.7957146  1.66024776 2.50397328]


**isite= 70
F-1 : [ 8.70124668 10.71275584  1.33004994]


**isite= 71
F-1 : [5.63595332 3.62444416 1.33004994]


**isite= 72
F-1 : [ 5.63595332 10.71275584  5.04734994]


**isite= 73
F-1 : [8.70124668 3.62444416 5.04734994]


**isite= 74
F-1 : [10.79304416  1.53264668  5.04734994]


**isite= 75
F-1 : [ 3.54415584 12.80455332  5.04734994]


**isite= 76
F-1 : [10.79304416 12.80455332  1.33004994]


**isite= 77
F-1 : [3.54415584 1.53264668 1.33004994]


**isite= 78
F-1 : [10.01883536 13.333596    6.30974502]


**isite= 79
F-1 : [4.31836464 1.003604   6.30974502]


**isite= 80
F-1 : [ 4.31836464 13.333596    2.59244502]


**isite= 81
F-1 : [10.01883536  1.003604    2.59244502]


**isite= 82
F-1 : [8.172204   2.85023536 2.59244502]


**isite= 83
F-1 : [ 6.164996   11.48696464  2.59244502]


**isite= 84
F-1 : [ 8.172204   11.48696464  6.30974502]


**isite= 85
F-1 : [6.164996   2.85023536 6.30974502]


**isite= 86
F-1 : [7.1686     7.1686     4.40053974]


**isite= 87
F-1 : [7.1686     7.1686     0.68323974]


**isite= 88
F-1 : [3.59290232 3.57569768 3.38422992]


**isite= 89
F-1 : [10.74429768 10.76150232  3.38422992]


**isite= 90
F-1 : [10.74429768  3.57569768  7.10152992]


**isite= 91
F-1 : [ 3.59290232 10.76150232  7.10152992]


**isite= 92
F-1 : [5.54419524 1.62440476 3.66005358]


**isite= 93
F-1 : [ 8.79300476 12.71279524  3.66005358]


**isite= 94
F-1 : [8.79300476 1.62440476 7.37735358]


**isite= 95
F-1 : [ 5.54419524 12.71279524  7.37735358]


**isite= 96
F-1 : [ 8.25249232 13.25330768  0.78286338]


**isite= 97
F-1 : [6.08470768 1.08389232 0.78286338]


**isite= 98
F-1 : [ 6.08470768 13.25330768  4.50016338]


**isite= 99
F-1 : [8.25249232 1.08389232 4.50016338]


**isite= 100
F-1 : [1.66024776 0.7957146  6.22127328]


**isite= 101
F-1 : [12.67695224 13.5414854   6.22127328]


**isite= 102
F-1 : [12.67695224  0.7957146   2.50397328]


**isite= 103
F-1 : [ 1.66024776 13.5414854   2.50397328]


**isite= 104
F-1 : [6.3728854  8.82884776 2.50397328]


**isite= 105
F-1 : [7.9643146  5.50835224 2.50397328]


**isite= 106
F-1 : [6.3728854  5.50835224 6.22127328]


**isite= 107
F-1 : [7.9643146  8.82884776 6.22127328]

END

