file	formula	svnrevision
1545999	- F7 Mn Tl Zr -	196577
1546000	- F7 Mn Rb Zr -	196579
1546018	- Ba F7 Fe Zn -	196624
1546030	- Cr2 F9 K Pb -	196672
1546071	- Al2 F12 Pb3 -	196758
1546127	- F19 Fe3 Sr5 -	197026
1546376	- F3 Mg Na -	198115
1546377	- F3 Na Ni -	198116
1546378	- F3 Na Zn -	198117
1546379	- Co F3 Na -	198118
7228636	- Cs F4 Mn -	198468
7228637	- F4 K Mn -	198469
7228638	- F4 Mn Rb -	198470
7043525	- Cr F4 K -	205752
1546498	- Cr Cs F4 -	198510
1546948	- Cs Cu2 F5 -	200208
2021000	- F12 Hf2 Sr2 -	205948
7230297	- F3 Sc -	229044
7230298	- F3 Sc -	229044
1549240	- F281.16 Sr68.58 Zr36 -	207301
1549241	- F280 Sr68 Zr36 -	207302
7231867	- F4 K Tm -	230931
7048254	- F5 K2 Y -	224137
4127282	- F3 Sc -	256727
2021787	- Ba4 F23 Y Zr3 -	219110
4128524	- Cs2 F16 Mn U3 -	221606
4128525	- Cs2 F16 U3 Zn -	221607
4128526	- Cs2 F16 Ni U3 -	221608
4128527	- Co Cs2 F16 U3 -	221609
4128528	- Cs2 F16 Mg U3 -	221610
2108548	- F7 Rb2 Ta -	231197
7059362	- Cs0.36 F7 K2.64 Si -	257815
7704051	- Ce3 Cs2 F16 Ni -	252809
7704052	- Ce3 Cs2 F16 Zn -	252809
7704053	- Ce3 Co Cs2 F16 -	252809
7704054	- Al Ce6 F30 Na3 -	252809
7704055	- Ce6 Cr F30 Na3 -	252809
7704056	- Ce6 F30 Ga Na3 -	252809
7704057	- Ce6 F30 Fe Na3 -	252809
7704058	- Ce3 Cs2 F16 Mn -	252809
7059626	- F63 K18 Ta5.18 Zr4.82 -	257669
4517758	- F6 K2 Zr -	253092
4517761	- F6 K2 Zr -	253095
2108653	- F120 Ga20 K60 -	255583
2108654	- F30 Ga5 K15 -	255583
2108655	- F6 Ga K3 -	255583
1561245	- D1.5 F1.5 Mg Na -	263311
1561246	- D2 F Mg Na -	263311
1562485	- F3 Rb Sn -	265094
1562486	- Cs F3 Sn -	265094
1562977	- F3 Na Ni -	265624
1562978	- F Na -	265624
1562979	- F3 Na Ni -	265624
1563735	- Cs F5 Sn2 -	266735
1563736	- F5 Rb Sn2 -	266735
7708735	- F13 K3 Na Si Ta -	270333
1566248	- F7 Na Nb Rb -	272402
